code,所属概念,股票代码,所属概念数量,market_code
300130,数字货币;电子身份证;汽车电子;移动支付;安防;蚂蚁集团概念;物联网;鸿蒙概念;人脸识别;腾讯概念;智慧政务;跨境支付(CIPS);区块链;储能;AI智能体;数字经济;人工智能;AIGC概念;AI应用;多模态AI;AI语料;虚拟数字人;DeepSeek概念;跨境电商;参股保险;深股通;融资融券,300130.SZ,27,33
301107,农机;乡村振兴;无人机;机器人概念;西部大开发;专精特新;新能源汽车;氢能源;传感器;减速器;汽车电子;融资融券,301107.SZ,12,33
000710,基因测序;辅助生殖;三胎概念;智能医疗;医疗器械概念;AI应用;京津冀一体化;数据要素;人工智能;AI智能体;DeepSeek概念;AI语料;西部大开发;腾讯概念;智谱AI;海峡两岸,000710.SZ,16,33
920212,无人驾驶;车联网(车路协同);融资融券;消费电子概念;电子竞技;汽车电子;智能穿戴;智能家居;新能源汽车;储能;一带一路,920212.BJ,11,151
300631,盐湖提锂;稀土永磁;固态电池;锂电池概念;专精特新;净水概念;垃圾分类;光伏概念;污水处理,300631.SZ,9,33
603392,生物疫苗;猴痘概念;流感;幽门螺杆菌概念;创新药;智能医疗;DeepSeek概念;同花顺漂亮100;融资融券;沪股通,603392.SH,10,17
688196,可降解塑料;海峡两岸;人民币贬值受益;沪股通;融资融券,688196.SH,5,17
688213,汽车芯片;国家大基金持股;AI眼镜;MicroLED概念;芯片概念;消费电子概念;汽车电子;传感器;小米概念;机器视觉;比亚迪概念;专精特新;华为概念;同花顺新质50;无人驾驶;物联网;安防;机器人概念;智能家居;数据中心(AIDC);沪股通;融资融券,688213.SH,22,17
300579,数据确权;财税数字化;数字货币;智慧政务;华为鲲鹏;电子身份证;数据安全;区块链;云计算;互联网金融;DRG/DIP;信创;鸿蒙概念;网络安全;知识产权保护;在线教育;阿里巴巴概念;数字经济;车联网(车路协同);京津冀一体化;东数西算(算力);雄安新区;华为概念;星闪概念;量子科技;国企改革;芯片概念;股权转让(并购重组);融资融券;深股通,300579.SZ,30,33
000558,冰雪产业;旅游概念;体育产业;租售同权;文化传媒概念;电子竞技;西部大开发;短剧游戏;国企改革;PPP概念;创投;深股通;融资融券,000558.SZ,13,33
605333,华为汽车;人形机器人;特斯拉概念;新能源汽车;无人机;沪股通,605333.SH,6,17
605136,网红经济;三胎概念;跨境电商;乡村振兴;拼多多概念;创投;抖音概念(字节概念),605136.SH,7,17
600750,高股息精选;白酒概念;医药电商;证金持股;参股银行;国企改革;央企国企改革;数字经济;沪股通;融资融券,600750.SH,10,17
002180,高端装备;机器人概念;物联网;人形机器人;智能座舱;鸿蒙概念;军工;信创;人民币贬值受益;小米概念;汽车电子;储能;芯片概念;MCU芯片;汽车芯片;深股通;融资融券,002180.SZ,17,33
301073,养老概念;预制菜;共同富裕示范区;低空经济;深股通;股权转让(并购重组);融资融券,301073.SZ,7,33
603334,化肥;生物质能发电;注册制次新股;专精特新;融资融券;新股与次新股,603334.SH,6,17
002615,露营经济;三胎概念;体育产业;共同富裕示范区;跨境电商;网红经济;IP经济(谷子经济);人民币贬值受益;NFT概念;一带一路;智能家居;数字经济;华为概念;鸿蒙概念;星闪概念;人工智能,002615.SZ,16,33
601949,NFT概念;文化传媒概念;知识产权保护;虚拟数字人;同花顺中特估100;国企改革;数字经济;数据要素;一带一路;沪股通;中字头股票;融资融券,601949.SH,12,17
301173,长安汽车概念;新能源汽车;比亚迪概念;汽车电子;融资融券,301173.SZ,5,33
300766,智谱AI;多模态AI;云计算;快手概念;ChatGPT概念;AI语料;数据安全;小红书概念;智慧政务;百度概念;AI智能体;抖音概念(字节概念);数据要素;AI应用;阿里巴巴概念;区块链;鸿蒙概念;虚拟数字人;腾讯概念;数字经济;DeepSeek概念;拼多多概念;智慧城市;车联网(车路协同);人工智能;智能医疗;空间计算;华为概念;机器人概念;共同富裕示范区;比亚迪概念;小米概念;信创;融资融券;深股通,300766.SZ,35,33
300030,家庭医生;智能医疗;医疗器械概念;细胞免疫治疗;数据要素;人工智能;DeepSeek概念;横琴新区;云计算;PPP概念;粤港澳大湾区;国企改革,300030.SZ,12,33
300978,长安汽车概念;华为汽车;百度概念;新能源汽车;比亚迪概念;智能座舱;毫米波雷达;汽车电子;深股通;融资融券,300978.SZ,10,33
603557,ST板块;三胎概念,603557.SH,2,22
301083,人脸识别;智慧城市;新型城镇化;人工智能;安防;数字经济;工业互联网;DeepSeek概念;车联网(车路协同);专精特新;机器人概念;充电桩;融资融券,301083.SZ,13,33
300465,Web3.0;ChatGPT概念;信创;AI智能体;移动支付;数据要素;跨境支付(CIPS);数字货币;数据安全;区块链;人工智能;DeepSeek概念;蚂蚁集团概念;文化传媒概念;腾讯概念;抖音概念(字节概念);物联网;华为概念;化债概念(AMC概念);比亚迪概念;东数西算(算力);数据中心(AIDC);芯片概念;量子科技;深股通,300465.SZ,25,33
600612,IP经济(谷子经济);国企改革;黄金概念;沪股通;融资融券;小金属概念;AI眼镜,600612.SH,7,17
301065,共同富裕示范区;丙烯酸;融资融券,301065.SZ,3,33
002737,流感;医药电商;创新药;肝炎概念;维生素;三胎概念;黑龙江自贸区;深股通;融资融券,002737.SZ,9,33
002572,高股息精选;参股券商;养老概念;智能家居;虚拟现实;深股通;融资融券,002572.SZ,7,33
002094,化债概念(AMC概念);跨境电商;网红经济;参股银行;中韩自贸区;一带一路;C2M概念;人民币贬值受益;腾讯概念;深股通;融资融券,002094.SZ,11,33
300866,无线充电;储能;3D打印;无线耳机;芯片概念;充电桩;AI眼镜;人民币贬值受益;智能家居;消费电子概念;跨境电商;机器人概念;人工智能;安防;深股通;融资融券,300866.SZ,16,33
601811,高股息精选;IP经济(谷子经济);体育产业;NFT概念;文化传媒概念;职业教育;国企改革;知识产权保护;虚拟数字人;西部大开发;元宇宙;数字经济;AIGC概念;DeepSeek概念;数据确权;独角兽概念;AI应用;区块链;人工智能;百度概念;华为概念;沪股通,601811.SH,22,17
000966,超超临界发电;生物质能发电;抽水蓄能;碳交易;绿色电力;虚拟电厂;风电;央企国企改革;碳中和;国企改革;光热发电;储能;创投;融资融券;2026中报预增;深股通,000966.SZ,16,33
688317,禽流感;猴痘概念;幽门螺杆菌概念;流感;肝炎概念;创新药;医疗器械概念;食品安全;专精特新;融资融券,688317.SH,10,17
688597,军工;高压快充;特高压;数字孪生;电力物联网;充电桩;机器人概念;智能电网;无人机;低空经济;空间计算;虚拟电厂;时空大数据;智慧城市;储能;数据要素;碳交易;人工智能;京津冀一体化;融资融券,688597.SH,20,17
603109,无人机;专精特新;新能源汽车;数据中心(AIDC);机器人概念;人民币贬值受益;储能;水利;农机;中俄贸易概念;一带一路;西部大开发;乡村振兴;沪股通,603109.SH,14,17
300315,手机游戏;网络游戏;文化传媒概念;IP经济(谷子经济);AIGC概念;AI应用;职业教育;百度概念;抖音概念(字节概念);人工智能;虚拟现实;英伟达概念;深股通;融资融券,300315.SZ,14,33
300641,锂电池概念;深股通;融资融券,300641.SZ,3,33
000524,免税店;NFT概念;旅游概念;IP经济(谷子经济);冰雪产业;预制菜;养老概念;广东自贸区;体育产业;AI应用;物业管理;露营经济;乡村振兴;AI智能体;DeepSeek概念;人工智能;国企改革;粤港澳大湾区;低空经济;股权转让(并购重组);深股通;融资融券,000524.SZ,22,33
002662,氢能源;燃料电池;储能;新能源汽车;锂电池概念;比亚迪概念;特斯拉概念;深股通;融资融券,002662.SZ,9,33
603038,净水概念;鸿蒙概念;人工智能;智能家居;粤港澳大湾区;华为概念;2026中报预增,603038.SH,7,17
300647,液冷服务器;消费电子概念;数据中心(AIDC);锂电池概念;智慧城市;5G;智慧灯杆;动力电池回收;一带一路;跨境电商,300647.SZ,10,33
301277,流感;仿制药一致性评价;合成生物;幽门螺杆菌概念;创新药;CRO概念;减肥药;深股通;融资融券,301277.SZ,9,33
000423,超级品牌;高股息精选;预制菜;农业种植;旅游概念;国企改革;乡村振兴;央企国企改革;深股通;融资融券;数字经济;华为概念,000423.SZ,12,33
603202,参股银行;两轮车;人民币贬值受益;新型工业化;比亚迪概念;智能座舱;汽车电子;沪股通;融资融券,603202.SH,9,17
002175,股权转让(并购重组);物业管理;ST板块;智能物流;工业互联网;物联网;西部大开发;新能源汽车;高端装备;芯片概念;超级电容,002175.SZ,11,33
600976,创新药;医药电商;流感;三胎概念;融资融券;沪股通,600976.SH,6,17
002093,数据要素;数据确权;AI智能体;鸿蒙概念;DeepSeek概念;互联网金融;数字经济;人工智能;职业教育;智能医疗;物联网;养老概念;福建自贸区;海峡两岸;华为概念;医疗器械概念;数据中心(AIDC);6G概念;5G;深股通;融资融券,002093.SZ,21,33
300595,眼科医疗;医药电商;跨境电商;医疗器械概念;AI眼镜;融资融券;深股通,300595.SZ,7,33
300756,机器人概念;虚拟现实;元宇宙;三胎概念;IP经济(谷子经济);旅游概念;人形机器人;深股通,300756.SZ,8,33
301097,医疗器械概念;三胎概念;融资融券,301097.SZ,3,33
002908,区块链;职业教育;数据要素;数字经济;智慧政务;电子身份证;AI应用;AI智能体;数据确权;AI语料;移动支付;智慧城市;数字货币;京津冀一体化;DeepSeek概念;信创;乡村振兴;智谱AI;人工智能;智能医疗;腾讯概念;抖音概念(字节概念);物联网;农村电商;粤港澳大湾区;华为概念;东数西算(算力),002908.SZ,27,33
300253,DRG/DIP;AIGC概念;AI应用;ChatGPT概念;AI智能体;数据要素;鸿蒙概念;互联网保险;区块链;虚拟数字人;华为鲲鹏;阿里巴巴概念;腾讯概念;蚂蚁集团概念;信创;家庭医生;DeepSeek概念;人工智能;智慧城市;智能医疗;养老概念;华为概念;中国AI 50;融资融券;深股通,300253.SZ,25,33
300830,智谱AI;多模态AI;华为鲲鹏;ChatGPT概念;智慧政务;信创;AI智能体;数据要素;鸿蒙概念;百度概念;AI应用;区块链;人脸识别;电力物联网;数字经济;军工信息化;人工智能;DeepSeek概念;互联网金融;车联网(车路协同);职业教育;工业互联网;华为概念;智能电网;军工;换电概念;新型工业化;充电桩;核电;虚拟电厂;特高压;风电;碳交易;超超临界发电;深股通,300830.SZ,35,33
688282,卫星导航;商业航天;无人机;军民融合;军工;无人驾驶;专精特新;沪股通;融资融券,688282.SH,9,17
001279,专精特新;固态电池;深股通;融资融券,001279.SZ,4,33
002153,区块链;腾讯概念;AI应用;云计算;移动支付;AI智能体;抖音概念(字节概念);阿里巴巴概念;DeepSeek概念;ERP概念;人工智能;跨境支付(CIPS);京津冀一体化;旅游概念;证金持股;深股通;融资融券,002153.SZ,17,33
603214,三胎概念;跨境电商;IP经济(谷子经济);托育服务;拼多多概念;腾讯概念,603214.SH,6,17
301022,小米汽车;PEEK材料;华为汽车;人形机器人;机器人概念;无人驾驶;小米概念;比亚迪概念;新能源汽车;人民币贬值受益;储能;融资融券,301022.SZ,12,33
600292,期货概念;央企国企改革;绿色电力;西部大开发;风电;国企改革;污水处理;乡村振兴;土壤修复;碳中和;PPP概念;动力电池回收;融资融券;锂电池概念;2026中报预增;沪股通;股权转让(并购重组),600292.SH,17,17
600557,医药电商;创新药;禽流感;减肥药;毛发医疗;流感;养老概念;智能医疗;沪股通;融资融券;阿尔茨海默概念,600557.SH,11,17
301103,民营医院;跨境电商;合成生物;乡村振兴;眼科医疗;智能医疗;雄安新区;基因测序;细胞免疫治疗;医药电商;创新药;DeepSeek概念;ChatGPT概念;融资融券,301103.SZ,14,33
300770,IP经济(谷子经济);电子竞技;NFT概念;文化传媒概念;虚拟数字人;高股息精选;短剧游戏;知识产权保护;在线教育;国企改革;云游戏;元宇宙;快手概念;人工智能;腾讯概念;抖音概念(字节概念);网络安全;虚拟现实;华为概念;小米概念;华为海思概念股;深股通;融资融券,300770.SZ,23,33
603402,旅游概念;文化传媒概念;国企改革;西部大开发;注册制次新股;新股与次新股;融资融券,603402.SH,7,17
603098,绿色电力;土壤修复;光伏建筑一体化;建筑节能;腾讯概念;装配式建筑;人工智能;一带一路;储能;华为概念;光伏概念;专精特新;沪股通;融资融券,603098.SH,14,17
002537,数字货币;NFT概念;蚂蚁集团概念;互联网金融;移动支付;区块链;数字经济;跨境电商;冷链物流;元宇宙;家用电器;华为汽车;华为概念;新能源汽车;比亚迪概念;特斯拉概念;5G;深股通;融资融券,002537.SZ,19,33
002553,减速器;ChatGPT概念;语音技术;人工智能;机器人概念;物联网;无人机;新能源汽车;专精特新;比亚迪概念;锂电池概念;无线耳机;芯片概念;MCU芯片;汽车芯片;融资融券;深股通,002553.SZ,17,33
000633,西部大开发;新疆振兴;核电,000633.SZ,3,33
002984,一带一路;飞行汽车(eVTOL);人民币贬值受益;工业互联网;低空经济;机器人概念;大飞机;无人机;新能源汽车;融资融券;深股通,002984.SZ,11,33
300152,土壤修复;PPP概念;雄安新区;ST板块;净水概念;创投;碳中和;污水处理;PM2.5;燃料电池;氢能源;生物质能发电,300152.SZ,12,33
300532,智能物流;数字孪生;新型工业化;区块链;华为鲲鹏;工业互联网;统一大市场;一带一路;机器人概念;机器视觉;特斯拉概念;比亚迪概念;华为概念;储能;宁德时代概念;高股息精选;5G;股权转让(并购重组);深股通,300532.SZ,19,33
002594,超级品牌;同花顺漂亮100;盐湖提锂;钠离子电池;汽车拆解概念;深股通;融资融券;动力电池回收;碳交易;DeepSeek概念;锂电池概念;储能;充电桩;车联网(车路协同);粤港澳大湾区;同花顺出海50;机器人概念;高压快充;光伏概念;新能源汽车;无人驾驶;数据中心(AIDC);比亚迪概念;芯片概念,002594.SZ,24,33
920837,燃料电池;氢能源;西部大开发;融资融券;国企改革;农机;专精特新,920837.BJ,7,151
920123,融资融券;合成生物;医美概念;DeepSeek概念,920123.BJ,4,151
000739,流感;创新药;仿制药一致性评价;减肥药;CRO概念;合成生物;宠物经济;医美概念;养老概念;共同富裕示范区;AIGC概念;AI智能体;工业互联网;深股通;融资融券,000739.SZ,15,33
603369,白酒概念;国企改革;沪股通;融资融券,603369.SH,4,17
002410,AI应用;数据要素;AI智能体;多模态AI;京津冀一体化;人工智能;智慧城市;雄安新区;数字孪生;装配式建筑;物联网;深股通;融资融券,002410.SZ,13,33
300271,财税数字化;智慧政务;ChatGPT概念;华为鲲鹏;数据要素;AI应用;DRG/DIP;数据安全;信创;数据确权;AI智能体;在线教育;区块链;智谱AI;互联网金融;蚂蚁集团概念;百度概念;腾讯概念;阿里巴巴概念;抖音概念(字节概念);语音技术;DeepSeek概念;职业教育;人工智能;华为概念;深股通;融资融券,300271.SZ,27,33
000538,超级品牌;高股息精选;医药电商;证金持股;创新药;同花顺漂亮100;医美概念;工业大麻;参股券商;西部大开发;深股通;融资融券;华为概念,000538.SZ,13,33
002867,高股息精选;IP经济(谷子经济);创投;黄金概念;深股通;融资融券,002867.SZ,6,33
688096,云计算;东数西算(算力);人工智能;算力租赁;超导概念;DeepSeek概念;污水处理;融资融券,688096.SH,8,17
600733,一体化压铸;华为汽车;网约车;京津冀一体化;车联网(车路协同);DeepSeek概念;无人驾驶;小米汽车;燃料电池;百度概念;国企改革;换电概念;星闪概念;新能源汽车;智能座舱;动力电池回收;华为概念;充电桩;储能;固态电池;高压快充;汽车芯片;沪股通;融资融券,600733.SH,24,17
300761,猪肉;养鸡;深股通;融资融券,300761.SZ,4,33
300542,数字货币;Web3.0;跨境支付(CIPS);互联网金融;区块链;NFT概念;鸿蒙概念;华为欧拉;华为鲲鹏;数据要素;AI应用;信创;财税数字化;虚拟数字人;百度概念;元宇宙;智慧城市;网络安全;人工智能;DeepSeek概念;云计算;华为昇腾;军工信息化;一带一路;低空经济;军民融合;华为概念;军工;同花顺新质50;数据中心(AIDC);商业航天;华为海思概念股;深股通;股权转让(并购重组),300542.SZ,34,33
300269,元宇宙;智慧城市;小红书概念;MR(混合现实);华为概念;军工;商业航天;人民币贬值受益;体育产业;MicroLED概念;柔性屏(折叠屏);MiniLED,300269.SZ,12,33
603699,核电;可控核聚变;氢能源;一带一路;人民币贬值受益;风电;高股息精选;页岩气;沪股通;融资融券,603699.SH,10,17
002007,生物疫苗;禽流感;肝炎概念;流感;创新药;重组蛋白;深股通;融资融券,002007.SZ,8,33
300290,DRG/DIP;云计算;网络安全;智慧政务;华为欧拉;华为鲲鹏;信创;鸿蒙概念;多模态AI;AI应用;智慧城市;DeepSeek概念;人工智能;数字孪生;数字经济;智能医疗;在线教育;独角兽概念;华为概念;机器人概念;虚拟现实;数据中心(AIDC);专精特新;智能电网;国企改革;光伏概念;ST板块,300290.SZ,27,33
920857,安防;机器人概念;西部大开发;融资融券;消费电子概念;小米概念,920857.BJ,6,151
603712,军工信息化;军民融合;大飞机;军工;卫星导航;无人机;DeepSeek概念;商业航天;高铁;京津冀一体化;一带一路;国企改革;6G概念;融资融券;沪股通,603712.SH,15,17
301171,快手概念;小红书概念;AI视频;智谱AI;拼多多概念;华为盘古;短剧游戏;多模态AI;ChatGPT概念;抖音概念(字节概念);AIGC概念;虚拟数字人;云计算;百度概念;阿里巴巴概念;腾讯概念;AI应用;数据要素;文化传媒概念;AI智能体;移动支付;独角兽概念;DeepSeek概念;人工智能;跨境支付(CIPS);华为概念;跨境电商;小米概念;创投;人民币贬值受益;西部大开发;深股通;融资融券,301171.SZ,33,33
000999,医药电商;禽流感;创新药;流感;国企改革;央企国企改革;绿色电力;深股通;融资融券;股权转让(并购重组),000999.SZ,10,33
002444,智能物流;露营经济;机器人概念;无人驾驶;跨境电商;参股银行;智能家居;人民币贬值受益;军工;储能;深股通;融资融券;芯片概念,002444.SZ,13,33
605388,幽门螺杆菌概念;乳业;跨境电商;三胎概念;白酒概念,605388.SH,5,17
600419,乳业;西部大开发;国企改革;新疆振兴,600419.SH,4,17
600782,国企改革;央企国企改革;无人机;新能源汽车;沪股通;融资融券,600782.SH,6,17
605089,预制菜;冷链物流,605089.SH,2,17
600250,旅游概念;IP经济(谷子经济);养老概念;跨境电商;国企改革;低空经济,600250.SH,6,17
000096,国企改革;国资云;虚拟电厂;粤港澳大湾区;东数西算(算力);数据中心(AIDC);深股通;2026中报预增;风电,000096.SZ,9,33
688232,AI应用;虚拟数字人;鸿蒙概念;数据要素;智慧政务;智谱AI;AI智能体;区块链;百度概念;数字经济;DeepSeek概念;云计算;阿里巴巴概念;腾讯概念;人工智能;智慧城市;MLOps概念;房屋检测;华为概念;沪股通;融资融券,688232.SH,21,17
300063,快手概念;小红书概念;AI视频;AIGC概念;抖音概念(字节概念);文化传媒概念;百度概念;AI应用;腾讯概念;阿里巴巴概念;独角兽概念;职业教育;人工智能;网红经济;华为概念;长安汽车概念;丙烯酸;光刻胶;深股通,300063.SZ,19,33
920953,AI应用;鸿蒙概念;融资融券;机器人概念;物联网;智能物流;数据要素;智慧政务;数据安全;在线教育;数字经济;华为鲲鹏;信创;华为昇腾;人脸识别;人工智能;云计算;DeepSeek概念;AI智能体;AIGC概念,920953.BJ,20,151
688363,重组蛋白;合成生物;创新药;医美概念;沪股通;融资融券,688363.SH,6,17
688271,阿尔茨海默概念;智能医疗;医疗器械概念;AI应用;人工智能;高端装备;沪股通;融资融券,688271.SH,8,17
300339,华为欧拉;ERP概念;MLOps概念;ChatGPT概念;财税数字化;华为鲲鹏;数字货币;智慧政务;多模态AI;鸿蒙概念;信创;虚拟数字人;在线教育;华为昇腾;国产操作系统;AI应用;AI智能体;区块链;网络安全;互联网金融;元宇宙;跨境支付(CIPS);阿里巴巴概念;星闪概念;智慧城市;DeepSeek概念;人工智能;物联网;虚拟现实;智能家居;智能医疗;华为概念;电力物联网;创投;东数西算(算力);机器人概念;华为汽车;小米概念;人形机器人;无人驾驶;智能座舱;智能电网;华为数字能源;华为海思概念股;芯片概念;深股通;融资融券,300339.SZ,47,33
000555,网络安全;华为昇腾;数据安全;华为鲲鹏;信创;财税数字化;数字货币;鸿蒙概念;ERP概念;AI智能体;数据要素;阿里巴巴概念;区块链;数字乡村;AI应用;腾讯概念;AIGC概念;量子科技;智慧城市;虚拟数字人;互联网金融;物联网;数字经济;人工智能;DeepSeek概念;跨境支付(CIPS);华为概念;NFT概念;5G;碳中和;碳交易;深股通;融资融券,000555.SZ,33,33
300075,华为鲲鹏;多模态AI;智慧政务;智谱AI;鸿蒙概念;AI应用;AIGC概念;AI智能体;信创;数据要素;区块链;元宇宙;数字孪生;华为昇腾;时空大数据;腾讯概念;数字经济;智慧城市;阿里巴巴概念;DeepSeek概念;ETC;人工智能;车联网(车路协同);安防;智能医疗;京津冀一体化;虚拟现实;华为概念;雄安新区;地下管网;机器视觉;低空经济;机器人概念;垃圾分类;人形机器人;无人驾驶;卫星导航;AI眼镜;深股通;融资融券,300075.SZ,40,33
688660,海工装备;风电;上海国企改革;国企改革;融资融券;沪股通,688660.SH,6,17
300947,租售同权;IP经济(谷子经济);物业管理;旅游概念;新型城镇化;建筑节能;AI应用;人工智能;元宇宙;DeepSeek概念;ChatGPT概念;空间计算;融资融券,300947.SZ,13,33
301026,小金属概念;金属回收;黄金概念;融资融券,301026.SZ,4,33
605567,人造肉;预制菜;冷链物流;中韩自贸区;养鸡,605567.SH,5,17
301208,数字货币;蚂蚁集团概念;信创;云计算;鸿蒙概念;网络安全;数据要素;阿里巴巴概念;腾讯概念;AI智能体;互联网金融;东数西算(算力);数字经济;AI应用;人工智能;跨境支付(CIPS);DeepSeek概念;华为概念;数据中心(AIDC);商业航天;深股通;融资融券,301208.SZ,22,33
605336,智能家居;DeepSeek概念;家用电器;ST板块,605336.SH,4,22
920278,阿里巴巴概念;跨境电商;融资融券;宠物经济;智能医疗;医疗器械概念;养老概念;人民币贬值受益,920278.BJ,8,151
300350,中俄贸易概念;跨境电商;广东自贸区;数字经济;数据要素;创投;智慧城市;智能物流;统一大市场;碳中和;时空大数据;一带一路;物联网;航运概念;粤港澳大湾区;军工;卫星导航,300350.SZ,17,33
002399,生物疫苗;创新药;CRO概念;人民币贬值受益;深股通;融资融券,002399.SZ,6,33
300250,华为鲲鹏;云办公;数据安全;信创;智慧政务;网络安全;Web3.0;鸿蒙概念;AI智能体;数字乡村;AI应用;东数西算(算力);数字经济;物联网;人工智能;虚拟现实;华为概念;工业互联网;卫星导航;智能家居;5G;WiFi 6;共同富裕示范区;F5G概念;深股通,300250.SZ,25,33
000678,减速器;股权转让(并购重组);农机;一带一路;军民融合;新能源汽车;军工;人民币贬值受益;比亚迪概念;国企改革;深股通;融资融券,000678.SZ,12,33
002785,盐湖提锂;小金属概念;锂电池概念;海峡两岸;福建自贸区;中俄贸易概念;一带一路;核电;俄乌冲突概念;深股通,002785.SZ,10,33
300792,小红书概念;快手概念;AIGC概念;虚拟数字人;拼多多概念;AI应用;AI智能体;抖音概念(字节概念);阿里巴巴概念;腾讯概念;网红经济;人工智能;跨境电商;深股通,300792.SZ,14,33
301130,流感;猴痘概念;维生素;肝炎概念;细胞免疫治疗;仿制药一致性评价;三胎概念;阿尔茨海默概念;创新药;养老概念;融资融券,301130.SZ,11,33
920198,工业互联网;专精特新;数字孪生;物联网;鸿蒙概念;机器人概念;智慧城市;AI智能体;融资融券;股权转让(并购重组);数据要素;安防;国企改革;创投;人工智能,920198.BJ,15,151
301533,一带一路;跨境电商;农机;乡村振兴;西部大开发;水利;人民币贬值受益;冰雪产业;专精特新;无人驾驶;融资融券,301533.SZ,11,33
002025,共封装光学(CPO);铜缆高速连接;光纤概念;液冷服务器;5G;卫星导航;商业航天;小米概念;数据中心(AIDC);同花顺新质50;比亚迪概念;机器视觉;军工;华为概念;大飞机;新能源汽车;低空经济;核电;智能物流;西部大开发;央企国企改革;国企改革;深股通;融资融券,002025.SZ,24,33
301539,低空经济;飞行汽车(eVTOL);专精特新;商业航天;新能源汽车;比亚迪概念;融资融券,301539.SZ,7,33
688212,医疗器械概念;智能医疗;人工智能;专精特新;AI应用;机器人概念;沪股通;融资融券,688212.SH,8,17
002558,电子竞技;云游戏;手机游戏;网络游戏;AIGC概念;虚拟数字人;旅游概念;AI应用;元宇宙;参股保险;ChatGPT概念;互联网金融;DeepSeek概念;人工智能;创投;AI智能体;鸿蒙概念;语音技术;阿里巴巴概念;腾讯概念;百度概念;虚拟现实;西部大开发;华为概念;2026一季报预增;深股通;2026中报预增;融资融券,002558.SZ,28,33
300832,肝炎概念;流感;猴痘概念;医疗器械概念;智能医疗;DeepSeek概念;融资融券;深股通,300832.SZ,8,33
920252,锂电池概念;融资融券;储能;两轮车;专精特新,920252.BJ,5,151
002570,NFT概念;网红经济;养老概念;三胎概念;乳业;跨境电商;共同富裕示范区;DeepSeek概念;宠物经济;民营医院;深股通;融资融券,002570.SZ,12,33
000607,NFT概念;文化传媒概念;职业教育;知识产权保护;短剧游戏;虚拟数字人;在线教育;三胎概念;共同富裕示范区;AI应用;数字经济;数据确权;托育服务;快手概念;创投;蚂蚁集团概念;国企改革;百度概念;阿里巴巴概念;长三角一体化;低空经济;融资融券,000607.SZ,22,33
002287,医药电商;创新药;流感;阿尔茨海默概念;三胎概念;西部大开发;深股通;融资融券,002287.SZ,8,33
600463,物业管理;雄安新区;垃圾分类;京津冀一体化;国企改革;创投;军民融合,600463.SH,7,17
300578,Web3.0;虚拟数字人;AI视频;云办公;空间计算;多模态AI;在线教育;元宇宙;信创;鸿蒙概念;AI应用;国产操作系统;数字经济;DeepSeek概念;人工智能;东数西算(算力);虚拟现实;华为概念;智能医疗;数据中心(AIDC);5G;机器人概念,300578.SZ,22,33
002880,生物疫苗;肝炎概念;合成生物;细胞免疫治疗;国企改革;深股通,002880.SZ,6,33
300458,MCU芯片;汽车芯片;存储芯片;中芯国际概念;芯片概念;AI眼镜;智能穿戴;汽车电子;智能座舱;小米概念;EDR概念;东数西算(算力);华为概念;机器视觉;物联网;虚拟现实;无人驾驶;车联网(车路协同);腾讯概念;百度概念;阿里巴巴概念;智能家居;机器人概念;2026一季报预增;人工智能;长安汽车概念;家用电器;DeepSeek概念;创投;横琴新区;深股通;2026中报预增;融资融券,300458.SZ,33,33
002427,国企改革;海工装备;新能源汽车;深股通,002427.SZ,4,33
300083,工业母机;新型工业化;人形机器人;一体化压铸;高端装备;比亚迪概念;机器人概念;飞行汽车(eVTOL);小米概念;新能源汽车;无线充电;消费电子概念;军工;智能穿戴;苹果概念;无人机;低空经济;工业互联网;粤港澳大湾区;华为概念;人工智能;液冷服务器;5G;创投;储能;深股通;融资融券,300083.SZ,27,33
300705,医药电商;创新药;流感;仿制药一致性评价;肝炎概念;幽门螺杆菌概念;维生素;CRO概念;深股通,300705.SZ,9,33
600638,物业管理;租售同权;互联网金融;信托概念;国企改革;期货概念;2026中报预增,600638.SH,7,17
002117,Web3.0;拼多多概念;数据确权;ChatGPT概念;数字经济;蚂蚁集团概念;知识产权保护;财税数字化;区块链;人脸识别;智慧政务;移动支付;电子身份证;数字货币;DeepSeek概念;信创;阿里巴巴概念;物联网;机器人概念;人形机器人;东数西算(算力);数据中心(AIDC);深股通;融资融券,002117.SZ,24,33
300334,净水概念;垃圾分类;污水处理;雄安新区;PPP概念;京津冀一体化;芯片概念,300334.SZ,7,33
002027,高股息精选;同花顺漂亮100;体育产业;文化传媒概念;DeepSeek概念;阿里巴巴概念;深股通;融资融券;AI智能体,002027.SZ,9,33
002384,共封装光学(CPO);光纤概念;同花顺果指数;PCB概念;MiniLED;苹果概念;AI手机;芯片概念;5G;消费电子概念;智能穿戴;2026一季报预增;数据中心(AIDC);小米概念;高压快充;华为概念;特斯拉概念;人形机器人;新能源汽车;机器人概念;深股通;人民币贬值受益;2026中报预增;融资融券,002384.SZ,24,33
301000,人形机器人;汽车热管理;机器人概念;新能源汽车;家用电器;燃料电池;储能;深股通;融资融券,301000.SZ,9,33
688156,专精特新;污水处理;固废处理;合成生物;融资融券,688156.SH,5,17
002746,养鸡;预制菜;乡村振兴;深股通;融资融券,002746.SZ,5,33
