market_code,所属概念,股票代码,所属概念数量,code
33,工业母机;网络安全;信创;人民币贬值受益;碳交易;碳中和;国企改革;西部大开发,000509.SZ,8,000509
33,期货概念;化债概念(AMC概念);参股券商;乡村振兴;国企改革;绿色电力;独角兽概念;创投;2025年报预增;风电;粤港澳大湾区;2026一季报预增;深股通;融资融券,000987.SZ,14,000987
33,MicroLED概念;MiniLED;第三代半导体;芯片概念;深股通,300708.SZ,5,300708
33,小米汽车;专精特新;比亚迪概念;长安汽车概念;机器人概念;小米概念;物联网;车联网(车路协同);智能座舱;宁德时代概念;福建自贸区;储能;深股通;融资融券,301600.SZ,14,301600
17,钠离子电池;动力电池回收;固态电池;锂电池概念;宁德时代概念;碳中和;储能;西部大开发;国企改革;低空经济;人形机器人;央企国企改革;融资融券;沪股通,688707.SH,14,688707
17,减速器;共同富裕示范区;机器人概念;长三角一体化,605055.SH,4,605055
151,融资融券;智能家居;横琴新区;专精特新,920110.BJ,4,920110
33,军工信息化;卫星导航;安防;军民融合;智慧灯杆;军工;无人机;时空大数据;传感器;低空经济;车联网(车路协同);智慧城市;华为概念;芯片概念;机器人概念;人工智能;东数西算(算力);无人驾驶;太赫兹;5G;量子科技;毫米波雷达;数据中心(AIDC);算力租赁;海工装备;西部大开发;先进封装;深股通;融资融券,300397.SZ,29,300397
33,染料;足球概念;专精特新;光刻胶;3D打印;深股通;融资融券,300905.SZ,7,300905
17,华为汽车;飞行汽车(eVTOL);小米汽车;机器人概念;特斯拉概念;人工智能;车联网(车路协同);低空经济;无人驾驶;新能源汽车;比亚迪概念;传感器;小米概念;毫米波雷达;汽车电子;融资融券;沪股通,603197.SH,17,603197
151,无人驾驶;机器人概念;机器视觉;生态农业;融资融券;高端装备;车联网(车路协同);传感器;新型城镇化;军民融合;专精特新;卫星导航;农机;军工;商业航天;安防;无人机;DeepSeek概念,920363.BJ,18,920363
17,华为盘古;财税数字化;云办公;智慧政务;AI智能体;AI应用;信创;鸿蒙概念;腾讯概念;DeepSeek概念;中国AI 50;数字经济;人工智能;华为概念;融资融券;沪股通,603039.SH,16,603039
33,储能;创投;一带一路;水泥概念;西部大开发;绿色电力;高股息精选;深股通;融资融券,000672.SZ,9,000672
33,手机游戏;网络游戏;AIGC概念;AI应用;区块链;在线教育;职业教育;ChatGPT概念;数字经济;AI智能体;智慧政务;DeepSeek概念;人工智能;人脸识别;智慧城市;云计算;数字孪生;数据安全;信创;网络安全;工业互联网;创投;乡村振兴;物联网;算力租赁;机器人概念;电力物联网;华为概念;东数西算(算力);智能电网;数据中心(AIDC);5G;深股通;融资融券,300002.SZ,34,300002
33,光刻胶;柔性屏(折叠屏);芯片概念;新能源汽车;装配式建筑;雄安新区;一带一路;国企改革;深股通;融资融券,000859.SZ,10,000859
17,共同富裕示范区;沪股通,603130.SH,2,603130
33,减速器;工业母机;航空发动机;人形机器人;军民融合;机器人概念;专精特新;比亚迪概念;共同富裕示范区;长三角一体化;深股通,300488.SZ,11,300488
33,DRG/DIP;智慧政务;智谱AI;AI应用;华为鲲鹏;AI智能体;ChatGPT概念;百度概念;数据安全;数据要素;区块链;腾讯概念;鸿蒙概念;信创;抖音概念(字节概念);云计算;数字乡村;华为昇腾;互联网金融;华为欧拉;网络安全;元宇宙;DeepSeek概念;人脸识别;智慧城市;人工智能;车联网(车路协同);跨境支付(CIPS);数字孪生;智能医疗;算力租赁;工业互联网;东数西算(算力);虚拟现实;华为概念;水利;低空经济;数据中心(AIDC);无人驾驶;养老概念;军民融合;乡村振兴;卫星导航;储能;旅游概念;华为数字能源;传感器;新疆振兴;芯片概念;深股通;融资融券,002065.SZ,51,002065
33,固态电池;钠离子电池;宁德时代概念;锂电池概念;储能;BC电池;钙钛矿电池;光伏概念;PET铜箔;比亚迪概念;HJT电池;特斯拉概念;消费电子概念;TOPCON电池;3D打印;2025年报预增;新能源汽车;燃料电池;PCB概念;氢能源;高端装备;OLED;机器视觉;新型工业化;人形机器人;智能物流;同花顺漂亮100;深股通;融资融券,300450.SZ,29,300450
33,化肥;煤化工概念;磷化工;消毒剂;生态农业;氟化工概念;天然气;有机硅概念;乡村振兴;氢能源;国企改革;央企国企改革;深股通;融资融券,000830.SZ,14,000830
33,比亚迪概念;新能源汽车;高端装备;工业互联网;机器人概念;减速器;绿色电力;深股通;高股息精选;融资融券,002283.SZ,10,002283
33,专精特新;深股通,300669.SZ,2,300669
17,科创次新股;注册制次新股;超导概念;医疗器械概念;风电;新股与次新股;融资融券,688805.SH,7,688805
33,光伏建筑一体化;新型城镇化;核电;海峡两岸;一带一路;水利;商业航天;融资融券;深股通,300737.SZ,9,300737
33,消费电子概念;富士康概念;有机硅概念;人形机器人;比亚迪概念;华为概念;粤港澳大湾区;无人机;新能源汽车;锂电池概念;光伏概念;固态电池;充电桩;钠离子电池;储能;氟化工概念;摘帽,002388.SZ,17,002388
17,存储芯片;先进封装;中芯国际概念;第三代半导体;芯片概念;沪股通;融资融券,688082.SH,7,688082
33,智能家居;MiniLED;PCB概念;5G;国企改革;医疗器械概念;华为概念;智慧城市;人工智能;东数西算(算力);数字经济;军工;卫星导航;摘帽,002848.SZ,14,002848
17,互联网金融;ChatGPT概念;AI应用;鸿蒙概念;腾讯概念;人工智能;数字经济;沪股通;融资融券,688318.SH,9,688318
33,冰雪产业;参股银行;农机;注册制次新股;新股与次新股;融资融券,001325.SZ,6,001325
17,抽水蓄能;虚拟电厂;超超临界发电;柔性直流输电;智能电网;绿色电力;煤炭概念;风电;核电;特高压;充电桩;雅下水电概念;新疆振兴;煤化工概念;雄安新区;水利;储能;海工装备;数字经济;天然气;高压快充;一带一路;西部大开发;工业互联网;数据中心(AIDC);物联网;创投;光伏概念;黄金概念;硅能源;新能源汽车;沪股通;融资融券,600089.SH,33,600089
33,牙科医疗;医疗器械概念;3D打印;医美概念;融资融券,301033.SZ,5,301033
17,体育产业;新型城镇化;装配式建筑;一带一路;养老概念;参股银行;创投;PPP概念;国企改革;证金持股;超级电容;OLED;沪股通;融资融券,600510.SH,14,600510
17,新型城镇化;物业管理;污水处理;国企改革;长三角一体化;固废处理;绿色电力;一带一路;创投;2025年报预增;储能;充电桩;光伏概念;沪股通,601512.SH,14,601512
17,期货概念;蚂蚁集团概念;区块链;国企改革;共同富裕示范区;沪股通;融资融券,601108.SH,7,601108
17,铜缆高速连接;消费电子概念;金属铜;2026一季报预增;沪股通;国企改革;融资融券,600255.SH,7,600255
33,BC电池;无线充电;稀土永磁;钙钛矿电池;华为数字能源;5G;TOPCON电池;光伏概念;储能;小金属概念;锂电池概念;比亚迪概念;特斯拉概念;新能源汽车;东数西算(算力);华为概念;深股通;融资融券;军工;机器人概念;氢能源;光伏建筑一体化;低空经济;工业互联网;数字经济,002056.SZ,25,002056
17,苹果概念;消费电子概念;AI眼镜;智能穿戴;柔性屏(折叠屏);3D打印;无人机;专精特新;人形机器人;人民币贬值受益;沪股通;融资融券,688210.SH,12,688210
17,农业种植;新疆振兴;乡村振兴;国企改革;央企国企改革;西部大开发;沪股通;融资融券;中字头股票,600737.SH,9,600737
33,文化传媒概念;IP经济(谷子经济);网络游戏;物联网;旅游概念;创投;华为概念;智能家居;露营经济;国企改革;深股通;融资融券,000917.SZ,12,000917
17,人形机器人;智能座舱;新型工业化;长安汽车概念;传感器;无人驾驶;机器人概念;比亚迪概念;汽车电子;新能源汽车;专精特新;智能家居;工业互联网;PM2.5;芯片概念,603286.SH,15,603286
17,百度概念;汽车热管理;小米汽车;长安汽车概念;车联网(车路协同);飞行汽车(eVTOL);DeepSeek概念;无人驾驶;低空经济;机器人概念;大飞机;智能座舱;华为概念;虚拟现实;毫米波雷达;新能源汽车;商业航天;比亚迪概念;汽车电子;融资融券,688326.SH,20,688326
33,人工智能;创投;医疗器械概念;创新药;深股通;融资融券,301093.SZ,6,301093
33,快手概念;小红书概念;AI视频;智谱AI;短剧游戏;Web3.0;虚拟数字人;AIGC概念;ChatGPT概念;多模态AI;抖音概念(字节概念);NFT概念;文化传媒概念;AI应用;百度概念;元宇宙;数据要素;AI智能体;阿里巴巴概念;腾讯概念;蚂蚁集团概念;DeepSeek概念;人工智能;IP经济(谷子经济);网红经济;跨境电商;华为概念;粤港澳大湾区;MR(混合现实);股权转让(并购重组);融资融券;深股通,300781.SZ,32,300781
33,算力租赁;东数西算(算力);AI视频;腾讯概念;区块链;DeepSeek概念;粤港澳大湾区;创投;物业管理;深股通;融资融券,002575.SZ,11,002575
17,航运概念;同花顺中特估100;参股银行;国企改革;央企国企改革;上海自贸区;数字经济;储能;沪股通;融资融券;中字头股票,601866.SH,11,601866
17,AI PC;智能音箱;中国AI 50;液冷服务器;无线耳机;英伟达概念;华为手机;数据中心(AIDC);消费电子概念;上海自贸区;星闪概念;AI眼镜;抖音概念(字节概念);智能穿戴;东数西算(算力);小米概念;华为概念;汽车电子;智能家居;阿里巴巴概念;腾讯概念;虚拟现实;医疗器械概念;芯片概念;智能座舱;无人驾驶;毫米波雷达;机器人概念;人形机器人;沪股通;融资融券,603296.SH,31,603296
33,金属镍;金属钴;小金属概念;金属锌;金属铜;金属铅;黄金概念;金属回收;汽车拆解概念;动力电池回收;可控核聚变;核电;高端装备;一带一路;固废处理;创投;碳中和;雅下水电概念;共同富裕示范区;水利;文化传媒概念;绿色电力;抽水蓄能;深股通;融资融券,002266.SZ,25,002266
17,算力租赁;云计算;东数西算(算力);信创;智慧政务;国资云;腾讯概念;阿里巴巴概念;数据中心(AIDC);数据要素;区块链;AI智能体;智慧城市;液冷服务器;物联网;数字孪生;数字经济;华为概念;DeepSeek概念;人工智能;职业教育;智能医疗;军工;食品安全;PPP概念;国企改革;上海国企改革;沪股通;融资融券,600602.SH,29,600602
33,无人驾驶;MCU芯片;新能源汽车;同花顺新质50;飞行汽车(eVTOL);减速器;低空经济;长安汽车概念;粤港澳大湾区;2025年报预增;智能物流;深股通;融资融券,300681.SZ,13,300681
33,细胞免疫治疗;生物疫苗;合成生物;基因测序;医疗器械概念;智能医疗;DeepSeek概念;独角兽概念;机器人概念;华为概念;融资融券;深股通,300171.SZ,12,300171
17,机器人概念;新能源汽车;汽车电子;消费电子概念;5G;独角兽概念;数据中心(AIDC);医疗器械概念;沪股通,603380.SH,9,603380
33,算力租赁;互联网金融;信创;云计算;风电;智慧城市;数据中心(AIDC);京津冀一体化;无人零售;华为概念;雄安新区;机器人概念;国企改革;股权转让(并购重组);深股通,300368.SZ,15,300368
17,钙钛矿电池;TOPCON电池;HJT电池;BC电池;传感器;光伏概念;比亚迪概念;智能穿戴;商业航天;锂电池概念;人形机器人;固态电池;柔性屏(折叠屏);OLED;POE胶膜;氢能源;水利;光伏建筑一体化;融资融券,603051.SH,19,603051
33,黑龙江自贸区;建筑节能;装配式建筑;碳中和;智能家居;融资融券,301227.SZ,6,301227
17,专精特新;机器人概念;2025年报预增;智能物流;人工智能;数字孪生;阿里巴巴概念;东数西算(算力);融资融券,688215.SH,9,688215
33,电力物联网;传感器;智能电网;数据中心(AIDC);虚拟电厂;充电桩;储能;华为概念;安防;专精特新;人工智能;深股通,300286.SZ,12,300286
17,EDR概念;人形机器人;华为汽车;汽车热管理;智能座舱;英伟达概念;长安汽车概念;特斯拉概念;无人驾驶;无线充电;汽车电子;传感器;机器人概念;小米概念;新能源汽车;车联网(车路协同);比亚迪概念;华为概念;鸿蒙概念;5G;AI智能体;AI应用;人民币贬值受益;阿里巴巴概念;共封装光学(CPO);DeepSeek概念;充电桩;数字经济;芯片概念;高压快充;创投;储能;固态电池;汽车芯片;碳中和;沪股通;融资融券,600699.SH,37,600699
17,财税数字化;AIGC概念;智慧政务;云计算;AI应用;抖音概念(字节概念);华为昇腾;数据安全;数据要素;AI智能体;鸿蒙概念;互联网金融;数字经济;人工智能;华为概念;机器人概念;沪股通;融资融券,688615.SH,18,688615
33,新能源汽车;无人机;宁德时代概念;比亚迪概念;机器人概念;储能;锂电池概念;固态电池;西部大开发;消费电子概念;富士康概念;股权转让(并购重组);深股通;融资融券,301613.SZ,14,301613
17,一带一路,605158.SH,1,605158
33,固态电池;芯片概念;专精特新;金属回收;深股通;融资融券,301617.SZ,6,301617
33,财税数字化;华为鲲鹏;ChatGPT概念;智慧政务;数据要素;区块链;ST板块;华为昇腾;信创;人脸识别;阿里巴巴概念;数字经济;互联网金融;智慧城市;国产操作系统;东数西算(算力);数据中心(AIDC);华为概念;长三角一体化;机器人概念;5G,300245.SZ,21,300245
33,磷化工;化肥;生态农业;玉米;锂电池概念;农业种植;硅能源;西部大开发;乡村振兴;电子竞技;融资融券;深股通,002539.SZ,12,002539
17,小红书概念;ERP概念;智谱AI;财税数字化;云办公;ChatGPT概念;拼多多概念;AIGC概念;云计算;抖音概念(字节概念);AI应用;AI智能体;阿里巴巴概念;数字经济;DeepSeek概念;人工智能;跨境电商;沪股通;融资融券,688365.SH,19,688365
17,卫星导航;商业航天;WiFi 6;无人机;MCU芯片;6G概念;星闪概念;无线充电;传感器;毫米波雷达;5G;汽车芯片;芯片概念;汽车电子;消费电子概念;光伏概念;数据要素;储能;长安汽车概念;西部大开发;央企国企改革;国企改革;沪股通;融资融券,600877.SH,24,600877
33,粤港澳大湾区;人民币贬值受益;融资融券,301588.SZ,3,301588
33,AI视频;ChatGPT概念;多模态AI;AIGC概念;Web3.0;虚拟数字人;云办公;百度概念;数据安全;短剧游戏;AI应用;AI智能体;信创;阿里巴巴概念;鸿蒙概念;元宇宙;DeepSeek概念;人工智能;物联网;虚拟现实;华为概念;网红经济;创投;机器人概念;智能家居;同花顺新质50;一带一路;人民币贬值受益;西部大开发;融资融券;深股通,300624.SZ,31,300624
33,减速器;人形机器人;新型工业化;机器人概念;新能源汽车;无人机;核电;西部大开发;风电;融资融券;深股通,301596.SZ,11,301596
33,MicroLED概念;MiniLED;消费电子概念;AI眼镜;专精特新;汽车芯片;小米概念;汽车电子;智能家居;华为概念,002983.SZ,10,002983
33,人工智能;量子科技;机器人概念;雅下水电概念;2025年报预增;一带一路;雄安新区;新型城镇化;装配式建筑;光伏概念;深股通;融资融券,300986.SZ,12,300986
33,华为鲲鹏;鸿蒙概念;数据安全;信创;智慧政务;财税数字化;云计算;网络安全;国产操作系统;AI智能体;腾讯概念;DeepSeek概念;人工智能;物联网;ETC;安防;东数西算(算力);数字水印;华为概念;工业互联网;数据中心(AIDC);智能电网;新型工业化;5G;深股通;融资融券,300768.SZ,26,300768
33,电力物联网;智能电网;虚拟电厂;网络安全;特高压;充电桩;智慧城市;换电概念;核电;物联网;车联网(车路协同);高压快充;数字孪生;人工智能;数字经济;风电;华为概念;水利;储能;工业互联网;碳中和;光伏概念;绿色电力;机器人概念;新型城镇化;新能源汽车;地下管网;养老概念;动力电池回收;天然气;融资融券,002339.SZ,31,002339
33,智能音箱;腾讯概念;虚拟数字人;人脸识别;算力租赁;英伟达概念;鸿蒙概念;星闪概念;消费电子概念;人工智能;无线耳机;跨境电商;宠物经济;物联网;智能家居;车联网(车路协同);汽车电子;机器人概念;专精特新;人民币贬值受益;融资融券,301189.SZ,21,301189
17,大飞机;商业航天;核污染防治;特斯拉概念;PM2.5;核电;新能源汽车;家用电器;宁德时代概念;芯片概念;建筑节能;西部大开发;中芯国际概念;融资融券,603601.SH,14,603601
17,期货概念;参股券商;碳交易;互联网金融;参股银行;国企改革;黑龙江自贸区;碳中和;创投;沪股通;融资融券,600864.SH,11,600864
17,卫星导航;商业航天;可控核聚变;军民融合;军工;核电;同花顺新质50;专精特新;西部大开发;沪股通;融资融券,688776.SH,11,688776
17,云办公;数字货币;电子身份证;数据安全;华为鲲鹏;网络安全;信创;云计算;智慧政务;AI应用;鸿蒙概念;移动支付;Web3.0;阿里巴巴概念;区块链;百度概念;AI智能体;量子科技;DeepSeek概念;人工智能;智慧城市;车联网(车路协同);华为概念;一带一路;军工信息化;新疆振兴;低空经济;无人机;军工;专精特新;MCU芯片;汽车芯片;芯片概念,603232.SH,33,603232
33,BC电池;HJT电池;TOPCON电池;钙钛矿电池;硅能源;光伏概念;锂电池概念;高端装备;粤港澳大湾区;第三代半导体;芯片概念;先进封装;PET铜箔;PCB概念;融资融券;深股通,300724.SZ,16,300724
33,军工信息化;商业航天;军工;国产航母;高端装备;传感器;专精特新;海工装备;云计算;机器人概念;腾讯概念;东数西算(算力);数据要素;数据中心(AIDC);阿里巴巴概念;人工智能;算力租赁;DeepSeek概念;2025年报预增;京津冀一体化;风电;深股通;融资融券;股权转让(并购重组),300065.SZ,24,300065
33,建筑节能;体育产业;装配式建筑;高铁;专精特新;风电;智能家居;新能源汽车;融资融券,301149.SZ,9,301149
33,云计算;电力物联网;数据安全;网络安全;虚拟电厂;东数西算(算力);智能电网;信创;智慧政务;阿里巴巴概念;腾讯概念;数据中心(AIDC);数据要素;时空大数据;充电桩;AIGC概念;人脸识别;智慧城市;物联网;华为概念;数字乡村;光伏建筑一体化;储能;军工信息化;人工智能;数字经济;安防;抽水蓄能;工业互联网;无人机;5G;碳中和;军工;水利;机器视觉;绿色电力;传感器;专精特新;碳交易;新型城镇化;无线充电;消费电子概念;高铁;锂电池概念;PPP概念;光纤概念;深股通;融资融券,002298.SZ,48,002298
33,有机硅概念;液冷服务器;染料;硅能源;东数西算(算力);医美概念;深股通,300727.SZ,7,300727
17,汽车芯片;芯片概念;WiFi 6;消费电子概念;汽车电子;卫星导航;5G;小米概念;专精特新;比亚迪概念;星闪概念;无人机;新能源汽车;机器人概念;低空经济;人民币贬值受益;京津冀一体化;沪股通;融资融券,688153.SH,19,688153
33,华为汽车;长安汽车概念;智能物流;无人驾驶;新能源汽车;车联网(车路协同);比亚迪概念;2025年报预增;毫米波雷达;汽车电子;深股通;融资融券,002284.SZ,12,002284
33,土壤修复;垃圾分类;PPP概念;地下管网;农业种植;智慧城市;污水处理;雄安新区;水利;碳中和;新型城镇化;旅游概念;乡村振兴;深股通;国企改革;一带一路;充电桩;央企国企改革;粤港澳大湾区;融资融券,300197.SZ,20,300197
17,长三角一体化;智能家居;装配式建筑,605318.SH,3,605318
17,净水概念;空气能热泵;医疗器械概念;跨境电商;家用电器;冰雪产业;一带一路;物业管理;创投;智能家居;冷链物流;无人零售;物联网;国企改革;DeepSeek概念;超级品牌;融资融券;沪股通,600336.SH,18,600336
17,商业航天;军工;无人机;传感器;专精特新;海工装备;芯片概念;机器人概念;高铁;工业互联网;人形机器人;沪股通;融资融券,688539.SH,13,688539
17,小米汽车;注册制次新股;无人驾驶;智能座舱;新能源汽车;专精特新;毫米波雷达;汽车电子;MCU芯片;汽车芯片;新股与次新股;融资融券,603293.SH,12,603293
151,飞行汽车(eVTOL);AI应用;无人机;储能;抖音概念(字节概念);汽车芯片;无人驾驶;电力物联网;智能物流;机器人概念;AI智能体;光伏概念;一带一路;工业互联网;鸿蒙概念;人工智能;智能穿戴;两轮车;百度概念;人脸识别;智慧灯杆;车联网(车路协同);先进封装;智能家居;传感器;WiFi 6;数字经济;星闪概念;汽车电子;DeepSeek概念;芯片概念;5G;汽车热管理;存储芯片;充电桩;消费电子概念;物联网;医疗器械概念;阿里巴巴概念;华为海思概念股;融资融券;华为概念;安防;人形机器人;智能座舱,920249.BJ,45,920249
33,消费电子概念;智能穿戴;液冷服务器;虚拟现实;AI眼镜;华为概念;无人机;安防;新能源汽车;光伏概念;元宇宙;石墨烯;锂电池概念;固态电池;中俄贸易概念;共同富裕示范区;深股通,002632.SZ,17,002632
33,HJT电池;TOPCON电池;光伏概念;传感器;5G;军民融合;比亚迪概念;无人机;新能源汽车;家用电器;光伏建筑一体化;储能;ETC;数据中心(AIDC);垃圾分类;共同富裕示范区;融资融券,002860.SZ,17,002860
33,长安汽车概念;汽车热管理;低空经济;一带一路;华为汽车;飞行汽车(eVTOL);数字经济;新能源汽车;冷链物流;2025年报预增;比亚迪概念;华为概念;储能;宁德时代概念;汽车电子;深股通;融资融券,002454.SZ,17,002454
33,猪肉;养鸡;预制菜;合成生物;人造肉;融资融券;深股通,002567.SZ,7,002567
33,专精特新;海工装备;风电;军工;碳纤维;无人机;融资融券,301557.SZ,7,301557
17,体育产业;参股银行;宠物经济;上海国企改革;参股券商;证金持股;AI智能体;国企改革;创投;人工智能;机器人概念;人形机器人;沪股通;融资融券,600826.SH,14,600826
17,数字经济;装配式建筑;智能物流;新型工业化;人工智能;机器人概念;物业管理;人民币贬值受益;特斯拉概念;新能源汽车,600215.SH,10,600215
33,中俄贸易概念;长安汽车概念;工业互联网;机器人概念;新能源汽车;军工;军民融合;深股通,002406.SZ,8,002406
33,工业母机;新型工业化;高端装备;机器人概念;航空发动机;新能源汽车;军工;工业互联网;数字孪生;职业教育;智能物流;阿里巴巴概念;人工智能;锂电池概念;数据中心(AIDC);深股通,300161.SZ,16,300161
33,存储芯片;芯片概念;第三代半导体;汽车电子;BC电池;钙钛矿电池;商业航天;光伏概念;HJT电池;专精特新;TOPCON电池;新能源汽车;深股通;融资融券,300842.SZ,14,300842
33,期货概念;证金持股;2025年报预增;深股通;融资融券,000686.SZ,5,000686
17,固态电池;宁德时代概念;锂电池概念;比亚迪概念;钠离子电池;专精特新;华为概念;消费电子概念;粤港澳大湾区;机器人概念;燃料电池;高端装备;人形机器人;钙钛矿电池;氢能源;MicroLED概念;存储芯片;融资融券,688573.SH,18,688573
17,汽车芯片;MCU芯片;存储芯片;第三代半导体;芯片概念;共封装光学(CPO);无线充电;汽车电子;无线耳机;物联网;充电桩;低空经济;智能电网;锂电池概念;智能家居;长三角一体化;央企国企改革;国企改革;沪股通;融资融券,600171.SH,20,600171
33,柔性屏(折叠屏);虚拟现实;智慧灯杆;消费电子概念;MR(混合现实);足球概念;MicroLED概念;专精特新;MiniLED;粤港澳大湾区;语音技术;广东自贸区;华为概念;物联网;元宇宙;机器人概念;5G;人脸识别;苹果概念;智慧城市;体育产业;人工智能;在线教育;抖音概念(字节概念);腾讯概念;信创;AIGC概念;数字经济;智慧政务;区块链;虚拟数字人;华为鲲鹏;AI应用;ChatGPT概念;互联网金融;英伟达概念;旅游概念,002587.SZ,37,002587
33,人形机器人;新能源汽车;专精特新;宁德时代概念;储能;机器人概念;C2M概念;工业互联网;锂电池概念;减速器;绿色电力;融资融券;深股通,300382.SZ,13,300382
33,人形机器人;一体化压铸;新型工业化;工业母机;小米汽车;机器人概念;机器视觉;小米概念;新能源汽车;农机;工业互联网;AI应用;数字经济;人工智能;换电概念;DeepSeek概念;储能;液冷服务器;碳中和;同花顺漂亮100;深股通;融资融券,300124.SZ,22,300124
17,光纤概念;存储芯片;芯片概念;有机硅概念;硅能源;光伏概念;海峡两岸;京津冀一体化;沪股通;融资融券,603938.SH,10,603938
33,华为鲲鹏;云办公;数据安全;信创;智慧政务;网络安全;Web3.0;鸿蒙概念;AI智能体;数字乡村;AI应用;东数西算(算力);数字经济;物联网;人工智能;虚拟现实;华为概念;工业互联网;卫星导航;智能家居;5G;WiFi 6;共同富裕示范区;F5G概念,300250.SZ,24,300250
17,人形机器人;新型工业化;机器视觉;机器人概念;融资融券;沪股通,603416.SH,6,603416
33,注册制次新股;减速器;小米汽车;新能源汽车;小米概念;深股通;新股与次新股;融资融券,301656.SZ,8,301656
33,数据要素;数据确权;AI智能体;鸿蒙概念;DeepSeek概念;互联网金融;数字经济;人工智能;职业教育;智能医疗;物联网;养老概念;福建自贸区;海峡两岸;华为概念;医疗器械概念;数据中心(AIDC);6G概念;5G;深股通;融资融券,002093.SZ,21,002093
17,WiFi 6;国家大基金持股;6G概念;芯片概念;5G;卫星导航;专精特新;商业航天;华为概念;智能电网;新能源汽车;2025年报预增;沪股通;融资融券,688182.SH,14,688182
151,新能源汽车;融资融券;新型工业化;工业母机;机器人概念;西部大开发;专精特新;工业互联网,920578.BJ,8,920578
17,航运概念;天津自贸区;京津冀一体化;人民币贬值受益;融资融券;沪股通,600751.SH,6,600751
33,苹果概念;富士康概念;汽车电子;消费电子概念;智能穿戴;智能座舱;虚拟现实;专精特新;新能源汽车;新型烟草(电子烟);低空经济;锂电池概念;深股通;融资融券,300951.SZ,14,300951
17,光纤概念;铜缆高速连接;共封装光学(CPO);太赫兹;第三代半导体;5G;特高压;芯片概念;数据中心(AIDC);量子科技;东数西算(算力);新能源汽车;专精特新;智能电网;海工装备;同花顺出海50;人形机器人;风电;沪股通;机器人概念;工业互联网;抖音概念(字节概念);一带一路;创投;融资融券,601869.SH,25,601869
33,高铁;智慧城市;职业教育;专精特新;信创;机器人概念;垃圾分类;智能电网;一带一路;人民币贬值受益;雄安新区;京津冀一体化;无人驾驶;充电桩,300407.SZ,14,300407
17,液冷服务器;数据中心(AIDC);专精特新;小米概念;汽车热管理;空气能热泵;比亚迪概念;新型工业化;芯片概念;新能源汽车;高端装备;机器人概念;工业母机;特斯拉概念;宁德时代概念;锂电池概念;氢能源;动力电池回收;国企改革;沪股通;融资融券,603088.SH,21,603088
33,钠离子电池;AI PC;人民币贬值受益;专精特新;固态电池;华为概念;小米概念;储能;消费电子概念;富士康概念;PCB概念;深股通,002866.SZ,12,002866
33,HJT电池;BC电池;TOPCON电池;钙钛矿电池;光伏建筑一体化;光热发电;钒电池;绿色电力;光伏概念;碳中和;碳交易;储能;华为数字能源;雄安新区;蚂蚁集团概念;区块链;长三角一体化;数字经济;空气能热泵;华为概念;深股通;融资融券,002506.SZ,22,002506
33,数字货币;跨境支付(CIPS);区块链;数据确权;智慧政务;国资云;华为鲲鹏;数据安全;鸿蒙概念;互联网金融;网络安全;信创;数据要素;AI智能体;AI应用;Web3.0;百度概念;阿里巴巴概念;DeepSeek概念;华为昇腾;腾讯概念;智慧城市;时空大数据;虚拟数字人;人脸识别;人工智能;车联网(车路协同);独角兽概念;安防;算力租赁;东数西算(算力);华为概念;创投;数据中心(AIDC);机器人概念;机器视觉;国企改革;污水处理;人形机器人;英伟达概念;液冷服务器;深股通;融资融券,002152.SZ,43,002152
17,汽车芯片;AI眼镜;MCU芯片;传感器;OLED;汽车电子;英伟达概念;无线耳机;机器视觉;芯片概念;消费电子概念;小米概念;无人驾驶;华为概念;中芯国际概念;华为手机;人民币贬值受益;医疗器械概念;同花顺漂亮100;融资融券;沪股通,603501.SH,21,603501
17,光刻胶;有机硅概念;OLED;氟化工概念;超级电容;锂电池概念;CRO概念;固态电池;减肥药;融资融券,688602.SH,10,688602
33,手机游戏;网络游戏;虚拟现实;元宇宙;抖音概念(字节概念),002919.SZ,5,002919
33,汽车热管理;比亚迪概念;新能源汽车;光伏概念;液冷服务器;机器人概念;数据中心(AIDC);5G;医疗器械概念;一带一路;储能;充电桩;京津冀一体化;风电;国企改革;股权转让(并购重组),300828.SZ,16,300828
33,MicroLED概念;智能穿戴;小米概念;AI眼镜;传感器;血氧仪;华为概念;MiniLED;语音技术;消费电子概念;人脸识别;汽车电子;元宇宙;智能家居;充电桩;无人驾驶;人工智能;家用电器;储能;芯片概念;汽车芯片;第三代半导体;国企改革;先进封装;深股通;融资融券,002449.SZ,26,002449
33,注册制次新股;锂电池概念;碳中和;光伏概念;西部大开发;专精特新;深股通;新股与次新股;融资融券,001369.SZ,9,001369
33,拼多多概念;互联网金融;数字经济;网红经济;跨境电商;三胎概念;人民币贬值受益;无线耳机;深股通,002640.SZ,9,002640
17,共封装光学(CPO);5G;数据中心(AIDC);海峡两岸;碳中和;创投;一带一路;乡村振兴;国企改革;沪股通,600103.SH,10,600103
17,期货概念;参股券商;上海国企改革;互联网金融;物业管理;国企改革;DeepSeek概念;创投;2025年报预增;沪股通;融资融券,600621.SH,11,600621
17,生物疫苗;细胞免疫治疗;创新药;仿制药一致性评价;维生素;物业管理;参股券商;证金持股;互联网金融;融资融券;沪股通,600851.SH,11,600851
