股票代码,所属概念,market_code,所属概念数量,code
300576.SZ,光刻胶;先进封装;OLED;第三代半导体;PCB概念;芯片概念;MicroLED概念;专精特新;粤港澳大湾区;深股通;融资融券,33,11,300576
300760.SZ,同花顺漂亮100;宠物经济;医疗器械概念;智能医疗;同花顺出海50;AI应用;DeepSeek概念;AIGC概念;机器人概念;融资融券;深股通,33,11,300760
002926.SZ,期货概念;国企改革;西部大开发;融资融券;深股通,33,5,002926
688591.SH,MCU芯片;汽车芯片;芯片概念;星闪概念;国家大基金持股;WiFi 6;小米概念;智能穿戴;上海自贸区;专精特新;无线耳机;消费电子概念;5G;物联网;苹果概念;智能家居;鸿蒙概念;英伟达概念;沪股通;融资融券,17,20,688591
301330.SZ,空间计算;无人零售;电子身份证;人脸识别;多模态AI;鸿蒙概念;AIGC概念;信创;AI智能体;数据安全;数字经济;车联网(车路协同);DeepSeek概念;人工智能;智能医疗;安防;养老概念;物联网;脑机接口;跨境电商;机器视觉;华为概念;机器人概念;人民币贬值受益;粤港澳大湾区;辅助生殖;充电桩;芯片概念;深股通;融资融券,33,30,301330
300389.SZ,虚拟现实;华为概念;数字经济;MicroLED概念;储能;柔性屏(折叠屏);创投;人民币贬值受益;MiniLED;足球概念;深股通,33,11,300389
600435.SH,军工信息化;军民融合;国产航母;军工;卫星导航;无人机;央企国企改革;高端装备;国企改革;证金持股;沪股通;融资融券,17,12,600435
301208.SZ,数字货币;蚂蚁集团概念;信创;云计算;鸿蒙概念;网络安全;数据要素;阿里巴巴概念;腾讯概念;AI智能体;互联网金融;东数西算(算力);数字经济;AI应用;人工智能;跨境支付(CIPS);DeepSeek概念;华为概念;数据中心(AIDC);商业航天;深股通;融资融券,33,22,301208
600893.SH,国产航母;航空发动机;大飞机;无人机;军工;低空经济;高端装备;数据中心(AIDC);央企国企改革;西部大开发;国企改革;同花顺漂亮100;沪股通;融资融券,17,14,600893
301378.SZ,信创;ChatGPT概念;AIGC概念;智慧政务;华为鲲鹏;数据要素;鸿蒙概念;AI应用;华为昇腾;阿里巴巴概念;AI智能体;腾讯概念;数字经济;人工智能;DeepSeek概念;化债概念(AMC概念);融资融券,33,17,301378
600115.SH,跨境电商;大飞机;央企国企改革;国企改革;同花顺中特估100;3D打印;沪股通;融资融券;中字头股票,17,9,600115
002373.SZ,AI应用;AIGC概念;AI智能体;蚂蚁集团概念;数据要素;元宇宙;多模态AI;百度概念;互联网金融;云计算;数字经济;阿里巴巴概念;DeepSeek概念;人脸识别;人工智能;数字孪生;时空大数据;车联网(车路协同);智慧城市;ETC;安防;低空经济;物联网;京津冀一体化;智能物流;跨境电商;水利;小米汽车;华为概念;体育产业;大飞机;无人机;无人驾驶;机器视觉;一带一路;东数西算(算力);雄安新区;商业航天;充电桩;数据中心(AIDC);小米概念;储能;毫米波雷达;足球概念;汽车电子;深股通;融资融券,33,47,002373
920344.BJ,医药电商;重组蛋白;细胞免疫治疗;肝炎概念;三胎概念;京津冀一体化;专精特新;创新药;融资融券,151,9,920344
300634.SZ,云办公;华为昇腾;智谱AI;华为鲲鹏;数据安全;云计算;ChatGPT概念;多模态AI;智慧政务;信创;网络安全;百度概念;抖音概念(字节概念);AIGC概念;鸿蒙概念;阿里巴巴概念;算力租赁;AI智能体;腾讯概念;数据要素;AI应用;虚拟数字人;东数西算(算力);区块链;元宇宙;智慧城市;DeepSeek概念;数据中心(AIDC);车联网(车路协同);数字经济;人工智能;华为概念;虚拟现实;智能医疗;低空经济;5G;无人驾驶;机器人概念;IP经济(谷子经济);6G概念;创投;粤港澳大湾区;飞行汽车(eVTOL);融资融券;深股通,33,45,300634
000880.SZ,中国AI 50;数据中心(AIDC);海工装备;国企改革;融资融券;深股通,33,6,000880
300756.SZ,机器人概念;虚拟现实;元宇宙;三胎概念;IP经济(谷子经济);旅游概念;深股通,33,7,300756
301356.SZ,人民币贬值受益;参股银行;3D打印;融资融券,33,4,301356
688088.SH,空间计算;AI视频;人脸识别;多模态AI;AIGC概念;虚拟数字人;AI应用;元宇宙;抖音概念(字节概念);机器视觉;人工智能;智慧城市;安防;虚拟现实;长安汽车概念;机器人概念;同花顺新质50;华为概念;MR(混合现实);智能座舱;无人驾驶;小米概念;智能穿戴;消费电子概念;AI眼镜;芯片概念;人形机器人;沪股通;融资融券,17,29,688088
300947.SZ,租售同权;IP经济(谷子经济);物业管理;旅游概念;新型城镇化;建筑节能;AI应用;人工智能;元宇宙;DeepSeek概念;ChatGPT概念;空间计算;融资融券,33,13,300947
301185.SZ,在线教育;数据要素;华为鲲鹏;AI应用;AIGC概念;数据安全;多模态AI;人工智能;数字水印;虚拟现实;国企改革;数据中心(AIDC);融资融券,33,13,301185
000768.SZ,国产航母;央企国企改革;证金持股;军民融合;西部大开发;大飞机;国企改革;军工;无人机;低空经济;商业航天;深股通;融资融券;中字头股票,33,14,000768
300963.SZ,核电;3D打印;军工;光伏概念;中俄贸易概念;储能;牙科医疗;新能源汽车;芯片概念;超超临界发电;深股通;融资融券,33,12,300963
001239.SZ,海工装备;高端装备;机器人概念;风电;股权转让(并购重组);融资融券,33,6,001239
688032.SH,储能;光伏概念;人民币贬值受益;专精特新;沪股通;融资融券,17,6,688032
002767.SZ,新型工业化;水利;机器人概念;智慧城市;物联网;DeepSeek概念;传感器;华为概念;毫米波雷达;量子科技;芯片概念,33,11,002767
300357.SZ,创新药;医疗器械概念;智能医疗;人工智能;专精特新;深股通;融资融券,33,7,300357
300008.SZ,军民融合;海工装备;垃圾分类;航运概念;军工;一带一路;人工智能;高端装备;风电;太赫兹;天然气;数字孪生;专精特新;机器人概念;深股通;融资融券,33,16,300008
688480.SH,小金属概念;净水概念;土壤修复;污水处理;沪股通;融资融券,17,6,688480
688210.SH,苹果概念;消费电子概念;AI眼镜;智能穿戴;柔性屏(折叠屏);3D打印;无人机;专精特新;人形机器人;人民币贬值受益;沪股通;融资融券,17,12,688210
920220.BJ,一带一路;汽车热管理;低空经济;专精特新;储能;机器人概念;人形机器人;新股与次新股;融资融券,151,9,920220
300669.SZ,专精特新;深股通,33,2,300669
301135.SZ,人脸识别;家用电器;智能家居;语音技术;人工智能;机器人概念;物联网;工业互联网;AI智能体;养老概念;DeepSeek概念;医疗器械概念;海峡两岸;空气能热泵;智能医疗;腾讯概念;三胎概念;传感器;宠物经济;锂电池概念;充电桩;毫米波雷达;储能;消费电子概念;汽车电子;芯片概念;PCB概念;融资融券,33,28,301135
301291.SZ,智能电网;东数西算(算力);数据中心(AIDC);储能;风电;光伏概念;抖音概念(字节概念);绿色电力;光伏建筑一体化;粤港澳大湾区;氢能源;海工装备;深股通;融资融券,33,14,301291
301153.SZ,财税数字化;移动支付;智慧政务;区块链;AI应用;数据要素;电子身份证;互联网金融;数字货币;AI智能体;数字经济;鸿蒙概念;蚂蚁集团概念;信创;智慧城市;DeepSeek概念;人工智能;腾讯概念;阿里巴巴概念;国企改革;华为概念;深股通;融资融券,33,23,301153
600633.SH,算力租赁;多模态AI;云计算;华为昇腾;数据确权;智慧政务;AI视频;百度概念;区块链;AI智能体;阿里巴巴概念;腾讯概念;AIGC概念;AI应用;鸿蒙概念;数据要素;NFT概念;手机游戏;东数西算(算力);元宇宙;电子竞技;DeepSeek概念;网络游戏;数字经济;智慧城市;人工智能;智能医疗;独角兽概念;文化传媒概念;数据中心(AIDC);华为概念;创投;养老概念;体育产业;旅游概念;共同富裕示范区;绿色电力;国企改革;证金持股;沪股通;融资融券,17,41,600633
301358.SZ,钠离子电池;磷化工;动力电池回收;固态电池;金属铜;锂电池概念;宁德时代概念;储能;比亚迪概念;新能源汽车;深股通;融资融券,33,12,301358
600825.SH,无人零售;文化传媒概念;AI语料;独角兽概念;上海国企改革;创投;国企改革;融资融券;沪股通,17,9,600825
300525.SZ,财税数字化;智慧政务;云计算;信创;AI应用;数据要素;AI智能体;移动支付;腾讯概念;数字货币;网络安全;数字乡村;互联网金融;数字经济;DeepSeek概念;智慧城市;人工智能;中国AI 50;华为概念;智能医疗;机器人概念;海峡两岸;福建自贸区;乡村振兴;融资融券;深股通,33,26,300525
301548.SZ,专精特新;芯片概念;海峡两岸;核电;PEEK材料;海工装备;储能;风电;抽水蓄能;生物质能发电;深股通;融资融券,33,12,301548
920932.BJ,AI应用;知识产权保护;数字经济;新型工业化;碳中和;机器人概念;融资融券;机器视觉;智慧政务;钠离子电池;智慧城市;无人驾驶;物联网;ERP概念;换电概念;工业互联网;储能;华为盘古;人形机器人;人工智能;华为鲲鹏;充电桩;专精特新;华为概念;DeepSeek概念;信创;5G,151,27,920932
000011.SZ,深圳国企改革;物业管理;化债概念(AMC概念);新型城镇化;国企改革;一带一路;粤港澳大湾区;深股通,33,8,000011
600372.SH,国产航母;军民融合;央企国企改革;大飞机;军工信息化;国企改革;军工;低空经济;无人机;飞行汽车(eVTOL);卫星导航;商业航天;新能源汽车;传感器;芯片概念;光纤概念;沪股通;融资融券;中字头股票,17,19,600372
920076.BJ,锂电池概念;钠离子电池;专精特新;新股与次新股;融资融券,151,5,920076
603856.SH,地下管网;新疆振兴;乡村振兴;新型城镇化;水利;一带一路;抽水蓄能;氢能源;军工;核电,17,10,603856
600654.SH,网络安全;信创;东数西算(算力);鸿蒙概念;智慧城市;数据中心(AIDC);安防;人工智能;华为概念;比亚迪概念;智能医疗;养老概念;物业管理;传感器;沪股通,17,15,600654
002189.SZ,3D打印;军工;芯片概念;消费电子概念;军民融合;汽车电子;智能座舱;AI眼镜;MR(混合现实);无人驾驶;兵装重组概念;机器视觉;虚拟现实;安防;华为概念;车联网(车路协同);家用电器;长安汽车概念;数字经济;央企国企改革;国企改革;深股通;中字头股票;融资融券,33,24,002189
920008.BJ,光纤概念;人工智能;虚拟现实;军工信息化;融资融券;专精特新;军工;西部大开发,151,8,920008
603617.SH,水利;共同富裕示范区;跨境电商;人民币贬值受益;机器人概念,17,5,603617
600797.SH,云计算;华为鲲鹏;数据安全;智慧政务;信创;国产操作系统;ChatGPT概念;算力租赁;网络安全;鸿蒙概念;数据要素;AI智能体;区块链;虚拟数字人;AI应用;在线教育;抖音概念(字节概念);蚂蚁集团概念;互联网金融;腾讯概念;阿里巴巴概念;数字经济;智慧城市;语音技术;DeepSeek概念;时空大数据;人工智能;东数西算(算力);智能医疗;物联网;华为概念;数据中心(AIDC);低空经济;创投;共同富裕示范区;智能电网;虚拟电厂;芯片概念;融资融券;沪股通,17,40,600797
603528.SH,华为鲲鹏;AI应用;数据要素;职业教育;数据安全;鸿蒙概念;智慧城市;ChatGPT概念;信创;DeepSeek概念;人工智能;低空经济;在线教育;华为昇腾;车联网(车路协同);物联网;机器人概念;参股银行;卫星导航;无人驾驶;机器视觉;专精特新;人形机器人;智能电网;新能源汽车;比亚迪概念;东数西算(算力);充电桩;储能;高压快充;光伏概念;芯片概念;沪股通,17,33,603528
603568.SH,PPP概念;垃圾分类;固废处理;污水处理;一带一路;碳交易;生物质能发电;机器人概念;锂电池概念;金属镍;沪股通;融资融券,17,12,603568
000501.SZ,免税店;预制菜;白酒概念;冰雪产业;网红经济;IP经济(谷子经济);物业管理;参股银行;露营经济;跨境电商;文化传媒概念;国企改革;电子竞技;创投;一带一路;数字经济;人工智能;黄金概念;低空经济;深股通;融资融券,33,21,000501
600160.SH,PVDF概念;氟化工概念;消毒剂;煤化工概念;锂电池概念;国企改革;中芯国际概念;液冷服务器;碳交易;绿色电力;风电;融资融券;数据中心(AIDC);沪股通,17,14,600160
601126.SH,柔性直流输电;特高压;智能电网;数据中心(AIDC);东数西算(算力);电力物联网;光伏概念;储能;虚拟电厂;核电;抽水蓄能;军工;阿里巴巴概念;风电;机器人概念;数字孪生;人工智能;DeepSeek概念;雅下水电概念;氢能源;绿色电力;京津冀一体化;融资融券;沪股通,17,24,601126
920262.BJ,数据要素;IP经济(谷子经济);融资融券;三胎概念;网红经济;跨境电商,151,6,920262
300723.SZ,重组蛋白;减肥药;创新药;仿制药一致性评价;肝炎概念;猴痘概念;流感;生物疫苗;医药电商;三胎概念;智能医疗;DeepSeek概念;粤港澳大湾区;英伟达概念;融资融券;深股通,33,16,300723
002624.SZ,云游戏;手机游戏;NFT概念;电子竞技;网络游戏;元宇宙;AIGC概念;区块链;虚拟数字人;短剧游戏;AI应用;AI智能体;鸿蒙概念;IP经济(谷子经济);文化传媒概念;虚拟现实;人工智能;华为概念;英伟达概念;深股通;融资融券,33,21,002624
920199.BJ,机器人概念;医疗器械概念;体育产业;家用电器;融资融券;人民币贬值受益;智能医疗;IP经济(谷子经济);西部大开发;脑机接口;鸿蒙概念;人工智能;高压氧舱,151,13,920199
600956.SH,抽水蓄能;碳交易;绿色电力;天然气;钒电池;风电;国企改革;京津冀一体化;氢能源;AI智能体;DeepSeek概念;储能;光伏概念;融资融券;沪股通,17,15,600956
002849.SZ,专精特新;星闪概念;物联网;智慧城市;锂电池概念;DeepSeek概念;动力电池回收;天然气,33,8,002849
600403.SH,煤炭概念;新疆振兴;国企改革;沪股通;融资融券,17,5,600403
002017.SZ,数字货币;电子身份证;移动支付;跨境支付(CIPS);区块链;Web3.0;信创;中俄贸易概念;低空经济;网络安全;无人机;一带一路;车联网(车路协同);数据安全;安防;横琴新区;物联网;工业互联网;卫星导航;粤港澳大湾区;量子科技;华为概念;国企改革;5G;消费电子概念;深股通;融资融券,33,27,002017
000712.SZ,期货概念;深股通;融资融券;粤港澳大湾区;算力租赁;股权转让(并购重组),33,6,000712
301275.SZ,人工智能;数字经济;云计算;海峡两岸;物联网;人民币贬值受益;机器人概念;储能;专精特新;光伏概念;电子纸;消费电子概念;芯片概念;深股通;融资融券,33,15,301275
002992.SZ,小米概念;无人机;比亚迪概念;虚拟现实;新能源汽车;智能穿戴;华为概念;消费电子概念;智能座舱;AI眼镜;固态电池;PET铜箔;锂电池概念;MiniLED;深股通,33,15,002992
603100.SH,工业互联网;西部大开发;国企改革;物联网;央企国企改革;碳中和;新型工业化;光热发电;高端装备;核电;商业航天;传感器;可控核聚变;沪股通;融资融券,17,15,603100
300253.SZ,DRG/DIP;AIGC概念;AI应用;ChatGPT概念;AI智能体;数据要素;鸿蒙概念;互联网保险;区块链;虚拟数字人;华为鲲鹏;阿里巴巴概念;腾讯概念;蚂蚁集团概念;信创;家庭医生;DeepSeek概念;人工智能;智慧城市;智能医疗;养老概念;华为概念;中国AI 50;融资融券;深股通,33,25,300253
601996.SH,创投;碳中和;乡村振兴;西部大开发;土地流转;农业种植;融资融券,17,7,601996
002093.SZ,数据要素;数据确权;AI智能体;鸿蒙概念;DeepSeek概念;互联网金融;数字经济;人工智能;职业教育;智能医疗;物联网;养老概念;福建自贸区;海峡两岸;华为概念;医疗器械概念;数据中心(AIDC);6G概念;5G;深股通;融资融券,33,21,002093
688543.SH,军民融合;军工;无人机;商业航天;人工智能;国企改革;沪股通;融资融券,17,8,688543
601727.SH,智能电网;充电桩;可控核聚变;虚拟电厂;核电;储能;华为概念;特高压;高端装备;工业互联网;大飞机;光伏概念;核污染防治;独角兽概念;氢能源;航空发动机;超导概念;风电;机器人概念;燃料电池;钒电池;特斯拉概念;锂电池概念;人形机器人;固废处理;超超临界发电;化债概念(AMC概念);固态电池;国企改革;工业母机;上海国企改革;减速器;沪股通;融资融券,17,34,601727
920357.BJ,新能源汽车;汽车电子;融资融券;消费电子概念;专精特新;PCB概念,151,6,920357
002876.SZ,柔性屏(折叠屏);消费电子概念;智能穿戴;OLED;小米概念;虚拟现实;专精特新;融资融券;深股通,33,9,002876
688707.SH,钠离子电池;动力电池回收;固态电池;锂电池概念;宁德时代概念;碳中和;储能;西部大开发;国企改革;低空经济;人形机器人;央企国企改革;无人机;融资融券;沪股通,17,15,688707
300256.SZ,两轮车;虚拟现实;特斯拉概念;智能座舱;华为概念;新能源汽车;小米概念;毫米波雷达;智能穿戴;汽车电子;柔性屏(折叠屏);消费电子概念;华为手机;OLED;深股通,33,15,300256
301052.SZ,AIGC概念;AI应用;数据要素;文化传媒概念;元宇宙;数字经济;人工智能;IP经济(谷子经济);网红经济;三胎概念;融资融券,33,11,301052
920802.BJ,医疗器械概念;PM2.5;融资融券,151,3,920802
605566.SH,染料;POE胶膜;消费电子概念;HJT电池;光伏概念,17,5,605566
600758.SH,煤炭概念;绿色电力;风电;国企改革;沪股通;融资融券,17,6,600758
600203.SH,智能音箱;智能穿戴;无线耳机;华为手机;柔性屏(折叠屏);汽车电子;消费电子概念;小米概念;智能家居;MiniLED;智能座舱;5G;卫星导航;华为概念;海峡两岸;智慧灯杆;机器人概念;无人机;福建自贸区;抖音概念(字节概念);国企改革;芯片概念;融资融券;沪股通,17,24,600203
601226.SH,风电;核电;储能;海工装备;光伏概念;高端装备;DeepSeek概念;一带一路;燃料电池;雄安新区;京津冀一体化;机器人概念;氢能源;超超临界发电;央企国企改革;国企改革;沪股通;融资融券,17,18,601226
601975.SH,航运概念;人民币贬值受益;国企改革;央企国企改革;沪股通;融资融券,17,6,601975
920706.BJ,俄乌冲突概念;芯片概念;工业母机;海峡两岸;融资融券;中俄贸易概念;互联网金融;一带一路;专精特新,151,9,920706
002625.SZ,军民融合;商业航天;军工;无人机;低空经济;碳纤维;东数西算(算力);智能穿戴;华为概念;车联网(车路协同);无人驾驶;人工智能;AI应用;粤港澳大湾区;机器人概念;人形机器人;PEEK材料;雄安新区;深股通;股权转让(并购重组);融资融券,33,21,002625
300035.SZ,石墨电极;钠离子电池;硅能源;固态电池;锂电池概念;宁德时代概念;储能;创投;专精特新;新能源汽车;比亚迪概念;高压快充;PCB概念;融资融券;深股通,33,15,300035
601901.SH,期货概念;证金持股;互联网金融;沪股通;融资融券,17,5,601901
000035.SZ,碳交易;生物质能发电;绿色电力;风电;固废处理;垃圾分类;氢能源;储能;一带一路;人工智能;机器人概念;深股通;融资融券,33,13,000035
600157.SH,煤炭概念;超超临界发电;绿色电力;碳交易;煤化工概念;钒电池;页岩气;参股保险;储能;核电;物联网;小金属概念;融资融券;沪股通,17,14,600157
688132.SH,虚拟数字人;AI应用;信创;云计算;AI智能体;网络安全;军工信息化;DeepSeek概念;数据安全;专精特新;军民融合;军工;数据中心(AIDC);融资融券,17,14,688132
300341.SZ,人工智能;AI应用;数据要素;电力物联网;机器人概念;智能医疗;AI语料;机器视觉;福建自贸区;医疗器械概念;智能电网;3D打印;海峡两岸;国企改革;特高压;芯片概念;深股通,33,17,300341
300701.SZ,安防;智能家居;物联网;传感器;机器视觉;小米概念;股权转让(并购重组),33,7,300701
002285.SZ,租售同权;物业管理;特色小镇;新型城镇化;横琴新区;养老概念;互联网金融;化债概念(AMC概念);云计算;粤港澳大湾区;国企改革;华为概念;深股通;融资融券,33,14,002285
300949.SZ,NFT概念;虚拟数字人;IP经济(谷子经济);AIGC概念;职业教育;数据要素;体育产业;新型城镇化;元宇宙;腾讯概念;旅游概念;露营经济;人工智能;智慧城市;三胎概念;冰雪产业;时空大数据;乡村振兴;粤港澳大湾区;虚拟现实;算力租赁;低空经济;东数西算(算力);融资融券,33,24,300949
000917.SZ,文化传媒概念;IP经济(谷子经济);网络游戏;物联网;旅游概念;创投;华为概念;智能家居;露营经济;国企改革;深股通;融资融券,33,12,000917
600718.SH,DRG/DIP;AI应用;互联网金融;智能医疗;区块链;AIGC概念;财税数字化;数据要素;养老概念;DeepSeek概念;数字经济;AI智能体;独角兽概念;数字货币;人工智能;智慧政务;智慧城市;数据安全;信创;参股保险;百度概念;云计算;车联网(车路协同);网络安全;抖音概念(字节概念);工业互联网;华为昇腾;医疗器械概念;食品安全;长安汽车概念;机器人概念;华为概念;虚拟电厂;无人驾驶;东数西算(算力);新能源汽车;比亚迪概念;智能座舱;中国AI 50;5G;汽车电子;融资融券;沪股通,17,43,600718
002470.SZ,化肥;磷化工;生态农业;农村电商;水泥概念;土壤修复;乡村振兴;国企改革;锂电池概念;深股通,33,10,002470
603800.SH,PET铜箔;PCB概念;先进封装;光刻机;芯片概念;机器视觉;锂电池概念;固态电池;海工装备;页岩气;天然气;沪股通;融资融券,17,13,603800
605089.SH,预制菜;冷链物流,17,2,605089
600779.SH,白酒概念;西部大开发;沪股通;融资融券,17,4,600779
300543.SZ,智能家居;机器人概念;DeepSeek概念;物联网;家用电器;创投;粤港澳大湾区;人民币贬值受益;华为概念;比亚迪概念;小米概念;储能;光伏概念;锂电池概念;宠物经济,33,15,300543
000720.SZ,央企国企改革;物业管理;国企改革;深股通,33,4,000720
300370.SZ,页岩气;新疆振兴;数字经济;天然气;数据要素;智慧城市;AI应用;净水概念;人工智能;安防;工业互联网;网络安全;物联网;国企改革;一带一路;西部大开发;新型工业化;机器人概念,33,18,300370
001266.SZ,PCB概念;传感器;专精特新;汽车电子;新型工业化;数据中心(AIDC);新能源汽车;商业航天;智能座舱;卫星导航;储能;机器人概念;充电桩;换电概念;物联网;无人驾驶;工业互联网;车联网(车路协同);农机;人工智能;风电;AI智能体,33,22,001266
300382.SZ,人形机器人;新能源汽车;专精特新;宁德时代概念;储能;机器人概念;C2M概念;工业互联网;锂电池概念;减速器;绿色电力;融资融券;深股通,33,13,300382
603876.SH,钠离子电池;固态电池;锂电池概念;宁德时代概念;储能;一带一路;比亚迪概念;沪股通;融资融券,17,9,603876
688750.SH,小金属概念;大飞机;航空发动机;飞行汽车(eVTOL);军工;商业航天;核电;高端装备;专精特新;国企改革;沪股通;融资融券,17,12,688750
002364.SZ,中国AI 50;5G;数据中心(AIDC);高压快充;东数西算(算力);特高压;智能电网;充电桩;华为概念;虚拟电厂;储能;换电概念;新能源汽车;宁德时代概念;核电;阿里巴巴概念;百度概念;风电;数字孪生;腾讯概念;海工装备;工业互联网;氢能源;拼多多概念;碳中和;水利;两轮车;深股通;融资融券,33,29,002364
603318.SH,天然气;氢能源;国企改革;绿色电力;一带一路;股权转让(并购重组);专精特新;融资融券,17,8,603318
600739.SH,参股券商;生物疫苗;参股保险;创新药;雄安新区;职业教育;页岩气;创投;沪股通;融资融券,17,10,600739
688538.SH,智能座舱;智能穿戴;小米概念;柔性屏(折叠屏);大飞机;华为概念;国企改革;OLED;上海国企改革;沪股通;融资融券,17,11,688538
688270.SH,6G概念;军工信息化;卫星导航;商业航天;军民融合;军工;无人机;芯片概念;共封装光学(CPO);ST板块,22,10,688270
300603.SZ,算力租赁;云计算;网络安全;东数西算(算力);智慧政务;信创;数据确权;时空大数据;阿里巴巴概念;腾讯概念;百度概念;抖音概念(字节概念);数据中心(AIDC);ETC;区块链;智慧城市;数字乡村;AI应用;物联网;车联网(车路协同);安防;华为概念;DeepSeek概念;数字经济;独角兽概念;互联网金融;液冷服务器;5G;文化传媒概念;水利;一带一路;新疆振兴;网红经济;西部大开发;深股通,33,35,300603
002136.SZ,钛白粉概念;磷化工;锂电池概念;国企改革,33,4,002136
920149.BJ,光伏建筑一体化;融资融券;股权转让(并购重组);建筑节能;装配式建筑;光伏概念;新型城镇化;房屋检测,151,8,920149
000591.SZ,虚拟电厂;绿色电力;碳交易;光伏建筑一体化;碳中和;储能;央企国企改革;国企改革;光伏概念;DeepSeek概念;TOPCON电池;西部大开发;钙钛矿电池;工业互联网;深股通;机器人概念;融资融券,33,17,000591
603350.SH,两轮车;机器人概念;专精特新;传感器;融资融券,17,5,603350
601878.SH,期货概念;国企改革;共同富裕示范区;沪股通;融资融券,17,5,601878
300697.SZ,金属铜;石墨烯;数据中心(AIDC);新能源汽车;高铁;氢能源;国企改革;深股通,33,8,300697
000422.SZ,化肥;煤化工概念;磷化工;氟化工概念;煤炭概念;可降解塑料;乡村振兴;国企改革;光刻胶;宁德时代概念;华为概念;股权转让(并购重组);融资融券;深股通,33,14,000422
688805.SH,科创次新股;注册制次新股;超导概念;医疗器械概念;风电;新股与次新股;融资融券,17,7,688805
300210.SZ,东数西算(算力);3D打印;雄安新区;机器人概念;PPP概念;新能源汽车;股权转让(并购重组);深股通,33,8,300210
600089.SH,抽水蓄能;虚拟电厂;超超临界发电;柔性直流输电;智能电网;绿色电力;煤炭概念;风电;核电;特高压;充电桩;雅下水电概念;新疆振兴;煤化工概念;雄安新区;水利;储能;海工装备;数字经济;天然气;高压快充;一带一路;西部大开发;工业互联网;数据中心(AIDC);物联网;创投;光伏概念;黄金概念;硅能源;新能源汽车;沪股通;融资融券,17,33,600089
300478.SZ,股权转让(并购重组);核电,33,2,300478
603030.SH,装配式建筑;建筑节能;新型城镇化;长三角一体化;人工智能;跨境电商;物联网;智能家居;一带一路;养老概念,17,10,603030
301638.SZ,虚拟电厂;电力物联网;智能电网;算力租赁;网络安全;东数西算(算力);国产操作系统;多模态AI;数据中心(AIDC);量子科技;区块链;数据要素;AI应用;鸿蒙概念;DeepSeek概念;数字孪生;数字经济;碳中和;人工智能;物联网;注册制次新股;央企国企改革;卫星导航;无人机;粤港澳大湾区;国企改革;传感器;芯片概念;深股通;新股与次新股;融资融券,33,31,301638
688291.SH,机器视觉;3D打印;专精特新;工业互联网;锂电池概念;融资融券,17,6,688291
688258.SH,华为欧拉;华为鲲鹏;云计算;华为海思概念股;信创;AI智能体;AI应用;华为概念;物联网;人工智能;芯片概念;沪股通;融资融券,17,13,688258
300822.SZ,人脸识别;跨境电商;AIGC概念;智能家居;人工智能;人民币贬值受益;粤港澳大湾区;机器视觉;宠物经济;锂电池概念;深股通,33,11,300822
002700.SZ,天然气;新疆振兴;西部大开发,33,3,002700
688315.SH,基因测序;AI应用;医疗器械概念;量子科技;智能医疗;沪股通;融资融券,17,7,688315
002645.SZ,稀土永磁;消费电子概念;新能源汽车;高端装备;机器人概念;金属钴;金属回收;汽车拆解概念;金属铜;垃圾分类;固废处理;深股通;融资融券,33,13,002645
688519.SH,PCB概念;存储芯片;共封装光学(CPO);MiniLED;5G;新能源汽车;专精特新;华为概念;沪股通;融资融券,17,10,688519
688070.SH,智慧城市;军民融合;时空大数据;职业教育;低空经济;无人机;专精特新;西部大开发;融资融券,17,9,688070
000863.SZ,Web3.0;人工智能;智能家居;数字经济;物业管理;元宇宙;虚拟现实;文化传媒概念;创投;租售同权;长三角一体化;一带一路;旅游概念;光伏建筑一体化;IP经济(谷子经济);深股通;融资融券,33,17,000863
603421.SH,充电桩;虚拟电厂;智能电网;储能;电力物联网;光伏概念;鸿蒙概念;华为概念;MCU芯片;芯片概念;沪股通,17,11,603421
300213.SZ,物联网;智慧城市;军工信息化;人工智能;安防;低空经济;数据要素;工业互联网;智慧政务;新型工业化;军工;元宇宙;AI应用;高铁;无人机;AI智能体;DeepSeek概念;机器视觉;数据安全;AIGC概念;百度概念;机器人概念;专精特新;华为概念;卫星导航;独角兽概念;ChatGPT概念;云计算;跨境电商;商业航天;一带一路;京津冀一体化;数据中心(AIDC);5G;新疆振兴;深股通,33,36,300213
920392.BJ,融资融券;一带一路;股权转让(并购重组),151,3,920392
603269.SH,液冷服务器;数据中心(AIDC);核电;海峡两岸;氢能源;超超临界发电;一带一路,17,7,603269
300197.SZ,土壤修复;垃圾分类;PPP概念;地下管网;农业种植;智慧城市;污水处理;雄安新区;水利;碳中和;新型城镇化;旅游概念;乡村振兴;深股通;国企改革;一带一路;充电桩;央企国企改革;粤港澳大湾区;融资融券,33,20,300197
603885.SH,上海自贸区;沪股通;融资融券,17,3,603885
600192.SH,智能电网;风电;充电桩;核电;国企改革;西部大开发;军工;光伏概念;燃料电池;融资融券,17,10,600192
300101.SZ,国产航母;卫星导航;军民融合;商业航天;时空大数据;军工;无人机;专精特新;物联网;机器视觉;人工智能;智慧城市;机器人概念;5G;芯片概念;西部大开发;共封装光学(CPO);深股通;融资融券,33,19,300101
002498.SZ,柔性直流输电;抽水蓄能;电力物联网;特高压;智能电网;风电;充电桩;核电;海工装备;数字经济;无人机;5G;氢能源;一带一路;燃料电池;深股通;融资融券,33,17,002498
