股票代码,所属概念数量,code,所属概念,market_code
301223.SZ,8,301223,烟草;粤港澳大湾区;新型烟草(电子烟);小米概念;职业教育;数字经济;数字水印;融资融券,33
002520.SZ,18,002520,成飞概念;减速器;大飞机;航空发动机;军民融合;新型工业化;高端装备;工业母机;人形机器人;机器人概念;新能源汽车;风电;一带一路;数字经济;共同富裕示范区;人民币贬值受益;深股通;融资融券,33
300809.SZ,11,300809,人形机器人;工业母机;光刻机;新型工业化;第三代半导体;高端装备;机器人概念;专精特新;一带一路;2025年报预增;深股通,33
002979.SZ,14,002979,人形机器人;新型工业化;机器人概念;小米概念;比亚迪概念;低空经济;富士康概念;高端装备;专精特新;华为概念;芯片概念;光伏概念;宁德时代概念;深股通,33
600226.SH,9,600226,PCB概念;PET铜箔;创投;腾讯概念;比亚迪概念;合成生物;锂电池概念;动物疫苗;沪股通,17
688618.SH,32,688618,WiFi 6;网络安全;人工智能;DeepSeek概念;5G;华为概念;智慧城市;安防;数字经济;物联网;智慧灯杆;车联网(车路协同);光纤概念;星闪概念;新型工业化;芯片概念;专精特新;工业互联网;换电概念;粤港澳大湾区;无人驾驶;机器人概念;水利;高铁;智能物流;充电桩;智能电网;储能;海工装备;一带一路;风电;融资融券,17
003023.SZ,9,003023,露营经济;家用电器;医疗器械概念;宠物经济;智能家居;消毒剂;三胎概念;西部大开发;跨境电商,33
301439.SZ,17,301439,中俄贸易概念;充电桩;一带一路;高压快充;储能;家用电器;海峡两岸;新能源汽车;智能家居;比亚迪概念;铜缆高速连接;富士康概念;小米汽车;消费电子概念;小米概念;深股通;融资融券,33
600110.SH,17,600110,固态电池;PET铜箔;锂电池概念;宁德时代概念;PCB概念;比亚迪概念;储能;粤港澳大湾区;特斯拉概念;新能源汽车;无人机;绿色电力;军工;核电;融资融券;股权转让(并购重组);沪股通,17
603722.SH,4,603722,丙烯酸;燃料电池;专精特新;人民币贬值受益,17
000008.SZ,14,000008,国企改革;央企国企改革;PPP概念;一带一路;智慧城市;智能物流;职业教育;高铁;锂电池概念;机器人概念;华为概念;腾讯概念;深股通;融资融券,33
601808.SH,13,601808,可燃冰;俄乌冲突概念;天然气;同花顺中特估100;证金持股;国企改革;央企国企改革;沪股通;融资融券;一带一路;海工装备;高端装备;中字头股票,17
600493.SH,3,600493,海峡两岸;创投;人民币贬值受益,17
300073.SZ,19,300073,钠离子电池;固态电池;宁德时代概念;动力电池回收;锂电池概念;特斯拉概念;比亚迪概念;金属钴;储能;新能源汽车;飞行汽车(eVTOL);小金属概念;高端装备;无人机;低空经济;国企改革;央企国企改革;深股通;融资融券,33
000831.SZ,8,000831,稀土永磁;小金属概念;央企国企改革;国企改革;同花顺中特估100;深股通;中字头股票;融资融券,33
603608.SH,8,603608,C2M概念;AIGC概念;网红经济;抖音概念(字节概念);跨境电商;粤港澳大湾区;股权转让(并购重组);摘帽,17
920367.BJ,10,920367,人工智能;机器人概念;AI应用;医药电商;流感;智能医疗;融资融券;维生素;华为鲲鹏;创新药,151
689009.SH,12,689009,车联网(车路协同);机器人概念;跨境电商;国产操作系统;人工智能;小米概念;DeepSeek概念;两轮车;英伟达概念;储能;2025年报预增;融资融券,17
301024.SZ,13,301024,装配式建筑;新型城镇化;光伏建筑一体化;建筑节能;职业教育;风电;储能;光伏概念;数据中心;上海自贸区;区块链;蚂蚁集团概念;融资融券,33
600969.SH,9,600969,一带一路;地下管网;污水处理;充电桩;国企改革;风电;燃料电池;PPP概念;绿色电力,17
688566.SH,5,688566,创新药;肝炎概念;眼科医疗;沪股通;融资融券,17
000966.SZ,14,000966,生物质能发电;绿色电力;超超临界发电;碳交易;国企改革;碳中和;抽水蓄能;风电;央企国企改革;虚拟电厂;创投;储能;融资融券;深股通,33
300204.SZ,7,300204,细胞免疫治疗;重组蛋白;创新药;辅助生殖;眼科医疗;深股通;融资融券,33
600798.SH,5,600798,航运概念;国企改革;中俄贸易概念;一带一路;融资融券,17
300660.SZ,20,300660,减速器;人形机器人;汽车热管理;机器人概念;比亚迪概念;新能源汽车;无人驾驶;芯片概念;军民融合;军工;液冷服务器;家用电器;物联网;华为概念;数据中心;宁德时代概念;储能;一带一路;深股通;融资融券,33
603161.SH,9,603161,燃料电池;氢能源;回购增持再贷款概念;一带一路;长安汽车概念;新能源汽车;人民币贬值受益;华为汽车;比亚迪概念,17
301011.SZ,7,301011,IP经济(谷子经济);电子竞技;元宇宙;虚拟现实;粤港澳大湾区;海峡两岸;融资融券,33
002669.SZ,27,002669,碳纤维;军民融合;商业航天;军工;军工信息化;卫星导航;低空经济;高铁;先进封装;传感器;毫米波雷达;专精特新;芯片概念;PCB概念;新能源汽车;机器人概念;5G;消费电子概念;风电;一带一路;华为概念;光伏概念;MCU芯片;国企改革;回购增持再贷款概念;数字经济;锂电池概念,33
920099.BJ,6,920099,中俄贸易概念;环氧丙烷;一带一路;可降解塑料;专精特新;融资融券,151
688778.SH,11,688778,钠离子电池;固态电池;宁德时代概念;锂电池概念;专精特新;氢能源;低空经济;福建自贸区;国企改革;融资融券;沪股通,17
002537.SZ,20,002537,移动支付;数字货币;互联网金融;蚂蚁集团概念;数字经济;区块链;跨境电商;华为概念;华为汽车;元宇宙;家用电器;5G;NFT概念;特斯拉概念;比亚迪概念;新能源汽车;冷链物流;2025年报预增;深股通;融资融券,33
600774.SH,14,600774,物业管理;民营医院;医药电商;辅助生殖;医美概念;幽门螺杆菌概念;三胎概念;流感;创新药;医疗器械概念;低空经济;智能医疗;DeepSeek概念;股权转让(并购重组),17
603810.SH,6,603810,钠离子电池;锂电池概念;固态电池;合成生物;创投;钒电池,17
920077.BJ,6,920077,2025年报预增;风电;碳纤维;专精特新;融资融券;国企改革,151
605268.SH,8,605268,新型城镇化;智能家居;物联网;智慧城市;安防;人脸识别;华为概念;数据要素,17
002103.SZ,8,002103,IP经济(谷子经济);腾讯概念;数字经济;跨境电商;虚拟现实;创投;一带一路;深股通,33
688550.SH,13,688550,光刻胶;OLED;2025三季报预增;人民币贬值受益;减肥药;创新药;西部大开发;乡村振兴;国企改革;钙钛矿电池;股权转让(并购重组);沪股通;融资融券,17
300398.SZ,13,300398,光刻胶;中芯国际概念;存储芯片;OLED;先进封装;第三代半导体;芯片概念;光纤概念;电子纸;光伏概念;新能源汽车;深股通;融资融券,33
002907.SZ,13,002907,流感;肝炎概念;医药电商;创新药;仿制药一致性评价;维生素;幽门螺杆菌概念;减肥药;猴痘概念;西部大开发;人工智能;工业互联网;深股通,33
603979.SH,8,603979,金属铜;黄金概念;磷化工;同花顺出海50;一带一路;人民币贬值受益;沪股通;融资融券,17
002162.SZ,14,002162,养老概念;民营医院;三胎概念;辅助生殖;牙科医疗;智能医疗;职业教育;参股保险;物业管理;人工智能;创投;海峡两岸;租售同权;机器人概念,33
300919.SZ,19,300919,金属钴;金属镍;小金属概念;盐湖提锂;磷化工;钠离子电池;动力电池回收;固态电池;锂电池概念;宁德时代概念;特斯拉概念;储能;回购增持再贷款概念;西部大开发;新能源汽车;低空经济;机器人概念;深股通;融资融券,33
002104.SZ,23,002104,数字货币;移动支付;电子身份证;ETC;互联网金融;车联网(车路协同);国产操作系统;智慧政务;区块链;数据安全;网络安全;物联网;量子科技;数字经济;阿里巴巴概念;5G;华为概念;人工智能;消费电子概念;芯片概念;一带一路;深股通;融资融券,33
300873.SZ,20,300873,新型工业化;机器人概念;人形机器人;人工智能;数字孪生;芯片概念;粤港澳大湾区;工业互联网;数字经济;AI智能体;DeepSeek概念;智能物流;新能源汽车;跨境电商;一带一路;冷链物流;统一大市场;航运概念;深股通;融资融券,33
300694.SZ,6,300694,燃料电池;国企改革;新能源汽车;机器人概念;人形机器人;2025年报预增,33
300173.SZ,20,300173,石墨烯;ST板块;锂电池概念;固态电池;储能;粤港澳大湾区;新能源汽车;国企改革;高端装备;宁德时代概念;新型工业化;机器视觉;华为概念;数字经济;消费电子概念;网络安全;数据中心;无线耳机;数据要素;算力租赁,33
600810.SH,7,600810,国企改革;回购增持再贷款概念;光伏建筑一体化;军工;股权转让(并购重组);沪股通;融资融券,17
000692.SZ,2,000692,风电;充电桩,33
603058.SH,7,603058,第三代半导体;芯片概念;烟草;创投;工业大麻;西部大开发;股权转让(并购重组),17
002976.SZ,13,002976,汽车电子;智能座舱;长安汽车概念;车联网(车路协同);无人驾驶;飞行汽车(eVTOL);比亚迪概念;新能源汽车;特斯拉概念;5G;富士康概念;一带一路;锂电池概念,33
300100.SZ,15,300100,PEEK材料;人形机器人;华为汽车;工业母机;特斯拉概念;机器人概念;长安汽车概念;智能座舱;新能源汽车;比亚迪概念;汽车电子;低空经济;工业互联网;深股通;融资融券,33
000698.SZ,6,000698,消毒剂;ST板块;国企改革;丙烯酸;POE胶膜;央企国企改革,33
300094.SZ,6,300094,预制菜;网红经济;乡村振兴;食品安全;冷链物流;融资融券,33
002685.SZ,13,002685,新型工业化;航运概念;高端装备;传感器;军工;一带一路;DeepSeek概念;信创;专精特新;芯片概念;深股通;股权转让(并购重组);融资融券,33
301100.SZ,6,301100,专精特新;可降解塑料;光伏概念;一带一路;POE胶膜;融资融券,33
603009.SH,8,603009,人形机器人;汽车热管理;特斯拉概念;比亚迪概念;新能源汽车;2025年报预增;融资融券;沪股通,17
600928.SH,7,600928,国企改革;西部大开发;一带一路;跨境支付(CIPS);移动支付;沪股通;融资融券,17
300571.SZ,33,300571,算力租赁;华为昇腾;腾讯概念;智谱AI;数字水印;东数西算(算力);阿里巴巴概念;元宇宙;虚拟数字人;数据要素;多模态AI;鸿蒙概念;快手概念;虚拟现实;DeepSeek概念;数字经济;短剧游戏;文化传媒概念;WiFi 6;智能音箱;数据中心;5G;IP经济(谷子经济);6G概念;低空经济;无人机;F5G概念;机器人概念;智能家居;芯片概念;共封装光学(CPO);人形机器人;储能,33
300686.SZ,14,300686,柔性屏(折叠屏);智能穿戴;消费电子概念;OLED;富士康概念;小米概念;比亚迪概念;固态电池;新能源汽车;机器人概念;石墨烯;虚拟现实;华为概念;回购增持再贷款概念,33
301116.SZ,7,301116,养鸡;预制菜;宠物经济;乡村振兴;体育产业;深股通;融资融券,33
002346.SZ,9,002346,参股银行;创投;回购增持再贷款概念;锂电池概念;DeepSeek概念;中芯国际概念;2025年报预增;深股通;融资融券,33
001211.SZ,5,001211,露营经济;跨境电商;三胎概念;IP经济(谷子经济);预制菜,33
000631.SZ,8,000631,回购增持再贷款概念;储能;绿色电力;物业管理;风电;证金持股;深股通;融资融券,33
300565.SZ,11,300565,5G;光纤概念;智慧灯杆;数据中心;物联网;液冷服务器;数字孪生;太赫兹;粤港澳大湾区;储能;锂电池概念,33
603669.SH,7,603669,仿制药一致性评价;阿尔茨海默概念;民营医院;创新药;流感;CRO概念;西部大开发,17
920061.BJ,7,920061,宁德时代概念;融资融券;专精特新;机器人概念;稀土永磁;固态电池;锂电池概念,151
301281.SZ,5,301281,仿制药一致性评价;维生素;数字经济;股权转让(并购重组);融资融券,33
600423.SH,5,600423,煤化工概念;消毒剂;国企改革;西部大开发;芯片概念,17
688355.SH,19,688355,专精特新;新型工业化;空气能热泵;机器人概念;人民币贬值受益;农机;高铁;3D打印;长安汽车概念;新能源汽车;高端装备;汽车热管理;一带一路;工业母机;大飞机;氢能源;商业航天;HJT电池;融资融券,17
002778.SZ,7,002778,污水处理;土壤修复;净水概念;储能;天然气;国企改革;股权转让(并购重组),33
301355.SZ,4,301355,海峡两岸;食品安全;一带一路;融资融券,33
920245.BJ,3,920245,中俄贸易概念;专精特新;融资融券,151
601016.SH,8,601016,绿色电力;风电;新疆振兴;国企改革;京津冀一体化;央企国企改革;沪股通;融资融券,17
605228.SH,12,605228,智能座舱;无人驾驶;长安汽车概念;毫米波雷达;机器人概念;特斯拉概念;新能源汽车;消费电子概念;数字经济;燃料电池;充电桩;沪股通,17
688063.SH,13,688063,钠离子电池;固态电池;锂电池概念;储能;两轮车;专精特新;绿色电力;数据中心;低空经济;2025年报预增;人民币贬值受益;沪股通;融资融券,17
600844.SH,4,600844,煤化工概念;可降解塑料;西部大开发;股权转让(并购重组),17
002114.SZ,8,002114,金属锌;金属铅;金属铜;小金属概念;西部大开发;粮食概念;绿色电力;乡村振兴,33
688496.SH,8,688496,电子纸;专精特新;小米概念;AI眼镜;智能家居;OLED;华为概念;融资融券,17
300838.SZ,4,300838,中俄贸易概念;专精特新;高端装备;芯片概念,33
002014.SZ,3,002014,供销社;绿色电力;深股通,33
301393.SZ,5,301393,CRO概念;创新药;减肥药;深股通;融资融券,33
002692.SZ,11,002692,智能电网;充电桩;风电;核电;光伏概念;储能;新能源汽车;专精特新;国企改革;数字孪生;芯片概念,33
301317.SZ,11,301317,2025年报预增;专精特新;新能源汽车;空气能热泵;共同富裕示范区;中俄贸易概念;数据中心;污水处理;人工智能;深股通;融资融券,33
301068.SZ,2,301068,固废处理;融资融券,33
688320.SH,16,688320,人形机器人;新型工业化;工业母机;传感器;机器人概念;比亚迪概念;富士康概念;工业互联网;专精特新;芯片概念;华为概念;人工智能;宁德时代概念;锂电池概念;沪股通;融资融券,17
002210.SZ,9,002210,统一大市场;PPP概念;生物质能发电;固废处理;粤港澳大湾区;绿色电力;深股通;融资融券;股权转让(并购重组),33
920833.BJ,5,920833,新能源汽车;西部大开发;融资融券;专精特新;两轮车,151
920505.BJ,4,920505,稀土永磁;融资融券;专精特新;风电,151
688571.SH,6,688571,国企改革;专精特新;光刻胶;稀土永磁;PCB概念;融资融券,17
300682.SZ,24,300682,蚂蚁集团概念;AI应用;AI智能体;数据要素;阿里巴巴概念;华为鲲鹏;区块链;电力物联网;DeepSeek概念;人工智能;数字经济;智能电网;虚拟电厂;华为概念;物联网;车联网(车路协同);工业互联网;碳中和;光伏概念;充电桩;绿色电力;新能源汽车;融资融券;深股通,33
603628.SH,11,603628,福建自贸区;海峡两岸;光伏建筑一体化;光伏概念;建筑节能;储能;绿色电力;回购增持再贷款概念;机器人概念;人工智能;融资融券,17
002584.SZ,16,002584,光刻胶;核污染防治;核电;消毒剂;碳中和;创投;食品安全;粤港澳大湾区;专精特新;光伏概念;辅助生殖;重组蛋白;锂电池概念;PCB概念;磷化工;深股通,33
301366.SZ,28,301366,华为海思概念股;脑机接口;智能座舱;英伟达概念;汽车电子;5G;无人驾驶;车联网(车路协同);PCB概念;苹果概念;芯片概念;东数西算(算力);人形机器人;华为概念;无人机;机器人概念;百度概念;数据中心;低空经济;人工智能;飞行汽车(eVTOL);腾讯概念;阿里巴巴概念;专精特新;比亚迪概念;商业航天;深股通;融资融券,33
603321.SH,3,603321,共同富裕示范区;专精特新;5G,17
688499.SH,26,688499,PET铜箔;固态电池;宁德时代概念;钠离子电池;HJT电池;钙钛矿电池;比亚迪概念;锂电池概念;华为数字能源;消费电子概念;新型工业化;光伏概念;人形机器人;华为概念;储能;高端装备;机器人概念;燃料电池;物联网;数字孪生;人工智能;氢能源;智能物流;回购增持再贷款概念;沪股通;融资融券,17
002350.SZ,21,002350,特高压;智能电网;虚拟电厂;高压快充;充电桩;风电;光伏概念;超级电容;光伏建筑一体化;绿色电力;储能;氢能源;燃料电池;中俄贸易概念;高端装备;雄安新区;数据中心;京津冀一体化;阿里巴巴概念;俄乌冲突概念;融资融券,33
002996.SZ,11,002996,金属回收;西部大开发;回购增持再贷款概念;碳中和;一体化压铸;新能源汽车;比亚迪概念;专精特新;长安汽车概念;2025年报预增;深股通,33
920519.BJ,4,920519,军工;专精特新;融资融券;西部大开发,151
301128.SZ,28,301128,富士康概念;苹果概念;人形机器人;液冷服务器;PCB概念;华为手机;比亚迪概念;华为汽车;华为海思概念股;共封装光学(CPO);柔性屏(折叠屏);新能源汽车;芯片概念;新型工业化;高端装备;消费电子概念;华为数字能源;无人机;机器人概念;军工;数据中心;无人驾驶;华为概念;虚拟现实;粤港澳大湾区;人工智能;深股通;融资融券,33
002069.SZ,6,002069,预制菜;乡村振兴;冷链物流;国企改革;碳中和;人民币贬值受益,33
605177.SH,3,605177,仿制药一致性评价;合成生物;阿尔茨海默概念,17
603711.SH,4,603711,共同富裕示范区;创投;互联网金融;沪股通,17
603379.SH,8,603379,PVDF概念;2025三季报预增;氟化工概念;锂电池概念;2025年报预增;芯片概念;沪股通;融资融券,17
002845.SZ,24,002845,柔性屏(折叠屏);MiniLED;智能穿戴;汽车电子;MicroLED概念;消费电子概念;小米概念;OLED;智能家居;富士康概念;机器视觉;先进封装;粤港澳大湾区;机器人概念;芯片概念;无人驾驶;虚拟现实;无人机;华为概念;低空经济;固态电池;回购增持再贷款概念;广东自贸区;深股通,33
605158.SH,2,605158,一带一路;回购增持再贷款概念,17
300210.SZ,8,300210,东数西算(算力);机器人概念;3D打印;雄安新区;新能源汽车;PPP概念;股权转让(并购重组);深股通,33
600137.SH,1,600137,西部大开发,17
688116.SH,12,688116,固态电池;钠离子电池;宁德时代概念;锂电池概念;比亚迪概念;高压快充;石墨烯;储能;专精特新;机器人概念;沪股通;融资融券,17
603077.SH,21,603077,金属锌;金属铅;草甘膦;磷化工;金属铜;黄金概念;化肥;稀土永磁;硅能源;锂电池概念;天然气;TOPCON电池;回购增持再贷款概念;光伏概念;一带一路;西部大开发;绿色电力;建筑节能;参股银行;沪股通;融资融券,17
301192.SZ,3,301192,新能源汽车;专精特新;融资融券,33
688001.SH,15,688001,芯片概念;苹果概念;人形机器人;OLED;汽车电子;消费电子概念;无线耳机;MicroLED概念;智能穿戴;特斯拉概念;5G;智能音箱;回购增持再贷款概念;沪股通;融资融券,17
300304.SZ,15,300304,传感器;无人驾驶;新能源汽车;机器人概念;比亚迪概念;汽车电子;储能;专精特新;横琴新区;汽车芯片;芯片概念;绿色电力;创投;海峡两岸;深股通,33
002816.SZ,10,002816,高压快充;ST板块;光刻机;储能;污水处理;先进封装;机器人概念;芯片概念;国企改革;股权转让(并购重组),33
688501.SH,6,688501,储能;氢能源;碳中和;2025年报预增;超超临界发电;融资融券,17
301296.SZ,3,301296,食品安全;股权转让(并购重组);融资融券,33
000868.SZ,6,000868,国企改革;无人驾驶;燃料电池;新能源汽车;融资融券;深股通,33
002562.SZ,13,002562,丙烯酸;PEEK材料;2025年报预增;长三角一体化;人民币贬值受益;中俄贸易概念;2025三季报预增;NMN概念;合成生物;维生素;仿制药一致性评价;小金属概念;深股通,33
002741.SZ,16,002741,固态电池;PET铜箔;钠离子电池;锂电池概念;宁德时代概念;动力电池回收;氟化工概念;PCB概念;富士康概念;先进封装;比亚迪概念;芯片概念;消毒剂;5G;融资融券;深股通,33
603681.SH,12,603681,储能;专精特新;固态电池;医疗器械概念;人民币贬值受益;跨境电商;人工智能;长三角一体化;可降解塑料;一带一路;AI智能体;融资融券,17
301149.SZ,9,301149,建筑节能;高铁;风电;专精特新;新能源汽车;体育产业;装配式建筑;智能家居;融资融券,33
601595.SH,9,601595,抖音概念(字节概念);手机游戏;文化传媒概念;网络游戏;IP经济(谷子经济);乡村振兴;上海国企改革;国企改革;沪股通,17
600829.SH,9,600829,民营医院;流感;医药电商;眼科医疗;冷链物流;黑龙江自贸区;宠物经济;医疗器械概念;沪股通,17
300414.SZ,18,300414,商业航天;军工;光刻机;无人机;5G;液冷服务器;华为概念;高铁;数据中心;专精特新;高压快充;光伏概念;水利;2025年报预增;风电;新能源汽车;西部大开发;融资融券,33
002347.SZ,17,002347,商业航天;军工;高端装备;新型工业化;核电;机器人概念;机器视觉;工业互联网;人工智能;数字经济;专精特新;新能源汽车;创投;超级电容;锂电池概念;动力电池回收;参股银行,33
600830.SH,7,600830,化债概念(AMC概念);烟草;共同富裕示范区;国企改革;互联网金融;融资融券;股权转让(并购重组),17
300283.SZ,15,300283,智能电网;储能;PCB概念;固态电池;锂电池概念;比亚迪概念;专精特新;消费电子概念;数据中心;新能源汽车;光伏建筑一体化;第三代半导体;芯片概念;工业母机;医疗器械概念,33
300417.SZ,4,300417,碳中和;物联网;专精特新;股权转让(并购重组),33
000993.SZ,14,000993,海峡两岸;智能电网;绿色电力;碳交易;风电;碳中和;污水处理;参股银行;航运概念;国企改革;创投;互联网金融;深股通;融资融券,33
920017.BJ,9,920017,阿尔茨海默概念;流感;创新药;融资融券;辅助生殖;CRO概念;减肥药;专精特新;仿制药一致性评价,151
002540.SZ,8,002540,大飞机;军工;商业航天;3D打印;新能源汽车;汽车热管理;比亚迪概念;深股通,33
001376.SZ,2,001376,碳中和;深股通,33
601515.SH,15,601515,创投;烟草;比亚迪概念;PVDF概念;宁德时代概念;国企改革;新型烟草(电子烟);钠离子电池;锂电池概念;固态电池;PET铜箔;医疗器械概念;沪股通;融资融券;股权转让(并购重组),17
300110.SZ,8,300110,医药电商;肝炎概念;仿制药一致性评价;医美概念;猴痘概念;医疗器械概念;国企改革;融资融券,33
000955.SZ,8,000955,海南自贸区;自由贸易港;民营医院;创投;三胎概念;医药电商;军民融合;医疗器械概念,33
300898.SZ,5,300898,乳业;网红经济;三胎概念;自由贸易港;融资融券,33
920237.BJ,8,920237,智能穿戴;融资融券;安防;锂电池概念;固态电池;专精特新;人民币贬值受益;AI PC,151
301323.SZ,24,301323,稀土永磁;芯片概念;锂电池概念;消费电子概念;专精特新;传感器;核污染防治;新能源汽车;机器人概念;一带一路;华为概念;人民币贬值受益;建筑节能;中俄贸易概念;粤港澳大湾区;俄乌冲突概念;安防;智能家居;医疗器械概念;食品安全;三胎概念;深股通;股权转让(并购重组);融资融券,33
688557.SH,15,688557,人形机器人;新型工业化;机器人概念;比亚迪概念;机器视觉;物联网;华为概念;智能物流;无人驾驶;宁德时代概念;军工;人工智能;跨境电商;统一大市场;融资融券,17
300829.SZ,8,300829,可降解塑料;农业种植;乡村振兴;回购增持再贷款概念;玉米;参股银行;土地流转;2025年报预增,33
300467.SZ,7,300467,网络游戏;手机游戏;腾讯概念;华为概念;文化传媒概念;鸿蒙概念;西部大开发,33
002249.SZ,17,002249,人形机器人;长安汽车概念;新能源汽车;机器人概念;家用电器;比亚迪概念;燃料电池;充电桩;粤港澳大湾区;数据中心;储能;氢能源;风电;回购增持再贷款概念;AIGC概念;深股通;融资融券,33
002763.SZ,1,002763,跨境电商,33
002743.SZ,5,002743,装配式建筑;新型城镇化;雄安新区;PPP概念;可控核聚变,33
601198.SH,7,601198,期货概念;国企改革;互联网金融;央企国企改革;化债概念(AMC概念);沪股通;融资融券,17
603325.SH,4,603325,专精特新;新型工业化;沪股通;融资融券,17
920593.BJ,7,920593,人形机器人;专精特新;机器人概念;减速器;3D打印;医疗器械概念;融资融券,151
002312.SZ,11,002312,磷化工;化肥;小金属概念;锂电池概念;农村电商;西部大开发;国企改革;乡村振兴;数字乡村;融资融券;深股通,33
603173.SH,11,603173,共同富裕示范区;核电;长三角一体化;氢能源;专精特新;海工装备;一带一路;芯片概念;天然气;2025年报预增;沪股通,17
920832.BJ,4,920832,环氧丙烷;氢能源;融资融券;煤化工概念,151
688193.SH,9,688193,医疗器械概念;流感;肝炎概念;辅助生殖;食品安全;猴痘概念;智能医疗;专精特新;融资融券,17
000059.SZ,7,000059,化肥;煤化工概念;石墨电极;国企改革;央企国企改革;深股通;融资融券,33
600340.SH,12,600340,特色小镇;京津冀一体化;雄安新区;低空经济;智慧城市;新型城镇化;PPP概念;人工智能;DeepSeek概念;沪股通;融资融券;股权转让(并购重组),17
300598.SZ,32,300598,华为欧拉;国产操作系统;信创;鸿蒙概念;AI智能体;百度概念;星闪概念;智慧城市;独角兽概念;DeepSeek概念;人工智能;虚拟现实;物联网;华为海思概念股;华为概念;英伟达概念;智能穿戴;机器视觉;AI手机;工业互联网;无人驾驶;智能座舱;智能家居;小米概念;机器人概念;水利;汽车电子;长安汽车概念;比亚迪概念;华为汽车;深股通;融资融券,33
001216.SZ,11,001216,NFT概念;跨境电商;牙科医疗;参股银行;柔性直流输电;华为概念;特高压;人民币贬值受益;智能穿戴;消费电子概念;股权转让(并购重组),33
688114.SH,9,688114,AI智能体;智能医疗;脑机接口;基因测序;医疗器械概念;机器人概念;合成生物;沪股通;融资融券,17
603158.SH,18,603158,汽车热管理;空气能热泵;长安汽车概念;华为汽车;特斯拉概念;新能源汽车;储能;比亚迪概念;液冷服务器;燃料电池;传感器;专精特新;汽车电子;无线充电;数据中心;氢能源;华为概念;智能座舱,17
301176.SZ,5,301176,PCB概念;MiniLED;汽车电子;锂电池概念;融资融券,33
300076.SZ,9,300076,安防;MicroLED概念;智慧城市;虚拟现实;MiniLED;专精特新;国企改革;OLED;智能电网,33
600586.SH,8,600586,钙钛矿电池;光伏建筑一体化;光伏概念;建筑节能;一带一路;特斯拉概念;融资融券;沪股通,17
688766.SH,8,688766,存储芯片;MCU芯片;芯片概念;汽车电子;小米概念;华为概念;融资融券;沪股通,17
300255.SZ,6,300255,减肥药;创新药;医美概念;雄安新区;深股通;融资融券,33
603897.SH,7,603897,新能源汽车;比亚迪概念;机器人概念;一带一路;工业互联网;沪股通;融资融券,17
001258.SZ,10,001258,绿色电力;光热发电;风电;新疆振兴;国企改革;充电桩;储能;西部大开发;2025年报预增;深股通,33
601616.SH,5,601616,智能电网;充电桩;绿色电力;数据中心;腾讯概念,17
300543.SZ,15,300543,机器人概念;物联网;家用电器;粤港澳大湾区;华为概念;小米概念;智能家居;比亚迪概念;创投;人民币贬值受益;DeepSeek概念;储能;光伏概念;宠物经济;锂电池概念,33
002382.SZ,9,002382,三胎概念;医疗器械概念;一带一路;跨境电商;医药电商;人民币贬值受益;特斯拉概念;深股通;融资融券,33
001259.SZ,3,001259,露营经济;家用电器;净水概念,33
002983.SZ,10,002983,MicroLED概念;MiniLED;AI眼镜;汽车电子;消费电子概念;小米概念;汽车芯片;专精特新;华为概念;智能家居,33
300773.SZ,25,300773,数字货币;移动支付;跨境支付(CIPS);蚂蚁集团概念;数据确权;云计算;AI智能体;互联网金融;区块链;数据要素;鸿蒙概念;腾讯概念;数字经济;DeepSeek概念;人工智能;华为概念;跨境电商;智能物流;智能穿戴;小米概念;AI应用;参股保险;2025年报预增;深股通;融资融券,33
300906.SZ,3,300906,高铁;专精特新;融资融券,33
688189.SH,6,688189,流感;仿制药一致性评价;创新药;数字经济;国企改革;融资融券,17
300161.SZ,16,300161,工业母机;新型工业化;军工;高端装备;机器人概念;工业互联网;航空发动机;数字孪生;新能源汽车;智能物流;人工智能;数据中心;职业教育;阿里巴巴概念;锂电池概念;深股通,33
300486.SZ,18,300486,数据要素;数字孪生;机器视觉;人工智能;数字经济;DeepSeek概念;物联网;工业互联网;专精特新;智能物流;新型工业化;机器人概念;比亚迪概念;新能源汽车;统一大市场;宁德时代概念;深股通;股权转让(并购重组),33
300419.SZ,23,300419,智慧政务;网络安全;云计算;互联网金融;数据安全;量子科技;信创;ST板块;DeepSeek概念;AI智能体;人工智能;数据要素;华为欧拉;军工;百度概念;东数西算(算力);抖音概念(字节概念);物联网;快手概念;华为概念;数据中心;AI应用;股权转让(并购重组),33
300746.SZ,15,300746,新型城镇化;装配式建筑;建筑节能;水利;垃圾分类;污水处理;智慧城市;氢能源;数字经济;无人驾驶;机器人概念;数据要素;DeepSeek概念;天然气;股权转让(并购重组),33
600807.SH,6,600807,物业管理;生态农业;国企改革;基因测序;猴痘概念;医疗器械概念,17
600623.SH,17,600623,丙烯酸;氟化工概念;PVDF概念;煤化工概念;消毒剂;芯片概念;锂电池概念;回购增持再贷款概念;国企改革;上海国企改革;新疆振兴;创投;参股券商;DeepSeek概念;沪股通;超级品牌;融资融券,17
603196.SH,4,603196,虚拟数字人;三胎概念;锂电池概念;股权转让(并购重组),17
301326.SZ,14,301326,富士康概念;液冷服务器;苹果概念;消费电子概念;芯片概念;宁德时代概念;比亚迪概念;固态电池;3D打印;人民币贬值受益;锂电池概念;无人机;深股通;融资融券,33
