code,所属概念,market_code,所属概念数量,股票代码
688314,牙科医疗;医美概念;医疗器械概念;3D打印;专精特新;PEEK材料;西部大开发;融资融券,17,8,688314.SH
300412,合成生物;CRO概念;创新药;医疗器械概念;共同富裕示范区;光伏建筑一体化;啤酒概念;智能医疗;智能物流;专精特新;新型工业化;数字孪生;机器人概念;人工智能;光刻胶,33,15,300412.SZ
600180,大豆;煤化工概念;粮食概念;煤炭概念;统一大市场;航运概念;一带一路;互联网金融;工业互联网;数据要素;沪股通;融资融券,17,12,600180.SH
300126,人民币贬值受益,33,1,300126.SZ
300436,创新药;基因测序;仿制药一致性评价;肝炎概念;医药电商;辅助生殖;福建自贸区;海峡两岸;融资融券;深股通,33,10,300436.SZ
002757,云计算;AIGC概念;AI智能体;算力租赁;网络安全;阿里巴巴概念;抖音概念(字节概念);腾讯概念;东数西算(算力);数字经济;人工智能;数字孪生;华为概念;数据中心;工业互联网;机器人概念;新型工业化;智能家居;粤港澳大湾区;专精特新;海峡两岸;工业母机;AI应用;中俄贸易概念;深股通,33,25,002757.SZ
601999,文化传媒概念;IP经济(谷子经济);知识产权保护;在线教育;数据确权;数字经济;参股保险;参股券商;国企改革;融资融券,17,10,601999.SH
002042,乡村振兴;C2M概念;职业教育;创投;新疆振兴;中俄贸易概念;农业种植;粤港澳大湾区;DeepSeek概念;绿色电力;工业互联网;算力租赁;东数西算(算力);数据中心;深股通;融资融券,33,16,002042.SZ
600033,福建自贸区;海峡两岸;参股银行;参股保险;国企改革;回购增持再贷款概念;融资融券;沪股通,17,8,600033.SH
688575,猴痘概念;肝炎概念;辅助生殖;基因测序;脑机接口;医疗器械概念;智能医疗;DeepSeek概念;沪股通;融资融券,17,10,688575.SH
603488,军工信息化;虚拟现实;军工,17,3,603488.SH
600382,参股银行;PPP概念;白酒概念;2025三季报预增;2025年报预增;无人机;新能源汽车;小金属概念;股权转让(并购重组),17,9,600382.SH
603922,新能源汽车;动力电池回收,17,2,603922.SH
301097,三胎概念;医疗器械概念;融资融券,33,3,301097.SZ
301163,医疗器械概念;人民币贬值受益;风电;高端装备;机器人概念;工业母机;海工装备;2025年报预增;融资融券,33,9,301163.SZ
300885,减速器;商业航天;卫星导航;人形机器人;低空经济;机器人概念;消费电子概念;新能源汽车;海峡两岸;专精特新;充电桩;人民币贬值受益;一带一路;深股通;融资融券,33,15,300885.SZ
301603,工业母机;PCB概念;人形机器人;新能源汽车;新型工业化;柔性屏(折叠屏);专精特新;机器人概念;粤港澳大湾区;2025年报预增;军工;深股通;融资融券,33,13,301603.SZ
688663,华为数字能源;光伏概念;储能;数据中心;核电;风电;光热发电;可控核聚变;阿里巴巴概念;稀土永磁;国企改革;融资融券;股权转让(并购重组),17,13,688663.SH
600319,钒电池;储能;国企改革,17,3,600319.SH
600318,化债概念(AMC概念);乡村振兴;数字经济;供销社;融资融券;沪股通;股权转让(并购重组),17,7,600318.SH
002838,5G;特斯拉概念;PEEK材料;小米概念;华为概念;专精特新;新能源汽车;军工;比亚迪概念;机器人概念;锂电池概念;可降解塑料;钛白粉概念;预制菜;股权转让(并购重组);融资融券;深股通,33,17,002838.SZ
002540,3D打印;军工;大飞机;商业航天;新能源汽车;比亚迪概念;汽车热管理;深股通,33,8,002540.SZ
002163,海南自贸区;免税店;光伏建筑一体化;国企改革;回购增持再贷款概念;宠物经济;融资融券;深股通,33,8,002163.SZ
002551,医疗器械概念;养老概念;粤港澳大湾区;人民币贬值受益;独角兽概念,33,5,002551.SZ
300479,财税数字化;电子身份证;国产操作系统;数字货币;移动支付;智慧政务;ChatGPT概念;语音技术;百度概念;智慧城市;数字经济;人脸识别;AI智能体;数据要素;云计算;华为鲲鹏;AIGC概念;车联网(车路协同);智慧灯杆;DeepSeek概念;独角兽概念;网络安全;安防;信创;人工智能;华为昇腾;低空经济;华为概念;机器视觉;东数西算(算力);无人机;工业互联网;智能医疗;机器人概念;专精特新;国企改革;5G;AI应用;融资融券,33,39,300479.SZ
300149,智能医疗;DeepSeek概念;CRO概念;细胞免疫治疗;重组蛋白;创新药;人民币贬值受益;深股通;股权转让(并购重组);融资融券,33,10,300149.SZ
301197,新型城镇化;建筑节能;雄安新区;智慧城市;专精特新;华为概念;人工智能;蚂蚁集团概念;回购增持再贷款概念;数据要素;信创;华为鲲鹏;融资融券,33,13,301197.SZ
002863,一体化压铸;华为汽车;中俄贸易概念;两轮车;机器人概念;新能源汽车;长安汽车概念;长三角一体化;比亚迪概念;一带一路;光伏概念;回购增持再贷款概念;数字经济;融资融券,33,14,002863.SZ
002632,AI眼镜;消费电子概念;石墨烯;固态电池;智能穿戴;锂电池概念;中俄贸易概念;安防;新能源汽车;光伏概念;无人机;虚拟现实;华为概念;液冷服务器;共同富裕示范区;元宇宙;深股通,33,17,002632.SZ
920119,智能物流;高端装备;固态电池;新股与次新股;融资融券,151,5,920119.BJ
603669,仿制药一致性评价;民营医院;阿尔茨海默概念;创新药;流感;CRO概念;西部大开发,17,7,603669.SH
603355,净水概念;家用电器;新能源汽车;人民币贬值受益;机器人概念;沪股通;融资融券,17,7,603355.SH
601008,中韩自贸区;航运概念;国企改革;中俄贸易概念;一带一路;沪股通;融资融券,17,7,601008.SH
301519,新型城镇化;地下管网;污水处理;PPP概念;净水概念;乡村振兴;水利;京津冀一体化;回购增持再贷款概念;智慧城市;专精特新;融资融券,33,12,301519.SZ
002247,长三角一体化;共同富裕示范区,33,2,002247.SZ
002951,蚂蚁集团概念;数字经济;超级电容;储能;风电;西部大开发;深股通;摘帽,33,8,002951.SZ
300018,柔性直流输电;特高压;智能电网;抽水蓄能;电力物联网;核电;专精特新;医疗器械概念;2025年报预增;水利;基因测序;血氧仪;智能医疗;家庭医生;融资融券,33,15,300018.SZ
688317,禽流感;猴痘概念;流感;肝炎概念;幽门螺杆菌概念;创新药;医疗器械概念;食品安全;回购增持再贷款概念;专精特新;融资融券,17,11,688317.SH
300678,脑机接口;多模态AI;AIGC概念;信创;数据安全;华为鲲鹏;AI智能体;智能医疗;阿里巴巴概念;智慧政务;数据要素;网络安全;人工智能;DeepSeek概念;人脸识别;数字经济;智慧城市;安防;华为概念;物联网;智能穿戴;低空经济;机器视觉;医疗器械概念;数据中心;工业互联网;无人驾驶;军工;新型工业化;机器人概念;专精特新;新型烟草(电子烟);烟草;比亚迪概念;西部大开发;国企改革;锂电池概念;AI应用;融资融券;深股通;中字头股票,33,41,300678.SZ
600996,文化传媒概念;云计算;算力租赁;数字乡村;旅游概念;DeepSeek概念;人工智能;东数西算(算力);华为概念;智能家居;智能医疗;物联网;5G;数据中心;国企改革;西部大开发;沪股通;融资融券,17,18,600996.SH
000665,短剧游戏;文化传媒概念;数据确权;在线教育;腾讯概念;国资云;元宇宙;数字乡村;AI智能体;智慧政务;数据要素;算力租赁;智慧城市;人工智能;云计算;虚拟现实;华为概念;物业管理;数据中心;5G;国企改革;深股通;融资融券,33,23,000665.SZ
603595,新能源汽车;宁德时代概念;光伏概念;消费电子概念;无线充电;第三代半导体;ST板块;苹果概念;富士康概念;无线耳机,22,10,603595.SH
600635,独角兽概念;创投;2025年报预增;互联网金融;污水处理;新能源汽车;充电桩;天然气;绿色电力;高压快充;沪股通;融资融券,17,12,600635.SH
600371,转基因;玉米;粮食概念;农业种植;化肥;乡村振兴;黑龙江自贸区;回购增持再贷款概念,17,8,600371.SH
920261,融资融券;环氧丙烷;体育产业,151,3,920261.BJ
000977,中国AI 50;英伟达概念;算力租赁;液冷服务器;国资云;东数西算(算力);云计算;抖音概念(字节概念);国产操作系统;信创;腾讯概念;数据中心;百度概念;元宇宙;车联网(车路协同);AIGC概念;DeepSeek概念;人工智能;智慧城市;无人驾驶;深股通;融资融券;回购增持再贷款概念;国企改革,33,24,000977.SZ
601952,大豆;玉米;粮食概念;农业种植;土地流转;乡村振兴;国企改革;啤酒概念;沪股通;融资融券,17,10,601952.SH
300079,知识产权保护;文化传媒概念;短剧游戏;数据确权;Sora概念(文生视频);NFT概念;AI语料;元宇宙;数字水印;AIGC概念;数据安全;AI智能体;IP经济(谷子经济);云计算;区块链;网络安全;数字货币;跨境支付(CIPS);移动支付;DeepSeek概念;人工智能;车联网(车路协同);互联网金融;ETC;安防;华为概念;星闪概念;WiFi 6;无人机;商业航天;华为海思概念股;5G;芯片概念;光纤概念;AI应用;融资融券;AI手机;深股通,33,38,300079.SZ
002958,深股通;融资融券,33,2,002958.SZ
000923,金属铜;回购增持再贷款概念;国企改革;同花顺中特估100;雄安新区;人民币贬值受益;京津冀一体化;融资融券;深股通,33,9,000923.SZ
600619,光刻机;芯片概念;小米概念;比亚迪概念;新能源汽车;汽车热管理;上海自贸区;上海国企改革;家用电器;2025年报预增;一带一路;空气能热泵;国企改革;冷链物流;沪股通;融资融券,17,16,600619.SH
600552,商业航天;柔性屏(折叠屏);无线充电;光伏概念;华为概念;芯片概念;OLED;消费电子概念;先进封装;汽车电子;新能源汽车;固态电池;锂电池概念;PCB概念;央企国企改革;有机硅概念;国企改革;沪股通;融资融券,17,19,600552.SH
600218,农机;中俄贸易概念;燃料电池;氢能源;新能源汽车;减速器;工业互联网;地下管网;国企改革;乡村振兴;钒电池;融资融券,17,12,600218.SH
301017,家庭医生;医药电商;智能医疗;养老概念;医美概念;时空大数据;阿里巴巴概念;宠物经济;跨境电商;冷链物流;海峡两岸;深股通;融资融券,33,13,301017.SZ
301518,碳中和;污水处理;2025年报预增;专精特新;新能源汽车;融资融券,33,6,301518.SZ
301130,流感;维生素;仿制药一致性评价;肝炎概念;阿尔茨海默概念;创新药;猴痘概念;三胎概念;细胞免疫治疗;养老概念;融资融券,33,11,301130.SZ
600463,物业管理;垃圾分类;雄安新区;国企改革;京津冀一体化;军民融合;创投,17,7,600463.SH
600925,煤炭概念;国企改革;绿色电力;超超临界发电;风电;储能;沪股通,17,7,600925.SH
300342,太赫兹;军工信息化;卫星导航;商业航天;6G概念;军民融合;军工;低空经济;无人机;华为概念;无人驾驶;家用电器;国企改革;深股通;融资融券,33,15,300342.SZ
002187,免税店;预制菜;广东自贸区;物业管理;农村电商;网红经济;IP经济(谷子经济);创投;国企改革;粤港澳大湾区;深股通,33,11,002187.SZ
002132,硅能源;有机硅概念;黄金概念;光伏概念;特高压;深股通;融资融券,33,7,002132.SZ
300781,小红书概念;快手概念;Sora概念(文生视频);短剧游戏;智谱AI;Web3.0;AIGC概念;ChatGPT概念;虚拟数字人;多模态AI;NFT概念;文化传媒概念;抖音概念(字节概念);AI智能体;阿里巴巴概念;百度概念;腾讯概念;元宇宙;数据要素;蚂蚁集团概念;网红经济;IP经济(谷子经济);DeepSeek概念;人工智能;AI应用;MR(混合现实);华为概念;跨境电商;粤港澳大湾区;股权转让(并购重组);融资融券;深股通,33,32,300781.SZ
603703,卫星导航;商业航天;量子科技;车联网(车路协同);5G;数据中心;铜缆高速连接;家用电器,17,8,603703.SH
001202,粤港澳大湾区;统一大市场;一带一路;航运概念;新疆振兴,33,5,001202.SZ
600773,盐湖提锂;锂电池概念;石墨烯;西部大开发;国企改革;融资融券;沪股通,17,7,600773.SH
600717,证金持股;统一大市场;航运概念;天津自贸区;国企改革;雄安新区;自由贸易港;旅游概念;京津冀一体化;沪股通;融资融券,17,11,600717.SH
600365,ST板块;白酒概念,22,2,600365.SH
001258,绿色电力;光热发电;风电;新疆振兴;充电桩;储能;国企改革;西部大开发;2025年报预增;深股通,33,10,001258.SZ
300821,硅能源;有机硅概念;燃料电池;融资融券;深股通,33,5,300821.SZ
001338,啤酒概念;粮食概念;国企改革;乡村振兴;粤港澳大湾区;深股通,33,6,001338.SZ
688638,宁德时代概念;固态电池;机器人概念;芯片概念;光伏概念;锂电池概念;融资融券,17,7,688638.SH
300545,MicroLED概念;MiniLED;柔性屏(折叠屏);钙钛矿电池;OLED;华为手机;AI眼镜;先进封装;消费电子概念;固态电池;智能穿戴;苹果概念;MR(混合现实);富士康概念;锂电池概念;汽车电子;钠离子电池;光伏概念;芯片概念;智能座舱;5G;专精特新;机器人概念;华为汽车;新型工业化;华为概念;虚拟现实;深股通,33,28,300545.SZ
600376,体育产业;冰雪产业;京津冀一体化;雄安新区;新型城镇化;物业管理;国企改革;养老概念;租售同权;融资融券;证金持股;沪股通,17,12,600376.SH
600774,物业管理;民营医院;医药电商;医美概念;三胎概念;幽门螺杆菌概念;辅助生殖;流感;创新药;医疗器械概念;低空经济;智能医疗;DeepSeek概念;股权转让(并购重组),17,14,600774.SH
300642,猴痘概念;基因测序;肝炎概念;流感;辅助生殖;创新药;智能医疗;医疗器械概念;DeepSeek概念;AI应用;上海自贸区;专精特新,33,12,300642.SZ
603701,农机;新能源汽车;长安汽车概念;汽车电子;储能;国企改革;乡村振兴;智能座舱,17,8,603701.SH
300982,光伏概念;智能电网;虚拟电厂;充电桩;电力物联网;数据中心;储能;工业互联网;融资融券,33,9,300982.SZ
600368,统一大市场;物业管理;冷链物流;国企改革;乡村振兴;西部大开发;数字乡村;人工智能;沪股通;融资融券,17,10,600368.SH
688682,军工信息化;卫星导航;商业航天;军工;低空经济;毫米波雷达;5G;人工智能;融资融券,17,9,688682.SH
300745,高压快充;无线充电;充电桩;储能;氢能源;汽车电子;燃料电池;新能源汽车;比亚迪概念;小米汽车;华为汽车;长安汽车概念;机器人概念;融资融券,33,14,300745.SZ
300872,数字货币;华为昇腾;信创;华为欧拉;智慧政务;跨境支付(CIPS);华为鲲鹏;互联网金融;云计算;数据安全;华为概念;区块链;数据要素;数字乡村;数据中心;数字经济;人工智能;AI智能体;DeepSeek概念;阿里巴巴概念;腾讯概念;ChatGPT概念;多模态AI;创投;回购增持再贷款概念;西部大开发;AI应用;深股通;融资融券,33,29,300872.SZ
605208,一体化压铸;金属回收;减速器;新能源汽车;一带一路;汽车热管理;比亚迪概念;长安汽车概念;人形机器人;机器人概念;2025年报预增;融资融券,17,12,605208.SH
688035,国家大基金持股;存储芯片;先进封装;液冷服务器;无线耳机;PCB概念;芯片概念;宁德时代概念;苹果概念;消费电子概念;有机硅概念;固态电池;小米概念;石墨烯;数据中心;专精特新;柔性屏(折叠屏);智能穿戴;人形机器人;新能源汽车;光伏概念;储能;MR(混合现实);高端装备;HJT电池;华为概念;机器人概念;TOPCON电池;回购增持再贷款概念;高铁;沪股通;融资融券,17,32,688035.SH
000698,消毒剂;丙烯酸;国企改革;POE胶膜;ST板块;央企国企改革,33,6,000698.SZ
688516,BC电池;钙钛矿电池;TOPCON电池;光伏概念;高端装备;固态电池;芯片概念;机器视觉;共封装光学(CPO);锂电池概念;储能;沪股通;融资融券,17,13,688516.SH
600815,福建自贸区;海峡两岸;地下管网;中俄贸易概念;军工;高端装备;国企改革;智能物流;职业教育;沪股通,17,10,600815.SH
002210,统一大市场;PPP概念;生物质能发电;粤港澳大湾区;固废处理;绿色电力;深股通;融资融券;股权转让(并购重组),33,9,002210.SZ
002274,化肥;煤化工概念;钒电池;氢能源;深股通;融资融券,33,6,002274.SZ
600844,煤化工概念;可降解塑料;西部大开发;股权转让(并购重组),17,4,600844.SH
601611,可控核聚变;军工;核电;水利;央企国企改革;智能电网;风电;房屋检测;储能;一带一路;中字头股票;长三角一体化;国企改革;PPP概念;同花顺中特估100;沪股通;融资融券,17,17,601611.SH
000965,天津自贸区;物业管理;参股券商;国企改革;养老概念;京津冀一体化;大飞机;融资融券,33,8,000965.SZ
688696,手机游戏;跨境电商;百度概念;智能家居;智能座舱;机器视觉;专精特新;新能源汽车;AI眼镜;消费电子概念;西部大开发;融资融券;沪股通,17,13,688696.SH
300142,生物疫苗;流感;创新药;合成生物;西部大开发;深股通;融资融券,33,7,300142.SZ
600830,化债概念(AMC概念);烟草;共同富裕示范区;国企改革;互联网金融;融资融券;股权转让(并购重组),17,7,600830.SH
600192,核电;智能电网;风电;商业航天;充电桩;燃料电池;军工;光伏概念;西部大开发;国企改革;融资融券,17,11,600192.SH
600939,房屋检测;装配式建筑;新型城镇化;地下管网;国企改革;水利;西部大开发;雅下水电概念;工业互联网;沪股通,17,10,600939.SH
301062,高压快充;光伏概念;食品安全;商业航天;DeepSeek概念;融资融券,33,6,301062.SZ
603536,预制菜;网红经济;乡村振兴;一带一路,17,4,603536.SH
301303,专精特新;物联网;天然气;深股通;融资融券,33,5,301303.SZ
002061,PPP概念;装配式建筑;新型城镇化;国企改革;共同富裕示范区;一带一路;水利;长三角一体化;机器人概念;人工智能;深股通;融资融券,33,12,002061.SZ
600020,信托概念;参股银行;参股保险;国企改革;充电桩;化债概念(AMC概念);回购增持再贷款概念;创投;文化传媒概念;沪股通;融资融券;AI应用,17,12,600020.SH
600886,同花顺中特估100;证金持股;绿色电力;抽水蓄能;国企改革;央企国企改革;沪股通;融资融券,17,8,600886.SH
600039,PPP概念;同花顺中特估100;雅下水电概念;碳交易;国企改革;碳中和;西部大开发;一带一路;沪股通;融资融券;锂电池概念;金属铜,17,12,600039.SH
301208,数字货币;跨境支付(CIPS);蚂蚁集团概念;信创;云计算;数据要素;鸿蒙概念;AI智能体;互联网金融;数字经济;腾讯概念;阿里巴巴概念;人工智能;DeepSeek概念;商业航天;东数西算(算力);华为概念;数据中心;AI应用;深股通;融资融券,33,21,301208.SZ
603106,智慧政务;互联网金融;鸿蒙概念;华为鲲鹏;区块链;国产操作系统;虚拟数字人;人脸识别;信创;AIGC概念;语音技术;数据安全;云计算;智慧城市;人工智能;天津自贸区;京津冀一体化;智能医疗;物业管理;雄安新区;AI应用;沪股通,17,22,603106.SH
603258,手机游戏;网络游戏;短剧游戏;AIGC概念;电子竞技;AI智能体;虚拟现实;创投;沪股通,17,9,603258.SH
002259,天然气;2025年报预增;西部大开发;摘帽,33,4,002259.SZ
301148,福建自贸区;海峡两岸;核污染防治;新型城镇化;核电;污水处理;专精特新;融资融券,33,8,301148.SZ
600770,汽车芯片;芯片概念;碳纤维;数据安全;语音技术;人工智能;创投;2025年报预增;跨境电商;绿色电力;手机游戏;网络游戏;融资融券;股权转让(并购重组);沪股通,17,15,600770.SH
300380,互联网金融;信创;鸿蒙概念;数据要素;AI智能体;百度概念;数字经济;AIGC概念;腾讯概念;DeepSeek概念;人工智能;华为概念;2025年报预增;AI应用;深股通,33,15,300380.SZ
001322,回购增持再贷款概念;智能家居;养老概念;粤港澳大湾区;华为概念;鸿蒙概念;深股通,33,7,001322.SZ
300340,钠离子电池;固态电池;锂电池概念;宁德时代概念;小金属概念;钙钛矿电池;碳中和;燃料电池;氢能源;稀土永磁;国企改革;比亚迪概念;粤港澳大湾区;新能源汽车;高端装备,33,15,300340.SZ
002870,华为汽车;长安汽车概念;人形机器人;飞行汽车(eVTOL);特斯拉概念;新能源汽车;机器人概念;汽车电子;充电桩;比亚迪概念;智能座舱;低空经济;跨境电商;高压快充;三胎概念;人民币贬值受益;数字经济;芯片概念;人工智能;信创;回购增持再贷款概念,33,21,002870.SZ
002075,特钢概念;军工;无人机;新能源汽车;华为概念;2025年报预增;深股通;融资融券,33,8,002075.SZ
000932,特钢概念;同花顺中特估100;国企改革;绿色电力;回购增持再贷款概念;海工装备;核电;高铁;军工;新能源汽车;深股通;融资融券;华为概念,33,13,000932.SZ
002354,Sora概念(文生视频);快手概念;AI语料;小红书概念;短剧游戏;ChatGPT概念;Web3.0;AIGC概念;虚拟数字人;多模态AI;抖音概念(字节概念);AI智能体;数据确权;云计算;文化传媒概念;在线教育;手机游戏;腾讯概念;网络游戏;百度概念;数据要素;元宇宙;信创;电子竞技;算力租赁;IP经济(谷子经济);DeepSeek概念;数字经济;人工智能;东数西算(算力);智能医疗;虚拟现实;数字孪生;MR(混合现实);跨境电商;机器视觉;AI应用;机器人概念;乡村振兴;芯片概念;人形机器人;深股通;融资融券,33,43,002354.SZ
002556,煤化工概念;化肥;土地流转;玉米;磷化工;粮食概念;农村电商;农业种植;供销社;染料;民爆概念;统一大市场;乡村振兴;生物质能发电;建筑节能;装配式建筑;维生素;毛发医疗;创投;光伏概念;医美概念;互联网金融;数字乡村;融资融券;深股通,33,25,002556.SZ
002476,页岩气;污水处理;一带一路;融资融券,33,4,002476.SZ
600127,粮食概念;玉米;预制菜;乳业;乡村振兴;国企改革;俄乌冲突概念;养老概念;沪股通;融资融券,17,10,600127.SH
000950,医药电商;啤酒概念;创新药;辅助生殖;医美概念;冷链物流;减肥药;养老概念;三胎概念;统一大市场;西部大开发;医疗器械概念;智能医疗;股权转让(并购重组);国企改革;央企国企改革;回购增持再贷款概念;创投;智能物流;机器人概念;融资融券;深股通,33,22,000950.SZ
600217,供销社;动力电池回收;金属回收;金属铜;固废处理;垃圾分类;西部大开发;沪股通;融资融券,17,9,600217.SH
600512,参股银行;PPP概念;一带一路;创投;数字孪生;融资融券,17,6,600512.SH
603612,石墨电极;固态电池;锂电池概念;宁德时代概念;燃料电池;储能;2025年报预增;一带一路;新能源汽车;飞行汽车(eVTOL);无人机;无人驾驶;DeepSeek概念;沪股通;融资融券,17,15,603612.SH
603908,露营经济;共同富裕示范区;跨境电商;体育产业;一带一路;融资融券,17,6,603908.SH
003040,移动支付;数字货币;跨境支付(CIPS);电子身份证;ETC;互联网金融;国产操作系统;数字经济;区块链;智慧政务;信创;量子科技;物联网;数据安全;鸿蒙概念;人工智能;DeepSeek概念;AI智能体;华为概念;5G;消费电子概念;AI应用;融资融券;深股通,33,24,003040.SZ
300442,抖音概念(字节概念);中国AI 50;算力租赁;东数西算(算力);数据中心;京津冀一体化;液冷服务器;机器人概念;2025年报预增;回购增持再贷款概念;融资融券;深股通,33,12,300442.SZ
002721,黄金概念;小金属概念;国企改革;移动支付;互联网金融;DeepSeek概念;数字货币;区块链;AI智能体;数字经济;智慧政务;人工智能;阿里巴巴概念;AI应用;3D打印;深股通;摘帽,33,17,002721.SZ
600339,煤化工概念;天然气;新疆振兴;同花顺中特估100;碳中和;国企改革;地下管网;西部大开发;氢能源;一带一路;中俄贸易概念;海工装备;期货概念;可控核聚变;储能;沪股通;中字头股票;融资融券,17,18,600339.SH
600787,统一大市场;国企改革;证金持股;央企国企改革;冷链物流;中俄贸易概念;一带一路;智能物流;京津冀一体化;物联网;车联网(车路协同);沪股通;融资融券;中字头股票,17,14,600787.SH
688687,重组蛋白;创新药;肝炎概念;仿制药一致性评价;沪股通;融资融券,17,6,688687.SH
600606,特色小镇;物业管理;参股银行;旅游概念;PPP概念;煤炭概念;新型城镇化;养老概念;碳交易;互联网金融;一带一路;独角兽概念;蚂蚁集团概念;智慧城市;元宇宙;沪股通;融资融券,17,17,600606.SH
600221,海南自贸区;自由贸易港;雄安新区;融资融券;股权转让(并购重组);沪股通,17,6,600221.SH
605169,天然气;新疆振兴;西部大开发,17,3,605169.SH
601598,统一大市场;航运概念;冷链物流;同花顺中特估100;自由贸易港;国企改革;跨境电商;中俄贸易概念;回购增持再贷款概念;央企国企改革;智能物流;一带一路;无人驾驶;机器人概念;区块链;中字头股票;融资融券;沪股通,17,18,601598.SH
603899,超级品牌;IP经济(谷子经济);智能物流;沪股通;融资融券,17,5,603899.SH
688287,商业航天;无人机;军工;军民融合;专精特新;安防;低空经济;智慧城市;人工智能;ST板块,22,10,688287.SH
605167,氢能源;核电;海工装备;新型工业化;中俄贸易概念;一带一路;固废处理;天然气,17,8,605167.SH
600865,信托概念;物业管理;创投,17,3,600865.SH
603613,ERP概念;数据要素;DeepSeek概念;数字经济;ChatGPT概念;人工智能;虚拟数字人;抖音概念(字节概念);跨境电商;算力租赁;物联网;东数西算(算力);华为概念;工业互联网;统一大市场;农村电商;新疆振兴;融资融券;沪股通,17,19,603613.SH
603706,天然气;新疆振兴;西部大开发,17,3,603706.SH
600826,AI智能体;人工智能;创投;上海国企改革;机器人概念;宠物经济;参股券商;体育产业;国企改革;参股银行;人形机器人;证金持股;沪股通;融资融券,17,14,600826.SH
301008,减速器;人形机器人;机器人概念;传感器;新能源汽车;专精特新;家用电器;智能家居;融资融券,33,9,301008.SZ
002108,钠离子电池;固态电池;锂电池概念;宁德时代概念;参股银行;国企改革;储能;核电;雄安新区;地下管网;比亚迪概念;新能源汽车;物联网;深股通;融资融券;股权转让(并购重组),33,16,002108.SZ
600084,白酒概念;农业种植;乡村振兴;化债概念(AMC概念);新疆振兴;国企改革;西部大开发;中字头股票;沪股通,17,9,600084.SH
000726,绿色电力;一带一路;证金持股;人民币贬值受益;创投;2025三季报预增;C2M概念;生物疫苗;职业教育;融资融券,33,10,000726.SZ
300084,页岩气;天然气;可燃冰;俄乌冲突概念;氢能源;西部大开发;海工装备;核电;高端装备;军工;人工智能;股权转让(并购重组),33,12,300084.SZ
688192,创新药;沪股通;融资融券,17,3,688192.SH
002832,体育产业;网红经济;融资融券;深股通,33,4,002832.SZ
002624,云游戏;短剧游戏;手机游戏;网络游戏;文化传媒概念;NFT概念;虚拟数字人;AIGC概念;电子竞技;元宇宙;IP经济(谷子经济);AI智能体;虚拟现实;鸿蒙概念;区块链;英伟达概念;人工智能;华为概念;AI应用;深股通;融资融券,33,21,002624.SZ
601127,华为汽车;飞行汽车(eVTOL);无人驾驶;车联网(车路协同);低空经济;人形机器人;机器人概念;固态电池;新能源汽车;无线充电;参股银行;人工智能;华为概念;西部大开发;抖音概念(字节概念);沪股通;股权转让(并购重组);融资融券,17,18,601127.SH
300180,数字货币;移动支付;跨境支付(CIPS);互联网金融;蚂蚁集团概念;低空经济;区块链;创投;工业互联网;数据要素;信创;华为鲲鹏;华为汽车;一带一路;华为概念;参股券商;长安汽车概念;腾讯概念;比亚迪概念;深股通;融资融券,33,21,300180.SZ
301567,智能穿戴;AI眼镜;消费电子概念;汽车电子;机器人概念;小米概念;无人机;安防;专精特新;虚拟现实;融资融券,33,11,301567.SZ
000407,页岩气;俄乌冲突概念;天然气;地下管网;股权转让(并购重组);新型城镇化;合成生物,33,7,000407.SZ
002382,三胎概念;医疗器械概念;跨境电商;一带一路;医药电商;人民币贬值受益;特斯拉概念;深股通;融资融券,33,9,002382.SZ
002232,车联网(车路协同);信创;数据安全;网络安全;无人驾驶;智慧城市;卫星导航;华为鲲鹏;国产操作系统;EDR概念;MLOps概念;数据要素;数字经济;百度概念;DeepSeek概念;低空经济;算力租赁;国资云;AI智能体;ERP概念;人工智能;华为概念;元宇宙;阿里巴巴概念;虚拟现实;京津冀一体化;飞行汽车(eVTOL);数据中心;汽车电子;央企国企改革;工业互联网;华为汽车;国企改革;充电桩;一带一路;新能源汽车;股权转让(并购重组);融资融券;深股通,33,39,002232.SZ
688538,上海国企改革;国企改革;大飞机;华为概念;柔性屏(折叠屏);小米概念;智能座舱;OLED;智能穿戴;沪股通;融资融券,17,11,688538.SH
300600,国产航母;军民融合;军工;商业航天;海工装备;核电;机器人概念;专精特新;风电;国企改革;储能;摘帽,33,12,300600.SZ
002009,新型工业化;富士康概念;人形机器人;华为汽车;特斯拉概念;长安汽车概念;新能源汽车;比亚迪概念;光伏概念;机器人概念;工业互联网;储能;风电;垃圾分类;无人驾驶;智能物流;汽车拆解概念;车联网(车路协同);腾讯概念;锂电池概念;无人零售;动力电池回收;固废处理;脑机接口;金属回收;金属镍;小金属概念;金属钴;深股通;融资融券,33,30,002009.SZ
002333,光伏建筑一体化;房屋检测;光伏概念;智慧城市;工业互联网,33,5,002333.SZ
600252,医药电商;仿制药一致性评价;幽门螺杆菌概念;创新药;肝炎概念;生物疫苗;参股券商;医疗器械概念;证金持股;西部大开发;国企改革;创投;沪股通;融资融券,17,14,600252.SH
002971,燃料电池;专精特新;芯片概念;氢能源;氟化工概念;有机硅概念;天然气;深股通,33,8,002971.SZ
600251,化肥;盐湖提锂;土地流转;生态农业;农村电商;农业种植;新疆振兴;绿色电力;西部大开发;国企改革;乡村振兴;中俄贸易概念;2025年报预增;食品安全;融资融券;数字乡村;沪股通,17,17,600251.SH
