股票代码,market_code,所属概念,所属概念数量,code
920519.BJ,151,军工;专精特新;融资融券;西部大开发,4,920519
688249.SH,17,汽车芯片;MCU芯片;OLED;芯片概念;MiniLED;MicroLED概念;消费电子概念;量子科技;国企改革;沪股通;融资融券,11,688249
920808.BJ,151,数据中心(AIDC);碳中和;腾讯概念;东数西算(算力);液冷服务器;抖音概念(字节概念);融资融券;专精特新;股权转让(并购重组),9,920808
601512.SH,17,新型城镇化;物业管理;污水处理;国企改革;长三角一体化;固废处理;绿色电力;一带一路;创投;储能;充电桩;光伏概念;沪股通,13,601512
600987.SH,17,高股息精选;污水处理;共同富裕示范区;染料;黄金概念;沪股通;融资融券,7,600987
920266.BJ,151,西部大开发;医药电商;融资融券;农业种植,4,920266
002041.SZ,33,转基因;玉米;粮食概念;农业种植;生态农业;俄乌冲突概念;乡村振兴;深股通;融资融券,9,002041
301529.SZ,33,传感器;汽车电子;比亚迪概念;新能源汽车;5G;中俄贸易概念;深股通;融资融券,8,301529
002180.SZ,33,高端装备;机器人概念;物联网;人形机器人;智能座舱;鸿蒙概念;军工;信创;人民币贬值受益;小米概念;汽车电子;储能;芯片概念;MCU芯片;汽车芯片;深股通;融资融券,17,002180
601811.SH,17,高股息精选;IP经济(谷子经济);体育产业;NFT概念;文化传媒概念;职业教育;国企改革;知识产权保护;虚拟数字人;西部大开发;元宇宙;数字经济;AIGC概念;DeepSeek概念;数据确权;独角兽概念;AI应用;区块链;人工智能;百度概念;华为概念;沪股通,22,601811
600496.SH,17,NMN概念;装配式建筑;新型城镇化;光伏建筑一体化;雄安新区;DeepSeek概念;一带一路;参股银行;工业互联网;沪股通;融资融券,11,600496
688621.SH,17,CRO概念;细胞免疫治疗;创新药;减肥药;肝炎概念;仿制药一致性评价;宠物经济;智能医疗;人工智能;华为盘古;专精特新;股权转让(并购重组);融资融券;沪股通,14,688621
603939.SH,17,医药电商;家庭医生;沪股通;融资融券,4,603939
600371.SH,17,粮食概念;转基因;玉米;农业种植;乡村振兴;黑龙江自贸区;化肥,7,600371
601881.SH,17,证金持股;同花顺中特估100;国企改革;沪股通;融资融券;中字头股票,6,601881
300529.SZ,33,医药电商;肝炎概念;医疗器械概念;横琴新区;深股通;融资融券,6,300529
603086.SH,17,大豆;生态农业;人民币贬值受益;创新药,4,603086
300107.SZ,33,染料;雄安新区;京津冀一体化;低空经济;飞行汽车(eVTOL);深股通,6,300107
002282.SZ,33,中俄贸易概念;雄安新区;一带一路;国企改革;高铁;绿色电力,6,002282
688692.SH,17,信创;数据要素;AI语料;华为概念;智能电网;沪股通;融资融券,7,688692
605199.SH,22,创新药;仿制药一致性评价;肝炎概念;医药电商;流感;三胎概念;幽门螺杆菌概念;海南自贸区;ST板块;专精特新,10,605199
920832.BJ,151,环氧丙烷;氢能源;融资融券;煤化工概念,4,920832
600901.SH,17,高股息精选;国企改革;融资融券;沪股通,4,600901
600671.SH,17,眼科医疗;医疗器械概念;国企改革,3,600671
600529.SH,17,国企改革;医疗器械概念;股权转让(并购重组);沪股通;融资融券,5,600529
688259.SH,17,星闪概念;芯片概念;机器人概念;WiFi 6;人形机器人;阿里巴巴概念;电力物联网;智能电网;融资融券,9,688259
003016.SZ,33,网红经济;跨境电商;IP经济(谷子经济);智能物流;流感;数字经济;福建自贸区;数据要素;海峡两岸;腾讯概念,10,003016
000921.SZ,33,高股息精选;家用电器;空气能热泵;深股通;融资融券;智能家居;汽车热管理;人形机器人;新能源汽车;DeepSeek概念;粤港澳大湾区,11,000921
600199.SH,17,白酒概念;啤酒概念;国企改革;融资融券;沪股通,5,600199
603102.SH,17,三胎概念;宠物经济;维生素;NMN概念,4,603102
301106.SZ,33,星闪概念;电力物联网;智能电网;智能家居;新型烟草(电子烟);家用电器;5G;消费电子概念;智能座舱;汽车电子;新能源汽车;比亚迪概念;两轮车;PCB概念;股权转让(并购重组);融资融券,16,301106
600100.SH,17,国资云;华为昇腾;网络安全;东数西算(算力);国产操作系统;信创;算力租赁;区块链;智慧城市;数据要素;AI智能体;鸿蒙概念;ChatGPT概念;数据中心(AIDC);物联网;安防;AI应用;AI语料;DeepSeek概念;AIGC概念;人工智能;华为概念;数字经济;互联网保险;在线教育;工业互联网;核电;京津冀一体化;可控核聚变;创投;液冷服务器;食品安全;机器视觉;核污染防治;储能;机器人概念;雄安新区;央企国企改革;土壤修复;污水处理;消费电子概念;国企改革;工业母机;参股券商;锂电池概念;沪股通;融资融券;股权转让(并购重组),48,600100
300915.SZ,33,IP经济(谷子经济);融资融券,2,300915
300763.SZ,33,绿色电力;储能;光伏概念;芯片概念;融资融券;深股通,6,300763
002761.SZ,33,PPP概念;装配式建筑;新型城镇化;雅下水电概念;国企改革;乡村振兴;固废处理;水利;污水处理;建筑节能;土壤修复;共同富裕示范区;一带一路;DeepSeek概念;智慧城市;深股通;融资融券,17,002761
002116.SZ,33,装配式建筑;新型城镇化;雄安新区;乡村振兴;土壤修复;污水处理;特色小镇;固废处理;建筑节能;垃圾分类;国企改革;一带一路;参股券商;智能物流;央企国企改革;DeepSeek概念;人工智能;数据要素;光伏建筑一体化;啤酒概念;机器人概念;动力电池回收;固态电池;深股通;中字头股票,25,002116
601236.SH,17,期货概念;国企改革;西部大开发;沪股通;融资融券,5,601236
002905.SZ,33,文化传媒概念;职业教育;粤港澳大湾区;虚拟现实,4,002905
600718.SH,17,DRG/DIP;AI应用;互联网金融;智能医疗;区块链;AIGC概念;财税数字化;数据要素;养老概念;DeepSeek概念;数字经济;AI智能体;独角兽概念;数字货币;人工智能;智慧政务;智慧城市;数据安全;信创;参股保险;百度概念;云计算;车联网(车路协同);网络安全;抖音概念(字节概念);工业互联网;华为昇腾;医疗器械概念;食品安全;长安汽车概念;机器人概念;华为概念;虚拟电厂;无人驾驶;东数西算(算力);新能源汽车;比亚迪概念;智能座舱;中国AI 50;5G;汽车电子;融资融券;沪股通,43,600718
001386.SZ,33,参股银行;旅游概念;乡村振兴;固废处理;AIGC概念;生物质能发电;人工智能;绿色电力;粤港澳大湾区;注册制次新股;深股通;新股与次新股;融资融券,13,001386
300328.SZ,33,柔性屏(折叠屏);人形机器人;小米概念;特斯拉概念;AI眼镜;智能穿戴;一体化压铸;智能座舱;消费电子概念;毫米波雷达;新能源汽车;比亚迪概念;商业航天;5G;华为概念;宁德时代概念;人工智能;医疗器械概念;有机硅概念;国企改革;深股通;融资融券,22,300328
000782.SZ,33,军工,1,000782
002583.SZ,33,无人机;华为汽车;低空经济;安防;商业航天;卫星导航;新能源汽车;智慧城市;智慧政务;中俄贸易概念;机器人概念;区块链;DeepSeek概念;人工智能;工业互联网;信创;6G概念;粤港澳大湾区;物联网;互联网金融;星闪概念;量子科技;一带一路;5G;汽车电子;芯片概念;俄乌冲突概念;深股通;融资融券,29,002583
000905.SZ,33,航运概念;自由贸易港;福建自贸区;统一大市场;跨境电商;国企改革;一带一路;海峡两岸;智能物流;绿色电力;融资融券;股权转让(并购重组);深股通,13,000905
000987.SZ,33,期货概念;化债概念(AMC概念);参股券商;乡村振兴;国企改革;绿色电力;独角兽概念;创投;风电;粤港澳大湾区;2026一季报预增;深股通;融资融券,13,000987
920014.BJ,151,融资融券;天然气;专精特新;大飞机;氢能源,5,920014
002033.SZ,33,冰雪产业;旅游概念;IP经济(谷子经济);高股息精选;西部大开发;2026一季报预增;深股通;融资融券,8,002033
600428.SH,17,中字头股票;高股息精选;航运概念;自由贸易港;国企改革;央企国企改革;人民币贬值受益;DeepSeek概念;粤港澳大湾区;沪股通;比亚迪概念;融资融券,12,600428
688687.SH,17,重组蛋白;肝炎概念;创新药;仿制药一致性评价;融资融券,5,688687
603058.SH,17,烟草;AIGC概念;AI智能体;创投;IP经济(谷子经济);短剧游戏;西部大开发;工业大麻;芯片概念;第三代半导体;股权转让(并购重组),11,603058
605268.SH,17,新型城镇化;数据要素;智慧城市;人脸识别;安防;物联网;智能家居;华为概念;沪股通,9,605268
600958.SH,17,期货概念;互联网金融;沪股通;融资融券,4,600958
300042.SZ,33,存储芯片;汽车芯片;芯片概念;东数西算(算力);算力租赁;华为昇腾;AI眼镜;消费电子概念;智能穿戴;时空大数据;华为鲲鹏;粤港澳大湾区;智慧城市;知识产权保护;虚拟数字人;DeepSeek概念;人民币贬值受益;跨境电商;国企改革;深股通;融资融券,21,300042
920703.BJ,151,京津冀一体化;融资融券;专精特新;核电,4,920703
301290.SZ,33,血氧仪;医疗器械概念;重组蛋白;融资融券,4,301290
300729.SZ,33,跨境电商;三胎概念;航运概念;智能物流;人工智能;抖音概念(字节概念);人民币贬值受益;智能家居;机器人概念;深股通,10,300729
600640.SH,17,AI视频;虚拟数字人;智谱AI;短剧游戏;在线教育;多模态AI;AIGC概念;手机游戏;云计算;文化传媒概念;AI智能体;AI应用;NFT概念;空间计算;数字孪生;阿里巴巴概念;元宇宙;抖音概念(字节概念);IP经济(谷子经济);云游戏;DeepSeek概念;数字经济;人工智能;旅游概念;创投;虚拟现实;国企改革;华为概念;央企国企改革;机器人概念;AI眼镜;融资融券;沪股通,33,600640
688739.SH,17,生物疫苗;流感;重组蛋白;创新药;融资融券;沪股通,6,688739
300939.SZ,33,MiniLED;电子纸;汽车电子;5G;充电桩;无人驾驶;物联网;机器人概念;安防;比亚迪概念;新能源汽车;储能;智能家居;长安汽车概念;智慧城市;家用电器;人工智能;融资融券,18,300939
603051.SH,17,钙钛矿电池;TOPCON电池;HJT电池;BC电池;传感器;光伏概念;比亚迪概念;智能穿戴;商业航天;锂电池概念;人形机器人;固态电池;柔性屏(折叠屏);OLED;POE胶膜;氢能源;水利;光伏建筑一体化;融资融券,19,603051
002319.SZ,33,石墨烯;横琴新区;柔性屏(折叠屏);光伏概念;文化传媒概念;HJT电池,6,002319
000685.SZ,33,参股券商;证金持股;航运概念;国企改革;绿色电力;创投;污水处理;天然气;智慧城市;人工智能;数字经济;虚拟电厂;垃圾分类;固废处理;低空经济;粤港澳大湾区;充电桩;储能;深股通;融资融券,20,000685
002043.SZ,33,共同富裕示范区;智能家居;深股通;融资融券,4,002043
300171.SZ,33,细胞免疫治疗;生物疫苗;合成生物;基因测序;医疗器械概念;智能医疗;DeepSeek概念;独角兽概念;机器人概念;华为概念;融资融券;深股通,12,300171
605188.SH,17,预制菜;冷链物流;智能物流;沪股通,4,605188
603309.SH,17,医疗器械概念;人民币贬值受益;高股息精选,3,603309
000682.SZ,33,电力物联网;虚拟电厂;智能电网;网络安全;充电桩;核电;物联网;风电;储能;区块链;数据中心(AIDC);智慧城市;DeepSeek概念;人工智能;人脸识别;语音技术;华为概念;工业互联网;机器人概念;国企改革;2026一季报预增;融资融券;深股通,23,000682
300452.SZ,33,合成生物;医美概念;专精特新,3,300452
301559.SZ,33,一带一路;医疗器械概念;智能物流;人民币贬值受益;物联网;核电;天然气;深股通;融资融券,9,301559
600927.SH,17,期货概念;互联网金融;国企改革;沪股通,4,600927
002675.SZ,33,仿制药一致性评价;创新药;阿尔茨海默概念;细胞免疫治疗;幽门螺杆菌概念;CRO概念;专精特新;深股通;融资融券,9,002675
688418.SH,17,卫星导航;6G概念;商业航天;WiFi 6;无人机;军工;F5G概念;5G;低空经济;量子科技;飞行汽车(eVTOL);网络安全;数据中心(AIDC);物联网;华为概念;智慧灯杆;车联网(车路协同);光纤概念;无人驾驶;机器人概念;智慧政务;智慧城市;华为数字能源;人工智能;AI智能体;储能;工业互联网;DeepSeek概念;一带一路;养老概念;沪股通;融资融券,32,688418
001205.SZ,33,航运概念;一带一路;专精特新;股权转让(并购重组),4,001205
603391.SH,17,工业互联网;专精特新;沪股通;融资融券,4,603391
003006.SZ,33,三胎概念;西部大开发;深股通,3,003006
688289.SH,17,猴痘概念;流感;肝炎概念;宠物经济;基因测序;创新药;智能医疗;医疗器械概念;数字经济;创投;DeepSeek概念;AI智能体;人工智能;一带一路;阿里巴巴概念;专精特新;沪股通;融资融券,18,688289
605033.SH,17,乡村振兴;西部大开发,2,605033
300765.SZ,33,减肥药;创新药;生物疫苗;维生素;融资融券;深股通,6,300765
688278.SH,17,创新药;肝炎概念;绿色电力;福建自贸区;沪股通;融资融券,6,688278
300919.SZ,33,盐湖提锂;钠离子电池;金属钴;动力电池回收;磷化工;固态电池;小金属概念;金属镍;金属回收;2026一季报预增;锂电池概念;宁德时代概念;储能;西部大开发;特斯拉概念;新能源汽车;低空经济;机器人概念;深股通;融资融券,20,300919
603556.SH,17,电力物联网;智能电网;DeepSeek概念;物联网;充电桩;储能;光伏概念;一带一路;人民币贬值受益;沪股通;融资融券,11,603556
002472.SZ,33,减速器;机器人概念;高端装备;新能源汽车;比亚迪概念;智能家居;高铁;创投;绿色电力;融资融券;深股通,11,002472
001395.SZ,33,碳纤维;高端装备;专精特新;融资融券,4,001395
688266.SH,17,重组蛋白;创新药;细胞免疫治疗;沪股通;融资融券,5,688266
603868.SH,17,家用电器;短剧游戏;沪股通;融资融券,4,603868
301086.SZ,33,富士康概念;液冷服务器;苹果概念;消费电子概念;2026一季报预增;专精特新;锂电池概念;华为数字能源;储能;华为概念;工业母机;新能源汽车;虚拟现实;机器人概念;汽车热管理;新型工业化;深股通;融资融券,18,301086
001229.SZ,33,军工信息化;智慧城市;智慧政务;商业航天;信创;在线教育;数字经济;智能电网;AI应用;人工智能;车联网(车路协同);安防;粤港澳大湾区;专精特新;光纤概念;芯片概念,16,001229
688439.SH,17,MCU芯片;芯片概念;第三代半导体;先进封装;商业航天;卫星导航;存储芯片;无人机;专精特新;军工;低空经济;飞行汽车(eVTOL);人形机器人;西部大开发;央企国企改革;国企改革;沪股通;融资融券,18,688439
603226.SH,17,智能家居;沪股通;股权转让(并购重组),3,603226
603389.SH,17,钛白粉概念;小金属概念;稀土永磁;旅游概念;创投;智能家居;培育钻石;摘帽,8,603389
300779.SZ,33,稀土永磁;固废处理;钒电池;融资融券;深股通,5,300779
600405.SH,17,百度概念;腾讯概念;阿里巴巴概念;换电概念;东数西算(算力);充电桩;华为概念;数据中心(AIDC);雄安新区;京津冀一体化;高压快充;储能;中俄贸易概念;光伏概念;燃料电池;新能源汽车;5G;氢能源;融资融券,19,600405
600622.SH,17,物业管理;统一大市场;化债概念(AMC概念);国企改革;融资融券,5,600622
002495.SZ,33,预制菜;创投,2,002495
000797.SZ,33,物业管理;土地流转;装配式建筑;国企改革;跨境电商;京津冀一体化;一带一路;福建自贸区;海峡两岸;深股通,10,000797
688778.SH,17,钠离子电池;固态电池;宁德时代概念;锂电池概念;专精特新;福建自贸区;低空经济;氢能源;国企改革;融资融券;沪股通,11,688778
300106.SZ,33,乳业;三胎概念;养老概念;乡村振兴;国企改革;新疆振兴;西部大开发;股权转让(并购重组),8,300106
600658.SH,17,京津冀一体化;数字经济;数据要素;人工智能;云计算;创投;国企改革;量子科技;芯片概念;沪股通,10,600658
002573.SZ,33,PPP概念;土壤修复;雄安新区;国企改革;污水处理;固废处理;京津冀一体化;水利;碳中和;煤化工概念;天然气;创投;数字孪生;金属回收;PM2.5;机器人概念;金属铜;深股通;融资融券,19,002573
000159.SZ,33,新疆振兴;乡村振兴;西部大开发;一带一路;光伏概念;特高压;融资融券,7,000159
600008.SH,17,高股息精选;煤化工概念;绿色电力;PPP概念;国企改革;乡村振兴;地下管网;固废处理;雄安新区;新型城镇化;土壤修复;京津冀一体化;垃圾分类;污水处理;净水概念;DeepSeek概念;人工智能;智慧城市;沪股通;融资融券;机器人概念,21,600008
600814.SH,17,IP经济(谷子经济);体育产业;国企改革;共同富裕示范区;元宇宙;MR(混合现实);沪股通,7,600814
600082.SH,22,天津自贸区;京津冀一体化;创投;国企改革;ST板块,5,600082
600340.SH,22,ST板块;特色小镇;PPP概念;京津冀一体化;雄安新区;DeepSeek概念;人工智能;智慧城市;新型城镇化;低空经济;股权转让(并购重组),11,600340
600327.SH,17,预制菜;三胎概念;IP经济(谷子经济);民营医院;信托概念;参股银行,6,600327
600303.SH,17,长安汽车概念;燃料电池;新能源汽车;军工;氢能源,5,600303
000523.SZ,33,广东自贸区;物业管理;代糖概念;国企改革;啤酒概念;创投;粤港澳大湾区;工业互联网;股权转让(并购重组);深股通,10,000523
300261.SZ,33,合成生物;肝炎概念;NMN概念;工业大麻;医药电商;跨境电商;CRO概念;垃圾分类;固废处理;人民币贬值受益;深股通;融资融券,12,300261
300425.SZ,33,净水概念;污水处理;新型城镇化;PPP概念;土壤修复;固废处理;国企改革;西部大开发;央企国企改革;智慧城市;高端装备;专精特新;中字头股票,13,300425
002656.SZ,33,ST板块;三胎概念;区块链;智能电网;风电;腾讯概念;新能源汽车;人民币贬值受益;高端装备;虚拟现实;股权转让(并购重组),11,002656
601686.SH,17,高股息精选;天津自贸区;地下管网;雅下水电概念;雄安新区;水利;沪股通,7,601686
603329.SH,17,统一大市场;自由贸易港;一带一路;国企改革;新疆振兴;上海自贸区;长三角一体化;融资融券,8,603329
301056.SZ,33,中俄贸易概念;新型城镇化;一带一路;物联网;人脸识别;融资融券,6,301056
000802.SZ,33,文化传媒概念;IP经济(谷子经济);旅游概念,3,000802
000514.SZ,33,物业管理;国企改革;西部大开发,3,000514
300110.SZ,33,仿制药一致性评价;医药电商;肝炎概念;猴痘概念;医美概念;医疗器械概念;国企改革;融资融券,8,300110
300783.SZ,33,预制菜;网红经济;IP经济(谷子经济);三胎概念;宠物经济;跨境电商;食品安全;专精特新;深股通,9,300783
300471.SZ,33,中俄贸易概念;共享单车;燃料电池;专精特新;一带一路;氢能源;军工;成飞概念;两轮车;物联网;创投;西部大开发;天然气;页岩气;深股通;融资融券,16,300471
601999.SH,17,数据确权;知识产权保护;文化传媒概念;在线教育;IP经济(谷子经济);AI应用;数字经济;参股保险;参股券商;国企改革;融资融券,11,601999
300636.SZ,33,仿制药一致性评价;人民币贬值受益,2,300636
600026.SH,17,航运概念;上海自贸区;人民币贬值受益;一带一路;俄乌冲突概念;国企改革;央企国企改革;同花顺中特估100;天然气;证金持股;沪股通;融资融券;中字头股票,13,600026
300873.SZ,33,新型工业化;工业互联网;数字孪生;机器人概念;人工智能;AI智能体;人形机器人;新能源汽车;粤港澳大湾区;DeepSeek概念;智能物流;数字经济;芯片概念;一带一路;跨境电商;冷链物流;统一大市场;航运概念;深股通;融资融券,20,300873
300197.SZ,33,股权转让(并购重组);土壤修复;垃圾分类;PPP概念;地下管网;农业种植;智慧城市;污水处理;雄安新区;水利;碳中和;新型城镇化;旅游概念;乡村振兴;深股通;国企改革;一带一路;充电桩;央企国企改革;粤港澳大湾区;融资融券,21,300197
300534.SZ,33,流感;医药电商;三胎概念;创新药;医疗器械概念;中俄贸易概念;食品安全;西部大开发;参股券商;国企改革;专精特新;股权转让(并购重组),12,300534
000877.SZ,33,水泥概念;央企国企改革;国企改革;西部大开发;新疆振兴;一带一路;绿色电力;深股通;融资融券,9,000877
002169.SZ,33,芯片概念;光伏概念;宁德时代概念;特高压;充电桩;数据中心(AIDC);储能;智能电网;电力物联网;工业互联网;虚拟电厂;碳中和;钒电池;绿色电力;深股通;融资融券,16,002169
600239.SH,22,特色小镇;物业管理;ST板块;工业大麻;养老概念;国企改革;西部大开发,7,600239
601588.SH,17,物业管理;京津冀一体化;养老概念;数字经济;国企改革;小米概念;沪股通;融资融券,8,601588
688072.SH,17,国家大基金持股;存储芯片;先进封装;芯片概念;沪股通;融资融券,6,688072
688551.SH,17,芯片概念;光伏概念;华为概念;专精特新;比亚迪概念;储能;新能源汽车;固态电池;低空经济;宁德时代概念;燃料电池;氢能源;融资融券,13,688551
300869.SZ,33,三胎概念;宠物经济;幽门螺杆菌概念;养老概念;医药电商;医疗器械概念;跨境电商;智能医疗;血氧仪;人民币贬值受益;智能穿戴;深股通;融资融券,13,300869
002768.SZ,33,光刻胶;丙烯酸;环氧丙烷;锂电池概念;PEEK材料;碳纤维;可降解塑料;富士康概念;比亚迪概念;储能;小米概念;新能源汽车;华为概念;人造肉;机器人概念;充电桩;风电;人形机器人;华为汽车;足球概念;体育产业;医美概念;融资融券;深股通,24,002768
002673.SZ,33,期货概念;国企改革;西部大开发;深股通;融资融券,5,002673
600128.SH,17,宠物经济;跨境电商;国企改革;创投;知识产权保护;化肥;期货概念;煤炭概念,8,600128
000030.SZ,33,飞行汽车(eVTOL);长安汽车概念;华为汽车;汽车热管理;低空经济;参股保险;小米汽车;车联网(车路协同);换电概念;动力电池回收;无人驾驶;新能源汽车;国企改革;比亚迪概念;宁德时代概念;小米概念;储能;证金持股;智能座舱;锂电池概念;汽车电子;深股通;融资融券,23,000030
300770.SZ,33,IP经济(谷子经济);电子竞技;NFT概念;文化传媒概念;虚拟数字人;高股息精选;短剧游戏;知识产权保护;在线教育;国企改革;云游戏;元宇宙;快手概念;人工智能;腾讯概念;抖音概念(字节概念);网络安全;虚拟现实;华为概念;小米概念;华为海思概念股;深股通;融资融券,23,300770
000633.SZ,33,西部大开发;新疆振兴;核电,3,000633
600690.SH,17,超级品牌;高股息精选;证金持股;同花顺漂亮100;净水概念;同花顺出海50;空气能热泵;沪股通;融资融券;家用电器;DeepSeek概念;智能家居;AI应用;工业互联网;阿里巴巴概念;机器人概念;物联网;华为概念;液冷服务器;无线充电,20,600690
002678.SZ,33,特色小镇;职业教育;三胎概念;旅游概念;文化传媒概念;IP经济(谷子经济);在线教育;数字经济;人工智能;国企改革;粤港澳大湾区;深股通,12,002678
002868.SZ,33,宠物经济;合成生物;POE胶膜;海峡两岸;光伏概念;深股通;摘帽;股权转让(并购重组),8,002868
600491.SH,22,PPP概念;装配式建筑;房屋检测;光伏建筑一体化;新型城镇化;ST板块;水利;长三角一体化,8,600491
300311.SZ,33,网络安全;数据安全;人脸识别;华为鲲鹏;智慧政务;创投;数字经济;工业互联网;人工智能;电子身份证;DeepSeek概念;区块链;AI应用;车联网(车路协同);粤港澳大湾区;数据中心(AIDC);网络游戏;ST板块,18,300311
002500.SZ,33,证金持股;国企改革;互联网金融;创投;深股通;融资融券,6,002500
600653.SH,17,物业管理;国企改革;人工智能;绿色电力;新能源汽车;融资融券,6,600653
601965.SH,17,国企改革;DeepSeek概念;西部大开发;中字头股票;华为汽车;车联网(车路协同);央企国企改革;机器人概念;无人驾驶;燃料电池;华为概念;新能源汽车;动力电池回收;氢能源;无人机;汽车电子;沪股通;融资融券,18,601965
601992.SH,17,水泥概念;物业管理;雄安新区;国企改革;装配式建筑;京津冀一体化;一带一路;固废处理;房屋检测;创投;核电;储能;光伏概念;商业航天;可控核聚变;沪股通;融资融券,17,601992
002946.SZ,33,乳业;西部大开发;绿色电力;融资融券;深股通,5,002946
600716.SH,17,养老概念;国企改革;参股券商;融资融券,4,600716
000728.SZ,33,证金持股;互联网金融;国企改革;深股通;融资融券,5,000728
002832.SZ,33,体育产业;网红经济;融资融券;深股通,4,002832
000155.SZ,33,盐湖提锂;磷化工;小金属概念;固废处理;绿色电力;西部大开发;锂电池概念;国企改革;风电;储能;深股通;融资融券,12,000155
002005.SZ,33,ST板块;横琴新区;人民币贬值受益;家用电器;华为汽车;新能源汽车;MiniLED,7,002005
002820.SZ,33,预制菜;京津冀一体化;天津自贸区;国企改革;超级品牌,5,002820
002513.SZ,33,染料;草甘膦;生态农业;人民币贬值受益;光伏概念;TOPCON电池;绿色电力,7,002513
601828.SH,17,国企改革;DeepSeek概念;腾讯概念;阿里巴巴概念;抖音概念(字节概念);沪股通;融资融券,7,601828
601369.SH,17,超超临界发电;煤化工概念;虚拟电厂;天然气;页岩气;碳中和;核电;氢能源;西部大开发;国企改革;一带一路;高端装备;高股息精选;数据安全;储能;军工;商业航天;融资融券;沪股通,19,601369
002206.SZ,33,中俄贸易概念;一带一路;长三角一体化;创投;人民币贬值受益;工业互联网;俄乌冲突概念;PEEK材料;海工装备;新能源汽车;光伏概念;深股通;融资融券,13,002206
300094.SZ,33,网红经济;预制菜;乡村振兴;冷链物流;食品安全;融资融券,6,300094
600278.SH,17,统一大市场;上海国企改革;参股券商;自由贸易港;国企改革;航运概念;创投;医疗器械概念;一带一路;上海自贸区;人民币贬值受益;沪股通;融资融券,13,600278
920371.BJ,151,预制菜;融资融券,2,920371
688121.SH,17,碳中和;融资融券,2,688121
000822.SZ,33,钒电池;国企改革;污水处理;氢能源;固态电池;深股通;融资融券,7,000822
601005.SH,17,特钢概念;国企改革;央企国企改革;西部大开发;风电;海工装备;核电;军工;新能源汽车;沪股通;融资融券,11,601005
605050.SH,17,统一大市场;一体化压铸;机器人概念;新能源汽车;沪股通,5,605050
000927.SZ,33,统一大市场;水泥概念;冷链物流;中俄贸易概念;国企改革;高铁;央企国企改革;智能物流;一带一路;人工智能;充电桩;机器人概念;中字头股票;融资融券;深股通,15,000927
600022.SH,17,特钢概念;国企改革;人工智能;工业互联网;机器人概念;融资融券;核电;风电;沪股通,9,600022
000401.SZ,33,水泥概念;化债概念(AMC概念);国企改革;绿色电力;雄安新区;京津冀一体化;固废处理;深股通;融资融券;核电,10,000401
300284.SZ,33,房屋检测;空间计算;网约车;京津冀一体化;AI智能体;新型城镇化;DeepSeek概念;雄安新区;乡村振兴;数字孪生;PPP概念;智慧城市;水利;食品安全;雅下水电概念;创投;国企改革;车联网(车路协同);一带一路;碳中和;低空经济;粤港澳大湾区;无人机;储能;俄乌冲突概念;深股通;融资融券,27,300284
600569.SH,17,特钢概念;国企改革;股权转让(并购重组);沪股通;融资融券,5,600569
603987.SH,17,医美概念;辅助生殖;医疗器械概念;专精特新,4,603987
003042.SZ,33,草甘膦;供销社;乡村振兴;中俄贸易概念,4,003042
600325.SH,17,租售同权;物业管理;冰雪产业;证金持股;旅游概念;广东自贸区;国企改革;横琴新区;数字经济;粤港澳大湾区;华为概念;沪股通;融资融券,13,600325
000718.SZ,33,牙科医疗;文化传媒概念;民营医院;医美概念;深股通;融资融券,6,000718
300002.SZ,33,手机游戏;网络游戏;AIGC概念;AI应用;区块链;在线教育;职业教育;ChatGPT概念;数字经济;AI智能体;智慧政务;DeepSeek概念;人工智能;人脸识别;智慧城市;云计算;数字孪生;数据安全;信创;网络安全;工业互联网;创投;乡村振兴;物联网;算力租赁;机器人概念;电力物联网;华为概念;东数西算(算力);智能电网;数据中心(AIDC);5G;深股通;融资融券,34,300002
002122.SZ,33,文化传媒概念;创投;拼多多概念;小红书概念;DeepSeek概念;AI语料;人工智能;数据要素;抖音概念(字节概念);ST板块;智谱AI;网络安全;蚂蚁集团概念;长安汽车概念;新型工业化;高端装备;风电;数据中心(AIDC);东数西算(算力);工业母机;人形机器人,21,002122
600157.SH,17,煤炭概念;超超临界发电;绿色电力;碳交易;煤化工概念;钒电池;页岩气;参股保险;储能;核电;物联网;小金属概念;融资融券;沪股通,14,600157
600415.SH,17,IP经济(谷子经济);网红经济;超级品牌;统一大市场;跨境电商;参股券商;虚拟数字人;AI应用;跨境支付(CIPS);阿里巴巴概念;DeepSeek概念;数字货币;数据要素;互联网金融;绿色电力;中俄贸易概念;人工智能;共同富裕示范区;国企改革;数字经济;移动支付;同花顺中特估100;一带一路;同花顺出海50;数据中心(AIDC);沪股通;融资融券;航运概念,28,600415
000009.SZ,33,石墨电极;动力电池回收;钠离子电池;土地流转;农机;物业管理;金属回收;石墨烯;金属钴;固态电池;一带一路;锂电池概念;创投;氢能源;小金属概念;金属镍;宁德时代概念;燃料电池;黄金概念;硅能源;储能;粤港澳大湾区;减速器;机器人概念;新能源汽车;军工;比亚迪概念;充电桩;人形机器人;3D打印;高压快充;液冷服务器;深股通;融资融券;无线充电,35,000009
688425.SH,17,高压氧舱;雅下水电概念;乡村振兴;国企改革;地下管网;农机;央企国企改革;高铁;水利;新疆振兴;一带一路;海工装备;人工智能;DeepSeek概念;AI智能体;高端装备;海峡两岸;机器人概念;新型工业化;抽水蓄能;无人驾驶;华为概念;沪股通;融资融券,24,688425
