股票代码,market_code,所属概念,所属概念数量,code
300988.SZ,33,新型工业化;充电桩;汽车热管理;专精特新;智能电网;机器人概念;光伏概念;比亚迪概念;小米概念;新能源汽车;数据中心(AIDC);储能;小米汽车;汽车电子;风电;一带一路;锂电池概念;融资融券,18,300988
000889.SZ,33,算力租赁;5G;腾讯概念;抖音概念(字节概念);阿里巴巴概念;华为概念;百度概念;小米概念;互联网金融,9,000889
688680.SH,17,BC电池;钙钛矿电池;光伏概念;POE胶膜;新能源汽车;融资融券,6,688680
600857.SH,17,黄金概念;参股银行;共同富裕示范区;股权转让(并购重组),4,600857
301239.SZ,33,眼科医疗;民营医院;西部大开发;智能医疗;深股通;融资融券,6,301239
603367.SH,17,仿制药一致性评价;流感;肝炎概念;创新药;眼科医疗;智能医疗;沪股通,7,603367
301135.SZ,33,人脸识别;家用电器;智能家居;语音技术;人工智能;机器人概念;物联网;工业互联网;AI智能体;养老概念;DeepSeek概念;医疗器械概念;海峡两岸;空气能热泵;智能医疗;腾讯概念;三胎概念;传感器;宠物经济;锂电池概念;充电桩;毫米波雷达;储能;消费电子概念;汽车电子;芯片概念;PCB概念;融资融券,28,301135
600985.SH,17,煤炭概念;煤化工概念;超超临界发电;绿色电力;国企改革;民爆概念;华为概念;融资融券;沪股通,9,600985
301121.SZ,33,钠离子电池;锂电池概念;专精特新;固态电池;新能源汽车;新型烟草(电子烟);小米概念;智能音箱;消费电子概念;华为概念;储能;智能穿戴;无线耳机;充电桩;AI眼镜;阿里巴巴概念;西部大开发;融资融券,18,301121
300565.SZ,33,太赫兹;智慧灯杆;5G;数据中心(AIDC);粤港澳大湾区;储能;锂电池概念;物联网;数字孪生,9,300565
002688.SZ,33,代糖概念;动物疫苗;合成生物;粮食概念;污水处理;西部大开发;玉米;宠物经济;禽流感;人工智能;深股通,11,002688
600452.SH,17,央企国企改革;国企改革;水泥概念;西部大开发;沪股通;融资融券,6,600452
301153.SZ,33,财税数字化;移动支付;智慧政务;区块链;AI应用;数据要素;电子身份证;互联网金融;数字货币;AI智能体;数字经济;鸿蒙概念;蚂蚁集团概念;信创;智慧城市;DeepSeek概念;人工智能;腾讯概念;阿里巴巴概念;国企改革;华为概念;深股通;融资融券,23,301153
688681.SH,17,物联网;工业互联网;专精特新;电力物联网;智能电网;储能;充电桩;特高压;虚拟电厂;柔性直流输电;绿色电力;融资融券,12,688681
000652.SZ,33,信托概念;参股券商;固废处理;新型城镇化;国企改革;雄安新区;化债概念(AMC概念);PPP概念;京津冀一体化;流感;碳交易;生物质能发电;碳中和;创投;绿色电力;证金持股;独角兽概念;动力电池回收;深股通;融资融券,20,000652
600675.SH,17,物业管理;预制菜;上海国企改革;土地流转;乡村振兴;国企改革;沪股通;融资融券,8,600675
600241.SH,17,锂电池概念;国企改革,2,600241
301281.SZ,33,数字经济;维生素;仿制药一致性评价;股权转让(并购重组);融资融券,5,301281
300598.SZ,33,华为欧拉;鸿蒙概念;信创;AI智能体;AI应用;国产操作系统;百度概念;智慧城市;DeepSeek概念;人工智能;独角兽概念;星闪概念;物联网;工业互联网;虚拟现实;水利;长安汽车概念;智能家居;华为概念;机器人概念;机器视觉;华为汽车;无人驾驶;小米概念;智能座舱;英伟达概念;比亚迪概念;智能穿戴;AI手机;汽车电子;华为海思概念股;深股通;融资融券,33,300598
300180.SZ,33,数字货币;跨境支付(CIPS);移动支付;互联网金融;蚂蚁集团概念;区块链;华为鲲鹏;数据要素;信创;参股券商;腾讯概念;创投;一带一路;工业互联网;长安汽车概念;华为汽车;低空经济;华为概念;比亚迪概念;深股通;融资融券,21,300180
300828.SZ,33,汽车热管理;比亚迪概念;新能源汽车;光伏概念;液冷服务器;机器人概念;数据中心(AIDC);5G;医疗器械概念;一带一路;储能;充电桩;京津冀一体化;风电;国企改革;股权转让(并购重组),16,300828
301365.SZ,33,AIGC概念;人工智能;粤港澳大湾区;创投;新型城镇化;深股通;融资融券,7,301365
300653.SZ,33,辅助生殖;合成生物;重组蛋白;医疗器械概念;牙科医疗;专精特新;3D打印;融资融券,8,300653
300579.SZ,33,数据确权;财税数字化;数字货币;智慧政务;华为鲲鹏;电子身份证;数据安全;区块链;云计算;互联网金融;DRG/DIP;信创;鸿蒙概念;网络安全;知识产权保护;在线教育;阿里巴巴概念;数字经济;车联网(车路协同);京津冀一体化;东数西算(算力);雄安新区;华为概念;星闪概念;量子科技;国企改革;芯片概念;股权转让(并购重组);融资融券;深股通,30,300579
600708.SH,17,租售同权;物业管理;特色小镇;新型城镇化;土地流转;乡村振兴;统一大市场;上海国企改革;冷链物流;国企改革;沪股通;融资融券,12,600708
688173.SH,17,汽车芯片;芯片概念;AI手机;AI眼镜;消费电子概念;智能穿戴;无线充电;汽车电子;传感器;小米概念;智能座舱;专精特新;东数西算(算力);华为概念;粤港澳大湾区;智能家居;锂电池概念;机器人概念;人民币贬值受益;高压快充;比亚迪概念;两轮车;卫星导航;股权转让(并购重组);沪股通;融资融券,26,688173
603896.SH,17,医药电商;维生素;农业种植;工业大麻;养老概念;乡村振兴;旅游概念;数字经济;工业互联网,9,603896
688620.SH,17,芯片概念;智能穿戴;消费电子概念;AI眼镜;专精特新;小米概念;无线耳机;物联网;人脸识别;智能家居;东数西算(算力);人民币贬值受益;人工智能;阿里巴巴概念;DeepSeek概念;融资融券,16,688620
300341.SZ,33,人工智能;AI应用;数据要素;电力物联网;机器人概念;智能医疗;AI语料;机器视觉;福建自贸区;医疗器械概念;智能电网;3D打印;海峡两岸;国企改革;特高压;芯片概念;深股通,17,300341
300664.SZ,33,水利;垃圾分类;固废处理;装配式建筑;污水处理;PPP概念;净水概念;生物疫苗,8,300664
002146.SZ,33,特色小镇;物业管理;旅游概念;PPP概念;养老概念;京津冀一体化;雄安新区;一带一路;创投;低空经济;深股通;融资融券,12,002146
688026.SH,17,辅助生殖;医疗器械概念;细胞免疫治疗;人民币贬值受益;专精特新;融资融券,6,688026
301399.SZ,33,空气能热泵;专精特新;家用电器;液冷服务器;数据中心(AIDC);融资融券,6,301399
603658.SH,17,流感;猴痘概念;幽门螺杆菌概念;基因测序;医疗器械概念;智能医疗;DeepSeek概念;AI应用;人工智能;沪股通;融资融券,11,603658
002294.SZ,33,减肥药;创新药;仿制药一致性评价;医疗器械概念;参股保险;深股通;融资融券,7,002294
300597.SZ,33,智慧政务;网络安全;车联网(车路协同);AI应用;军工信息化;DeepSeek概念;新型城镇化;创投;无人机;养老概念;军工;东数西算(算力);一带一路;数据中心(AIDC);5G,15,300597
300952.SZ,33,人形机器人;机器人概念;比亚迪概念;商业航天;军工;安防;人民币贬值受益;海工装备;体育产业;石墨烯;深股通;融资融券,12,300952
002796.SZ,33,共封装光学(CPO);6G概念;5G;军工;储能;医疗器械概念;一带一路;深股通;融资融券,9,002796
920694.BJ,151,地下管网;中俄贸易概念;页岩气;融资融券;海工装备;人民币贬值受益;专精特新;一带一路,8,920694
603381.SH,17,光伏建筑一体化;光伏概念;储能;金属回收;专精特新;比亚迪概念;机器人概念;液冷服务器;人形机器人;绿色电力;沪股通;融资融券,12,603381
002489.SZ,33,跨境电商;共同富裕示范区;C2M概念;露营经济;体育产业;独角兽概念;创投;一带一路;旅游概念;长三角一体化;机器人概念;人民币贬值受益;参股银行;深股通;融资融券,15,002489
300949.SZ,33,NFT概念;虚拟数字人;IP经济(谷子经济);AIGC概念;职业教育;数据要素;体育产业;新型城镇化;元宇宙;腾讯概念;旅游概念;露营经济;人工智能;智慧城市;三胎概念;冰雪产业;时空大数据;乡村振兴;粤港澳大湾区;虚拟现实;算力租赁;低空经济;东数西算(算力);AI智能体;融资融券,25,300949
688119.SH,17,军工;商业航天;核污染防治;核电;工业互联网;央企国企改革;国企改革;沪股通;中字头股票;融资融券,10,688119
301322.SZ,33,中芯国际概念;先进封装;芯片概念;新能源汽车;人民币贬值受益;动力电池回收;融资融券,7,301322
002344.SZ,33,网红经济;民营医院;养老概念;参股银行;跨境电商;国企改革;特色小镇;创投;长三角一体化;互联网金融;光伏建筑一体化;小红书概念;深股通;融资融券;股权转让(并购重组),15,002344
000953.SZ,33,化肥;维生素;西部大开发;CRO概念;海峡两岸;股权转让(并购重组),6,000953
000430.SZ,33,旅游概念;国企改革;深股通;摘帽,4,000430
002133.SZ,33,物业管理;粮食概念;农业种植;乡村振兴;养老概念;玉米;互联网金融;机器人概念,8,002133
688777.SH,17,新型工业化;华为鲲鹏;人形机器人;数字孪生;信创;AIGC概念;AI智能体;大飞机;数据安全;AI应用;数据要素;网络安全;航空发动机;鸿蒙概念;传感器;机器人概念;国产操作系统;工业互联网;智慧城市;华为概念;人工智能;智能物流;DeepSeek概念;宁德时代概念;海工装备;创投;核电;共同富裕示范区;一带一路;碳中和;碳交易;沪股通;融资融券,33,688777
688662.SH,17,共封装光学(CPO);芯片概念;5G;储能;消费电子概念;沪股通;融资融券,7,688662
300232.SZ,33,智慧城市;智慧灯杆;数据要素;AI应用;鸿蒙概念;人工智能;空间计算;元宇宙;AI智能体;AIGC概念;车联网(车路协同);物联网;DeepSeek概念;体育产业;国产操作系统;虚拟数字人;机器人概念;电子竞技;智能家居;腾讯概念;虚拟现实;人民币贬值受益;百度概念;粤港澳大湾区;抖音概念(字节概念);多模态AI;智谱AI;乡村振兴;华为概念;足球概念;MR(混合现实);MicroLED概念;柔性屏(折叠屏);苹果概念;MiniLED;英伟达概念;第三代半导体;深股通;融资融券,39,300232
002199.SZ,33,股权转让(并购重组);锂电池概念;摘帽,3,002199
000761.SZ,33,特钢概念;煤化工概念;国企改革;央企国企改革;绿色电力;深股通;融资融券,7,000761
000599.SZ,33,一带一路;石墨烯;中韩自贸区;工业互联网;国企改革;军民融合;大飞机;新型工业化;机器人概念;军工;物联网;人民币贬值受益;长安汽车概念;新能源汽车;比亚迪概念;华为概念;超级品牌;股权转让(并购重组);深股通,19,000599
301203.SZ,33,锂电池概念;固态电池;固废处理;污水处理;碳中和;融资融券,6,301203
688718.SH,17,盐湖提锂;污水处理;人民币贬值受益;融资融券,4,688718
301063.SZ,33,海工装备;专精特新;高端装备;核电;氢能源;储能;页岩气;风电;天然气;融资融券,10,301063
600643.SH,17,信托概念;互联网金融;参股券商;物业管理;沪股通;融资融券,6,600643
688280.SH,17,两轮车;无人驾驶;减速器;专精特新;新能源汽车;比亚迪概念;汽车电子;融资融券,8,688280
600217.SH,17,供销社;西部大开发;固废处理;垃圾分类;动力电池回收;金属回收;金属铜;沪股通;融资融券,9,600217
300940.SZ,33,电子纸;新能源汽车;MicroLED概念;智能穿戴;消费电子概念;OLED;深股通;融资融券,8,300940
301171.SZ,33,快手概念;小红书概念;AI视频;智谱AI;拼多多概念;华为盘古;短剧游戏;多模态AI;ChatGPT概念;抖音概念(字节概念);AIGC概念;虚拟数字人;云计算;百度概念;阿里巴巴概念;腾讯概念;AI应用;数据要素;文化传媒概念;AI智能体;移动支付;独角兽概念;DeepSeek概念;人工智能;跨境支付(CIPS);华为概念;跨境电商;小米概念;创投;人民币贬值受益;西部大开发;深股通;融资融券,33,301171
301091.SZ,33,数据确权;AI应用;数据要素;智慧政务;多模态AI;百度概念;DeepSeek概念;信创;数字孪生;智慧城市;腾讯概念;国资云;房屋检测;车联网(车路协同);时空大数据;智慧灯杆;雄安新区;新型城镇化;智能物流;建筑节能;地下管网;水利;低空经济;PPP概念;高铁;同花顺新质50;深圳国企改革;无人驾驶;华为概念;无人机;国企改革;粤港澳大湾区;充电桩;虚拟电厂;深股通;融资融券,36,301091
002947.SZ,33,华为概念;AI PC;柔性屏(折叠屏);无线耳机;苹果概念;第三代半导体;消费电子概念;智能穿戴;5G;东数西算(算力);数据中心(AIDC);比亚迪概念;虚拟现实;新能源汽车;储能;人民币贬值受益;深股通;融资融券,18,002947
300198.SZ,33,PPP概念;污水处理;ST板块;地下管网;新型城镇化;减速器;水利;海峡两岸;一带一路;汽车热管理;新能源汽车;无人驾驶;锂电池概念;核电,14,300198
000042.SZ,33,物业管理;粤港澳大湾区;深股通;2026中报预增;融资融券,5,000042
605005.SH,17,汽车热管理;长安汽车概念;新能源汽车;新型工业化;3D打印;宁德时代概念;智能座舱;汽车电子;消费电子概念;沪股通,10,605005
688330.SH,17,电力物联网;智能电网;量子科技;专精特新;沪股通;融资融券,6,688330
002997.SZ,33,一体化压铸;小米汽车;华为汽车;机器人概念;人工智能;新能源汽车;新型工业化;专精特新;比亚迪概念;深股通;融资融券,11,002997
600775.SH,17,智慧城市;人工智能;工业互联网;军工;东数西算(算力);无人机;卫星导航;机器人概念;储能;商业航天;新型工业化;央企国企改革;国企改革;汽车电子;消费电子概念;沪股通;融资融券;智能穿戴;移动支付;AI眼镜,20,600775
301515.SZ,33,智能医疗;专精特新;医疗器械概念;西部大开发;脑机接口;物联网;融资融券,7,301515
000532.SZ,33,石墨烯;横琴新区;粤港澳大湾区;锂电池概念;创投;污水处理;独角兽概念;国企改革;参股券商;深股通,10,000532
000869.SZ,33,超级品牌;旅游概念;国企改革;深股通;融资融券,5,000869
605088.SH,17,DeepSeek概念;人民币贬值受益;华为汽车;机器人概念;人形机器人;新能源汽车;锂电池概念;储能;固态电池;沪股通,10,605088
603192.SH,17,汽车热管理;专精特新;新能源汽车,3,603192
002222.SZ,33,光纤概念;共封装光学(CPO);无人驾驶;华为概念;海峡两岸;虚拟现实;福建自贸区;国企改革;深股通;融资融券,10,002222
001238.SZ,33,宠物经济;跨境电商;露营经济;共同富裕示范区;长三角一体化;碳中和;人民币贬值受益;深股通,8,001238
002893.SZ,33,碳交易;碳中和;京津冀一体化;储能;国企改革;建筑节能;空气能热泵,7,002893
301022.SZ,33,小米汽车;PEEK材料;华为汽车;人形机器人;机器人概念;无人驾驶;小米概念;比亚迪概念;新能源汽车;人民币贬值受益;储能;融资融券,12,301022
601212.SH,17,金属铅;金属锌;黄金概念;金属铜;金属镍;小金属概念;超导概念;可控核聚变;锂电池概念;西部大开发;沪股通;融资融券,12,601212
300854.SZ,33,粤港澳大湾区;固废处理;土壤修复;生物质能发电;碳中和;绿色电力;融资融券,7,300854
920799.BJ,151,蚂蚁集团概念;华为昇腾;鸿蒙概念;量子科技;融资融券;跨境支付(CIPS);虚拟现实;虚拟数字人;百度概念;汽车电子;数字货币;星闪概念;华为鲲鹏;华为欧拉;华为概念;信创;人工智能;互联网金融;上海自贸区;ChatGPT概念,20,920799
301178.SZ,33,空间计算;算力租赁;数字孪生;华为欧拉;人脸识别;Web3.0;东数西算(算力);数据确权;时空大数据;财税数字化;信创;智慧政务;安防;数据中心(AIDC);网络安全;ChatGPT概念;高铁;智慧城市;职业教育;数据要素;数字经济;AI智能体;鸿蒙概念;虚拟现实;华为概念;语音技术;腾讯概念;数字乡村;AI应用;机器人概念;人工智能;区块链;DeepSeek概念;虚拟电厂;智能医疗;乡村振兴;绿色电力;股权转让(并购重组);融资融券,39,301178
600689.SH,17,创投;物业管理;国企改革;人民币贬值受益;安防;独角兽概念;股权转让(并购重组),7,600689
603041.SH,17,建筑节能;有机硅概念;专精特新,3,603041
920504.BJ,151,融资融券;食品安全;医疗器械概念,3,920504
301408.SZ,33,医药电商;流感;创新药;合成生物;养老概念;智能医疗;医疗器械概念;AI应用;人工智能;阿里巴巴概念;AI智能体;智能物流;深股通;融资融券,14,301408
603908.SH,17,跨境电商;体育产业;露营经济;共同富裕示范区;一带一路;融资融券,6,603908
603006.SH,17,新能源汽车;冷链物流;特斯拉概念,3,603006
600477.SH,17,雄安新区;装配式建筑;一带一路;建筑节能;光伏建筑一体化;工业互联网;储能;HJT电池;钙钛矿电池;沪股通;融资融券,11,600477
603729.SH,22,网红经济;旅游概念;文化传媒概念;ST板块;数据要素;小红书概念;抖音概念(字节概念);上海自贸区;华为概念,9,603729
600067.SH,17,福建自贸区;两轮车;参股银行;氢能源;锂电池概念;创投;海峡两岸;无人机;储能;新能源汽车;长安汽车概念;比亚迪概念;机器人概念;人形机器人;融资融券;沪股通;股权转让(并购重组),17,600067
301234.SZ,33,人民币贬值受益;专精特新;医疗器械概念;融资融券,4,301234
600861.SH,17,乡村振兴;国企改革;京津冀一体化;职业教育;虚拟数字人;一带一路;人工智能;沪股通,8,600861
603172.SH,17,染料;融资融券,2,603172
600080.SH,22,流感;创新药;ST板块;西部大开发;医疗器械概念,5,600080
300235.SZ,33,职业教育;在线教育;短剧游戏;虚拟数字人;ChatGPT概念;人工智能;DeepSeek概念;AI应用;区块链;AI智能体;华为鲲鹏;阿里巴巴概念;华为概念,13,300235
688171.SH,17,电力物联网;智能电网;量子科技;军工信息化;网络安全;信创;工业互联网;数据安全;虚拟电厂;数据要素;融资融券,11,688171
001300.SZ,33,足球概念;体育产业;跨境电商;人民币贬值受益,4,001300
301349.SZ,33,光纤概念;钠离子电池;固态电池;高压快充;锂电池概念;储能;钒电池;光伏概念;碳纤维;专精特新;2026中报预增;深股通;融资融券,13,301349
600056.SH,17,医药电商;仿制药一致性评价;创新药;流感;肝炎概念;证金持股;猴痘概念;医疗器械概念;央企国企改革;国企改革;中字头股票;沪股通;融资融券;脑机接口,14,600056
601199.SH,17,PPP概念;水利;污水处理;绿色电力;参股银行;国企改革;智慧城市;沪股通;融资融券;地下管网,10,601199
000617.SZ,33,信托概念;新疆振兴;同花顺中特估100;跨境支付(CIPS);参股券商;期货概念;参股银行;数字货币;国企改革;碳中和;西部大开发;氢能源;创投;一带一路;深股通;可控核聚变;中字头股票;融资融券,18,000617
600522.SH,17,光纤概念;共封装光学(CPO);铜缆高速连接;6G概念;PCB概念;PET铜箔;超级电容;5G;液冷服务器;芯片概念;特高压;超导概念;柔性直流输电;可控核聚变;汽车电子;商业航天;数据中心(AIDC);量子科技;东数西算(算力);钙钛矿电池;光伏概念;新能源汽车;华为概念;智能电网;海工装备;机器人概念;低空经济;固态电池;核电;储能;风电;工业互联网;锂电池概念;阿里巴巴概念;数据要素;数字经济;氢能源;DeepSeek概念;碳中和;一带一路;沪股通;融资融券;绿色电力;证金持股;2026中报预增,45,600522
002275.SZ,33,高股息精选;仿制药一致性评价;流感;创新药;西部大开发;深股通;融资融券,7,002275
688218.SH,17,专精特新;无线充电;高端装备;新型工业化;宁德时代概念;机器视觉;人形机器人;新能源汽车;低空经济;机器人概念;储能;特斯拉概念;人工智能;创投;DeepSeek概念;融资融券,16,688218
688335.SH,17,污水处理;碳交易;专精特新;氢能源;绿色电力;融资融券,6,688335
300220.SZ,33,无人零售;人民币贬值受益;元宇宙;NFT概念;区块链;IP经济(谷子经济);数据确权;专精特新;高端装备;3D打印,10,300220
002449.SZ,33,MicroLED概念;智能穿戴;小米概念;AI眼镜;传感器;血氧仪;华为概念;MiniLED;语音技术;消费电子概念;人脸识别;汽车电子;元宇宙;智能家居;充电桩;无人驾驶;人工智能;家用电器;储能;芯片概念;汽车芯片;第三代半导体;国企改革;先进封装;深股通;融资融券,26,002449
688253.SH,17,重组蛋白;幽门螺杆菌概念;辅助生殖;医药电商;流感;阿尔茨海默概念;猴痘概念;智能医疗;肝炎概念;沪股通;融资融券,11,688253
600293.SH,17,硅能源;国企改革;参股银行;融资融券;玻璃基板,5,600293
600195.SH,17,动物疫苗;维生素;禽流感;赛马概念;流感;宠物经济;乡村振兴;参股保险;国企改革;央企国企改革;沪股通;中字头股票;融资融券,13,600195
300519.SZ,33,流感;辅助生殖;肝炎概念;互联网金融,4,300519
603669.SH,17,阿尔茨海默概念;仿制药一致性评价;流感;民营医院;创新药;CRO概念;西部大开发,7,603669
300921.SZ,33,算力租赁;云计算;云办公;东数西算(算力);数据安全;网络安全;智慧政务;信创;腾讯概念;阿里巴巴概念;百度概念;抖音概念(字节概念);AI智能体;数据中心(AIDC);区块链;智慧城市;华为概念;DeepSeek概念;人工智能;数字经济;互联网金融;5G;工业互联网;智能医疗;粤港澳大湾区;一带一路;融资融券,27,300921
300404.SZ,33,幽门螺杆菌概念;CRO概念;细胞免疫治疗;肝炎概念;减肥药;创新药;阿尔茨海默概念;智能医疗;人工智能;DeepSeek概念;专精特新,11,300404
603922.SH,22,新能源汽车;ST板块;动力电池回收,3,603922
300625.SZ,33,跨境电商;智能家居;智慧城市;智慧灯杆;家用电器;芯片概念,6,300625
300645.SZ,33,职业教育;数据要素;在线教育;AIGC概念;AI应用;智慧政务;AI智能体;华为鲲鹏;智慧城市;人脸识别;区块链;元宇宙;Web3.0;数字经济;华为欧拉;移动支付;数字货币;人工智能;DeepSeek概念;数字孪生;智谱AI;腾讯概念;阿里巴巴概念;百度概念;云计算;养老概念;食品安全;华为昇腾;蚂蚁集团概念;创投;物联网;体育产业;共同富裕示范区;华为概念;数据中心(AIDC),35,300645
002251.SZ,33,免税店;预制菜;统一大市场;冷链物流;智能物流;融资融券;深股通,7,002251
000980.SZ,33,百度概念;新能源汽车;中俄贸易概念;一带一路;深股通;融资融券,6,000980
603300.SH,17,国资云;算力租赁;Web3.0;NFT概念;区块链;蚂蚁集团概念;数据要素;DeepSeek概念;职业教育;数字货币;数字经济;东数西算(算力);人工智能;雅下水电概念;水利;乡村振兴;自由贸易港;华为概念;数据中心(AIDC);低空经济;新型城镇化;国企改革;海南自贸区;无人机;沪股通;股权转让(并购重组);融资融券,27,603300
300556.SZ,33,空间计算;在线教育;虚拟数字人;数字孪生;智慧政务;元宇宙;AIGC概念;云计算;文化传媒概念;职业教育;数据要素;智慧城市;时空大数据;抖音概念(字节概念);数字经济;阿里巴巴概念;人工智能;虚拟现实;MR(混合现实);机器视觉;雄安新区;华为概念;东数西算(算力);粤港澳大湾区;商业航天;大飞机;苹果概念,27,300556
688215.SH,17,专精特新;机器人概念;智能物流;人工智能;数字孪生;阿里巴巴概念;东数西算(算力);高端装备;融资融券,9,688215
920735.BJ,151,流感;融资融券;创新药;减肥药;仿制药一致性评价,5,920735
600866.SH,17,玉米;代糖概念;合成生物;国企改革;高股息精选;沪股通;融资融券,7,600866
002672.SZ,33,广东自贸区;固废处理;PPP概念;污水处理;垃圾分类;土壤修复;国企改革;碳中和;生物质能发电;汽车拆解概念;磷化工;DeepSeek概念;金属回收;粤港澳大湾区;黄金概念;金属铜;氟化工概念;金属锌;深股通;融资融券,20,002672
001296.SZ,33,西部大开发;长安汽车概念;军工;固废处理;页岩气;3D打印,6,001296
603165.SH,17,污水处理;参股银行;高股息精选;长三角一体化;传感器;芯片概念;2026中报预增,7,603165
301170.SZ,33,一带一路;专精特新;燃料电池;氢能源;新能源汽车;参股银行;储能;减速器;融资融券,9,301170
688420.SH,17,人工智能;AI应用;AI智能体;新型工业化;DeepSeek概念;机器视觉;高端装备;专精特新;金属回收;锂电池概念;动力电池回收;融资融券,12,688420
603829.SH,17,智能电网;储能;光伏概念,3,603829
002714.SZ,33,猪肉;同花顺漂亮100;合成生物;参股银行;乡村振兴;深股通;融资融券,7,002714
688348.SH,17,储能;绿色电力;光伏概念;人工智能;一带一路;共同富裕示范区;专精特新;人民币贬值受益;芯片概念;沪股通;融资融券,11,688348
300823.SZ,33,装配式建筑;新型城镇化;中俄贸易概念;雄安新区;水利;一带一路;高铁;专精特新;新型工业化;高端装备;机器人概念;核电,12,300823
600292.SH,17,期货概念;央企国企改革;绿色电力;西部大开发;风电;国企改革;污水处理;乡村振兴;土壤修复;碳中和;PPP概念;动力电池回收;融资融券;锂电池概念;2026中报预增;沪股通;股权转让(并购重组),17,600292
301004.SZ,33,三胎概念;C2M概念;跨境电商;人民币贬值受益;深股通;融资融券,6,301004
000573.SZ,33,广东自贸区;物业管理;创投;粤港澳大湾区;锂电池概念;动力电池回收;互联网金融;金属回收;金属铅,9,000573
300824.SZ,33,跨境电商;宠物经济;露营经济;网红经济;家用电器;粤港澳大湾区;芯片概念,7,300824
300417.SZ,33,物联网;专精特新;碳中和;股权转让(并购重组),4,300417
301386.SZ,33,智能电网;高铁;物联网;专精特新;光伏概念;无人驾驶;融资融券,7,301386
600515.SH,17,免税店;自由贸易港;海南自贸区;物业管理;土地流转;国企改革;跨境电商;低空经济;融资融券;沪股通,10,600515
000978.SZ,33,旅游概念;文化传媒概念;虚拟数字人;腾讯概念;DeepSeek概念;国企改革;低空经济;西部大开发,8,000978
603665.SH,17,一带一路;医疗器械概念;人民币贬值受益;锂电池概念;沪股通,5,603665
301088.SZ,33,融资融券,1,301088
688007.SH,17,虚拟现实;星闪概念;华为汽车;家用电器;机器人概念;智能座舱;新能源汽车;比亚迪概念;小米概念;粤港澳大湾区;汽车电子;海工装备;AI眼镜;沪股通;融资融券,15,688007
002630.SZ,33,核电;储能;光热发电;一带一路;ST板块;碳中和;西部大开发;超超临界发电;新型城镇化;生物质能发电;绿色电力;固废处理;PPP概念,13,002630
600405.SH,17,百度概念;腾讯概念;阿里巴巴概念;换电概念;东数西算(算力);充电桩;华为概念;数据中心(AIDC);雄安新区;京津冀一体化;高压快充;储能;中俄贸易概念;光伏概念;燃料电池;新能源汽车;5G;氢能源;融资融券,19,600405
603488.SH,17,军工;军工信息化;虚拟现实,3,603488
002311.SZ,33,猪肉;生态农业;宠物经济;同花顺漂亮100;深股通;融资融券,6,002311
002567.SZ,33,猪肉;养鸡;预制菜;合成生物;人造肉;融资融券;深股通,7,002567
603035.SH,17,华为汽车;小米汽车;特斯拉概念;新能源汽车;机器视觉;比亚迪概念;小米概念;智能座舱;传感器;沪股通;融资融券,11,603035
000509.SZ,33,工业母机;网络安全;信创;人民币贬值受益;碳交易;碳中和;国企改革;西部大开发,8,000509
002423.SZ,33,信托概念;期货概念;参股保险;同花顺中特估100;参股银行;乡村振兴;养老概念;区块链;国企改革;央企国企改革;人工智能;融资融券;中字头股票;深股通,14,002423
603028.SH,17,专精特新;机器人概念;创投;海工装备;人形机器人;AI应用;光伏建筑一体化;光伏概念;国企改革;特钢概念;TOPCON电池;风电;细胞免疫治疗,13,603028
600676.SH,17,汽车拆解概念;自由贸易港;冷链物流;统一大市场;上海国企改革;上海自贸区;国企改革;比亚迪概念;融资融券;足球概念;旅游概念;体育产业;股权转让(并购重组);沪股通,14,600676
300614.SZ,33,垃圾分类;光热发电;固废处理;一带一路;碳中和;生物质能发电;碳交易;储能;绿色电力;HJT电池;钙钛矿电池;融资融券,12,300614
301665.SZ,33,草甘膦;生态农业;一带一路;人民币贬值受益;氟化工概念;深股通;融资融券,7,301665
002513.SZ,33,染料;草甘膦;生态农业;人民币贬值受益;光伏概念;TOPCON电池;绿色电力,7,002513
300449.SZ,33,数字水印;东数西算(算力);知识产权保护;网络安全;智慧城市;人脸识别;安防;华为概念;车联网(车路协同);AI智能体;垃圾分类;人工智能;军工;股权转让(并购重组),14,300449
600265.SH,22,ST板块;农业种植;西部大开发;算力租赁,4,600265
300247.SZ,33,体育产业;养老概念;跨境电商;宠物经济;医疗器械概念;人民币贬值受益;机器人概念;智能医疗;智能家居,9,300247
002682.SZ,33,职业教育;水利;垃圾分类;污水处理;乡村振兴;新疆振兴;一带一路;统一大市场;智慧城市;冷链物流;海峡两岸;人工智能;国企改革;航运概念;ETC;网约车;农村电商;军工;氢能源;车联网(车路协同);燃料电池;天然气;机器人概念;充电桩;储能;卫星导航;新能源汽车;宁德时代概念,28,002682
001201.SZ,33,猪肉;绿色电力;粤港澳大湾区,3,001201
300146.SZ,33,医药电商;维生素;三胎概念;跨境电商;智能医疗;粤港澳大湾区;深股通;融资融券;AI智能体;AI应用,10,300146
002004.SZ,33,转基因;毛发医疗;医药电商;仿制药一致性评价;民营医院;创新药;医美概念;煤化工概念;细胞免疫治疗;三胎概念;旅游概念;西部大开发;氟化工概念;深股通;融资融券,15,002004
603070.SH,17,智能电网;数字经济;共同富裕示范区;数据中心(AIDC);储能;沪股通;融资融券,7,603070
002576.SZ,33,机器人概念;比亚迪概念;新能源汽车;专精特新;风电;特高压,6,002576
