market_code,所属概念,股票代码,所属概念数量,code
33,净水概念;跨境电商;家用电器;智能家居;粤港澳大湾区;网红经济;专精特新;机器人概念;小米概念;AIGC概念;深股通;融资融券,301332.SZ,12,301332
151,2025年报预增;硅能源;融资融券;钠离子电池;第三代半导体;专精特新,920580.BJ,6,920580
33,虚拟电厂;光伏概念;智能电网;换电概念;华为数字能源;充电桩;储能;高压快充;新能源汽车;风电;碳中和;水利;碳交易;华为概念;宁德时代概念;绿色电力;数据中心;锂电池概念;长三角一体化;抽水蓄能;动力电池回收;东数西算(算力);数字经济;英伟达概念;区块链;生物质能发电;蚂蚁集团概念;百度概念;算力租赁;融资融券;深股通,002015.SZ,31,002015
33,POE胶膜;环氧丙烷;煤化工概念;光伏概念;回购增持再贷款概念;锂电池概念;碳纤维;同花顺漂亮100;工业互联网;深股通;融资融券,000301.SZ,11,000301
33,维生素;流感;创新药;回购增持再贷款概念;参股券商;医药电商;肝炎概念;幽门螺杆菌概念;农业种植;三胎概念;乡村振兴;深股通;融资融券;创投;工业互联网;网红经济,000623.SZ,16,000623
17,证金持股;PPP概念;污水处理;国企改革;净水概念;西部大开发;沪股通;融资融券,601158.SH,8,601158
33,生物质能发电;绿色电力;超超临界发电;碳交易;国企改革;碳中和;抽水蓄能;风电;央企国企改革;虚拟电厂;储能;创投;融资融券;深股通,000966.SZ,14,000966
17,核电;高铁;高端装备;水利;风电;京津冀一体化;光伏概念;创投;储能;一带一路;2025三季报预增;雄安新区;新疆振兴;地下管网;水泥概念;沪股通;融资融券,603969.SH,17,603969
33,流感;仿制药一致性评价;创新药;医疗器械概念;养老概念;血氧仪;京津冀一体化;国企改革;深股通;融资融券,300026.SZ,10,300026
33,钛白粉概念;石墨电极;小金属概念;钒电池;天然气;金属钴;高股息精选;回购增持再贷款概念;锂电池概念;氢能源;固态电池;宁德时代概念;养老概念;深股通;融资融券,002601.SZ,15,002601
33,智慧城市;数字经济;网络安全;数据要素;安防;人工智能;物联网;工业互联网;净水概念;机器人概念;新疆振兴;新型工业化;西部大开发;一带一路;国企改革;天然气;页岩气;AI应用,300370.SZ,18,300370
17,铜缆高速连接;液冷服务器;英伟达概念;5G;比亚迪概念;新能源汽车;机器视觉;长安汽车概念;2025年报预增;商业航天;融资融券;沪股通,688668.SH,12,688668
33,液冷服务器;空气能热泵;中俄贸易概念;储能;比亚迪概念;核电;垃圾分类;数据中心;风电;专精特新;水利;军工;污水处理;创投;土壤修复;固废处理;PPP概念;新型城镇化;国企改革;净水概念;智慧城市;中芯国际概念;腾讯概念;金属回收;深股通;融资融券,300145.SZ,26,300145
33,ST板块,002650.SZ,1,002650
33,存储芯片;共封装光学(CPO);第三代半导体;汽车芯片;AI眼镜;OLED;芯片概念;汽车电子;智能座舱;小米概念;传感器;数据中心;智能家居;无人驾驶;物联网;车联网(车路协同);新能源汽车;粤港澳大湾区;机器人概念;长安汽车概念;智慧城市;ERP概念;阿里巴巴概念;腾讯概念;深股通;融资融券,300131.SZ,26,300131
17,天然气;俄乌冲突概念,603036.SH,2,603036
33,光伏建筑一体化;海工装备;绿色电力;国企改革;文化传媒概念;独角兽概念;手机游戏;虚拟现实;深股通;融资融券,002445.SZ,10,002445
33,禽流感;生物疫苗;流感;肝炎概念;创新药;重组蛋白;深股通;融资融券,002007.SZ,8,002007
33,流感;肝炎概念;仿制药一致性评价;维生素;CRO概念;深股通;融资融券,301211.SZ,7,301211
33,参股券商;国企改革;氢能源;燃料电池;汽车热管理;人形机器人;新能源汽车;机器人概念;毫米波雷达;汽车电子;芯片概念;汽车芯片;深股通;融资融券,000581.SZ,14,000581
17,证金持股;跨境支付(CIPS);信托概念;沪股通;融资融券,600000.SH,5,600000
17,天然气;高股息精选;回购增持再贷款概念;DeepSeek概念;沪股通,605368.SH,5,605368
17,海峡两岸;福建自贸区;国企改革;沪股通;融资融券,600897.SH,5,600897
33,污水处理;雄安新区;水利;碳中和;PM2.5;一带一路;乡村振兴;专精特新;数字孪生;华为概念;人工智能;数字乡村;国产操作系统;AI智能体,300800.SZ,14,300800
17,商业航天;卫星导航;军工;光伏概念;风电;柔性屏(折叠屏);华为概念;储能;固态电池;专精特新;芯片概念;消费电子概念;PCB概念;先进封装;融资融券,688323.SH,15,688323
33,氟化工概念;回购增持再贷款概念;青蒿素;维生素;合成生物;人民币贬值受益;深股通;融资融券;商业航天,002001.SZ,9,002001
17,租售同权;物业管理;国企改革;信托概念;互联网金融;期货概念,600638.SH,6,600638
33,养鸡;生态农业;预制菜;生物质能发电;融资融券,002234.SZ,5,002234
33,细胞免疫治疗;肝炎概念;CRO概念;创新药;合成生物;专精特新;融资融券,301201.SZ,7,301201
17,抽水蓄能;可控核聚变;超超临界发电;核电;光热发电;风电;光伏概念;储能;氢能源;燃料电池;高端装备;雅下水电概念;新能源汽车;西部大开发;央企国企改革;工业互联网;国企改革;乡村振兴;沪股通;融资融券;人工智能;DeepSeek概念;ChatGPT概念,600875.SH,23,600875
17,国企改革;西部大开发;创投;充电桩;沪股通;融资融券;DeepSeek概念,601107.SH,7,601107
17,新能源汽车;特斯拉概念;冷链物流,603006.SH,3,603006
17,统一大市场;智能物流;雄安新区;中俄贸易概念;航运概念;一带一路;数字经济;无人驾驶;比亚迪概念;储能;数据要素;动力电池回收;沪股通,603569.SH,13,603569
33,污水处理;雄安新区;医疗废物处理;净水概念;PPP概念;乡村振兴;水利;氢能源;储能;专精特新;人工智能;融资融券,300929.SZ,12,300929
33,智能电网;虚拟电厂;储能;专精特新;海工装备;传感器;数据中心;锂电池概念;融资融券,301361.SZ,9,301361
17,沪股通;融资融券,601860.SH,2,601860
22,生态农业;ST板块;乡村振兴;共同富裕示范区;新疆振兴;数据要素;农机;机器人概念;无人驾驶;无人机,603789.SH,10,603789
17,网红经济;跨境电商;参股银行;一带一路;人民币贬值受益,600439.SH,5,600439
17,沪股通;融资融券,601229.SH,2,601229
17,证金持股;国企改革;央企国企改革;沪股通;融资融券,600999.SH,5,600999
33,粤港澳大湾区;化债概念(AMC概念);机器人概念;新型工业化;华为汽车;虚拟现实;国企改革;高端装备;华为概念;新能源汽车;小米概念;3D打印;大飞机;比亚迪概念;5G;消费电子概念;芯片概念;宁德时代概念;深股通,002786.SZ,19,002786
17,代糖概念;人民币贬值受益;参股银行;专精特新;海峡两岸;沪股通,605016.SH,6,605016
17,医疗器械概念;沪股通;融资融券,688029.SH,3,688029
33,脑机接口;高压氧舱;华为昇腾;智能医疗;人工智能;DeepSeek概念;养老概念;医疗器械概念;医美概念;民营医院;眼科医疗;三胎概念;共同富裕示范区;深股通;融资融券,002173.SZ,15,002173
17,航空发动机;大飞机;军民融合;商业航天;军工;军工信息化;卫星导航;无人机;可控核聚变;低空经济;毫米波雷达;央企国企改革;无人驾驶;信创;华为概念;5G;国企改革;PPP概念;沪股通;融资融券,600562.SH,20,600562
17,磷化工;化肥;煤化工概念;锂电池概念;污水处理;乡村振兴;融资融券,600470.SH,7,600470
33,三胎概念;跨境电商;维生素;医药电商;智能医疗;回购增持再贷款概念;粤港澳大湾区;深股通;融资融券,300146.SZ,9,300146
33,无人驾驶;智能座舱;长安汽车概念;小米汽车;华为汽车;比亚迪概念;特斯拉概念;飞行汽车(eVTOL);机器人概念;一体化压铸;车联网(车路协同);宁德时代概念;新能源汽车;汽车电子;小米概念;低空经济;毫米波雷达;无线充电;星闪概念;华为概念;汽车热管理;粤港澳大湾区;创投;卫星导航;横琴新区;一带一路;DeepSeek概念;百度概念;共封装光学(CPO);深股通;融资融券,002906.SZ,31,002906
33,AI应用;流感;幽门螺杆菌概念;维生素;医药电商;仿制药一致性评价;智能医疗;合成生物;小金属概念;医疗器械概念;消毒剂;人工智能;锂电池概念;深股通;融资融券,300267.SZ,15,300267
33,军民融合;军工;无人机;低空经济;碳纤维;人工智能;智能物流;央企国企改革;柔性屏(折叠屏);MiniLED;光伏概念;国企改革;人民币贬值受益;深股通;融资融券,002389.SZ,15,002389
33,动力电池回收;石墨烯;超级电容;锂电池概念;液冷服务器;储能;氢能源;充电桩;数据中心;新能源汽车;汽车热管理;空气能热泵;东数西算(算力);家用电器;算力租赁;无人驾驶,002418.SZ,16,002418
17,CRO概念;创新药;同花顺出海50;同花顺漂亮100;人民币贬值受益;2025年报预增;回购增持再贷款概念;融资融券;沪股通,603259.SH,9,603259
17,智能电网;风电;充电桩;碳中和;储能;电力物联网;工业互联网;智能家居;机器人概念;数据中心;物联网;人工智能;东数西算(算力);AI智能体;虚拟数字人;AI应用,605066.SH,16,605066
17,汽车热管理;小米汽车;燃料电池;上海国企改革;新能源汽车;证金持股;特斯拉概念;氢能源;比亚迪概念;智能座舱;无人驾驶;储能;汽车电子;小米概念;参股券商;固态电池;机器视觉;国企改革;毫米波雷达;大飞机;沪股通;融资融券,600741.SH,22,600741
17,期货概念;京津冀一体化;国企改革;沪股通;融资融券,601136.SH,5,601136
33,PM2.5;家用电器;建筑节能;粤港澳大湾区;高铁;融资融券,301043.SZ,6,301043
33,丙烯酸;融资融券,301037.SZ,2,301037
17,IP经济(谷子经济);跨境电商;养老概念;旅游概念;低空经济;国企改革,600250.SH,6,600250
17,国企改革;智能物流;长安汽车概念;无人驾驶;新能源汽车;融资融券;沪股通,600609.SH,7,600609
33,苹果概念;柔性屏(折叠屏);无线耳机;比亚迪概念;新能源汽车;消费电子概念;智能穿戴;储能;5G;AI PC;数据中心;虚拟现实;人民币贬值受益;东数西算(算力);深股通;融资融券,002947.SZ,16,002947
33,深股通;融资融券,002936.SZ,2,002936
17,医药电商;维生素;民营医院;医疗器械概念;智能医疗;粤港澳大湾区;融资融券;沪股通,600518.SH,8,600518
17,信托概念;参股银行;融资融券;沪股通,600816.SH,4,600816
17,钠离子电池;动力电池回收;固态电池;锂电池概念;燃料电池;氢能源;储能;新能源汽车;一带一路;长安汽车概念;比亚迪概念;华为汽车;飞行汽车(eVTOL);小米汽车;创投;沪股通;融资融券,601311.SH,17,601311
151,股权转让(并购重组);融资融券;车联网(车路协同);虚拟电厂;智能音箱;智慧灯杆;智慧城市;新能源汽车;家用电器;光伏概念;军工;充电桩;储能;传感器;东数西算(算力);一带一路,920641.BJ,16,920641
33,人形机器人;特斯拉概念;汽车电子;新能源汽车;机器人概念;家用电器;无人机;航空发动机;共同富裕示范区;低空经济;一带一路;国企改革,002196.SZ,12,002196
17,有机硅概念;工业互联网;沪股通;融资融券,603181.SH,4,603181
33,仿制药一致性评价;流感;创新药;西部大开发;深股通;融资融券,002275.SZ,6,002275
33,预制菜;物业管理;国企改革;职业教育;融资融券,000428.SZ,5,000428
33,军工信息化;卫星导航;商业航天;军民融合;大飞机;军工;国产操作系统;低空经济;无人机;碳纤维;芯片概念;新能源汽车;深股通;融资融券,300629.SZ,14,300629
33,金属钴;金属镍;小金属概念;稀土永磁;金属铜;动力电池回收;金属回收;钠离子电池;固态电池;锂电池概念;宁德时代概念;黄金概念;石墨烯;汽车拆解概念;特斯拉概念;储能;氢能源;燃料电池;比亚迪概念;新能源汽车;固废处理;回购增持再贷款概念;专精特新;一带一路;碳中和;垃圾分类;污水处理;机器人概念;低空经济;土壤修复;深股通;融资融券,002340.SZ,32,002340
17,星闪概念;智能座舱;华为汽车;机器人概念;小米概念;比亚迪概念;虚拟现实;汽车电子;AI眼镜;新能源汽车;海工装备;粤港澳大湾区;家用电器;沪股通;融资融券,688007.SH,15,688007
17,存储芯片;OLED;MicroLED概念;芯片概念;专精特新;机器人概念;粤港澳大湾区;东数西算(算力);沪股通;融资融券,688627.SH,10,688627
33,国企改革;无人驾驶;燃料电池;新能源汽车;融资融券;深股通,000868.SZ,6,000868
151,鸿蒙概念;高压氧舱;西部大开发;脑机接口;融资融券;机器人概念;智能医疗;家用电器;医疗器械概念;体育产业;人民币贬值受益;人工智能;IP经济(谷子经济),920199.BJ,13,920199
33,流感;医药电商;肝炎概念;创新药;维生素;基因测序;仿制药一致性评价;三胎概念;智能医疗;养老概念;医疗器械概念,300254.SZ,11,300254
17,期货概念;国企改革;共同富裕示范区;沪股通;融资融券,601878.SH,5,601878
17,海峡两岸;足球概念;体育产业;冰雪产业;跨境电商;养老概念;华为概念;鸿蒙概念;人工智能;AIGC概念;DeepSeek概念,605299.SH,11,605299
33,啤酒概念;粮食概念;国企改革;乡村振兴;粤港澳大湾区;深股通,001338.SZ,6,001338
17,国企改革;污水处理;一带一路;央企国企改革;回购增持再贷款概念;高铁;高端装备;军工;沪股通;融资融券,600495.SH,10,600495
17,消毒剂;煤化工概念;国企改革;西部大开发;芯片概念,600423.SH,5,600423
33,期货概念;区块链;参股券商;国企改革;深股通;股权转让(并购重组);融资融券,002670.SZ,7,002670
17,超超临界发电;证金持股;煤炭概念;绿色电力;国企改革;央企国企改革;虚拟电厂;风电;沪股通;融资融券;股权转让(并购重组),600027.SH,11,600027
33,金属回收;锂电池概念;国企改革;固态电池;宁德时代概念;工业母机;特斯拉概念;新能源汽车;比亚迪概念;医疗器械概念;汽车热管理;融资融券,002160.SZ,12,002160
33,合成生物;CRO概念;医疗器械概念;创新药;共同富裕示范区;啤酒概念;光伏建筑一体化;智能医疗;智能物流;人工智能;数字孪生;专精特新;新型工业化;机器人概念;光刻胶,300412.SZ,15,300412
17,创新药;辅助生殖;仿制药一致性评价;医疗器械概念;沪股通,601089.SH,5,601089
17,乳业;海峡两岸;沪股通,605339.SH,3,605339
33,物业管理;京津冀一体化;互联网金融;文化传媒概念;深股通,000882.SZ,5,000882
17,军民融合;军工;无人机;低空经济;人工智能;央企国企改革;西部大开发;国企改革;沪股通;中字头股票;融资融券,688297.SH,11,688297
33,减肥药;CRO概念;创新药;合成生物;智能医疗;人民币贬值受益;京津冀一体化;深股通;融资融券,002821.SZ,9,002821
17,天然气;国企改革;西部大开发;氢能源;沪股通;融资融券,600903.SH,6,600903
17,新能源汽车;比亚迪概念;专精特新;机器人概念;人民币贬值受益,603089.SH,5,603089
33,禽流感;流感;幽门螺杆菌概念;仿制药一致性评价;医药电商;创新药;阿尔茨海默概念;养老概念;京津冀一体化;深股通;融资融券,002603.SZ,11,002603
17,特高压;钒电池;智能电网;储能;碳交易;央企国企改革;期货概念;碳中和;信托概念;国企改革;参股券商;物联网;沪股通;融资融券,600517.SH,14,600517
33,MicroLED概念;柔性屏(折叠屏);人脸识别;智能穿戴;OLED;绿色电力;虚拟现实;小米概念;汽车电子;消费电子概念;芯片概念;华为手机;深股通;股权转让(并购重组);融资融券,002387.SZ,15,002387
33,拼多多概念;统一大市场;跨境电商;智能物流;无人驾驶;低空经济;新疆振兴;长安汽车概念;一带一路;西部大开发;传感器,001317.SZ,11,001317
33,互联网金融;人脸识别;国产操作系统;数字经济;创投;物业管理;粤港澳大湾区;深股通;融资融券,002177.SZ,9,002177
33,托育服务;创投;体育产业;人工智能;华为概念;在线教育;鸿蒙概念;云办公;腾讯概念;人民币贬值受益;多模态AI;AI应用;DeepSeek概念;股权转让(并购重组);深股通,002955.SZ,15,002955
17,仿制药一致性评价;流感;创新药;肝炎概念;合成生物;眼科医疗;民营医院;工业大麻;三胎概念;养老概念,603998.SH,10,603998
33,商业航天;智慧灯杆;智慧城市;机器人概念;人形机器人;体育产业;光伏概念;储能;融资融券,301002.SZ,9,301002
17,期货概念;国企改革;同花顺中特估100;2025年报预增;中字头股票;融资融券;沪股通,601995.SH,7,601995
33,成飞概念;减速器;航空发动机;大飞机;军民融合;新型工业化;高端装备;人形机器人;工业母机;机器人概念;新能源汽车;风电;一带一路;数字经济;共同富裕示范区;人民币贬值受益;深股通;融资融券,002520.SZ,18,002520
33,共同富裕示范区;长三角一体化,002247.SZ,2,002247
17,超超临界发电;绿色电力;国企改革;核电;可控核聚变;沪股通;融资融券,600023.SH,7,600023
151,流感;融资融券;创新药;减肥药;仿制药一致性评价,920735.BJ,5,920735
33,无人驾驶;高铁;高端装备;一带一路;融资融券,301016.SZ,5,301016
33,家用电器;充电桩;参股银行;小米概念;储能;汽车电子;PCB概念;融资融券,001387.SZ,8,001387
33,固态电池;宁德时代概念;汽车热管理;新能源汽车;储能;特斯拉概念;高铁;深股通;融资融券,001359.SZ,9,001359
33,虚拟现实;华为概念;智能穿戴;小米概念;智能座舱;毫米波雷达;汽车电子;柔性屏(折叠屏);消费电子概念;华为手机;两轮车;新能源汽车;OLED;特斯拉概念;深股通,300256.SZ,15,300256
151,专精特新;融资融券;核电;可控核聚变,920396.BJ,4,920396
33,AI应用;免税店;AI语料;AIGC概念;预制菜;数据要素;AI智能体;空间计算;跨境电商;抖音概念(字节概念);阿里巴巴概念;DeepSeek概念;鸿蒙概念;人工智能;京津冀一体化;乡村振兴;智能物流;华为概念;回购增持再贷款概念;智能家居;苹果概念;融资融券;深股通,000785.SZ,23,000785
33,CRO概念;减肥药;细胞免疫治疗;创新药;流感;人民币贬值受益;新型烟草(电子烟);西部大开发;融资融券;深股通,300363.SZ,10,300363
33,钛白粉概念;磷化工;水泥概念;煤炭概念;锂电池概念;固态电池;绿色电力;氢能源;宁德时代概念;西部大开发;回购增持再贷款概念;国企改革;储能;融资融券;深股通,002386.SZ,15,002386
33,统一大市场;煤炭概念;国企改革;一带一路;西部大开发;无人驾驶;股权转让(并购重组);深股通;融资融券,000557.SZ,9,000557
33,中国AI 50;阿里巴巴概念;数据中心;百度概念;5G;腾讯概念;拼多多概念;华为概念;海工装备;高压快充;数字孪生;核电;智能电网;特高压;工业互联网;换电概念;充电桩;储能;虚拟电厂;风电;新能源汽车;水利;碳中和;两轮车;深股通;融资融券,002364.SZ,26,002364
17,共同富裕示范区,605500.SH,1,605500
17,福建自贸区;海峡两岸;生物质能发电;绿色电力;风电;国企改革;化债概念(AMC概念);充电桩;沪股通;融资融券,600163.SH,10,600163
33,互联网金融;国企改革;证金持股;创投;深股通;融资融券,002500.SZ,6,002500
33,PCB概念;无线充电;5G;汽车电子;芯片概念;消费电子概念;小米概念;AI眼镜;传感器;数据中心;智能穿戴;新能源汽车;无人机;6G概念;华为概念;物联网;储能;光伏概念;燃料电池;移动支付;创投;回购增持再贷款概念;固态电池;深股通;融资融券,002138.SZ,25,002138
33,冰雪产业;海工装备;核电;军工;无人零售;空气能热泵;中俄贸易概念;体育产业;碳中和;氢能源;数字经济;数据中心;独角兽概念;储能;汽车热管理;冷链物流;统一大市场;比亚迪概念;融资融券,000530.SZ,19,000530
33,可降解塑料;冷链物流;跨境电商;工业互联网,003003.SZ,4,003003
33,福建自贸区;海峡两岸;跨境电商;智能物流;IP经济(谷子经济);网红经济;流感;数字经济;腾讯概念;数据要素,003016.SZ,10,003016
33,ST板块;横琴新区;医疗器械概念;医美概念;仿制药一致性评价;创新药;幽门螺杆菌概念;肝炎概念;新疆振兴;东数西算(算力);股权转让(并购重组),002898.SZ,11,002898
33,新能源汽车;比亚迪概念;风电;机器人概念;专精特新;特高压,002576.SZ,6,002576
17,光刻胶;钠离子电池;PEEK材料;沪股通,603823.SH,4,603823
17,光伏建筑一体化;新型城镇化;乡村振兴;PPP概念;空间计算;智慧城市;智慧灯杆;车联网(车路协同);数字孪生;数字经济;水利;DeepSeek概念;人工智能;虚拟数字人;碳中和;物联网;腾讯概念;虚拟现实;无人驾驶;低空经济;数字乡村;华为概念;AIGC概念;机器视觉;高铁;ChatGPT概念;毫米波雷达;雅下水电概念;数据中心;沪股通;融资融券,603018.SH,31,603018
17,钠离子电池;固态电池;锂电池概念;两轮车;石墨烯;燃料电池;储能;氢能源;新能源汽车;绿色电力;无人机;工业互联网;数据中心;融资融券;沪股通,688819.SH,15,688819
33,锂电池概念;碳中和;光伏概念;西部大开发;专精特新;注册制次新股;新股与次新股;融资融券,001369.SZ,8,001369
33,统一大市场;冷链物流;跨境电商;智能物流;一带一路;国企改革;物联网;车联网(车路协同);比亚迪概念;卫星导航;摘帽;股权转让(并购重组),300013.SZ,12,300013
17,中字头股票;同花顺中特估100;国企改革;蚂蚁集团概念;融资融券;沪股通,601319.SH,6,601319
17,乡村振兴;物业管理;旅游概念;国企改革;网约车;充电桩,600561.SH,6,600561
17,高铁;高端装备;新能源汽车;工业母机;充电桩;机器人概念;一带一路;新型工业化;比亚迪概念;无人驾驶;工业互联网;养老概念;医疗器械概念;智能医疗;沪股通,603111.SH,15,603111
33,金属钴;ST板块;锂电池概念;金属镍;小金属概念;金属铜;智能电网;电力物联网;光伏概念;储能;充电桩;比亚迪概念;新能源汽车;区块链,300477.SZ,14,300477
17,国企改革;沪股通;融资融券,600377.SH,3,600377
151,锂电池概念;西部大开发;融资融券;磷化工;比亚迪概念;宁德时代概念;储能;专精特新,920809.BJ,8,920809
33,抽水蓄能;风电;核电;海工装备;储能;PEEK材料;生物质能发电;专精特新;芯片概念;海峡两岸;融资融券,301548.SZ,11,301548
17,医药电商;流感;民营医院;医美概念;创新药;西部大开发;融资融券,600594.SH,7,600594
17,超级品牌;国企改革;沪股通;融资融券,600305.SH,4,600305
17,免税店;参股券商;IP经济(谷子经济);上海国企改革;国企改革;创投;阿里巴巴概念;华为概念;AI眼镜;沪股通;融资融券,600827.SH,11,600827
33,基因测序;跨境电商;眼科医疗;合成生物;民营医院;智能医疗;医药电商;雄安新区;细胞免疫治疗;创新药;乡村振兴;DeepSeek概念;ChatGPT概念;融资融券,301103.SZ,14,301103
17,智能电网;绿色电力;充电桩;钒电池;国企改革;西部大开发;央企国企改革;小金属概念;沪股通;融资融券,600101.SH,10,600101
33,新疆振兴;新型城镇化;PPP概念;水利;西部大开发;国企改革;土地流转;一带一路;风电;智慧灯杆;ETC;人工智能;商业航天;卫星导航;AI智能体;2025年报预增;融资融券;深股通,002941.SZ,18,002941
33,禽流感;代糖概念;合成生物;工业大麻;农业种植;啤酒概念;参股银行;回购增持再贷款概念;西部大开发;人民币贬值受益;乡村振兴;专精特新;股权转让(并购重组);深股通;融资融券,002166.SZ,15,002166
33,Sora概念(文生视频);智谱AI;AIGC概念;财税数字化;AI智能体;智慧政务;在线教育;百度概念;信创;腾讯概念;DeepSeek概念;人工智能;语音技术;京津冀一体化;托育服务;旅游概念;机器人概念;PPP概念;AI应用;融资融券;深股通,300010.SZ,21,300010
17,医疗器械概念;人民币贬值受益;专精特新;融资融券,688026.SH,4,688026
17,细胞免疫治疗;民营医院;基因测序;创新药;养老概念;IP经济(谷子经济);物业管理;机器人概念;沪股通;融资融券,600682.SH,10,600682
17,期货概念;西部大开发;腾讯概念;沪股通;融资融券,600109.SH,5,600109
17,旅游概念;国企改革,603136.SH,2,603136
33,猴痘概念;肝炎概念;幽门螺杆菌概念;基因测序;医疗器械概念;智能医疗;共同富裕示范区;DeepSeek概念,300439.SZ,8,300439
33,装配式建筑;建筑节能;高铁;机器人概念;储能;融资融券,001324.SZ,6,001324
33,染料;消毒剂;锂电池概念;2025年报预增;摘帽,002748.SZ,5,002748
17,PPP概念;雄安新区;污水处理;京津冀一体化;氢能源;股权转让(并购重组),603903.SH,6,603903
17,光热发电;核电;可控核聚变;海工装备;污水处理;水利;氢能源;机器人概念;数据中心;国企改革;央企国企改革;芯片概念;锂电池概念;动力电池回收;盐湖提锂,600444.SH,15,600444
33,创投,002687.SZ,1,002687
33,创新药;仿制药一致性评价;肝炎概念;医药电商;流感;幽门螺杆菌概念;维生素;CRO概念;回购增持再贷款概念;深股通,300705.SZ,10,300705
33,光伏概念;充电桩;智能电网;虚拟电厂;储能;电力物联网;数据中心;工业互联网;融资融券,300982.SZ,9,300982
33,深股通;融资融券,002958.SZ,2,002958
17,生物质能发电;医疗废物处理;固废处理;绿色电力;垃圾分类;国企改革;沪股通,601330.SH,7,601330
17,金属钴;小金属概念;稀土永磁;动力电池回收;宁德时代概念;固态电池;锂电池概念;可控核聚变;光伏概念;军工;机器人概念;无人机;商业航天;福建自贸区;海峡两岸;国企改革;沪股通;融资融券,600549.SH,18,600549
17,家用电器;创投;第三代半导体,603519.SH,3,603519
33,共同富裕示范区;长三角一体化;互联网金融;医疗器械概念;新能源汽车;碳纤维;机器人概念;比亚迪概念;2025年报预增,002144.SZ,9,002144
22,俄乌冲突概念;天然气;ST板块;页岩气;人民币贬值受益,600777.SH,5,600777
17,供销社;固废处理;动力电池回收;垃圾分类;金属回收;西部大开发;金属铜;沪股通;融资融券,600217.SH,9,600217
22,ST板块;白酒概念,600365.SH,2,600365
33,土壤修复;污水处理;碳中和;净水概念;水利;人工智能;融资融券,300864.SZ,7,300864
33,家庭医生;AI应用;AIGC概念;AI智能体;数据要素;阿里巴巴概念;智能医疗;区块链;DeepSeek概念;人工智能;养老概念;牙科医疗;阿尔茨海默概念;中国AI 50;基因测序;华为概念;2025三季报预增;深股通;智能穿戴;融资融券,002044.SZ,20,002044
33,商业航天;军工;长安汽车概念;特斯拉概念;华为汽车;比亚迪概念;新能源汽车;华为概念;数字经济;百度概念,002363.SZ,10,002363
17,AIGC概念;AI智能体;数据要素;腾讯概念;智能医疗;DeepSeek概念;人工智能;基因测序;食品安全;细胞免疫治疗;华为概念;医疗器械概念;幽门螺杆菌概念;肝炎概念;冷链物流;机器人概念;AI应用;融资融券;沪股通,603882.SH,19,603882
33,光纤概念;数字水印;长三角一体化;数据安全;网络安全;独角兽概念;数据中心;5G;专精特新;储能;固态电池;深股通;融资融券,002491.SZ,13,002491
151,锂电池概念;西部大开发;融资融券;算力租赁;数据中心;氢能源;换电概念;天然气;储能;东数西算(算力),920010.BJ,10,920010
33,数字货币;移动支付;跨境支付(CIPS);电子身份证;蚂蚁集团概念;智慧政务;区块链;AI智能体;鸿蒙概念;人脸识别;多模态AI;数字经济;DeepSeek概念;腾讯概念;AIGC概念;AI语料;人工智能;虚拟数字人;安防;物联网;跨境电商;汽车电子;参股保险;储能;AI应用;2025年报预增;深股通;融资融券,300130.SZ,28,300130
17,猴痘概念;基因测序;肝炎概念;辅助生殖;脑机接口;医疗器械概念;智能医疗;DeepSeek概念;沪股通;融资融券,688575.SH,10,688575
17,猪肉;预制菜;冷链物流;海峡两岸;沪股通;摘帽,603363.SH,6,603363
17,期货概念;物业管理;国企改革;沪股通;融资融券,601162.SH,5,601162
17,流感;创新药;仿制药一致性评价;医药电商;阿尔茨海默概念;动物疫苗;减肥药;合成生物;宠物经济;医美概念;青蒿素;智能医疗;国企改革;DeepSeek概念;融资融券;沪股通,600267.SH,16,600267
33,换电概念;充电桩;高压快充;光伏概念;储能;新型工业化;新能源汽车;燃料电池;核电;粤港澳大湾区;氢能源;比亚迪概念;低空经济;两轮车;5G;国企改革;深股通;中字头股票;融资融券,301516.SZ,19,301516
33,雅下水电概念;一带一路;中俄贸易概念;西部大开发;人民币贬值受益;华为概念;机器人概念;DeepSeek概念;减速器;人工智能;深股通,001288.SZ,11,001288
33,旅游概念;ST板块;国企改革,000430.SZ,3,000430
33,毛发医疗;ST板块;消毒剂;民营医院;医美概念;参股银行;参股券商,000615.SZ,7,000615
33,农业种植;生态农业;化肥;土地流转;土壤修复;中俄贸易概念;乡村振兴;合成生物;农机;磷化工;机器人概念;数字乡村;无人机;人工智能,300387.SZ,14,300387
17,氢能源;自由贸易港;上海国企改革;国企改革;创投;上海自贸区;独角兽概念;融资融券;沪股通,600848.SH,9,600848
17,房屋检测;上海国企改革;新型城镇化;装配式建筑;水利;地下管网;雄安新区;建筑节能;低空经济;PPP概念;数字孪生;数字经济;人工智能;碳中和;创投;参股券商;乡村振兴;一带一路;国企改革;沪股通,600629.SH,20,600629
33,养老概念;民营医院;三胎概念;辅助生殖;牙科医疗;智能医疗;职业教育;参股保险;物业管理;人工智能;创投;租售同权;海峡两岸;机器人概念,002162.SZ,14,002162
33,光热发电;光伏概念;燃料电池;氢能源;农机;减速器;新能源汽车;机器人概念;人民币贬值受益;乡村振兴,002921.SZ,10,002921
