股票代码,market_code,code,所属同花顺行业
000571.SZ,33,000571,煤炭-煤炭开采加工-煤炭开采
300541.SZ,33,300541,计算机-IT服务-IT服务Ⅲ
002459.SZ,33,002459,电力设备-光伏设备-光伏电池组件
002547.SZ,33,002547,汽车-汽车零部件-其他汽车零部件
688408.SH,17,688408,电力设备-光伏设备-光伏辅材
920427.BJ,151,920427,建筑装饰-建筑装饰-工程咨询服务
301001.SZ,33,301001,商贸零售-互联网电商-互联网电商Ⅲ
002130.SZ,33,002130,电子-其他电子-其他电子Ⅲ
300212.SZ,33,300212,计算机-IT服务-IT服务Ⅲ
688469.SH,17,688469,电子-半导体-集成电路制造
601858.SH,17,601858,传媒-文化传媒-出版
603279.SH,17,603279,机械设备-通用设备-其他通用设备
688037.SH,17,688037,电子-半导体-半导体设备
603888.SH,17,603888,传媒-文化传媒-数字媒体
605366.SH,17,605366,基础化工-化学制品-有机硅
920394.BJ,151,920394,轻工制造-造纸-造纸Ⅲ
601021.SH,17,601021,交通运输-机场航运-航空运输
600089.SH,17,600089,综合-综合-综合Ⅲ
300768.SZ,33,300768,计算机-软件开发-横向通用软件
002149.SZ,33,002149,有色金属-小金属-其他小金属
000980.SZ,33,000980,汽车-汽车整车-乘用车
300394.SZ,33,300394,通信-通信设备-通信网络设备及器件
601611.SH,17,601611,建筑装饰-建筑装饰-基础建设
605007.SH,17,605007,轻工制造-造纸-造纸Ⅲ
688561.SH,17,688561,计算机-软件开发-横向通用软件
002195.SZ,33,002195,计算机-IT服务-IT服务Ⅲ
300987.SZ,33,300987,传媒-文化传媒-数字媒体
300643.SZ,33,300643,汽车-汽车零部件-其他汽车零部件
301273.SZ,33,301273,机械设备-通用设备-其他通用设备
688568.SH,17,688568,计算机-IT服务-IT服务Ⅲ
000928.SZ,33,000928,建筑装饰-建筑装饰-专业工程
688766.SH,17,688766,电子-半导体-数字芯片设计
300430.SZ,33,300430,机械设备-自动化设备-其他自动化设备
600021.SH,17,600021,公用事业-电力-火电
600490.SH,17,600490,有色金属-工业金属-铜
688019.SH,17,688019,电子-电子化学品-电子化学品Ⅲ
300206.SZ,33,300206,医药生物-医疗器械-医疗设备
300046.SZ,33,300046,电子-半导体-分立器件
688600.SH,17,688600,机械设备-通用设备-仪器仪表
601519.SH,17,601519,计算机-软件开发-垂直应用软件
600580.SH,17,600580,电力设备-电机-电机Ⅲ
301132.SZ,33,301132,电子-元件-印制电路板
920961.BJ,151,920961,机械设备-通用设备-仪器仪表
301379.SZ,33,301379,电子-光学光电子-面板
002712.SZ,33,002712,传媒-文化传媒-广告营销
600497.SH,17,600497,有色金属-工业金属-铅锌
300560.SZ,33,300560,通信-通信服务-通信工程及服务
600601.SH,17,600601,电子-元件-印制电路板
300818.SZ,33,300818,机械设备-专用设备-能源及重型设备
001316.SZ,33,001316,石油石化-石油加工贸易-油品石化贸易
002225.SZ,33,002225,建筑材料-建筑材料-耐火材料
688296.SH,17,688296,计算机-软件开发-垂直应用软件
002871.SZ,33,002871,机械设备-通用设备-金属制品
300045.SZ,33,300045,国防军工-军工电子-军工电子Ⅲ
301590.SZ,33,301590,电力设备-其他电源设备-其他电源设备Ⅲ
603909.SH,17,603909,建筑装饰-建筑装饰-工程咨询服务
301101.SZ,33,301101,轻工制造-家居用品-文娱用品
300263.SZ,33,300263,机械设备-通用设备-其他通用设备
300842.SZ,33,300842,电力设备-光伏设备-光伏辅材
688501.SH,17,688501,环保-环保设备-环保设备Ⅲ
603897.SH,17,603897,电力设备-电网设备-线缆部件及其他
002185.SZ,33,002185,电子-半导体-集成电路封测
688612.SH,17,688612,汽车-汽车零部件-汽车电子电气系统
300708.SZ,33,300708,电子-光学光电子-LED
688785.SH,17,688785,电子-半导体-半导体设备
300490.SZ,33,300490,电力设备-其他电源设备-其他电源设备Ⅲ
301235.SZ,33,301235,医药生物-医疗服务-其他医疗服务
000060.SZ,33,000060,有色金属-工业金属-铅锌
920375.BJ,151,920375,电力设备-电网设备-电气自控设备
300010.SZ,33,300010,社会服务-教育-教育Ⅲ
688433.SH,17,688433,机械设备-通用设备-其他通用设备
000528.SZ,33,000528,机械设备-工程机械-工程机械Ⅲ
300517.SZ,33,300517,建筑装饰-建筑装饰-专业工程
300276.SZ,33,300276,机械设备-自动化设备-机器人
300645.SZ,33,300645,计算机-计算机设备-其他计算机设备
300354.SZ,33,300354,机械设备-通用设备-仪器仪表
001373.SZ,33,001373,电子-光学光电子-光学元件
300963.SZ,33,300963,有色金属-金属新材料-其他金属新材料
601698.SH,17,601698,国防军工-军工装备-航天装备
300389.SZ,33,300389,电子-光学光电子-LED
300304.SZ,33,300304,汽车-汽车零部件-汽车电子电气系统
603108.SH,17,603108,医药生物-医药商业-医药流通
301329.SZ,33,301329,电子-消费电子-消费电子零部件及组装
000810.SZ,33,000810,家用电器-黑色家电-其他黑色家电
300100.SZ,33,300100,汽车-汽车零部件-车身附件及饰件
002167.SZ,33,002167,有色金属-小金属-其他小金属
300271.SZ,33,300271,计算机-软件开发-垂直应用软件
300663.SZ,33,300663,计算机-软件开发-垂直应用软件
603030.SH,17,603030,建筑装饰-建筑装饰-装饰园林
002452.SZ,33,002452,电力设备-电网设备-输变电设备
920808.BJ,151,920808,计算机-计算机设备-其他计算机设备
688778.SH,17,688778,电力设备-电池-电池化学品
300128.SZ,33,300128,电力设备-电池-锂电专用设备
002983.SZ,33,002983,电子-光学光电子-LED
688126.SH,17,688126,电子-半导体-半导体材料
300582.SZ,33,300582,电子-光学光电子-LED
002857.SZ,33,002857,电力设备-电网设备-电气自控设备
603078.SH,17,603078,电子-电子化学品-电子化学品Ⅲ
002135.SZ,33,002135,建筑装饰-建筑装饰-专业工程
603650.SH,17,603650,基础化工-橡胶制品-其他橡胶制品
002723.SZ,33,002723,电子-光学光电子-LED
920223.BJ,151,920223,机械设备-通用设备-金属制品
603163.SH,17,603163,建筑装饰-建筑装饰-专业工程
601233.SH,17,601233,基础化工-化学纤维-涤纶
603126.SH,17,603126,环保-环境治理-固废治理
300843.SZ,33,300843,电子-消费电子-消费电子零部件及组装
920839.BJ,151,920839,机械设备-工程机械-工程机械Ⅲ
301392.SZ,33,301392,机械设备-专用设备-其他专用设备
603499.SH,17,603499,轻工制造-包装印刷-包装
300007.SZ,33,300007,机械设备-通用设备-仪器仪表
688369.SH,17,688369,计算机-软件开发-横向通用软件
688061.SH,17,688061,电子-半导体-模拟芯片设计
002050.SZ,33,002050,家用电器-白色家电-家电零部件
300299.SZ,33,300299,传媒-游戏-游戏Ⅲ
002667.SZ,33,002667,有色金属-能源金属-锂
600637.SH,17,600637,传媒-文化传媒-电视广播
300812.SZ,33,300812,电子-消费电子-消费电子零部件及组装
300098.SZ,33,300098,通信-通信设备-通信网络设备及器件
603713.SH,17,603713,交通运输-物流-物流Ⅲ
000901.SZ,33,000901,汽车-汽车零部件-汽车电子电气系统
300873.SZ,33,300873,交通运输-物流-物流Ⅲ
688721.SH,17,688721,电子-半导体-半导体材料
300711.SZ,33,300711,通信-通信设备-其他通信设备
920445.BJ,151,920445,轻工制造-家居用品-其他家居用品
300427.SZ,33,300427,电力设备-电网设备-电气自控设备
000682.SZ,33,000682,电力设备-电网设备-电气自控设备
603687.SH,17,603687,轻工制造-包装印刷-包装
603316.SH,17,603316,电子-半导体-数字芯片设计
603663.SH,17,603663,基础化工-非金属材料-非金属材料Ⅲ
300690.SZ,33,300690,电力设备-风电设备-风电零部件
688608.SH,17,688608,电子-半导体-数字芯片设计
300398.SZ,33,300398,电子-电子化学品-电子化学品Ⅲ
603040.SH,17,603040,汽车-汽车零部件-底盘与发动机系统
300488.SZ,33,300488,机械设备-通用设备-金属制品
300092.SZ,33,300092,机械设备-专用设备-能源及重型设备
688013.SH,17,688013,医药生物-医疗器械-医疗耗材
688255.SH,17,688255,机械设备-自动化设备-机器人
300916.SZ,33,300916,电子-消费电子-消费电子零部件及组装
000988.SZ,33,000988,机械设备-自动化设备-激光设备
002555.SZ,33,002555,传媒-游戏-游戏Ⅲ
920190.BJ,151,920190,计算机-计算机设备-其他计算机设备
920425.BJ,151,920425,机械设备-自动化设备-工控设备
688007.SH,17,688007,电子-消费电子-品牌消费电子
300609.SZ,33,300609,计算机-IT服务-IT服务Ⅲ
301363.SZ,33,301363,医药生物-医疗器械-医疗设备
301073.SZ,33,301073,社会服务-旅游及酒店-酒店
300074.SZ,33,300074,计算机-软件开发-垂直应用软件
002494.SZ,33,002494,纺织服饰-服装家纺-服装
920833.BJ,151,920833,机械设备-通用设备-其他通用设备
300433.SZ,33,300433,电子-消费电子-消费电子零部件及组装
301056.SZ,33,301056,机械设备-专用设备-楼宇设备
688478.SH,17,688478,电子-半导体-半导体设备
000633.SZ,33,000633,有色金属-金属新材料-其他金属新材料
300319.SZ,33,300319,电子-元件-被动元件
301328.SZ,33,301328,电子-其他电子-其他电子Ⅲ
002474.SZ,33,002474,计算机-IT服务-IT服务Ⅲ
603918.SH,17,603918,计算机-IT服务-IT服务Ⅲ
300605.SZ,33,300605,计算机-软件开发-垂直应用软件
688206.SH,17,688206,计算机-软件开发-垂直应用软件
002681.SZ,33,002681,电子-消费电子-消费电子零部件及组装
603678.SH,17,603678,国防军工-军工电子-军工电子Ⅲ
600353.SH,17,600353,电子-其他电子-其他电子Ⅲ
601689.SH,17,601689,汽车-汽车零部件-底盘与发动机系统
300626.SZ,33,300626,电力设备-电机-电机Ⅲ
688311.SH,17,688311,国防军工-军工电子-军工电子Ⅲ
300465.SZ,33,300465,计算机-软件开发-垂直应用软件
600748.SH,17,600748,房地产-房地产-住宅开发
300945.SZ,33,300945,纺织服饰-服装家纺-饰品
600577.SH,17,600577,电力设备-电网设备-线缆部件及其他
002654.SZ,33,002654,电子-光学光电子-LED
300353.SZ,33,300353,通信-通信设备-其他通信设备
300246.SZ,33,300246,医药生物-医疗器械-医疗设备
002941.SZ,33,002941,建筑装饰-建筑装饰-基础建设
300014.SZ,33,300014,电力设备-电池-锂电池
300222.SZ,33,300222,电力设备-电网设备-电气自控设备
603855.SH,17,603855,机械设备-专用设备-其他专用设备
603861.SH,17,603861,电力设备-电网设备-输变电设备
688199.SH,17,688199,基础化工-化学制品-其他化学制品
688653.SH,17,688653,电子-半导体-模拟芯片设计
002552.SZ,33,002552,电子-元件-印制电路板
002410.SZ,33,002410,计算机-软件开发-垂直应用软件
603119.SH,17,603119,汽车-汽车零部件-其他汽车零部件
300820.SZ,33,300820,电力设备-其他电源设备-其他电源设备Ⅲ
300752.SZ,33,300752,电子-光学光电子-LED
688205.SH,17,688205,通信-通信设备-通信网络设备及器件
300126.SZ,33,300126,机械设备-通用设备-其他通用设备
688071.SH,17,688071,机械设备-专用设备-其他专用设备
603615.SH,17,603615,轻工制造-家居用品-其他家居用品
002063.SZ,33,002063,计算机-软件开发-垂直应用软件
002472.SZ,33,002472,汽车-汽车零部件-底盘与发动机系统
600970.SH,17,600970,建筑装饰-建筑装饰-专业工程
920509.BJ,151,920509,机械设备-通用设备-仪器仪表
301252.SZ,33,301252,机械设备-通用设备-制冷空调设备
300435.SZ,33,300435,机械设备-专用设备-能源及重型设备
300316.SZ,33,300316,电力设备-光伏设备-光伏加工设备
300024.SZ,33,300024,机械设备-自动化设备-机器人
002112.SZ,33,002112,电力设备-电网设备-输变电设备
301102.SZ,33,301102,传媒-文化传媒-广告营销
002930.SZ,33,002930,交通运输-物流-物流Ⅲ
300951.SZ,33,300951,电子-消费电子-消费电子零部件及组装
603381.SH,17,603381,电力设备-光伏设备-光伏辅材
300002.SZ,33,300002,传媒-游戏-游戏Ⅲ
000969.SZ,33,000969,有色金属-金属新材料-其他金属新材料
688232.SH,17,688232,计算机-软件开发-垂直应用软件
301606.SZ,33,301606,电子-消费电子-品牌消费电子
000572.SZ,33,000572,汽车-汽车整车-乘用车
300129.SZ,33,300129,电力设备-风电设备-风电零部件
688981.SH,17,688981,电子-半导体-集成电路制造
600877.SH,17,600877,电子-半导体-模拟芯片设计
300755.SZ,33,300755,商贸零售-零售-专业连锁
603679.SH,17,603679,电子-光学光电子-LED
300656.SZ,33,300656,电子-其他电子-其他电子Ⅲ
300037.SZ,33,300037,电力设备-电池-电池化学品
300932.SZ,33,300932,电力设备-电网设备-输变电设备
688326.SH,17,688326,计算机-软件开发-垂直应用软件
688395.SH,17,688395,机械设备-自动化设备-工控设备
300695.SZ,33,300695,汽车-汽车零部件-轮胎轮毂
920454.BJ,151,920454,汽车-汽车零部件-底盘与发动机系统
605222.SH,17,605222,电力设备-电网设备-线缆部件及其他
603319.SH,17,603319,汽车-汽车零部件-底盘与发动机系统
002402.SZ,33,002402,家用电器-白色家电-家电零部件
003015.SZ,33,003015,电子-光学光电子-光学元件
002657.SZ,33,002657,计算机-IT服务-IT服务Ⅲ
300745.SZ,33,300745,汽车-汽车零部件-汽车电子电气系统
688090.SH,17,688090,机械设备-自动化设备-机器人
920145.BJ,151,920145,环保-环保设备-环保设备Ⅲ
300998.SZ,33,300998,汽车-汽车零部件-其他汽车零部件
600452.SH,17,600452,公用事业-电力-电能综合服务
300251.SZ,33,300251,传媒-影视院线-影视院线Ⅲ
002925.SZ,33,002925,电子-消费电子-消费电子零部件及组装
920108.BJ,151,920108,家用电器-白色家电-家电零部件
600312.SH,17,600312,电力设备-电网设备-输变电设备
002241.SZ,33,002241,电子-消费电子-消费电子零部件及组装
600785.SH,17,600785,商贸零售-零售-百货零售
300940.SZ,33,300940,电子-光学光电子-LED
688078.SH,17,688078,计算机-软件开发-垂直应用软件
603958.SH,17,603958,纺织服饰-服装家纺-鞋帽及其他
300650.SZ,33,300650,电子-其他电子-其他电子Ⅲ
300287.SZ,33,300287,计算机-IT服务-IT服务Ⅲ
605128.SH,17,605128,汽车-汽车零部件-车身附件及饰件
920001.BJ,151,920001,电子-光学光电子-面板
003021.SZ,33,003021,电力设备-电机-电机Ⅲ
300778.SZ,33,300778,建筑装饰-建筑装饰-工程咨询服务
600338.SH,17,600338,有色金属-工业金属-铅锌
600880.SH,17,600880,计算机-软件开发-垂直应用软件
603189.SH,17,603189,计算机-软件开发-垂直应用软件
002292.SZ,33,002292,传媒-影视院线-影视院线Ⅲ
000719.SZ,33,000719,传媒-文化传媒-出版
300551.SZ,33,300551,计算机-计算机设备-其他计算机设备
603655.SH,17,603655,汽车-汽车零部件-其他汽车零部件
603280.SH,17,603280,机械设备-工程机械-工程机械Ⅲ
300654.SZ,33,300654,传媒-文化传媒-出版
002843.SZ,33,002843,机械设备-通用设备-金属制品
001330.SZ,33,001330,传媒-影视院线-影视院线Ⅲ
002009.SZ,33,002009,机械设备-专用设备-其他专用设备
600208.SH,17,600208,房地产-房地产-住宅开发
603220.SH,17,603220,通信-通信服务-通信工程及服务
002853.SZ,33,002853,轻工制造-家居用品-定制家居
002432.SZ,33,002432,医药生物-医疗器械-医疗设备
688349.SH,17,688349,电力设备-风电设备-风电整机
688170.SH,17,688170,机械设备-自动化设备-激光设备
300525.SZ,33,300525,计算机-软件开发-垂直应用软件
688295.SH,17,688295,基础化工-化学纤维-其他纤维
300572.SZ,33,300572,机械设备-通用设备-仪器仪表
688809.SH,17,688809,电子-半导体-半导体设备
300837.SZ,33,300837,机械设备-专用设备-能源及重型设备
300043.SZ,33,300043,传媒-游戏-游戏Ⅲ
300536.SZ,33,300536,建筑装饰-建筑装饰-装饰园林
001396.SZ,33,001396,社会服务-其他社会服务-专业服务
301325.SZ,33,301325,电力设备-电池-锂电专用设备
603058.SH,17,603058,轻工制造-包装印刷-包装
603400.SH,17,603400,机械设备-通用设备-其他通用设备
301177.SZ,33,301177,纺织服饰-服装家纺-饰品
600397.SH,17,600397,机械设备-专用设备-能源及重型设备
002465.SZ,33,002465,国防军工-军工电子-军工电子Ⅲ
300075.SZ,33,300075,计算机-软件开发-垂直应用软件
301161.SZ,33,301161,机械设备-工程机械-工程机械Ⅲ
301600.SZ,33,301600,计算机-计算机设备-其他计算机设备
300598.SZ,33,300598,计算机-软件开发-垂直应用软件
300976.SZ,33,300976,电子-消费电子-消费电子零部件及组装
688475.SH,17,688475,计算机-计算机设备-安防设备
920932.BJ,151,920932,计算机-软件开发-垂直应用软件
301105.SZ,33,301105,机械设备-专用设备-印刷包装机械
000559.SZ,33,000559,汽车-汽车零部件-底盘与发动机系统
300621.SZ,33,300621,建筑装饰-建筑装饰-装饰园林
300259.SZ,33,300259,机械设备-通用设备-仪器仪表
301368.SZ,33,301368,机械设备-通用设备-金属制品
300903.SZ,33,300903,电子-元件-印制电路板
300622.SZ,33,300622,商贸零售-零售-专业连锁
688525.SH,17,688525,电子-半导体-数字芯片设计
688626.SH,17,688626,医药生物-医疗器械-医疗设备
000612.SZ,33,000612,有色金属-工业金属-铝
300059.SZ,33,300059,非银金融-证券-证券Ⅲ
603193.SH,17,603193,美容护理-美容护理-个护用品
603638.SH,17,603638,机械设备-工程机械-工程机械Ⅲ
002664.SZ,33,002664,汽车-汽车零部件-汽车电子电气系统
300036.SZ,33,300036,计算机-软件开发-垂直应用软件
002777.SZ,33,002777,计算机-IT服务-IT服务Ⅲ
601628.SH,17,601628,非银金融-保险-保险Ⅲ
688259.SH,17,688259,电子-半导体-数字芯片设计
000610.SZ,33,000610,社会服务-旅游及酒店-旅游综合
301261.SZ,33,301261,机械设备-通用设备-金属制品
002600.SZ,33,002600,电子-消费电子-消费电子零部件及组装
002368.SZ,33,002368,计算机-IT服务-IT服务Ⅲ
600460.SH,17,600460,电子-半导体-分立器件
603386.SH,17,603386,电子-元件-印制电路板
002937.SZ,33,002937,汽车-汽车零部件-汽车电子电气系统
603895.SH,17,603895,机械设备-专用设备-其他专用设备
603380.SH,17,603380,电子-消费电子-消费电子零部件及组装
002264.SZ,33,002264,传媒-文化传媒-广告营销
688399.SH,17,688399,医药生物-医疗器械-体外诊断
002747.SZ,33,002747,机械设备-自动化设备-机器人
000676.SZ,33,000676,传媒-文化传媒-广告营销
688167.SH,17,688167,电子-半导体-分立器件
300088.SZ,33,300088,电子-光学光电子-面板
300895.SZ,33,300895,通信-通信服务-通信应用增值服务
000029.SZ,33,000029,房地产-房地产-住宅开发
600246.SH,17,600246,房地产-房地产-住宅开发
300415.SZ,33,300415,机械设备-专用设备-其他专用设备
920689.BJ,151,920689,机械设备-通用设备-其他通用设备
002454.SZ,33,002454,汽车-汽车零部件-汽车电子电气系统
301580.SZ,33,301580,医药生物-医疗器械-医疗耗材
603017.SH,17,603017,建筑装饰-建筑装饰-工程咨询服务
600879.SH,17,600879,国防军工-军工装备-航天装备
300726.SZ,33,300726,国防军工-军工电子-军工电子Ⅲ
920270.BJ,151,920270,汽车-汽车零部件-车身附件及饰件
920422.BJ,151,920422,基础化工-化学制品-食品及饲料添加剂
301318.SZ,33,301318,计算机-计算机设备-安防设备
600776.SH,17,600776,通信-通信设备-其他通信设备
000582.SZ,33,000582,交通运输-港口航运-港口
688486.SH,17,688486,电子-半导体-数字芯片设计
002006.SZ,33,002006,机械设备-专用设备-其他专用设备
603135.SH,17,603135,机械设备-专用设备-能源及重型设备
300724.SZ,33,300724,电力设备-光伏设备-光伏加工设备
300802.SZ,33,300802,机械设备-自动化设备-其他自动化设备
300528.SZ,33,300528,传媒-影视院线-影视院线Ⅲ
688498.SH,17,688498,电子-半导体-分立器件
688403.SH,17,688403,电子-半导体-集成电路封测
300410.SZ,33,300410,电力设备-电池-锂电专用设备
300264.SZ,33,300264,计算机-IT服务-IT服务Ⅲ
300278.SZ,33,300278,机械设备-自动化设备-工控设备
301167.SZ,33,301167,建筑装饰-建筑装饰-工程咨询服务
603786.SH,17,603786,汽车-汽车零部件-汽车电子电气系统
688286.SH,17,688286,电子-半导体-模拟芯片设计
601900.SH,17,601900,传媒-文化传媒-出版
000751.SZ,33,000751,有色金属-工业金属-铅锌
600769.SH,17,600769,环保-环境治理-水务及水治理
301539.SZ,33,301539,汽车-汽车零部件-轮胎轮毂
301608.SZ,33,301608,汽车-汽车零部件-汽车电子电气系统
603799.SH,17,603799,有色金属-能源金属-钴
002425.SZ,33,002425,传媒-游戏-游戏Ⅲ
300508.SZ,33,300508,计算机-计算机设备-其他计算机设备
605398.SH,17,605398,计算机-IT服务-IT服务Ⅲ
688188.SH,17,688188,机械设备-自动化设备-工控设备
300349.SZ,33,300349,机械设备-通用设备-仪器仪表
301305.SZ,33,301305,环保-环境治理-固废治理
605178.SH,17,605178,建筑装饰-建筑装饰-装饰园林
000156.SZ,33,000156,传媒-文化传媒-电视广播
688391.SH,17,688391,电子-半导体-模拟芯片设计
301366.SZ,33,301366,电子-元件-印制电路板
920837.BJ,151,920837,汽车-汽车零部件-底盘与发动机系统
002544.SZ,33,002544,通信-通信服务-通信工程及服务
301556.SZ,33,301556,计算机-IT服务-IT服务Ⅲ
300652.SZ,33,300652,汽车-汽车零部件-轮胎轮毂
920006.BJ,151,920006,国防军工-军工装备-航空装备
301026.SZ,33,301026,有色金属-小金属-其他小金属
920351.BJ,151,920351,交通运输-物流-物流Ⅲ
301162.SZ,33,301162,计算机-软件开发-垂直应用软件
688558.SH,17,688558,机械设备-通用设备-机床工具
300374.SZ,33,300374,建筑材料-建筑材料-其他建材
300740.SZ,33,300740,美容护理-美容护理-化妆品
000887.SZ,33,000887,汽车-汽车零部件-其他汽车零部件
920720.BJ,151,920720,汽车-汽车零部件-其他汽车零部件
002229.SZ,33,002229,计算机-IT服务-IT服务Ⅲ
300346.SZ,33,300346,电子-电子化学品-电子化学品Ⅲ
688631.SH,17,688631,计算机-软件开发-垂直应用软件
600405.SH,17,600405,电力设备-其他电源设备-其他电源设备Ⅲ
002414.SZ,33,002414,国防军工-军工电子-军工电子Ⅲ
300455.SZ,33,300455,计算机-计算机设备-其他计算机设备
603662.SH,17,603662,机械设备-通用设备-仪器仪表
688113.SH,17,688113,机械设备-专用设备-其他专用设备
301107.SZ,33,301107,机械设备-通用设备-其他通用设备
300446.SZ,33,300446,汽车-汽车零部件-车身附件及饰件
688127.SH,17,688127,电子-光学光电子-光学元件
601116.SH,17,601116,商贸零售-零售-百货零售
001400.SZ,33,001400,机械设备-专用设备-其他专用设备
920152.BJ,151,920152,有色金属-金属新材料-其他金属新材料
002062.SZ,33,002062,建筑装饰-建筑装饰-基础建设
600499.SH,17,600499,轻工制造-家居用品-瓷砖地板
603232.SH,17,603232,计算机-软件开发-横向通用软件
601717.SH,17,601717,机械设备-专用设备-能源及重型设备
688162.SH,17,688162,机械设备-专用设备-其他专用设备
002514.SZ,33,002514,机械设备-通用设备-金属制品
000807.SZ,33,000807,有色金属-工业金属-铝
301314.SZ,33,301314,通信-通信设备-通信网络设备及器件
002719.SZ,33,002719,食品饮料-食品加工制造-休闲食品
688579.SH,17,688579,计算机-软件开发-垂直应用软件
688049.SH,17,688049,电子-半导体-数字芯片设计
002151.SZ,33,002151,国防军工-军工电子-军工电子Ⅲ
300709.SZ,33,300709,电子-消费电子-消费电子零部件及组装
603312.SH,17,603312,电力设备-电网设备-输变电设备
688665.SH,17,688665,机械设备-通用设备-仪器仪表
688562.SH,17,688562,计算机-软件开发-垂直应用软件
688484.SH,17,688484,电子-半导体-模拟芯片设计
603173.SH,17,603173,机械设备-专用设备-能源及重型设备
301049.SZ,33,301049,环保-环境治理-固废治理
688583.SH,17,688583,机械设备-通用设备-仪器仪表
600100.SH,17,600100,计算机-计算机设备-其他计算机设备
601996.SH,17,601996,农林牧渔-种植业与林业-林业
688182.SH,17,688182,通信-通信设备-通信网络设备及器件
603360.SH,17,603360,基础化工-农化制品-农药
300614.SZ,33,300614,环保-环境治理-固废治理
688556.SH,17,688556,电力设备-光伏设备-光伏加工设备
600640.SH,17,600640,传媒-文化传媒-数字媒体
300611.SZ,33,300611,汽车-汽车零部件-车身附件及饰件
603166.SH,17,603166,汽车-汽车零部件-底盘与发动机系统
300923.SZ,33,300923,机械设备-轨交设备-轨交设备Ⅲ
600845.SH,17,600845,计算机-IT服务-IT服务Ⅲ
300693.SZ,33,300693,电力设备-其他电源设备-其他电源设备Ⅲ
688681.SH,17,688681,电力设备-电网设备-电气自控设备
000839.SZ,33,000839,通信-通信服务-通信应用增值服务
920299.BJ,151,920299,电力设备-电网设备-电气自控设备
920237.BJ,151,920237,电力设备-电池-锂电池
601999.SH,17,601999,传媒-文化传媒-出版
603289.SH,17,603289,机械设备-专用设备-其他专用设备
002801.SZ,33,002801,电力设备-电机-电机Ⅲ
002115.SZ,33,002115,通信-通信服务-通信工程及服务
301636.SZ,33,301636,电力设备-光伏设备-光伏电池组件
603112.SH,17,603112,家用电器-白色家电-家电零部件
688439.SH,17,688439,国防军工-军工电子-军工电子Ⅲ
601616.SH,17,601616,电力设备-电网设备-输变电设备
300597.SZ,33,300597,通信-通信服务-通信工程及服务
000428.SZ,33,000428,社会服务-旅游及酒店-酒店
601615.SH,17,601615,电力设备-风电设备-风电整机
000977.SZ,33,000977,计算机-计算机设备-其他计算机设备
301356.SZ,33,301356,轻工制造-家居用品-瓷砖地板
003009.SZ,33,003009,国防军工-军工装备-航天装备
920198.BJ,151,920198,计算机-计算机设备-安防设备
688733.SH,17,688733,电力设备-电池-电池化学品
688489.SH,17,688489,计算机-计算机设备-安防设备
603337.SH,17,603337,机械设备-专用设备-纺织服装设备
600775.SH,17,600775,通信-通信设备-通信终端及配件
600734.SH,17,600734,计算机-IT服务-IT服务Ⅲ
688597.SH,17,688597,电力设备-电网设备-电气自控设备
920062.BJ,151,920062,电力设备-电网设备-输变电设备
300034.SZ,33,300034,国防军工-军工装备-航空装备
600259.SH,17,600259,有色金属-小金属-稀土
920943.BJ,151,920943,机械设备-通用设备-金属制品
002369.SZ,33,002369,电子-消费电子-消费电子零部件及组装
688038.SH,17,688038,计算机-软件开发-垂直应用软件
300083.SZ,33,300083,机械设备-通用设备-机床工具
920627.BJ,151,920627,电力设备-电池-其他电池
300035.SZ,33,300035,电力设备-电池-电池化学品
301338.SZ,33,301338,机械设备-专用设备-其他专用设备
300395.SZ,33,300395,国防军工-军工装备-航空装备
920284.BJ,151,920284,机械设备-专用设备-其他专用设备
002467.SZ,33,002467,通信-通信服务-通信应用增值服务
603097.SH,17,603097,电力设备-电网设备-输变电设备
300366.SZ,33,300366,计算机-软件开发-垂直应用软件
600094.SH,17,600094,房地产-房地产-住宅开发
301007.SZ,33,301007,汽车-汽车零部件-底盘与发动机系统
688798.SH,17,688798,电子-半导体-模拟芯片设计
300849.SZ,33,300849,美容护理-美容护理-化妆品
300474.SZ,33,300474,国防军工-军工电子-军工电子Ⅲ
601958.SH,17,601958,有色金属-小金属-钼
603236.SH,17,603236,通信-通信设备-通信终端及配件
688208.SH,17,688208,计算机-计算机设备-其他计算机设备
603001.SH,17,603001,纺织服饰-服装家纺-鞋帽及其他
300268.SZ,33,300268,农林牧渔-农产品加工-其他农产品加工
688293.SH,17,688293,医药生物-医疗服务-医疗研发外包
600415.SH,17,600415,商贸零售-零售-商业物业经营
002649.SZ,33,002649,计算机-IT服务-IT服务Ⅲ
300816.SZ,33,300816,汽车-汽车零部件-其他汽车零部件
603327.SH,17,603327,电子-消费电子-消费电子零部件及组装
300769.SZ,33,300769,电力设备-电池-电池化学品
688219.SH,17,688219,基础化工-塑料制品-改性塑料
600593.SH,17,600593,社会服务-旅游及酒店-人工景点
002248.SZ,33,002248,机械设备-通用设备-机床工具
300926.SZ,33,300926,汽车-汽车零部件-其他汽车零部件
300552.SZ,33,300552,计算机-计算机设备-其他计算机设备
300713.SZ,33,300713,电力设备-其他电源设备-其他电源设备Ⅲ
688690.SH,17,688690,医药生物-化学制药-原料药
601727.SH,17,601727,电力设备-其他电源设备-其他电源设备Ⅲ
300845.SZ,33,300845,计算机-计算机设备-其他计算机设备
301030.SZ,33,301030,环保-环保设备-环保设备Ⅲ
