code,所属同花顺行业,market_code,股票代码
601058,汽车-汽车零部件-轮胎轮毂,17,601058.SH
688197,医药生物-化学制药-化学制剂,17,688197.SH
603773,电子-光学光电子-面板,17,603773.SH
603309,医药生物-医疗器械-医疗耗材,17,603309.SH
300347,医药生物-医疗服务-医疗研发外包,33,300347.SZ
688249,电子-半导体-集成电路制造,17,688249.SH
920802,环保-环保设备-环保设备Ⅲ,151,920802.BJ
301288,环保-环保设备-环保设备Ⅲ,33,301288.SZ
002126,汽车-汽车零部件-底盘与发动机系统,33,002126.SZ
300653,医药生物-医疗器械-医疗耗材,33,300653.SZ
605277,电子-消费电子-消费电子零部件及组装,17,605277.SH
000630,有色金属-工业金属-铜,33,000630.SZ
603129,汽车-汽车服务及其他-其他运输设备,17,603129.SH
600107,纺织服饰-服装家纺-服装,22,600107.SH
300022,商贸零售-零售-专业连锁,33,300022.SZ
300649,建筑装饰-建筑装饰-装饰园林,33,300649.SZ
603005,电子-半导体-集成电路封测,17,603005.SH
001280,有色金属-小金属-其他小金属,33,001280.SZ
603376,汽车-汽车零部件-汽车电子电气系统,17,603376.SH
301237,基础化工-塑料制品-膜材料,33,301237.SZ
600980,机械设备-专用设备-能源及重型设备,17,600980.SH
688551,电力设备-其他电源设备-其他电源设备Ⅲ,17,688551.SH
301172,计算机-IT服务-IT服务Ⅲ,33,301172.SZ
300863,汽车-汽车零部件-汽车电子电气系统,33,300863.SZ
002392,建筑材料-建筑材料-耐火材料,33,002392.SZ
688498,电子-半导体-分立器件,17,688498.SH
300599,建筑材料-建筑材料-管材,33,300599.SZ
000586,通信-通信设备-通信线缆及配套,33,000586.SZ
600846,建筑装饰-建筑装饰-工程咨询服务,17,600846.SH
600433,轻工制造-造纸-造纸Ⅲ,17,600433.SH
603429,轻工制造-包装印刷-包装,22,603429.SH
000597,医药生物-化学制药-化学制剂,33,000597.SZ
002725,汽车-汽车零部件-轮胎轮毂,33,002725.SZ
301386,电力设备-电网设备-输变电设备,33,301386.SZ
301317,机械设备-通用设备-其他通用设备,33,301317.SZ
300002,传媒-游戏-游戏Ⅲ,33,300002.SZ
601326,交通运输-港口航运-港口,17,601326.SH
300260,轻工制造-包装印刷-包装,33,300260.SZ
002219,医药生物-医疗服务-医院,33,002219.SZ
000411,医药生物-医药商业-医药流通,33,000411.SZ
688813,机械设备-专用设备-其他专用设备,17,688813.SH
603308,机械设备-通用设备-金属制品,17,603308.SH
688543,国防军工-军工装备-地面兵装,17,688543.SH
688012,电子-半导体-半导体设备,17,688012.SH
300342,家用电器-白色家电-家电零部件,33,300342.SZ
002156,电子-半导体-集成电路封测,33,002156.SZ
002432,医药生物-医疗器械-医疗设备,33,002432.SZ
300445,机械设备-通用设备-仪器仪表,33,300445.SZ
000049,电力设备-电池-锂电池,33,000049.SZ
301258,医药生物-化学制药-原料药,33,301258.SZ
300327,电子-半导体-数字芯片设计,33,300327.SZ
601229,银行-银行-城商行,17,601229.SH
300555,通信-通信设备-通信终端及配件,33,300555.SZ
603501,电子-半导体-数字芯片设计,17,603501.SH
300318,医药生物-生物制品-血液制品,33,300318.SZ
000931,医药生物-化学制药-化学制剂,33,000931.SZ
605118,计算机-计算机设备-安防设备,17,605118.SH
301106,电子-光学光电子-面板,33,301106.SZ
688391,电子-半导体-模拟芯片设计,17,688391.SH
001336,环保-环保设备-环保设备Ⅲ,33,001336.SZ
300478,基础化工-塑料制品-改性塑料,33,300478.SZ
601099,非银金融-证券-证券Ⅲ,17,601099.SH
600360,电子-半导体-分立器件,17,600360.SH
002833,机械设备-专用设备-其他专用设备,33,002833.SZ
300998,汽车-汽车零部件-其他汽车零部件,33,300998.SZ
605133,汽车-汽车零部件-底盘与发动机系统,17,605133.SH
300988,机械设备-专用设备-其他专用设备,33,300988.SZ
601225,煤炭-煤炭开采加工-煤炭开采,17,601225.SH
920689,机械设备-通用设备-其他通用设备,151,920689.BJ
002409,电子-半导体-半导体材料,33,002409.SZ
300481,电子-电子化学品-电子化学品Ⅲ,33,300481.SZ
300713,电力设备-其他电源设备-其他电源设备Ⅲ,33,300713.SZ
688303,电力设备-光伏设备-硅料硅片,17,688303.SH
000636,电子-元件-被动元件,33,000636.SZ
600584,电子-半导体-集成电路封测,17,600584.SH
301669,电力设备-其他电源设备-其他电源设备Ⅲ,33,301669.SZ
688017,机械设备-自动化设备-机器人,17,688017.SH
300813,机械设备-专用设备-其他专用设备,33,300813.SZ
600206,电子-半导体-半导体材料,17,600206.SH
001238,轻工制造-家居用品-其他家居用品,33,001238.SZ
301656,汽车-汽车零部件-汽车电子电气系统,33,301656.SZ
002233,建筑材料-建筑材料-水泥,33,002233.SZ
605189,纺织服饰-纺织制造-印染,17,605189.SH
301307,通信-通信设备-通信网络设备及器件,33,301307.SZ
688701,环保-环境治理-综合环境治理,17,688701.SH
000923,钢铁-钢铁-冶钢原料,33,000923.SZ
003011,轻工制造-家居用品-瓷砖地板,33,003011.SZ
688131,医药生物-医疗服务-医疗研发外包,17,688131.SH
002092,基础化工-化学原料-氯碱,33,002092.SZ
300523,计算机-IT服务-IT服务Ⅲ,33,300523.SZ
600118,国防军工-军工装备-航天装备,17,600118.SH
600241,电力设备-电池-锂电池,17,600241.SH
002600,电子-消费电子-消费电子零部件及组装,33,002600.SZ
605259,机械设备-专用设备-其他专用设备,17,605259.SH
002863,汽车-汽车零部件-轮胎轮毂,33,002863.SZ
002158,机械设备-通用设备-制冷空调设备,33,002158.SZ
300861,机械设备-通用设备-磨具磨料,33,300861.SZ
300822,电子-消费电子-消费电子零部件及组装,33,300822.SZ
920081,家用电器-小家电-小家电Ⅲ,151,920081.BJ
003003,轻工制造-包装印刷-包装,33,003003.SZ
002261,计算机-软件开发-垂直应用软件,33,002261.SZ
000819,石油石化-石油加工贸易-石油加工,33,000819.SZ
600997,煤炭-煤炭开采加工-煤炭开采,17,600997.SH
300053,电子-半导体-数字芯片设计,33,300053.SZ
301031,电子-其他电子-其他电子Ⅲ,33,301031.SZ
300848,基础化工-化学制品-聚氨酯,33,300848.SZ
301581,汽车-汽车零部件-汽车电子电气系统,33,301581.SZ
002971,基础化工-化学制品-其他化学制品,33,002971.SZ
301418,机械设备-自动化设备-工控设备,33,301418.SZ
605155,轻工制造-家居用品-其他家居用品,17,605155.SH
001332,机械设备-专用设备-能源及重型设备,33,001332.SZ
300072,基础化工-化学制品-其他化学制品,33,300072.SZ
603271,有色金属-工业金属-铝,17,603271.SH
300953,电力设备-电池-锂电池,33,300953.SZ
301331,医药生物-中药-中药Ⅲ,33,301331.SZ
003007,计算机-软件开发-垂直应用软件,33,003007.SZ
301163,电力设备-风电设备-风电零部件,33,301163.SZ
300065,国防军工-军工装备-航海装备,33,300065.SZ
600365,商贸零售-互联网电商-互联网电商Ⅲ,22,600365.SH
688356,医药生物-化学制药-原料药,17,688356.SH
603282,环保-环保设备-环保设备Ⅲ,17,603282.SH
300507,汽车-汽车零部件-底盘与发动机系统,33,300507.SZ
301049,环保-环境治理-固废治理,33,301049.SZ
001360,机械设备-专用设备-能源及重型设备,33,001360.SZ
000937,煤炭-煤炭开采加工-煤炭开采,33,000937.SZ
300147,医药生物-中药-中药Ⅲ,33,300147.SZ
688398,基础化工-化学制品-其他化学制品,17,688398.SH
000795,有色金属-金属新材料-磁性材料,33,000795.SZ
603185,电力设备-光伏设备-硅料硅片,17,603185.SH
688558,机械设备-通用设备-机床工具,17,688558.SH
300940,电子-光学光电子-LED,33,300940.SZ
603037,汽车-汽车零部件-底盘与发动机系统,17,603037.SH
001278,汽车-汽车零部件-车身附件及饰件,33,001278.SZ
688285,机械设备-轨交设备-轨交设备Ⅲ,17,688285.SH
920394,轻工制造-造纸-造纸Ⅲ,151,920394.BJ
301100,基础化工-化学制品-其他化学制品,33,301100.SZ
600189,食品饮料-饮料制造-软饮料,17,600189.SH
000973,基础化工-塑料制品-膜材料,33,000973.SZ
301079,机械设备-工程机械-工程机械Ⅲ,33,301079.SZ
603668,农林牧渔-农产品加工-水产饲料,17,603668.SH
002518,电力设备-其他电源设备-其他电源设备Ⅲ,33,002518.SZ
301200,机械设备-自动化设备-其他自动化设备,33,301200.SZ
300877,纺织服饰-纺织制造-其他纺织,33,300877.SZ
603285,基础化工-化学制品-其他化学制品,17,603285.SH
300304,汽车-汽车零部件-汽车电子电气系统,33,300304.SZ
600666,计算机-IT服务-IT服务Ⅲ,17,600666.SH
603883,医药生物-医药商业-药店,17,603883.SH
688788,国防军工-军工电子-军工电子Ⅲ,17,688788.SH
000738,国防军工-军工装备-航空装备,33,000738.SZ
600183,电子-元件-印制电路板,17,600183.SH
002798,轻工制造-家居用品-瓷砖地板,33,002798.SZ
688255,机械设备-自动化设备-机器人,17,688255.SH
301198,轻工制造-包装印刷-包装,33,301198.SZ
000529,食品饮料-食品加工制造-肉制品,33,000529.SZ
603601,建筑材料-建筑材料-玻璃玻纤,17,603601.SH
002667,有色金属-能源金属-锂,33,002667.SZ
603223,石油石化-石油加工贸易-油品石化贸易,17,603223.SH
002394,纺织服饰-纺织制造-棉纺,33,002394.SZ
300823,机械设备-专用设备-其他专用设备,33,300823.SZ
300219,电子-光学光电子-LED,33,300219.SZ
301510,机械设备-自动化设备-工控设备,33,301510.SZ
000530,机械设备-通用设备-制冷空调设备,33,000530.SZ
600343,机械设备-通用设备-其他通用设备,17,600343.SH
300637,基础化工-化学制品-其他化学制品,33,300637.SZ
688338,医药生物-医疗器械-体外诊断,17,688338.SH
920072,医药生物-医疗器械-医疗耗材,151,920072.BJ
301097,医药生物-医疗器械-医疗耗材,33,301097.SZ
301277,医药生物-化学制药-原料药,33,301277.SZ
688652,电子-半导体-半导体设备,17,688652.SH
300014,电力设备-电池-锂电池,33,300014.SZ
002278,机械设备-专用设备-能源及重型设备,33,002278.SZ
600497,有色金属-工业金属-铅锌,17,600497.SH
603810,基础化工-农化制品-农药,17,603810.SH
600884,电力设备-电池-电池化学品,17,600884.SH
002454,汽车-汽车零部件-汽车电子电气系统,33,002454.SZ
601636,建筑材料-建筑材料-玻璃玻纤,17,601636.SH
002098,纺织服饰-纺织制造-辅料,33,002098.SZ
688395,机械设备-自动化设备-工控设备,17,688395.SH
601899,有色金属-贵金属-贵金属Ⅲ,17,601899.SH
688060,计算机-计算机设备-其他计算机设备,17,688060.SH
920768,家用电器-白色家电-家电零部件,151,920768.BJ
002349,医药生物-中药-中药Ⅲ,33,002349.SZ
920640,通信-通信设备-通信网络设备及器件,151,920640.BJ
688559,机械设备-自动化设备-激光设备,17,688559.SH
605158,有色金属-金属新材料-其他金属新材料,17,605158.SH
603021,轻工制造-家居用品-其他家居用品,22,603021.SH
601611,建筑装饰-建筑装饰-基础建设,17,601611.SH
301380,通信-通信服务-通信应用增值服务,33,301380.SZ
300395,国防军工-军工装备-航空装备,33,300395.SZ
688686,机械设备-自动化设备-其他自动化设备,17,688686.SH
300138,农林牧渔-农产品加工-其他农产品加工,33,300138.SZ
002756,有色金属-能源金属-锂,33,002756.SZ
600261,电子-光学光电子-LED,17,600261.SH
688563,国防军工-军工装备-航空装备,17,688563.SH
688129,基础化工-化学制品-涂料油墨,17,688129.SH
002620,建筑装饰-建筑装饰-装饰园林,33,002620.SZ
600615,机械设备-专用设备-农用机械,17,600615.SH
688597,电力设备-电网设备-电气自控设备,17,688597.SH
688517,电力设备-电网设备-输变电设备,17,688517.SH
002106,电子-光学光电子-面板,33,002106.SZ
001255,基础化工-塑料制品-合成树脂,33,001255.SZ
688206,计算机-软件开发-垂直应用软件,17,688206.SH
600338,有色金属-工业金属-铅锌,17,600338.SH
002591,基础化工-化学制品-其他化学制品,33,002591.SZ
603353,石油石化-石油加工贸易-油品石化贸易,17,603353.SH
002666,基础化工-化学制品-其他化学制品,33,002666.SZ
301161,机械设备-工程机械-工程机械Ⅲ,33,301161.SZ
688468,医药生物-医疗器械-体外诊断,17,688468.SH
300869,医药生物-医疗器械-医疗设备,33,300869.SZ
000062,电子-其他电子-其他电子Ⅲ,33,000062.SZ
603619,石油石化-油气开采及服务-油气开采,17,603619.SH
601061,商贸零售-贸易-贸易Ⅲ,17,601061.SH
688682,国防军工-军工电子-军工电子Ⅲ,17,688682.SH
601857,石油石化-石油加工贸易-石油加工,17,601857.SH
300890,电力设备-电池-电池化学品,33,300890.SZ
002558,传媒-游戏-游戏Ⅲ,33,002558.SZ
301180,电子-消费电子-消费电子零部件及组装,33,301180.SZ
300340,电力设备-电池-电池化学品,33,300340.SZ
301516,电力设备-其他电源设备-其他电源设备Ⅲ,33,301516.SZ
603311,家用电器-白色家电-家电零部件,17,603311.SH
000571,煤炭-煤炭开采加工-煤炭开采,33,000571.SZ
603090,机械设备-通用设备-其他通用设备,17,603090.SH
601958,有色金属-小金属-钼,17,601958.SH
300220,机械设备-自动化设备-激光设备,33,300220.SZ
600776,通信-通信设备-其他通信设备,17,600776.SH
300131,电子-其他电子-其他电子Ⅲ,33,300131.SZ
300695,汽车-汽车零部件-轮胎轮毂,33,300695.SZ
603211,汽车-汽车零部件-其他汽车零部件,17,603211.SH
300249,计算机-计算机设备-其他计算机设备,33,300249.SZ
600050,通信-通信服务-电信运营商,17,600050.SH
002475,电子-消费电子-消费电子零部件及组装,33,002475.SZ
002690,机械设备-专用设备-其他专用设备,33,002690.SZ
920476,机械设备-通用设备-仪器仪表,151,920476.BJ
002468,交通运输-物流-物流Ⅲ,33,002468.SZ
300417,机械设备-通用设备-仪器仪表,33,300417.SZ
300758,基础化工-化学制品-涂料油墨,33,300758.SZ
002378,有色金属-小金属-钨,33,002378.SZ
688816,机械设备-自动化设备-其他自动化设备,17,688816.SH
301208,计算机-IT服务-IT服务Ⅲ,33,301208.SZ
688584,电子-半导体-半导体材料,17,688584.SH
688295,基础化工-化学纤维-其他纤维,17,688295.SH
601919,交通运输-港口航运-航运,17,601919.SH
688215,机械设备-自动化设备-其他自动化设备,17,688215.SH
688103,电子-其他电子-其他电子Ⅲ,17,688103.SH
301392,机械设备-专用设备-其他专用设备,33,301392.SZ
603072,有色金属-金属新材料-磁性材料,17,603072.SH
300503,机械设备-通用设备-其他通用设备,33,300503.SZ
002615,轻工制造-家居用品-其他家居用品,33,002615.SZ
301359,电子-其他电子-其他电子Ⅲ,33,301359.SZ
300810,国防军工-军工装备-航海装备,33,300810.SZ
301468,机械设备-专用设备-其他专用设备,33,301468.SZ
300962,社会服务-其他社会服务-专业服务,33,300962.SZ
920065,商贸零售-互联网电商-互联网电商Ⅲ,151,920065.BJ
302132,国防军工-军工装备-航空装备,33,302132.SZ
002492,交通运输-物流-物流Ⅲ,33,002492.SZ
301265,环保-环境治理-固废治理,33,301265.SZ
603085,汽车-汽车零部件-车身附件及饰件,17,603085.SH
688697,机械设备-通用设备-机床工具,17,688697.SH
688681,电力设备-电网设备-电气自控设备,17,688681.SH
301310,汽车-汽车零部件-汽车电子电气系统,33,301310.SZ
300217,家用电器-白色家电-家电零部件,33,300217.SZ
300405,基础化工-化学制品-其他化学制品,33,300405.SZ
688068,医药生物-医疗器械-体外诊断,17,688068.SH
002396,通信-通信设备-通信网络设备及器件,33,002396.SZ
000415,非银金融-多元金融-多元金融Ⅲ,33,000415.SZ
002189,国防军工-军工电子-军工电子Ⅲ,33,002189.SZ
603375,电子-半导体-模拟芯片设计,17,603375.SH
000615,美容护理-美容护理-医疗美容,33,000615.SZ
000655,钢铁-钢铁-冶钢原料,33,000655.SZ
002480,公用事业-电力-新能源发电,33,002480.SZ
002985,国防军工-军工装备-航空装备,33,002985.SZ
688161,医药生物-医疗器械-医疗耗材,17,688161.SH
603231,农林牧渔-农产品加工-粮油加工,17,603231.SH
603329,交通运输-物流-物流Ⅲ,17,603329.SH
000938,计算机-IT服务-IT服务Ⅲ,33,000938.SZ
300977,建筑装饰-建筑装饰-工程咨询服务,33,300977.SZ
603615,轻工制造-家居用品-其他家居用品,17,603615.SH
603378,建筑材料-建筑材料-其他建材,22,603378.SH
002004,医药生物-化学制药-化学制剂,33,002004.SZ
920139,电子-半导体-集成电路封测,151,920139.BJ
300908,食品饮料-食品加工制造-调味发酵品,33,300908.SZ
600391,国防军工-军工装备-航空装备,17,600391.SH
688578,医药生物-化学制药-化学制剂,17,688578.SH
300373,电子-半导体-分立器件,33,300373.SZ
688671,环保-环保设备-环保设备Ⅲ,17,688671.SH
600222,医药生物-中药-中药Ⅲ,17,600222.SH
300030,医药生物-医疗器械-医疗设备,33,300030.SZ
300093,电力设备-光伏设备-光伏电池组件,33,300093.SZ
300128,电子-消费电子-消费电子零部件及组装,33,300128.SZ
600876,电力设备-光伏设备-光伏辅材,17,600876.SH
300577,纺织服饰-服装家纺-鞋帽及其他,33,300577.SZ
301330,计算机-计算机设备-安防设备,33,301330.SZ
000683,基础化工-化学原料-纯碱,33,000683.SZ
601898,煤炭-煤炭开采加工-煤炭开采,17,601898.SH
002247,建筑材料-建筑材料-其他建材,33,002247.SZ
000055,建筑材料-建筑材料-其他建材,33,000055.SZ
601088,煤炭-煤炭开采加工-煤炭开采,17,601088.SH
300608,计算机-软件开发-垂直应用软件,33,300608.SZ
601360,计算机-软件开发-横向通用软件,17,601360.SH
603077,基础化工-农化制品-磷肥及磷化工,17,603077.SH
603150,家用电器-白色家电-家电零部件,17,603150.SH
603004,基础化工-化学制品-其他化学制品,17,603004.SH
301028,机械设备-通用设备-其他通用设备,33,301028.SZ
301063,机械设备-专用设备-能源及重型设备,33,301063.SZ
600971,煤炭-煤炭开采加工-煤炭开采,17,600971.SH
600740,煤炭-煤炭开采加工-焦炭加工,17,600740.SH
002207,石油石化-油气开采及服务-油服工程,33,002207.SZ
002595,机械设备-专用设备-其他专用设备,33,002595.SZ
601698,国防军工-军工装备-航天装备,17,601698.SH
688038,计算机-软件开发-垂直应用软件,17,688038.SH
688523,国防军工-军工装备-航天装备,17,688523.SH
603228,电子-元件-印制电路板,17,603228.SH
603041,基础化工-化学制品-聚氨酯,17,603041.SH
600123,煤炭-煤炭开采加工-煤炭开采,17,600123.SH
688169,家用电器-小家电-小家电Ⅲ,17,688169.SH
300303,电子-光学光电子-LED,33,300303.SZ
300889,电子-光学光电子-LED,33,300889.SZ
002703,汽车-汽车零部件-底盘与发动机系统,33,002703.SZ
002700,公用事业-燃气-燃气Ⅲ,33,002700.SZ
002782,电子-其他电子-其他电子Ⅲ,33,002782.SZ
688036,电子-消费电子-品牌消费电子,17,688036.SH
688565,环保-环境治理-水务及水治理,17,688565.SH
300721,基础化工-化学制品-其他化学制品,33,300721.SZ
300497,医药生物-化学制药-原料药,33,300497.SZ
688098,农林牧渔-养殖业-动物保健,17,688098.SH
002719,食品饮料-食品加工制造-休闲食品,33,002719.SZ
301006,机械设备-通用设备-仪器仪表,33,301006.SZ
301192,汽车-汽车零部件-底盘与发动机系统,33,301192.SZ
300884,计算机-计算机设备-安防设备,33,300884.SZ
002838,基础化工-塑料制品-改性塑料,33,002838.SZ
002313,通信-通信设备-通信终端及配件,33,002313.SZ
002580,电力设备-电池-其他电池,33,002580.SZ
301313,传媒-文化传媒-数字媒体,33,301313.SZ
002592,汽车-汽车零部件-底盘与发动机系统,33,002592.SZ
300670,电力设备-电网设备-输变电设备,33,300670.SZ
600372,国防军工-军工装备-航空装备,17,600372.SH
002556,农林牧渔-种植业与林业-农业综合,33,002556.SZ
688008,电子-半导体-数字芯片设计,17,688008.SH
002272,机械设备-通用设备-其他通用设备,33,002272.SZ
003021,电力设备-电机-电机Ⅲ,33,003021.SZ
300088,电子-光学光电子-面板,33,300088.SZ
300414,通信-通信设备-其他通信设备,33,300414.SZ
301098,建筑装饰-建筑装饰-装饰园林,33,301098.SZ
920808,计算机-计算机设备-其他计算机设备,151,920808.BJ
001298,电子-其他电子-其他电子Ⅲ,33,001298.SZ
002452,电力设备-电网设备-输变电设备,33,002452.SZ
001306,机械设备-通用设备-金属制品,33,001306.SZ
688633,机械设备-专用设备-能源及重型设备,17,688633.SH
688127,电子-光学光电子-光学元件,17,688127.SH
000552,煤炭-煤炭开采加工-煤炭开采,33,000552.SZ
300506,建筑装饰-建筑装饰-装饰园林,33,300506.SZ
688629,国防军工-军工电子-军工电子Ⅲ,17,688629.SH
688076,医药生物-化学制药-原料药,22,688076.SH
600764,国防军工-军工装备-航海装备,17,600764.SH
920924,通信-通信服务-通信工程及服务,151,920924.BJ
300247,家用电器-小家电-小家电Ⅲ,33,300247.SZ
301216,基础化工-塑料制品-其他塑料制品,33,301216.SZ
002449,电子-光学光电子-LED,33,002449.SZ
603029,机械设备-专用设备-农用机械,17,603029.SH
301320,机械设备-自动化设备-工控设备,33,301320.SZ
603701,汽车-汽车零部件-底盘与发动机系统,17,603701.SH
300527,国防军工-军工装备-地面兵装,33,300527.SZ
605123,国防军工-军工装备-航空装备,17,605123.SH
688489,计算机-计算机设备-安防设备,17,688489.SH
002513,电力设备-光伏设备-光伏电池组件,33,002513.SZ
002745,电子-光学光电子-LED,33,002745.SZ
688571,基础化工-化学制品-涂料油墨,17,688571.SH
600770,综合-综合-综合Ⅲ,17,600770.SH
300807,计算机-计算机设备-其他计算机设备,33,300807.SZ
601969,钢铁-钢铁-冶钢原料,17,601969.SH
688080,通信-通信设备-其他通信设备,17,688080.SH
301429,建筑材料-建筑材料-其他建材,33,301429.SZ
300066,机械设备-通用设备-仪器仪表,33,300066.SZ
688111,计算机-软件开发-横向通用软件,17,688111.SH
600177,纺织服饰-服装家纺-服装,17,600177.SH
300930,有色金属-金属新材料-其他金属新材料,33,300930.SZ
603977,基础化工-化学制品-民爆用品,17,603977.SH
603230,传媒-文化传媒-出版,17,603230.SH
000856,机械设备-专用设备-其他专用设备,33,000856.SZ
603370,电力设备-电机-电机Ⅲ,17,603370.SH
300500,建筑装饰-建筑装饰-工程咨询服务,33,300500.SZ
603676,医药生物-化学制药-化学制剂,17,603676.SH
000158,计算机-IT服务-IT服务Ⅲ,33,000158.SZ
300550,计算机-软件开发-垂直应用软件,33,300550.SZ
002943,机械设备-通用设备-机床工具,33,002943.SZ
601233,基础化工-化学纤维-涤纶,17,601233.SH
000553,基础化工-农化制品-农药,33,000553.SZ
002021,机械设备-专用设备-纺织服装设备,33,002021.SZ
688030,计算机-软件开发-横向通用软件,17,688030.SH
002040,交通运输-港口航运-港口,33,002040.SZ
300432,汽车-汽车零部件-底盘与发动机系统,33,300432.SZ
000850,纺织服饰-纺织制造-棉纺,33,000850.SZ
688058,计算机-软件开发-横向通用软件,17,688058.SH
603879,基础化工-塑料制品-合成树脂,17,603879.SH
688658,医药生物-化学制药-化学制剂,17,688658.SH
603588,环保-环境治理-固废治理,17,603588.SH
300389,电子-光学光电子-LED,33,300389.SZ
688376,环保-环保设备-环保设备Ⅲ,17,688376.SH
600624,医药生物-化学制药-化学制剂,22,600624.SH
300095,机械设备-专用设备-能源及重型设备,33,300095.SZ
000810,家用电器-黑色家电-其他黑色家电,33,000810.SZ
002796,通信-通信设备-通信网络设备及器件,33,002796.SZ
300696,国防军工-军工装备-航空装备,33,300696.SZ
603929,建筑装饰-建筑装饰-专业工程,17,603929.SH
600456,有色金属-小金属-其他小金属,17,600456.SH
000708,钢铁-钢铁-特钢,33,000708.SZ
001285,汽车-汽车零部件-底盘与发动机系统,33,001285.SZ
002653,医药生物-化学制药-化学制剂,33,002653.SZ
600148,汽车-汽车零部件-底盘与发动机系统,17,600148.SH
001257,有色金属-小金属-钼,33,001257.SZ
688596,机械设备-专用设备-其他专用设备,17,688596.SH
002333,建筑材料-建筑材料-其他建材,33,002333.SZ
002873,医药生物-中药-中药Ⅲ,33,002873.SZ
603380,电子-消费电子-消费电子零部件及组装,17,603380.SH
600423,基础化工-化学原料-其他化学原料,22,600423.SH
300697,有色金属-工业金属-铜,33,300697.SZ
300549,机械设备-专用设备-其他专用设备,33,300549.SZ
600007,房地产-房地产-商业地产,17,600007.SH
300628,通信-通信设备-通信终端及配件,33,300628.SZ
001358,基础化工-化学制品-其他化学制品,33,001358.SZ
603937,有色金属-工业金属-铝,17,603937.SH
688311,国防军工-军工电子-军工电子Ⅲ,17,688311.SH
300860,社会服务-其他社会服务-专业服务,33,300860.SZ
002908,计算机-IT服务-IT服务Ⅲ,33,002908.SZ
920694,基础化工-橡胶制品-其他橡胶制品,151,920694.BJ
300509,机械设备-专用设备-印刷包装机械,33,300509.SZ
688607,医药生物-医疗器械-医疗设备,17,688607.SH
001231,基础化工-农化制品-农药,33,001231.SZ
300452,医药生物-化学制药-原料药,33,300452.SZ
688113,机械设备-专用设备-其他专用设备,17,688113.SH
688299,电子-光学光电子-面板,17,688299.SH
001220,交通运输-物流-物流Ⅲ,33,001220.SZ
688708,国防军工-军工装备-航空装备,17,688708.SH
688750,有色金属-小金属-其他小金属,17,688750.SH
002427,基础化工-化学纤维-涤纶,33,002427.SZ
001301,电力设备-电池-电池化学品,33,001301.SZ
603322,计算机-IT服务-IT服务Ⅲ,17,603322.SH
688501,环保-环保设备-环保设备Ⅲ,17,688501.SH
301539,汽车-汽车零部件-轮胎轮毂,33,301539.SZ
002295,有色金属-工业金属-铜,33,002295.SZ
600088,传媒-影视院线-影视院线Ⅲ,17,600088.SH
600459,有色金属-小金属-其他小金属,17,600459.SH
300623,电子-半导体-分立器件,33,300623.SZ
002250,基础化工-农化制品-农药,33,002250.SZ
000758,有色金属-工业金属-铅锌,33,000758.SZ
920284,机械设备-专用设备-其他专用设备,151,920284.BJ
002243,美容护理-美容护理-化妆品,33,002243.SZ
605198,食品饮料-饮料制造-软饮料,17,605198.SH
603648,交通运输-物流-物流Ⅲ,17,603648.SH
688066,国防军工-军工装备-航天装备,22,688066.SH
301565,基础化工-塑料制品-膜材料,33,301565.SZ
002436,电子-元件-印制电路板,33,002436.SZ
300077,电子-半导体-数字芯片设计,33,300077.SZ
688618,通信-通信设备-通信网络设备及器件,17,688618.SH
301007,汽车-汽车零部件-底盘与发动机系统,33,301007.SZ
001400,机械设备-专用设备-其他专用设备,33,001400.SZ
600444,机械设备-专用设备-其他专用设备,17,600444.SH
301329,电子-消费电子-消费电子零部件及组装,33,301329.SZ
603677,家用电器-白色家电-家电零部件,17,603677.SH
920020,汽车-汽车零部件-轮胎轮毂,151,920020.BJ
300533,传媒-游戏-游戏Ⅲ,33,300533.SZ
001373,电子-光学光电子-光学元件,33,001373.SZ
603132,有色金属-工业金属-铅锌,17,603132.SH
600319,基础化工-化学原料-氯碱,17,600319.SH
002952,电子-光学光电子-面板,33,002952.SZ
600650,交通运输-公路铁路运输-公交,17,600650.SH
688307,电子-光学光电子-光学元件,17,688307.SH
002414,国防军工-军工电子-军工电子Ⅲ,33,002414.SZ
002609,计算机-IT服务-IT服务Ⅲ,33,002609.SZ
301512,机械设备-自动化设备-其他自动化设备,33,301512.SZ
603917,汽车-汽车零部件-其他汽车零部件,17,603917.SH
002753,基础化工-橡胶制品-炭黑,33,002753.SZ
003022,电力设备-光伏设备-光伏辅材,33,003022.SZ
300965,国防军工-军工装备-航空装备,33,300965.SZ
300691,计算机-计算机设备-安防设备,33,300691.SZ
688400,机械设备-自动化设备-其他自动化设备,17,688400.SH
603321,机械设备-专用设备-楼宇设备,17,603321.SH
605376,有色金属-能源金属-镍,17,605376.SH
000301,石油石化-石油加工贸易-石油加工,33,000301.SZ
603316,电子-半导体-数字芯片设计,17,603316.SH
600601,电子-元件-印制电路板,17,600601.SH
688486,电子-半导体-数字芯片设计,17,688486.SH
600287,商贸零售-贸易-贸易Ⅲ,17,600287.SH
688059,机械设备-通用设备-金属制品,17,688059.SH
603109,汽车-汽车零部件-其他汽车零部件,17,603109.SH
605167,建筑装饰-建筑装饰-专业工程,17,605167.SH
301377,机械设备-通用设备-金属制品,33,301377.SZ
300043,传媒-游戏-游戏Ⅲ,33,300043.SZ
001314,电子-消费电子-消费电子零部件及组装,33,001314.SZ
