股票代码,code,所属同花顺行业,market_code
300542.SZ,300542,计算机-软件开发-垂直应用软件,33
300146.SZ,300146,食品饮料-食品加工制造-其他食品,33
600133.SH,600133,环保-环境治理-综合环境治理,17
002965.SZ,002965,汽车-汽车零部件-其他汽车零部件,33
003030.SZ,003030,农林牧渔-农产品加工-其他农产品加工,33
301048.SZ,301048,机械设备-轨交设备-轨交设备Ⅲ,33
002793.SZ,002793,医药生物-化学制药-化学制剂,33
600684.SH,600684,房地产-房地产-房地产服务,17
688229.SH,688229,计算机-IT服务-IT服务Ⅲ,17
300127.SZ,300127,有色金属-金属新材料-磁性材料,33
000555.SZ,000555,计算机-IT服务-IT服务Ⅲ,33
300837.SZ,300837,机械设备-专用设备-能源及重型设备,33
601618.SH,601618,建筑装饰-建筑装饰-专业工程,17
603389.SH,603389,轻工制造-家居用品-成品家居,22
300363.SZ,300363,医药生物-医疗服务-医疗研发外包,33
300520.SZ,300520,计算机-软件开发-垂直应用软件,33
002096.SZ,002096,基础化工-化学制品-民爆用品,33
600300.SH,600300,食品饮料-饮料制造-软饮料,17
600525.SH,600525,电力设备-电网设备-输变电设备,22
600085.SH,600085,医药生物-中药-中药Ⅲ,17
688617.SH,688617,医药生物-医疗器械-医疗耗材,17
920992.BJ,920992,医药生物-医疗器械-医疗设备,151
301408.SZ,301408,医药生物-医药商业-药店,33
688373.SH,688373,医药生物-化学制药-化学制剂,17
603208.SH,603208,轻工制造-家居用品-定制家居,17
300170.SZ,300170,计算机-IT服务-IT服务Ⅲ,33
601211.SH,601211,非银金融-证券-证券Ⅲ,17
688165.SH,688165,机械设备-自动化设备-机器人,17
600713.SH,600713,医药生物-医药商业-医药流通,17
002544.SZ,002544,通信-通信服务-通信工程及服务,33
002778.SZ,002778,环保-环境治理-水务及水治理,33
600501.SH,600501,机械设备-专用设备-其他专用设备,17
688087.SH,688087,基础化工-塑料制品-其他塑料制品,17
688177.SH,688177,医药生物-生物制品-其他生物制品,17
002761.SZ,002761,建筑装饰-建筑装饰-房屋建设,33
600196.SH,600196,医药生物-化学制药-化学制剂,17
300396.SZ,300396,医药生物-医疗器械-体外诊断,33
002511.SZ,002511,美容护理-美容护理-个护用品,33
688051.SH,688051,计算机-IT服务-IT服务Ⅲ,17
301665.SZ,301665,基础化工-农化制品-农药,33
301058.SZ,301058,建筑装饰-建筑装饰-工程咨询服务,33
688285.SH,688285,机械设备-轨交设备-轨交设备Ⅲ,17
301019.SZ,301019,基础化工-塑料制品-其他塑料制品,33
002589.SZ,002589,医药生物-医药商业-医药流通,33
002887.SZ,002887,环保-环境治理-综合环境治理,33
301556.SZ,301556,计算机-IT服务-IT服务Ⅲ,33
601116.SH,601116,商贸零售-零售-百货零售,17
000736.SZ,000736,房地产-房地产-住宅开发,33
688321.SH,688321,医药生物-化学制药-化学制剂,17
688425.SH,688425,机械设备-工程机械-工程机械Ⅲ,17
600662.SH,600662,社会服务-其他社会服务-专业服务,17
688410.SH,688410,医药生物-医疗器械-医疗设备,17
601106.SH,601106,机械设备-专用设备-能源及重型设备,17
920087.BJ,920087,农林牧渔-种植业与林业-种子生产,151
300242.SZ,300242,传媒-文化传媒-广告营销,33
603669.SH,603669,医药生物-化学制药-化学制剂,17
688172.SH,688172,电子-半导体-分立器件,17
000777.SZ,000777,机械设备-通用设备-金属制品,33
600191.SH,600191,农林牧渔-农产品加工-其他农产品加工,17
300140.SZ,300140,环保-环境治理-固废治理,33
603300.SH,603300,非银金融-多元金融-多元金融Ⅲ,17
301038.SZ,301038,建筑装饰-建筑装饰-工程咨询服务,33
002372.SZ,002372,建筑材料-建筑材料-管材,33
300674.SZ,300674,计算机-IT服务-IT服务Ⅲ,33
002941.SZ,002941,建筑装饰-建筑装饰-基础建设,33
600784.SH,600784,基础化工-化学原料-无机盐,17
300904.SZ,300904,电力设备-风电设备-风电零部件,33
605090.SH,605090,公用事业-燃气-燃气Ⅲ,17
301539.SZ,301539,汽车-汽车零部件-轮胎轮毂,33
600965.SH,600965,农林牧渔-养殖业-其他养殖,22
600999.SH,600999,非银金融-证券-证券Ⅲ,17
300855.SZ,300855,有色金属-金属新材料-其他金属新材料,33
300847.SZ,300847,计算机-计算机设备-其他计算机设备,33
002840.SZ,002840,食品饮料-食品加工制造-肉制品,33
300766.SZ,300766,计算机-软件开发-横向通用软件,33
600820.SH,600820,建筑装饰-建筑装饰-基础建设,17
000903.SZ,000903,汽车-汽车零部件-底盘与发动机系统,33
300149.SZ,300149,医药生物-医疗服务-医疗研发外包,33
601318.SH,601318,非银金融-保险-保险Ⅲ,17
688522.SH,688522,国防军工-军工电子-军工电子Ⅲ,17
603086.SH,603086,基础化工-农化制品-农药,17
688698.SH,688698,机械设备-自动化设备-工控设备,17
603238.SH,603238,纺织服饰-纺织制造-其他纺织,17
920266.BJ,920266,医药生物-中药-中药Ⅲ,151
301125.SZ,301125,机械设备-通用设备-其他通用设备,33
002303.SZ,002303,轻工制造-包装印刷-包装,33
605305.SH,605305,机械设备-工程机械-工程机械Ⅲ,17
601888.SH,601888,商贸零售-零售-旅游零售,17
688111.SH,688111,计算机-软件开发-横向通用软件,17
603055.SH,603055,纺织服饰-纺织制造-其他纺织,17
601007.SH,601007,社会服务-旅游及酒店-酒店,17
603332.SH,603332,基础化工-化学纤维-涤纶,17
603408.SH,603408,轻工制造-家居用品-其他家居用品,17
002574.SZ,002574,纺织服饰-服装家纺-饰品,33
688599.SH,688599,电力设备-光伏设备-光伏电池组件,17
605086.SH,605086,基础化工-非金属材料-非金属材料Ⅲ,17
605365.SH,605365,电子-光学光电子-LED,17
603787.SH,603787,汽车-汽车服务及其他-其他运输设备,17
603312.SH,603312,电力设备-电网设备-输变电设备,17
603079.SH,603079,基础化工-化学制品-食品及饲料添加剂,17
300240.SZ,300240,交通运输-物流-物流Ⅲ,33
000886.SZ,000886,交通运输-公路铁路运输-高速公路,33
002172.SZ,002172,医药生物-医疗服务-医院,33
600602.SH,600602,计算机-软件开发-垂直应用软件,17
920163.BJ,920163,轻工制造-包装印刷-包装,151
002380.SZ,002380,计算机-IT服务-IT服务Ⅲ,33
688302.SH,688302,医药生物-化学制药-化学制剂,17
688369.SH,688369,计算机-软件开发-横向通用软件,17
002356.SZ,002356,商贸零售-零售-百货零售,33
600562.SH,600562,国防军工-军工电子-军工电子Ⅲ,17
002266.SZ,002266,环保-环境治理-固废治理,33
300105.SZ,300105,环保-环保设备-环保设备Ⅲ,33
688311.SH,688311,国防军工-军工电子-军工电子Ⅲ,17
603193.SH,603193,美容护理-美容护理-个护用品,17
002471.SZ,002471,电力设备-电网设备-线缆部件及其他,33
002251.SZ,002251,商贸零售-零售-百货零售,33
603696.SH,603696,食品饮料-食品加工制造-调味发酵品,17
000788.SZ,000788,医药生物-化学制药-化学制剂,33
920199.BJ,920199,家用电器-小家电-小家电Ⅲ,151
300725.SZ,300725,医药生物-医疗服务-医疗研发外包,33
605117.SH,605117,电力设备-光伏设备-逆变器,17
300978.SZ,300978,汽车-汽车零部件-车身附件及饰件,33
000558.SZ,000558,社会服务-旅游及酒店-自然景点,33
600521.SH,600521,医药生物-化学制药-化学制剂,17
603370.SH,603370,电力设备-电机-电机Ⅲ,17
301507.SZ,301507,医药生物-化学制药-化学制剂,33
300673.SZ,300673,农林牧渔-农产品加工-宠物食品,33
605196.SH,605196,电力设备-电网设备-线缆部件及其他,17
301265.SZ,301265,环保-环境治理-固废治理,33
002933.SZ,002933,国防军工-军工装备-航空装备,33
000576.SZ,000576,国防军工-军工装备-地面兵装,33
300194.SZ,300194,医药生物-化学制药-化学制剂,33
301159.SZ,301159,计算机-软件开发-垂直应用软件,33
603585.SH,603585,基础化工-农化制品-农药,17
603077.SH,603077,基础化工-农化制品-磷肥及磷化工,17
002721.SZ,002721,纺织服饰-服装家纺-饰品,33
600415.SH,600415,商贸零售-零售-商业物业经营,17
600132.SH,600132,食品饮料-饮料制造-啤酒,17
002800.SZ,002800,交通运输-物流-物流Ⅲ,33
603305.SH,603305,汽车-汽车零部件-底盘与发动机系统,17
003038.SZ,003038,有色金属-工业金属-铝,33
688139.SH,688139,医药生物-医疗器械-医疗设备,17
603879.SH,603879,基础化工-塑料制品-合成树脂,17
001222.SZ,001222,轻工制造-家居用品-文娱用品,33
002286.SZ,002286,农林牧渔-农产品加工-其他农产品加工,33
000501.SZ,000501,商贸零售-零售-百货零售,33
000852.SZ,000852,机械设备-专用设备-能源及重型设备,33
300003.SZ,300003,医药生物-医疗器械-医疗耗材,33
002046.SZ,002046,机械设备-通用设备-磨具磨料,33
002424.SZ,002424,医药生物-中药-中药Ⅲ,33
002223.SZ,002223,医药生物-医疗器械-医疗设备,33
002167.SZ,002167,有色金属-小金属-其他小金属,33
600469.SH,600469,汽车-汽车零部件-轮胎轮毂,17
600873.SH,600873,基础化工-化学制品-食品及饲料添加剂,17
002283.SZ,002283,汽车-汽车零部件-底盘与发动机系统,33
002023.SZ,002023,国防军工-军工装备-航空装备,33
002005.SZ,002005,家用电器-小家电-小家电Ⅲ,33
605180.SH,605180,纺织服饰-纺织制造-其他纺织,17
601788.SH,601788,非银金融-证券-证券Ⅲ,17
300965.SZ,300965,国防军工-军工装备-航空装备,33
300795.SZ,300795,社会服务-其他社会服务-专业服务,33
000959.SZ,000959,钢铁-钢铁-普钢,33
603697.SH,603697,食品饮料-食品加工制造-休闲食品,17
003008.SZ,003008,社会服务-其他社会服务-专业服务,33
601059.SH,601059,非银金融-证券-证券Ⅲ,17
603600.SH,603600,轻工制造-家居用品-成品家居,17
300979.SZ,300979,纺织服饰-纺织制造-其他纺织,33
600636.SH,600636,社会服务-教育-教育Ⅲ,21
600821.SH,600821,公用事业-电力-新能源发电,17
600651.SH,600651,汽车-汽车零部件-汽车电子电气系统,17
301349.SZ,301349,电力设备-电池-电池化学品,33
601601.SH,601601,非银金融-保险-保险Ⅲ,17
002373.SZ,002373,计算机-IT服务-IT服务Ⅲ,33
300427.SZ,300427,电力设备-电网设备-电气自控设备,33
605003.SH,605003,纺织服饰-服装家纺-家纺,17
300245.SZ,300245,计算机-IT服务-IT服务Ⅲ,33
002343.SZ,002343,传媒-影视院线-影视院线Ⅲ,33
600858.SH,600858,商贸零售-零售-百货零售,17
000166.SZ,000166,非银金融-证券-证券Ⅲ,33
300627.SZ,300627,通信-通信设备-通信终端及配件,33
601611.SH,601611,建筑装饰-建筑装饰-基础建设,17
600006.SH,600006,汽车-汽车整车-商用载货车,17
002262.SZ,002262,医药生物-化学制药-化学制剂,33
301206.SZ,301206,基础化工-化学制品-食品及饲料添加剂,33
600771.SH,600771,医药生物-中药-中药Ⅲ,17
003022.SZ,003022,电力设备-光伏设备-光伏辅材,33
002225.SZ,002225,建筑材料-建筑材料-耐火材料,33
688085.SH,688085,医药生物-医疗器械-医疗耗材,17
301116.SZ,301116,食品饮料-食品加工制造-肉制品,33
601390.SH,601390,建筑装饰-建筑装饰-基础建设,17
600793.SH,600793,轻工制造-造纸-造纸Ⅲ,17
002140.SZ,002140,建筑装饰-建筑装饰-专业工程,33
300987.SZ,300987,传媒-文化传媒-数字媒体,33
002688.SZ,002688,农林牧渔-养殖业-动物保健,33
002466.SZ,002466,有色金属-能源金属-锂,33
688776.SH,688776,国防军工-军工电子-军工电子Ⅲ,17
688267.SH,688267,基础化工-化学制品-其他化学制品,17
603221.SH,603221,轻工制造-家居用品-瓷砖地板,17
003036.SZ,003036,机械设备-专用设备-纺织服装设备,33
601011.SH,601011,煤炭-煤炭开采加工-煤炭开采,17
600859.SH,600859,商贸零售-零售-百货零售,17
301026.SZ,301026,有色金属-小金属-其他小金属,33
002252.SZ,002252,医药生物-生物制品-血液制品,33
002905.SZ,002905,传媒-影视院线-影视院线Ⅲ,33
301371.SZ,301371,美容护理-美容护理-化妆品,33
002701.SZ,002701,轻工制造-包装印刷-包装,33
600764.SH,600764,国防军工-军工装备-航海装备,17
000927.SZ,000927,交通运输-物流-物流Ⅲ,33
002315.SZ,002315,商贸零售-互联网电商-互联网电商Ⅲ,33
920184.BJ,920184,计算机-IT服务-IT服务Ⅲ,151
688687.SH,688687,医药生物-化学制药-化学制剂,17
603655.SH,603655,汽车-汽车零部件-其他汽车零部件,17
002035.SZ,002035,家用电器-厨卫电器-厨卫电器Ⅲ,33
000989.SZ,000989,医药生物-中药-中药Ⅲ,33
601328.SH,601328,银行-银行-国有大型银行,17
002170.SZ,002170,基础化工-农化制品-复合肥,33
002119.SZ,002119,电子-半导体-半导体材料,33
002709.SZ,002709,电力设备-电池-电池化学品,33
300709.SZ,300709,电子-消费电子-消费电子零部件及组装,33
301580.SZ,301580,医药生物-医疗器械-医疗耗材,33
002074.SZ,002074,电力设备-电池-锂电池,33
920237.BJ,920237,电力设备-电池-锂电池,151
000592.SZ,000592,农林牧渔-种植业与林业-林业,33
300547.SZ,300547,汽车-汽车零部件-底盘与发动机系统,33
300532.SZ,300532,计算机-IT服务-IT服务Ⅲ,33
000523.SZ,000523,食品饮料-饮料制造-软饮料,33
002392.SZ,002392,建筑材料-建筑材料-耐火材料,33
000826.SZ,000826,环保-环境治理-综合环境治理,33
603909.SH,603909,建筑装饰-建筑装饰-工程咨询服务,17
001255.SZ,001255,基础化工-塑料制品-合成树脂,33
002419.SZ,002419,商贸零售-零售-百货零售,33
300805.SZ,300805,传媒-文化传媒-广告营销,33
920857.BJ,920857,电子-消费电子-消费电子零部件及组装,151
300314.SZ,300314,医药生物-医疗器械-医疗设备,33
603230.SH,603230,传媒-文化传媒-出版,17
000726.SZ,000726,纺织服饰-纺织制造-棉纺,33
600157.SH,600157,公用事业-电力-火电,17
301158.SZ,301158,机械设备-专用设备-能源及重型设备,33
300857.SZ,300857,计算机-计算机设备-其他计算机设备,33
601229.SH,601229,银行-银行-城商行,17
600822.SH,600822,汽车-汽车服务及其他-汽车服务,17
002827.SZ,002827,基础化工-化学制品-民爆用品,33
300818.SZ,300818,机械设备-专用设备-能源及重型设备,33
002702.SZ,002702,食品饮料-食品加工制造-预加工食品,33
300213.SZ,300213,通信-通信设备-其他通信设备,33
300044.SZ,300044,计算机-IT服务-IT服务Ⅲ,33
002145.SZ,002145,基础化工-化学原料-钛白粉,33
601727.SH,601727,电力设备-其他电源设备-其他电源设备Ⅲ,17
600810.SH,600810,基础化工-化学纤维-其他纤维,17
002736.SZ,002736,非银金融-证券-证券Ⅲ,33
002986.SZ,002986,石油石化-石油加工贸易-石油加工,33
301510.SZ,301510,机械设备-自动化设备-工控设备,33
000017.SZ,000017,纺织服饰-服装家纺-饰品,33
002872.SZ,002872,医药生物-化学制药-化学制剂,33
600249.SH,600249,美容护理-美容护理-个护用品,17
603196.SH,603196,纺织服饰-服装家纺-服装,17
601919.SH,601919,交通运输-港口航运-航运,17
300384.SZ,300384,建筑装饰-建筑装饰-专业工程,33
301117.SZ,301117,计算机-计算机设备-安防设备,33
605318.SH,605318,建筑材料-建筑材料-其他建材,17
300941.SZ,300941,计算机-计算机设备-其他计算机设备,33
002108.SZ,002108,基础化工-塑料制品-其他塑料制品,33
000155.SZ,000155,公用事业-电力-新能源发电,33
000566.SZ,000566,医药生物-化学制药-化学制剂,33
300479.SZ,300479,计算机-计算机设备-其他计算机设备,33
300065.SZ,300065,国防军工-军工装备-航海装备,33
002803.SZ,002803,商贸零售-互联网电商-互联网电商Ⅲ,33
002159.SZ,002159,社会服务-旅游及酒店-自然景点,33
920855.BJ,920855,机械设备-通用设备-其他通用设备,151
002605.SZ,002605,传媒-游戏-游戏Ⅲ,33
600477.SH,600477,建筑装饰-建筑装饰-专业工程,17
300642.SZ,300642,医药生物-医疗器械-体外诊断,33
600252.SH,600252,医药生物-中药-中药Ⅲ,17
000156.SZ,000156,传媒-文化传媒-电视广播,33
300374.SZ,300374,建筑材料-建筑材料-其他建材,33
000695.SZ,000695,电力设备-电池-电池化学品,33
600815.SH,600815,机械设备-工程机械-工程机械Ⅲ,17
688779.SH,688779,电力设备-电池-电池化学品,17
002320.SZ,002320,交通运输-港口航运-航运,33
600933.SH,600933,汽车-汽车零部件-底盘与发动机系统,17
002121.SZ,002121,电力设备-电网设备-电气自控设备,33
600626.SH,600626,汽车-汽车零部件-车身附件及饰件,17
920508.BJ,920508,电力设备-电网设备-电气自控设备,151
001322.SZ,001322,轻工制造-家居用品-其他家居用品,33
300045.SZ,300045,国防军工-军工电子-军工电子Ⅲ,33
300961.SZ,300961,环保-环境治理-水务及水治理,33
002838.SZ,002838,基础化工-塑料制品-改性塑料,33
002765.SZ,002765,汽车-汽车零部件-底盘与发动机系统,33
601198.SH,601198,非银金融-证券-证券Ⅲ,17
920476.BJ,920476,机械设备-通用设备-仪器仪表,151
301168.SZ,301168,电力设备-光伏设备-光伏电池组件,33
300644.SZ,300644,基础化工-塑料制品-改性塑料,33
603108.SH,603108,医药生物-医药商业-医药流通,17
600056.SH,600056,医药生物-医药商业-医药流通,17
603619.SH,603619,石油石化-油气开采及服务-油气开采,17
603566.SH,603566,农林牧渔-养殖业-动物保健,17
600491.SH,600491,建筑装饰-建筑装饰-房屋建设,22
002268.SZ,002268,计算机-计算机设备-其他计算机设备,33
300143.SZ,300143,医药生物-医疗服务-医院,33
301108.SZ,301108,美容护理-美容护理-个护用品,33
600327.SH,600327,医药生物-医疗服务-医院,17
600830.SH,600830,非银金融-多元金融-多元金融Ⅲ,17
002588.SZ,002588,基础化工-农化制品-复合肥,33
000819.SZ,000819,石油石化-石油加工贸易-石油加工,33
300729.SZ,300729,轻工制造-家居用品-其他家居用品,33
603648.SH,603648,交通运输-物流-物流Ⅲ,17
601528.SH,601528,银行-银行-农商行,17
002284.SZ,002284,汽车-汽车零部件-底盘与发动机系统,33
002187.SZ,002187,商贸零售-零售-百货零售,33
603216.SH,603216,轻工制造-家居用品-定制家居,17
000301.SZ,000301,石油石化-石油加工贸易-石油加工,33
002206.SZ,002206,基础化工-化学纤维-涤纶,33
920132.BJ,920132,轻工制造-家居用品-成品家居,151
688288.SH,688288,计算机-计算机设备-其他计算机设备,17
300358.SZ,300358,医药生物-医疗器械-医疗设备,33
002536.SZ,002536,汽车-汽车零部件-底盘与发动机系统,33
605116.SH,605116,医药生物-化学制药-原料药,17
600971.SH,600971,煤炭-煤炭开采加工-煤炭开采,17
920396.BJ,920396,机械设备-自动化设备-其他自动化设备,151
600668.SH,600668,建筑材料-建筑材料-水泥,17
600782.SH,600782,钢铁-钢铁-普钢,17
301362.SZ,301362,电子-光学光电子-LED,33
688159.SH,688159,通信-通信设备-通信终端及配件,17
601117.SH,601117,建筑装饰-建筑装饰-专业工程,17
000528.SZ,000528,机械设备-工程机械-工程机械Ⅲ,33
600298.SH,600298,食品饮料-食品加工制造-调味发酵品,17
002001.SZ,002001,医药生物-化学制药-原料药,33
002135.SZ,002135,建筑装饰-建筑装饰-专业工程,33
603418.SH,603418,汽车-汽车零部件-车身附件及饰件,17
002811.SZ,002811,建筑装饰-建筑装饰-工程咨询服务,33
300129.SZ,300129,电力设备-风电设备-风电零部件,33
688196.SH,688196,基础化工-化学制品-其他化学制品,17
002593.SZ,002593,汽车-汽车零部件-轮胎轮毂,33
600078.SH,600078,基础化工-农化制品-磷肥及磷化工,17
600663.SH,600663,房地产-房地产-商业地产,17
601187.SH,601187,银行-银行-城商行,17
600867.SH,600867,医药生物-生物制品-其他生物制品,17
002151.SZ,002151,国防军工-军工电子-军工电子Ⅲ,33
601599.SH,601599,纺织服饰-纺织制造-其他纺织,17
002737.SZ,002737,医药生物-中药-中药Ⅲ,33
002564.SZ,002564,机械设备-专用设备-能源及重型设备,33
600216.SH,600216,医药生物-化学制药-原料药,17
688366.SH,688366,医药生物-医疗器械-医疗耗材,17
000802.SZ,000802,传媒-影视院线-影视院线Ⅲ,33
300152.SZ,300152,环保-环境治理-综合环境治理,33
920160.BJ,920160,社会服务-其他社会服务-专业服务,151
920016.BJ,920016,基础化工-化学制品-食品及饲料添加剂,151
300039.SZ,300039,医药生物-中药-中药Ⅲ,33
600336.SH,600336,家用电器-白色家电-冰洗,17
300016.SZ,300016,医药生物-化学制药-化学制剂,33
301050.SZ,301050,国防军工-军工电子-军工电子Ⅲ,33
601008.SH,601008,交通运输-港口航运-港口,17
600892.SH,600892,传媒-游戏-游戏Ⅲ,22
600789.SH,600789,医药生物-化学制药-化学制剂,17
688073.SH,688073,医药生物-医疗服务-医疗研发外包,17
603536.SH,603536,食品饮料-食品加工制造-预加工食品,17
002333.SZ,002333,建筑材料-建筑材料-其他建材,33
603698.SH,603698,机械设备-专用设备-能源及重型设备,17
600827.SH,600827,商贸零售-零售-百货零售,17
002250.SZ,002250,基础化工-农化制品-农药,33
300111.SZ,300111,医药生物-化学制药-原料药,33
301428.SZ,301428,通信-通信服务-通信应用增值服务,33
605577.SH,605577,传媒-文化传媒-出版,17
920806.BJ,920806,计算机-IT服务-IT服务Ⅲ,151
600550.SH,600550,电力设备-电网设备-输变电设备,17
301078.SZ,301078,商贸零售-零售-专业连锁,33
603004.SH,603004,基础化工-化学制品-其他化学制品,17
920807.BJ,920807,机械设备-通用设备-磨具磨料,151
002363.SZ,002363,汽车-汽车零部件-底盘与发动机系统,33
000729.SZ,000729,食品饮料-饮料制造-啤酒,33
603565.SH,603565,交通运输-港口航运-航运,17
002198.SZ,002198,医药生物-中药-中药Ⅲ,33
600664.SH,600664,医药生物-化学制药-化学制剂,17
002826.SZ,002826,医药生物-化学制药-化学制剂,33
002278.SZ,002278,机械设备-专用设备-能源及重型设备,33
601238.SH,601238,汽车-汽车整车-乘用车,17
920122.BJ,920122,社会服务-其他社会服务-专业服务,151
002773.SZ,002773,医药生物-生物制品-其他生物制品,33
002841.SZ,002841,电子-消费电子-品牌消费电子,33
301231.SZ,301231,传媒-文化传媒-出版,33
002653.SZ,002653,医药生物-化学制药-化学制剂,33
002481.SZ,002481,农林牧渔-农产品加工-其他农产品加工,33
000931.SZ,000931,医药生物-化学制药-化学制剂,33
002401.SZ,002401,计算机-IT服务-IT服务Ⅲ,33
000595.SZ,000595,公用事业-电力-新能源发电,33
600612.SH,600612,纺织服饰-服装家纺-饰品,17
002867.SZ,002867,纺织服饰-服装家纺-饰品,33
600117.SH,600117,钢铁-钢铁-特钢,17
301211.SZ,301211,医药生物-化学制药-原料药,33
300002.SZ,300002,传媒-游戏-游戏Ⅲ,33
000778.SZ,000778,钢铁-钢铁-普钢,33
001358.SZ,001358,基础化工-化学制品-其他化学制品,33
002677.SZ,002677,家用电器-厨卫电器-厨卫电器Ⅲ,33
600838.SH,600838,商贸零售-零售-百货零售,17
600571.SH,600571,计算机-软件开发-垂直应用软件,17
688015.SH,688015,机械设备-轨交设备-轨交设备Ⅲ,17
300798.SZ,300798,基础化工-化学制品-纺织化学用品,33
600318.SH,600318,非银金融-多元金融-多元金融Ⅲ,17
600756.SH,600756,计算机-IT服务-IT服务Ⅲ,17
688161.SH,688161,医药生物-医疗器械-医疗耗材,17
600261.SH,600261,电子-光学光电子-LED,17
603610.SH,603610,轻工制造-家居用品-成品家居,17
920768.BJ,920768,家用电器-白色家电-家电零部件,151
002235.SZ,002235,轻工制造-造纸-造纸Ⅲ,33
600380.SH,600380,医药生物-化学制药-化学制剂,17
600185.SH,600185,商贸零售-零售-旅游零售,17
000877.SZ,000877,建筑材料-建筑材料-水泥,33
000656.SZ,000656,房地产-房地产-住宅开发,33
601107.SH,601107,交通运输-公路铁路运输-高速公路,17
301103.SZ,301103,医药生物-医疗服务-医院,33
600824.SH,600824,商贸零售-零售-百货零售,17
920075.BJ,920075,轻工制造-包装印刷-包装,151
000597.SZ,000597,医药生物-化学制药-化学制剂,33
000058.SZ,000058,商贸零售-零售-商业物业经营,33
605183.SH,605183,基础化工-橡胶制品-炭黑,17
688513.SH,688513,医药生物-化学制药-化学制剂,17
002893.SZ,002893,公用事业-电力-热力,33
300308.SZ,300308,通信-通信设备-通信网络设备及器件,33
001279.SZ,001279,轻工制造-包装印刷-印刷,33
600622.SH,600622,房地产-房地产-住宅开发,17
688538.SH,688538,电子-光学光电子-面板,17
601068.SH,601068,建筑装饰-建筑装饰-专业工程,17
688357.SH,688357,基础化工-化学制品-其他化学制品,17
002762.SZ,002762,纺织服饰-服装家纺-服装,33
000153.SZ,000153,医药生物-化学制药-化学制剂,33
300694.SZ,300694,汽车-汽车零部件-底盘与发动机系统,33
600814.SH,600814,商贸零售-零售-百货零售,17
688529.SH,688529,机械设备-专用设备-其他专用设备,17
603235.SH,603235,医药生物-化学制药-原料药,17
002349.SZ,002349,医药生物-中药-中药Ⅲ,33
301297.SZ,301297,电子-半导体-半导体设备,33
601808.SH,601808,石油石化-油气开采及服务-油服工程,17
300414.SZ,300414,通信-通信设备-其他通信设备,33
603825.SH,603825,传媒-文化传媒-广告营销,22
002646.SZ,002646,食品饮料-白酒-白酒Ⅲ,33
603758.SH,603758,汽车-汽车零部件-底盘与发动机系统,17
300390.SZ,300390,电力设备-电池-电池化学品,33
002659.SZ,002659,社会服务-教育-教育Ⅲ,33
301101.SZ,301101,轻工制造-家居用品-文娱用品,33
600929.SH,600929,基础化工-化学原料-无机盐,17
300210.SZ,300210,机械设备-专用设备-其他专用设备,33
600416.SH,600416,电力设备-电机-电机Ⅲ,17
603518.SH,603518,纺织服饰-服装家纺-服装,17
300441.SZ,300441,机械设备-通用设备-其他通用设备,33
002441.SZ,002441,电力设备-电网设备-输变电设备,33
603739.SH,603739,基础化工-化学制品-食品及饲料添加剂,17
000560.SZ,000560,房地产-房地产-房地产服务,33
000803.SZ,000803,环保-环境治理-固废治理,33
002991.SZ,002991,食品饮料-食品加工制造-休闲食品,33
603303.SH,603303,电子-光学光电子-LED,17
301082.SZ,301082,电力设备-电网设备-线缆部件及其他,33
600993.SH,600993,医药生物-中药-中药Ⅲ,17
002694.SZ,002694,建筑材料-建筑材料-管材,33
688591.SH,688591,电子-半导体-数字芯片设计,17
300094.SZ,300094,农林牧渔-养殖业-水产养殖,33
300407.SZ,300407,电力设备-电网设备-电气自控设备,33
001215.SZ,001215,食品饮料-食品加工制造-预加工食品,33
688118.SH,688118,计算机-软件开发-垂直应用软件,17
301315.SZ,301315,计算机-软件开发-横向通用软件,33
300601.SZ,300601,医药生物-生物制品-疫苗,33
601019.SH,601019,传媒-文化传媒-出版,17
920679.BJ,920679,机械设备-通用设备-金属制品,151
603227.SH,603227,基础化工-化学制品-民爆用品,17
603080.SH,603080,公用事业-燃气-燃气Ⅲ,17
000707.SZ,000707,基础化工-化学原料-纯碱,33
000913.SZ,000913,汽车-汽车服务及其他-其他运输设备,33
000789.SZ,000789,建筑材料-建筑材料-水泥,33
000850.SZ,000850,纺织服饰-纺织制造-棉纺,33
300062.SZ,300062,电力设备-电网设备-输变电设备,33
001391.SZ,001391,交通运输-物流-物流Ⅲ,33
600866.SH,600866,基础化工-化学制品-食品及饲料添加剂,17
000545.SZ,000545,基础化工-化学原料-钛白粉,33
600366.SH,600366,有色金属-金属新材料-磁性材料,17
301073.SZ,301073,社会服务-旅游及酒店-酒店,33
600495.SH,600495,机械设备-轨交设备-轨交设备Ⅲ,17
002438.SZ,002438,机械设备-通用设备-金属制品,33
300678.SZ,300678,计算机-IT服务-IT服务Ⅲ,33
300645.SZ,300645,计算机-计算机设备-其他计算机设备,33
300534.SZ,300534,医药生物-中药-中药Ⅲ,33
600598.SH,600598,农林牧渔-种植业与林业-粮食种植,17
000882.SZ,000882,商贸零售-零售-商业物业经营,33
002641.SZ,002641,建筑材料-建筑材料-管材,33
600704.SH,600704,交通运输-物流-物流Ⅲ,17
300298.SZ,300298,医药生物-医疗器械-医疗设备,33
002907.SZ,002907,医药生物-中药-中药Ⅲ,33
603786.SH,603786,汽车-汽车零部件-汽车电子电气系统,17
000426.SZ,000426,有色金属-贵金属-贵金属Ⅲ,33
