所属同花顺行业,market_code,code,股票代码
非银金融-多元金融-多元金融Ⅲ,17,600830,600830.SH
电力设备-电机-电机Ⅲ,17,600416,600416.SH
建筑装饰-建筑装饰-工程咨询服务,17,603909,603909.SH
计算机-IT服务-IT服务Ⅲ,17,600131,600131.SH
交通运输-公路铁路运输-铁路运输,17,601333,601333.SH
计算机-软件开发-垂直应用软件,151,920415,920415.BJ
机械设备-通用设备-仪器仪表,151,920363,920363.BJ
房地产-房地产-产业地产,17,600082,600082.SH
机械设备-专用设备-其他专用设备,33,300971,300971.SZ
计算机-软件开发-横向通用软件,33,002439,002439.SZ
基础化工-农化制品-磷肥及磷化工,17,600331,600331.SH
美容护理-美容护理-个护用品,33,301009,301009.SZ
通信-通信设备-通信终端及配件,17,600198,600198.SH
纺织服饰-纺织制造-其他纺织,17,605180,605180.SH
计算机-软件开发-垂直应用软件,17,688579,688579.SH
机械设备-通用设备-其他通用设备,33,301311,301311.SZ
电力设备-光伏设备-光伏辅材,17,603806,603806.SH
医药生物-化学制药-原料药,33,000952,000952.SZ
食品饮料-食品加工制造-调味发酵品,33,002507,002507.SZ
计算机-IT服务-IT服务Ⅲ,17,603322,603322.SH
电力设备-电网设备-线缆部件及其他,17,600973,600973.SH
轻工制造-家居用品-定制家居,17,603180,603180.SH
机械设备-通用设备-金属制品,151,920082,920082.BJ
计算机-IT服务-IT服务Ⅲ,33,300017,300017.SZ
计算机-软件开发-垂直应用软件,33,301153,301153.SZ
计算机-IT服务-IT服务Ⅲ,17,688568,688568.SH
交通运输-港口航运-航运,17,600179,600179.SH
钢铁-钢铁-冶钢原料,17,601121,601121.SH
基础化工-化学制品-其他化学制品,17,688625,688625.SH
建筑材料-建筑材料-耐火材料,33,002392,002392.SZ
机械设备-通用设备-金属制品,17,603969,603969.SH
石油石化-石油加工贸易-石油加工,33,000985,000985.SZ
基础化工-塑料制品-其他塑料制品,33,301090,301090.SZ
机械设备-自动化设备-其他自动化设备,33,300486,300486.SZ
房地产-房地产-产业地产,17,600463,600463.SH
基础化工-化学制品-食品及饲料添加剂,17,688089,688089.SH
汽车-汽车零部件-车身附件及饰件,17,603266,603266.SH
公用事业-燃气-燃气Ⅲ,17,600903,600903.SH
基础化工-化学原料-氯碱,17,601678,601678.SH
电子-光学光电子-面板,33,002876,002876.SZ
公用事业-燃气-燃气Ⅲ,17,603053,603053.SH
建筑装饰-建筑装饰-基础建设,17,600512,600512.SH
房地产-房地产-住宅开发,17,600162,600162.SH
基础化工-塑料制品-其他塑料制品,33,300717,300717.SZ
机械设备-专用设备-能源及重型设备,33,001332,001332.SZ
电子-元件-印制电路板,151,920821,920821.BJ
医药生物-医疗器械-医疗耗材,17,603880,603880.SH
商贸零售-零售-百货零售,17,603708,603708.SH
建筑装饰-建筑装饰-装饰园林,33,002775,002775.SZ
医药生物-医疗器械-医疗耗材,33,301188,301188.SZ
食品饮料-饮料制造-乳品,17,600419,600419.SH
基础化工-塑料制品-膜材料,17,688718,688718.SH
食品饮料-食品加工制造-休闲食品,17,603697,603697.SH
电子-光学光电子-LED,33,300219,300219.SZ
房地产-房地产-住宅开发,17,600683,600683.SH
基础化工-农化制品-农药,17,603086,603086.SH
美容护理-美容护理-个护用品,33,002511,002511.SZ
汽车-汽车零部件-汽车电子电气系统,33,002870,002870.SZ
家用电器-小家电-小家电Ⅲ,33,300272,300272.SZ
食品饮料-食品加工制造-预加工食品,33,001215,001215.SZ
传媒-文化传媒-广告营销,33,301171,301171.SZ
商贸零售-互联网电商-互联网电商Ⅲ,33,300792,300792.SZ
环保-环境治理-综合环境治理,33,300266,300266.SZ
计算机-软件开发-垂直应用软件,17,600602,600602.SH
纺织服饰-服装家纺-服装,33,002269,002269.SZ
食品饮料-饮料制造-啤酒,33,000729,000729.SZ
农林牧渔-种植业与林业-其他种植业,17,600883,600883.SH
交通运输-机场航运-机场,33,000089,000089.SZ
农林牧渔-养殖业-动物保健,151,920729,920729.BJ
商贸零售-互联网电商-互联网电商Ⅲ,33,300464,300464.SZ
计算机-IT服务-IT服务Ⅲ,33,000034,000034.SZ
计算机-IT服务-IT服务Ⅲ,33,300079,300079.SZ
环保-环境治理-固废治理,33,002210,002210.SZ
电子-半导体-模拟芯片设计,17,688653,688653.SH
基础化工-化学制品-其他化学制品,33,002430,002430.SZ
计算机-软件开发-垂直应用软件,17,603189,603189.SH
电力设备-电池-锂电池,17,600241,600241.SH
轻工制造-包装印刷-包装,33,003003,003003.SZ
计算机-IT服务-IT服务Ⅲ,33,002368,002368.SZ
建筑材料-建筑材料-玻璃玻纤,17,600293,600293.SH
机械设备-通用设备-金属制品,33,300838,300838.SZ
电子-消费电子-消费电子零部件及组装,17,603890,603890.SH
建筑装饰-建筑装饰-工程咨询服务,33,301390,301390.SZ
美容护理-美容护理-化妆品,33,300132,300132.SZ
交通运输-物流-物流Ⅲ,17,600794,600794.SH
计算机-软件开发-横向通用软件,33,002212,002212.SZ
传媒-影视院线-影视院线Ⅲ,33,000802,000802.SZ
轻工制造-包装印刷-包装,33,002228,002228.SZ
公用事业-电力-火电,17,600021,600021.SH
房地产-房地产-住宅开发,17,600854,600854.SH
通信-通信设备-通信终端及配件,33,300627,300627.SZ
医药生物-化学制药-化学制剂,33,300110,300110.SZ
汽车-汽车零部件-底盘与发动机系统,17,600148,600148.SH
机械设备-轨交设备-轨交设备Ⅲ,33,300923,300923.SZ
综合-综合-综合Ⅲ,17,600051,600051.SH
计算机-计算机设备-其他计算机设备,33,300551,300551.SZ
汽车-汽车零部件-底盘与发动机系统,33,000903,000903.SZ
美容护理-美容护理-医疗美容,33,000615,000615.SZ
电力设备-风电设备-风电零部件,17,600458,600458.SH
医药生物-医疗器械-医疗设备,151,920992,920992.BJ
商贸零售-零售-百货零售,17,600280,600280.SH
煤炭-煤炭开采加工-煤炭开采,17,600188,600188.SH
国防军工-军工电子-军工电子Ⅲ,17,688084,688084.SH
汽车-汽车服务及其他-汽车服务,33,300825,300825.SZ
食品饮料-食品加工制造-预加工食品,17,603536,603536.SH
医药生物-化学制药-原料药,151,920478,920478.BJ
建筑装饰-建筑装饰-专业工程,33,300384,300384.SZ
农林牧渔-养殖业-生猪养殖,33,002157,002157.SZ
交通运输-物流-物流Ⅲ,17,600153,600153.SH
交通运输-物流-物流Ⅲ,33,300240,300240.SZ
计算机-计算机设备-其他计算机设备,151,920090,920090.BJ
煤炭-煤炭开采加工-煤炭开采,17,600997,600997.SH
基础化工-化学制品-涂料油墨,17,688157,688157.SH
社会服务-旅游及酒店-自然景点,17,600576,600576.SH
汽车-汽车服务及其他-汽车服务,17,600335,600335.SH
医药生物-医药商业-药店,17,600833,600833.SH
轻工制造-家居用品-其他家居用品,33,002790,002790.SZ
轻工制造-家居用品-文娱用品,17,603899,603899.SH
基础化工-化学原料-煤化工,33,002274,002274.SZ
电子-消费电子-消费电子零部件及组装,33,300647,300647.SZ
商贸零售-零售-百货零售,33,000679,000679.SZ
机械设备-通用设备-仪器仪表,33,300066,300066.SZ
电子-消费电子-消费电子零部件及组装,33,300787,300787.SZ
机械设备-专用设备-其他专用设备,33,300988,300988.SZ
石油石化-石油加工贸易-石油加工,17,601857,601857.SH
计算机-IT服务-IT服务Ⅲ,151,920953,920953.BJ
机械设备-专用设备-其他专用设备,151,920475,920475.BJ
电力设备-电网设备-电气自控设备,33,002857,002857.SZ
医药生物-化学制药-化学制剂,33,002370,002370.SZ
房地产-房地产-住宅开发,17,600533,600533.SH
建筑装饰-建筑装饰-装饰园林,33,301098,301098.SZ
国防军工-军工电子-军工电子Ⅲ,33,300177,300177.SZ
电子-半导体-分立器件,17,688261,688261.SH
公用事业-电力-热力,17,600982,600982.SH
农林牧渔-种植业与林业-其他种植业,17,600540,600540.SH
煤炭-煤炭开采加工-煤炭开采,17,600123,600123.SH
环保-环保设备-环保设备Ⅲ,33,301081,301081.SZ
公用事业-电力-热力,17,605162,605162.SH
建筑装饰-建筑装饰-专业工程,33,002140,002140.SZ
钢铁-钢铁-普钢,17,600782,600782.SH
公用事业-电力-新能源发电,33,000958,000958.SZ
医药生物-医药商业-药店,33,002727,002727.SZ
机械设备-轨交设备-轨交设备Ⅲ,17,688569,688569.SH
房地产-房地产-商业地产,17,600724,600724.SH
石油石化-油气开采及服务-油气开采,22,600777,600777.SH
轻工制造-家居用品-其他家居用品,17,605155,605155.SH
机械设备-工程机械-工程机械Ⅲ,33,002685,002685.SZ
计算机-软件开发-垂直应用软件,33,301159,301159.SZ
汽车-汽车零部件-底盘与发动机系统,17,600960,600960.SH
环保-环境治理-水务及水治理,17,600187,600187.SH
农林牧渔-种植业与林业-种子生产,17,600354,600354.SH
交通运输-港口航运-港口,33,000905,000905.SZ
计算机-计算机设备-其他计算机设备,33,300462,300462.SZ
交通运输-物流-物流Ⅲ,33,300013,300013.SZ
传媒-影视院线-影视院线Ⅲ,33,300251,300251.SZ
计算机-计算机设备-其他计算机设备,33,301503,301503.SZ
房地产-房地产-住宅开发,17,600692,600692.SH
计算机-计算机设备-安防设备,33,002528,002528.SZ
传媒-文化传媒-广告营销,22,603825,603825.SH
计算机-软件开发-横向通用软件,33,003029,003029.SZ
煤炭-煤炭开采加工-煤炭开采,17,600508,600508.SH
电子-半导体-分立器件,33,300623,300623.SZ
有色金属-工业金属-铝,17,600361,600361.SH
计算机-计算机设备-其他计算机设备,33,300455,300455.SZ
环保-环境治理-综合环境治理,33,300958,300958.SZ
煤炭-煤炭开采加工-煤炭开采,17,601101,601101.SH
纺织服饰-服装家纺-服装,17,600137,600137.SH
房地产-房地产-住宅开发,33,002016,002016.SZ
基础化工-化学制品-民爆用品,17,603977,603977.SH
通信-通信设备-通信终端及配件,17,603803,603803.SH
电子-消费电子-消费电子零部件及组装,33,301389,301389.SZ
传媒-文化传媒-电视广播,33,301262,301262.SZ
建筑材料-建筑材料-其他建材,33,301429,301429.SZ
电子-元件-印制电路板,17,600601,600601.SH
医药生物-医疗器械-医疗耗材,33,301234,301234.SZ
医药生物-医疗器械-体外诊断,17,600807,600807.SH
电子-元件-印制电路板,33,301282,301282.SZ
公用事业-燃气-燃气Ⅲ,33,000593,000593.SZ
轻工制造-包装印刷-包装,17,603687,603687.SH
基础化工-塑料制品-膜材料,33,300334,300334.SZ
传媒-文化传媒-电视广播,17,600637,600637.SH
交通运输-公路铁路运输-公交,33,002357,002357.SZ
基础化工-化学制品-聚氨酯,17,600309,600309.SH
电子-消费电子-消费电子零部件及组装,33,300322,300322.SZ
基础化工-化学制品-有机硅,17,603260,603260.SH
食品饮料-饮料制造-乳品,33,300106,300106.SZ
电力设备-电网设备-输变电设备,17,600468,600468.SH
医药生物-医药商业-医药流通,33,002589,002589.SZ
机械设备-专用设备-其他专用设备,151,920061,920061.BJ
基础化工-化学原料-钛白粉,33,002136,002136.SZ
计算机-IT服务-IT服务Ⅲ,33,301208,301208.SZ
通信-通信服务-通信应用增值服务,33,300578,300578.SZ
石油石化-石油加工贸易-石油加工,33,002221,002221.SZ
环保-环境治理-水务及水治理,33,300388,300388.SZ
传媒-游戏-游戏Ⅲ,33,300494,300494.SZ
电子-半导体-数字芯片设计,33,300223,300223.SZ
机械设备-轨交设备-轨交设备Ⅲ,17,688285,688285.SH
环保-环保设备-环保设备Ⅲ,33,300631,300631.SZ
电子-半导体-数字芯片设计,17,688589,688589.SH
电子-电子化学品-电子化学品Ⅲ,17,688603,688603.SH
交通运输-公路铁路运输-高速公路,33,000900,000900.SZ
家用电器-白色家电-家电零部件,33,002418,002418.SZ
家用电器-白色家电-家电零部件,33,301135,301135.SZ
轻工制造-包装印刷-包装,33,003018,003018.SZ
轻工制造-包装印刷-印刷,33,002117,002117.SZ
医药生物-化学制药-原料药,33,002102,002102.SZ
机械设备-轨交设备-轨交设备Ⅲ,33,300851,300851.SZ
交通运输-物流-物流Ⅲ,17,600233,600233.SH
家用电器-白色家电-家电零部件,33,000404,000404.SZ
机械设备-专用设备-能源及重型设备,33,300865,300865.SZ
汽车-汽车零部件-底盘与发动机系统,33,300176,300176.SZ
商贸零售-贸易-贸易Ⅲ,17,600710,600710.SH
建筑装饰-建筑装饰-装饰园林,33,300649,300649.SZ
食品饮料-饮料制造-软饮料,33,300997,300997.SZ
煤炭-煤炭开采加工-煤炭开采,17,601088,601088.SH
社会服务-教育-教育Ⅲ,33,300359,300359.SZ
商贸零售-互联网电商-互联网电商Ⅲ,33,301001,301001.SZ
电力设备-电网设备-输变电设备,33,300670,300670.SZ
社会服务-教育-教育Ⅲ,33,002659,002659.SZ
建筑材料-建筑材料-其他建材,33,000055,000055.SZ
计算机-计算机设备-其他计算机设备,33,300941,300941.SZ
计算机-IT服务-IT服务Ⅲ,17,688039,688039.SH
机械设备-专用设备-楼宇设备,33,002960,002960.SZ
电力设备-电池-其他电池,17,600847,600847.SH
计算机-软件开发-横向通用软件,17,688695,688695.SH
有色金属-工业金属-铅锌,17,600497,600497.SH
国防军工-军工装备-航空装备,17,600316,600316.SH
通信-通信设备-通信终端及配件,33,002881,002881.SZ
农林牧渔-养殖业-生猪养殖,33,000735,000735.SZ
公用事业-燃气-燃气Ⅲ,17,600917,600917.SH
通信-通信服务-通信工程及服务,17,603206,603206.SH
电力设备-光伏设备-光伏辅材,17,601865,601865.SH
计算机-软件开发-垂直应用软件,33,300271,300271.SZ
机械设备-通用设备-制冷空调设备,33,301018,301018.SZ
基础化工-农化制品-农药,33,003042,003042.SZ
纺织服饰-服装家纺-鞋帽及其他,17,603307,603307.SH
医药生物-化学制药-化学制剂,33,000788,000788.SZ
机械设备-通用设备-仪器仪表,17,688115,688115.SH
房地产-房地产-住宅开发,33,000838,000838.SZ
纺织服饰-服装家纺-饰品,17,600439,600439.SH
基础化工-化学制品-其他化学制品,33,002666,002666.SZ
纺织服饰-服装家纺-鞋帽及其他,17,603958,603958.SH
电子-半导体-半导体材料,17,688530,688530.SH
公用事业-电力-热力,17,600719,600719.SH
电子-元件-被动元件,33,002138,002138.SZ
基础化工-化学制品-其他化学制品,33,002455,002455.SZ
食品饮料-食品加工制造-休闲食品,33,002695,002695.SZ
计算机-IT服务-IT服务Ⅲ,33,300150,300150.SZ
建筑材料-建筑材料-其他建材,33,000619,000619.SZ
医药生物-医疗服务-医疗研发外包,33,300759,300759.SZ
环保-环境治理-固废治理,33,300140,300140.SZ
机械设备-通用设备-其他通用设备,33,300420,300420.SZ
国防军工-军工装备-地面兵装,33,000576,000576.SZ
房地产-房地产-住宅开发,33,002244,002244.SZ
环保-环保设备-环保设备Ⅲ,33,001336,001336.SZ
电子-元件-被动元件,17,603738,603738.SH
综合-综合-综合Ⅲ,33,000652,000652.SZ
纺织服饰-服装家纺-服装,17,603518,603518.SH
通信-通信设备-通信线缆及配套,17,603042,603042.SH
国防军工-军工装备-航空装备,33,000697,000697.SZ
基础化工-塑料制品-改性塑料,17,600143,600143.SH
商贸零售-互联网电商-互联网电商Ⅲ,33,002803,002803.SZ
传媒-游戏-游戏Ⅲ,33,300467,300467.SZ
社会服务-教育-教育Ⅲ,17,600455,600455.SH
非银金融-多元金融-多元金融Ⅲ,33,001236,001236.SZ
计算机-计算机设备-其他计算机设备,33,002376,002376.SZ
电子-半导体-数字芯片设计,17,688110,688110.SH
建筑装饰-建筑装饰-基础建设,33,002062,002062.SZ
通信-通信服务-通信应用增值服务,33,300571,300571.SZ
机械设备-通用设备-其他通用设备,33,000570,000570.SZ
建筑材料-建筑材料-水泥,33,002671,002671.SZ
国防军工-军工装备-航天装备,17,688282,688282.SH
医药生物-医疗服务-其他医疗服务,33,301060,301060.SZ
房地产-房地产-住宅开发,17,600510,600510.SH
轻工制造-家居用品-瓷砖地板,33,003011,003011.SZ
医药生物-化学制药-化学制剂,33,000931,000931.SZ
综合-综合-综合Ⅲ,17,600805,600805.SH
通信-通信服务-通信应用增值服务,33,300738,300738.SZ
交通运输-港口航运-航运,17,600798,600798.SH
交通运输-港口航运-港口,33,002040,002040.SZ
电力设备-光伏设备-光伏辅材,17,688408,688408.SH
国防军工-军工装备-航空装备,17,688070,688070.SH
计算机-计算机设备-其他计算机设备,33,300645,300645.SZ
基础化工-化学纤维-涤纶,33,000936,000936.SZ
医药生物-医疗服务-医疗研发外包,17,688796,688796.SH
机械设备-通用设备-仪器仪表,17,688600,688600.SH
建筑材料-建筑材料-水泥,17,600449,600449.SH
汽车-汽车零部件-其他汽车零部件,33,002976,002976.SZ
纺织服饰-服装家纺-鞋帽及其他,17,603558,603558.SH
环保-环保设备-环保设备Ⅲ,17,603282,603282.SH
非银金融-多元金融-多元金融Ⅲ,17,600318,600318.SH
轻工制造-包装印刷-包装,33,002752,002752.SZ
非银金融-多元金融-多元金融Ⅲ,17,600120,600120.SH
机械设备-自动化设备-机器人,33,002747,002747.SZ
机械设备-自动化设备-工控设备,33,301320,301320.SZ
农林牧渔-种植业与林业-种子生产,17,600313,600313.SH
机械设备-通用设备-仪器仪表,33,300466,300466.SZ
纺织服饰-服装家纺-服装,17,603839,603839.SH
建筑装饰-建筑装饰-专业工程,17,603637,603637.SH
通信-通信设备-通信网络设备及器件,33,301419,301419.SZ
机械设备-通用设备-其他通用设备,33,300263,300263.SZ
电力设备-电机-电机Ⅲ,33,000922,000922.SZ
基础化工-化学制品-氟化工,17,600378,600378.SH
机械设备-轨交设备-轨交设备Ⅲ,17,605001,605001.SH
通信-通信设备-通信线缆及配套,33,002491,002491.SZ
汽车-汽车零部件-车身附件及饰件,17,605128,605128.SH
建筑装饰-建筑装饰-房屋建设,17,600491,600491.SH
机械设备-专用设备-能源及重型设备,33,002483,002483.SZ
有色金属-小金属-其他小金属,33,002428,002428.SZ
传媒-影视院线-影视院线Ⅲ,17,600977,600977.SH
纺织服饰-服装家纺-服装,33,002762,002762.SZ
机械设备-工程机械-工程机械Ⅲ,17,600984,600984.SH
建筑材料-建筑材料-管材,33,002641,002641.SZ
建筑装饰-建筑装饰-工程咨询服务,151,920003,920003.BJ
建筑装饰-建筑装饰-基础建设,33,002060,002060.SZ
交通运输-物流-物流Ⅲ,33,002769,002769.SZ
机械设备-专用设备-能源及重型设备,33,002691,002691.SZ
交通运输-物流-物流Ⅲ,17,603128,603128.SH
通信-通信服务-通信工程及服务,33,300025,300025.SZ
食品饮料-食品加工制造-休闲食品,33,002582,002582.SZ
国防军工-军工装备-地面兵装,33,300875,300875.SZ
公用事业-燃气-燃气Ⅲ,17,601139,601139.SH
农林牧渔-农产品加工-其他农产品加工,33,000911,000911.SZ
电力设备-风电设备-风电零部件,17,688186,688186.SH
公用事业-电力-新能源发电,33,002053,002053.SZ
煤炭-煤炭开采加工-煤炭开采,17,601699,601699.SH
农林牧渔-农产品加工-粮油加工,17,600127,600127.SH
基础化工-化学原料-其他化学原料,33,002469,002469.SZ
机械设备-轨交设备-轨交设备Ⅲ,33,300906,300906.SZ
轻工制造-家居用品-其他家居用品,17,603408,603408.SH
电力设备-电池-锂电专用设备,33,300173,300173.SZ
汽车-汽车零部件-其他汽车零部件,17,603109,603109.SH
机械设备-通用设备-制冷空调设备,17,600202,600202.SH
建筑装饰-建筑装饰-装饰园林,17,603137,603137.SH
通信-通信设备-其他通信设备,33,300711,300711.SZ
机械设备-通用设备-制冷空调设备,33,301399,301399.SZ
计算机-软件开发-垂直应用软件,33,300556,300556.SZ
机械设备-通用设备-其他通用设备,33,002530,002530.SZ
医药生物-医疗器械-医疗耗材,17,688151,688151.SH
房地产-房地产-住宅开发,33,000926,000926.SZ
电力设备-光伏设备-硅料硅片,17,603185,603185.SH
建筑材料-建筑材料-其他建材,33,300234,300234.SZ
机械设备-通用设备-仪器仪表,33,300417,300417.SZ
食品饮料-饮料制造-乳品,33,002329,002329.SZ
交通运输-物流-物流Ⅲ,17,600057,600057.SH
机械设备-通用设备-仪器仪表,33,300112,300112.SZ
房地产-房地产-住宅开发,17,600791,600791.SH
计算机-计算机设备-其他计算机设备,33,300743,300743.SZ
农林牧渔-农产品加工-其他农产品加工,33,003030,003030.SZ
交通运输-物流-物流Ⅲ,17,605050,605050.SH
电子-其他电子-其他电子Ⅲ,33,300656,300656.SZ
传媒-文化传媒-出版,33,000719,000719.SZ
汽车-汽车零部件-车身附件及饰件,17,605068,605068.SH
银行-银行-农商行,17,601077,601077.SH
计算机-计算机设备-其他计算机设备,33,002869,002869.SZ
美容护理-美容护理-化妆品,33,300856,300856.SZ
医药生物-医疗器械-医疗耗材,17,605369,605369.SH
医药生物-医疗器械-体外诊断,17,688298,688298.SH
纺织服饰-纺织制造-其他纺织,17,603889,603889.SH
环保-环境治理-水务及水治理,17,603817,603817.SH
农林牧渔-农产品加工-其他农产品加工,151,920371,920371.BJ
传媒-文化传媒-广告营销,33,000676,000676.SZ
农林牧渔-农产品加工-水产饲料,33,001313,001313.SZ
轻工制造-家居用品-定制家居,17,603833,603833.SH
建筑装饰-建筑装饰-专业工程,151,920057,920057.BJ
计算机-软件开发-垂直应用软件,33,300366,300366.SZ
计算机-计算机设备-其他计算机设备,33,300302,300302.SZ
电子-元件-印制电路板,17,603228,603228.SH
机械设备-通用设备-机床工具,33,002520,002520.SZ
电力设备-光伏设备-光伏加工设备,33,300217,300217.SZ
公用事业-电力-水电,17,600292,600292.SH
医药生物-医药商业-医药流通,33,000705,000705.SZ
基础化工-化学原料-纯碱,33,000683,000683.SZ
基础化工-化学制品-有机硅,151,920015,920015.BJ
机械设备-通用设备-其他通用设备,33,301353,301353.SZ
电子-光学光电子-LED,33,002638,002638.SZ
非银金融-多元金融-多元金融Ⅲ,17,603123,603123.SH
汽车-汽车整车-商用载货车,17,600375,600375.SH
计算机-软件开发-垂直应用软件,17,600571,600571.SH
建筑装饰-建筑装饰-工程咨询服务,33,000779,000779.SZ
商贸零售-零售-商业物业经营,33,002177,002177.SZ
机械设备-通用设备-仪器仪表,33,300259,300259.SZ
轻工制造-家居用品-其他家居用品,17,603385,603385.SH
电子-元件-印制电路板,17,605058,605058.SH
基础化工-塑料制品-膜材料,33,300305,300305.SZ
电力设备-电网设备-电气自控设备,17,600268,600268.SH
医药生物-医疗服务-医院,33,301293,301293.SZ
纺织服饰-服装家纺-服装,33,002404,002404.SZ
机械设备-自动化设备-机器人,33,300853,300853.SZ
纺织服饰-服装家纺-服装,33,002763,002763.SZ
电力设备-光伏设备-光伏电池组件,33,301168,301168.SZ
机械设备-专用设备-能源及重型设备,33,002564,002564.SZ
房地产-房地产-住宅开发,33,000718,000718.SZ
机械设备-轨交设备-轨交设备Ⅲ,17,603111,603111.SH
食品饮料-饮料制造-其他酒类,17,600616,600616.SH
基础化工-化学纤维-涤纶,17,603225,603225.SH
医药生物-医疗器械-医疗耗材,33,002817,002817.SZ
电力设备-风电设备-风电零部件,33,002531,002531.SZ
传媒-游戏-游戏Ⅲ,33,300052,300052.SZ
医药生物-生物制品-其他生物制品,33,300239,300239.SZ
电力设备-其他电源设备-其他电源设备Ⅲ,33,301157,301157.SZ
电子-光学光电子-LED,33,300632,300632.SZ
环保-环保设备-环保设备Ⅲ,17,600526,600526.SH
通信-通信设备-通信终端及配件,33,300615,300615.SZ
汽车-汽车服务及其他-其他运输设备,33,002105,002105.SZ
家用电器-黑色家电-其他黑色家电,33,301578,301578.SZ
基础化工-化学制品-其他化学制品,17,603867,603867.SH
计算机-软件开发-垂直应用软件,17,688296,688296.SH
农林牧渔-种植业与林业-林业,33,000592,000592.SZ
家用电器-厨卫电器-厨卫电器Ⅲ,33,300894,300894.SZ
建筑装饰-建筑装饰-工程咨询服务,33,002883,002883.SZ
医药生物-医药商业-医药流通,33,300937,300937.SZ
电子-消费电子-消费电子零部件及组装,151,920876,920876.BJ
轻工制造-包装印刷-包装,33,002014,002014.SZ
传媒-文化传媒-电视广播,33,000156,000156.SZ
电力设备-风电设备-风电零部件,33,300443,300443.SZ
电力设备-电网设备-电气自控设备,33,001388,001388.SZ
传媒-文化传媒-数字媒体,17,603533,603533.SH
传媒-文化传媒-出版,17,601921,601921.SH
房地产-房地产-住宅开发,17,600048,600048.SH
计算机-软件开发-垂直应用软件,33,300559,300559.SZ
房地产-房地产-住宅开发,33,000011,000011.SZ
计算机-IT服务-IT服务Ⅲ,33,300288,300288.SZ
传媒-文化传媒-出版,17,603096,603096.SH
机械设备-自动化设备-激光设备,33,300747,300747.SZ
机械设备-轨交设备-轨交设备Ⅲ,17,600495,600495.SH
公用事业-电力-新能源发电,33,002616,002616.SZ
医药生物-医疗器械-医疗耗材,17,688026,688026.SH
传媒-文化传媒-出版,33,300148,300148.SZ
电子-消费电子-消费电子零部件及组装,33,300857,300857.SZ
房地产-房地产-住宅开发,33,000965,000965.SZ
基础化工-化学原料-氯碱,17,601568,601568.SH
轻工制造-家居用品-文娱用品,33,002103,002103.SZ
轻工制造-家居用品-成品家居,33,301376,301376.SZ
通信-通信服务-通信工程及服务,33,300050,300050.SZ
医药生物-化学制药-化学制剂,33,002793,002793.SZ
计算机-IT服务-IT服务Ⅲ,33,002065,002065.SZ
商贸零售-互联网电商-互联网电商Ⅲ,33,002127,002127.SZ
传媒-文化传媒-出版,17,603999,603999.SH
计算机-计算机设备-其他计算机设备,33,300789,300789.SZ
基础化工-塑料制品-合成树脂,33,300487,300487.SZ
医药生物-医疗器械-医疗设备,33,300869,300869.SZ
建筑材料-建筑材料-耐火材料,33,002088,002088.SZ
农林牧渔-农产品加工-其他农产品加工,33,002286,002286.SZ
电子-光学光电子-LED,151,920339,920339.BJ
机械设备-通用设备-仪器仪表,17,688768,688768.SH
纺织服饰-服装家纺-服装,33,002687,002687.SZ
建筑材料-建筑材料-水泥,17,600668,600668.SH
汽车-汽车零部件-汽车电子电气系统,33,002239,002239.SZ
建筑装饰-建筑装饰-专业工程,17,600970,600970.SH
轻工制造-造纸-造纸Ⅲ,17,600567,600567.SH
环保-环境治理-水务及水治理,33,301372,301372.SZ
商贸零售-互联网电商-互联网电商Ⅲ,33,002640,002640.SZ
电子-元件-印制电路板,33,300657,300657.SZ
医药生物-化学制药-原料药,151,920230,920230.BJ
交通运输-公路铁路运输-铁路运输,33,000557,000557.SZ
房地产-房地产-住宅开发,17,600325,600325.SH
家用电器-小家电-小家电Ⅲ,17,603579,603579.SH
医药生物-化学制药-原料药,33,002001,002001.SZ
煤炭-煤炭开采加工-煤炭开采,17,600726,600726.SH
非银金融-多元金融-多元金融Ⅲ,17,600643,600643.SH
基础化工-化学制品-涂料油墨,33,300665,300665.SZ
房地产-房地产-房地产服务,22,600136,600136.SH
计算机-软件开发-垂直应用软件,33,002063,002063.SZ
公用事业-电力-火电,33,000899,000899.SZ
医药生物-医疗器械-体外诊断,17,688606,688606.SH
基础化工-塑料制品-改性塑料,151,920066,920066.BJ
环保-环境治理-固废治理,33,002034,002034.SZ
基础化工-农化制品-农药,33,300804,300804.SZ
房地产-房地产-房地产服务,33,002188,002188.SZ
汽车-汽车零部件-车身附件及饰件,151,920270,920270.BJ
计算机-计算机设备-其他计算机设备,33,002990,002990.SZ
通信-通信服务-通信应用增值服务,33,000815,000815.SZ
非银金融-证券-证券Ⅲ,17,601555,601555.SH
计算机-计算机设备-其他计算机设备,33,301339,301339.SZ
计算机-软件开发-垂直应用软件,33,300229,300229.SZ
计算机-IT服务-IT服务Ⅲ,17,688004,688004.SH
医药生物-医疗器械-体外诊断,17,688067,688067.SH
医药生物-医疗器械-医疗耗材,33,002950,002950.SZ
机械设备-专用设备-楼宇设备,17,603321,603321.SH
医药生物-化学制药-原料药,33,300583,300583.SZ
汽车-汽车零部件-其他汽车零部件,33,301298,301298.SZ
医药生物-中药-中药Ⅲ,33,002412,002412.SZ
计算机-软件开发-横向通用软件,33,300768,300768.SZ
非银金融-多元金融-多元金融Ⅲ,17,600927,600927.SH
公用事业-电力-新能源发电,33,000591,000591.SZ
