market_code,股票代码,所属同花顺行业,code
17,603737.SH,建筑材料-建筑材料-其他建材,603737
17,600097.SH,农林牧渔-养殖业-海洋捕捞,600097
33,000567.SZ,非银金融-多元金融-多元金融Ⅲ,000567
33,002174.SZ,传媒-游戏-游戏Ⅲ,002174
33,301429.SZ,建筑材料-建筑材料-其他建材,301429
33,000635.SZ,基础化工-化学原料-氯碱,000635
17,600662.SH,社会服务-其他社会服务-专业服务,600662
17,600467.SH,农林牧渔-养殖业-水产养殖,600467
17,600219.SH,有色金属-工业金属-铝,600219
33,000705.SZ,医药生物-医药商业-医药流通,000705
33,300030.SZ,医药生物-医疗器械-医疗设备,300030
17,603685.SH,电子-光学光电子-LED,603685
33,000425.SZ,机械设备-工程机械-工程机械Ⅲ,000425
17,603890.SH,电子-消费电子-消费电子零部件及组装,603890
17,603515.SH,电子-光学光电子-LED,603515
17,601390.SH,建筑装饰-建筑装饰-基础建设,601390
33,000626.SZ,商贸零售-贸易-贸易Ⅲ,000626
17,603059.SH,美容护理-美容护理-个护用品,603059
33,002365.SZ,医药生物-化学制药-原料药,002365
33,000655.SZ,钢铁-钢铁-冶钢原料,000655
33,300160.SZ,家用电器-白色家电-家电零部件,300160
17,600383.SH,房地产-房地产-住宅开发,600383
17,603917.SH,汽车-汽车零部件-其他汽车零部件,603917
33,002514.SZ,机械设备-通用设备-金属制品,002514
17,605287.SH,建筑装饰-建筑装饰-装饰园林,605287
33,000707.SZ,基础化工-化学原料-纯碱,000707
33,301097.SZ,医药生物-医疗器械-医疗耗材,301097
33,002135.SZ,建筑装饰-建筑装饰-专业工程,002135
17,688065.SH,基础化工-化学制品-其他化学制品,688065
33,300382.SZ,机械设备-专用设备-其他专用设备,300382
33,300910.SZ,基础化工-化学制品-其他化学制品,300910
17,600025.SH,公用事业-电力-水电,600025
17,600691.SH,基础化工-农化制品-氮肥,600691
33,002252.SZ,医药生物-生物制品-血液制品,002252
17,601816.SH,交通运输-公路铁路运输-铁路运输,601816
17,603358.SH,汽车-汽车零部件-其他汽车零部件,603358
22,603959.SH,建筑装饰-建筑装饰-专业工程,603959
33,003030.SZ,农林牧渔-农产品加工-其他农产品加工,003030
33,002466.SZ,有色金属-能源金属-锂,002466
33,300604.SZ,电子-半导体-半导体设备,300604
17,600657.SH,房地产-房地产-住宅开发,600657
22,600568.SH,医药生物-医疗服务-医院,600568
17,600795.SH,公用事业-电力-火电,600795
33,000035.SZ,环保-环境治理-固废治理,000035
17,603227.SH,基础化工-化学制品-民爆用品,603227
17,600796.SH,环保-环境治理-水务及水治理,600796
22,600238.SH,食品饮料-饮料制造-其他酒类,600238
33,300357.SZ,医药生物-生物制品-其他生物制品,300357
33,300760.SZ,医药生物-医疗器械-医疗设备,300760
17,688273.SH,医药生物-医疗器械-医疗设备,688273
33,002763.SZ,纺织服饰-服装家纺-服装,002763
33,300122.SZ,医药生物-生物制品-疫苗,300122
33,002022.SZ,医药生物-医疗器械-体外诊断,002022
17,600939.SH,建筑装饰-建筑装饰-房屋建设,600939
17,603511.SH,纺织服饰-服装家纺-服装,603511
17,688009.SH,机械设备-轨交设备-轨交设备Ⅲ,688009
33,002333.SZ,建筑材料-建筑材料-其他建材,002333
33,002847.SZ,食品饮料-食品加工制造-休闲食品,002847
33,001378.SZ,基础化工-塑料制品-膜材料,001378
17,600227.SH,基础化工-农化制品-氮肥,600227
33,002393.SZ,医药生物-化学制药-化学制剂,002393
17,688244.SH,计算机-软件开发-横向通用软件,688244
17,601618.SH,建筑装饰-建筑装饰-专业工程,601618
33,000158.SZ,计算机-IT服务-IT服务Ⅲ,000158
33,300389.SZ,电子-光学光电子-LED,300389
17,600029.SH,交通运输-机场航运-航空运输,600029
33,002040.SZ,交通运输-港口航运-港口,002040
33,300962.SZ,社会服务-其他社会服务-专业服务,300962
33,001221.SZ,轻工制造-家居用品-其他家居用品,001221
17,600621.SH,非银金融-证券-证券Ⅲ,600621
33,001259.SZ,家用电器-小家电-小家电Ⅲ,001259
33,000505.SZ,农林牧渔-农产品加工-粮油加工,000505
33,000421.SZ,综合-综合-综合Ⅲ,000421
17,600419.SH,食品饮料-饮料制造-乳品,600419
17,603969.SH,机械设备-通用设备-金属制品,603969
17,603615.SH,轻工制造-家居用品-其他家居用品,603615
17,600864.SH,非银金融-证券-证券Ⅲ,600864
17,600731.SH,基础化工-农化制品-农药,600731
17,603536.SH,食品饮料-食品加工制造-预加工食品,603536
17,688078.SH,计算机-软件开发-垂直应用软件,688078
151,920068.BJ,有色金属-小金属-其他小金属,920068
17,688709.SH,电子-半导体-模拟芯片设计,688709
17,600515.SH,交通运输-机场航运-机场,600515
17,603177.SH,环保-环境治理-大气治理,603177
17,603658.SH,医药生物-医疗器械-体外诊断,603658
33,002026.SZ,机械设备-通用设备-金属制品,002026
17,601188.SH,交通运输-公路铁路运输-高速公路,601188
17,600062.SH,医药生物-化学制药-化学制剂,600062
17,600585.SH,建筑材料-建筑材料-水泥,600585
17,600559.SH,食品饮料-白酒-白酒Ⅲ,600559
17,603966.SH,机械设备-专用设备-能源及重型设备,603966
33,301322.SZ,汽车-汽车服务及其他-其他运输设备,301322
33,002705.SZ,家用电器-小家电-小家电Ⅲ,002705
17,603235.SH,医药生物-化学制药-原料药,603235
17,603810.SH,基础化工-农化制品-农药,603810
17,603711.SH,食品饮料-饮料制造-软饮料,603711
17,600595.SH,有色金属-工业金属-铝,600595
17,603322.SH,计算机-IT服务-IT服务Ⅲ,603322
33,300998.SZ,汽车-汽车零部件-其他汽车零部件,300998
33,300640.SZ,轻工制造-家居用品-其他家居用品,300640
33,300936.SZ,电子-元件-印制电路板,300936
17,600685.SH,国防军工-军工装备-航海装备,600685
33,000965.SZ,房地产-房地产-住宅开发,000965
17,603255.SH,基础化工-化学制品-其他化学制品,603255
33,000090.SZ,房地产-房地产-住宅开发,000090
17,601933.SH,商贸零售-零售-百货零售,601933
33,000428.SZ,社会服务-旅游及酒店-酒店,000428
33,002996.SZ,有色金属-工业金属-铝,002996
33,300725.SZ,医药生物-医疗服务-医疗研发外包,300725
33,002817.SZ,医药生物-医疗器械-医疗耗材,002817
17,603799.SH,有色金属-能源金属-钴,603799
33,000968.SZ,石油石化-油气开采及服务-油气开采,000968
17,600339.SH,石油石化-油气开采及服务-油服工程,600339
17,600639.SH,房地产-房地产-产业地产,600639
33,301065.SZ,医药生物-化学制药-原料药,301065
17,688293.SH,医药生物-医疗服务-医疗研发外包,688293
17,600513.SH,医药生物-化学制药-化学制剂,600513
33,002488.SZ,汽车-汽车零部件-轮胎轮毂,002488
17,601628.SH,非银金融-保险-保险Ⅲ,601628
17,601878.SH,非银金融-证券-证券Ⅲ,601878
33,000688.SZ,有色金属-小金属-钼,000688
33,002166.SZ,基础化工-化学制品-食品及饲料添加剂,002166
17,688131.SH,医药生物-医疗服务-医疗研发外包,688131
17,603237.SH,食品饮料-食品加工制造-预加工食品,603237
33,300070.SZ,环保-环境治理-水务及水治理,300070
17,603209.SH,交通运输-港口航运-航运,603209
17,600329.SH,医药生物-中药-中药Ⅲ,600329
17,605179.SH,食品饮料-饮料制造-乳品,605179
17,600877.SH,电子-半导体-模拟芯片设计,600877
17,688315.SH,医药生物-医疗服务-其他医疗服务,688315
17,603153.SH,建筑装饰-建筑装饰-工程咨询服务,603153
17,600676.SH,综合-综合-综合Ⅲ,600676
33,301227.SZ,轻工制造-家居用品-定制家居,301227
33,002283.SZ,汽车-汽车零部件-底盘与发动机系统,002283
33,000571.SZ,煤炭-煤炭开采加工-煤炭开采,000571
17,688361.SH,电子-半导体-半导体设备,688361
33,300462.SZ,计算机-计算机设备-其他计算机设备,300462
17,601366.SH,商贸零售-零售-百货零售,601366
17,600633.SH,传媒-游戏-游戏Ⅲ,600633
17,688180.SH,医药生物-生物制品-其他生物制品,688180
33,000825.SZ,钢铁-钢铁-特钢,000825
17,603665.SH,纺织服饰-服装家纺-鞋帽及其他,603665
17,601099.SH,非银金融-证券-证券Ⅲ,601099
17,600824.SH,商贸零售-零售-百货零售,600824
17,600094.SH,房地产-房地产-住宅开发,600094
33,300072.SZ,基础化工-化学制品-其他化学制品,300072
33,300475.SZ,电子-其他电子-其他电子Ⅲ,300475
17,603213.SH,基础化工-化学原料-氯碱,603213
22,603398.SH,电力设备-光伏设备-硅料硅片,603398
17,688321.SH,医药生物-化学制药-化学制剂,688321
33,300685.SZ,医药生物-医疗器械-体外诊断,300685
33,002885.SZ,电子-其他电子-其他电子Ⅲ,002885
33,000915.SZ,医药生物-化学制药-化学制剂,000915
17,603699.SH,机械设备-通用设备-金属制品,603699
17,603689.SH,公用事业-燃气-燃气Ⅲ,603689
33,002014.SZ,轻工制造-包装印刷-包装,002014
33,002690.SZ,机械设备-专用设备-其他专用设备,002690
17,600661.SH,社会服务-教育-教育Ⅲ,600661
33,002755.SZ,医药生物-化学制药-化学制剂,002755
33,000829.SZ,商贸零售-零售-专业连锁,000829
17,600455.SH,社会服务-教育-教育Ⅲ,600455
17,605588.SH,电子-光学光电子-面板,605588
33,002671.SZ,建筑材料-建筑材料-水泥,002671
17,600719.SH,公用事业-电力-热力,600719
33,001328.SZ,美容护理-美容护理-个护用品,001328
17,603368.SH,医药生物-医药商业-医药流通,603368
33,300633.SZ,医药生物-医疗器械-医疗设备,300633
33,000543.SZ,公用事业-电力-火电,000543
17,601022.SH,交通运输-港口航运-航运,601022
33,301035.SZ,基础化工-农化制品-农药,301035
33,000710.SZ,医药生物-医疗服务-其他医疗服务,000710
17,601886.SH,建筑装饰-建筑装饰-装饰园林,601886
17,601298.SH,交通运输-港口航运-港口,601298
17,601555.SH,非银金融-证券-证券Ⅲ,601555
17,600604.SH,房地产-房地产-产业地产,600604
33,002271.SZ,建筑材料-建筑材料-其他建材,002271
17,603307.SH,纺织服饰-服装家纺-鞋帽及其他,603307
17,603229.SH,医药生物-化学制药-原料药,603229
17,688126.SH,电子-半导体-半导体材料,688126
33,300490.SZ,电力设备-其他电源设备-其他电源设备Ⅲ,300490
33,002428.SZ,有色金属-小金属-其他小金属,002428
33,300142.SZ,医药生物-生物制品-疫苗,300142
151,920982.BJ,美容护理-美容护理-医疗美容,920982
33,001280.SZ,有色金属-小金属-其他小金属,001280
33,002302.SZ,建筑材料-建筑材料-水泥,002302
17,688063.SH,电力设备-电池-锂电池,688063
17,603648.SH,交通运输-物流-物流Ⅲ,603648
17,600858.SH,商贸零售-零售-百货零售,600858
33,002614.SZ,家用电器-小家电-小家电Ⅲ,002614
33,002035.SZ,家用电器-厨卫电器-厨卫电器Ⅲ,002035
33,002255.SZ,电力设备-其他电源设备-其他电源设备Ⅲ,002255
33,000419.SZ,商贸零售-零售-百货零售,000419
17,600390.SH,非银金融-多元金融-多元金融Ⅲ,600390
33,301277.SZ,医药生物-化学制药-原料药,301277
17,600613.SH,医药生物-化学制药-化学制剂,600613
33,301220.SZ,基础化工-化学制品-食品及饲料添加剂,301220
33,301046.SZ,建筑装饰-建筑装饰-基础建设,301046
17,600354.SH,农林牧渔-种植业与林业-种子生产,600354
17,603215.SH,家用电器-小家电-小家电Ⅲ,603215
17,603529.SH,汽车-汽车服务及其他-其他运输设备,603529
17,688636.SH,国防军工-军工电子-军工电子Ⅲ,688636
33,301175.SZ,环保-环境治理-固废治理,301175
33,301408.SZ,医药生物-医药商业-药店,301408
17,600763.SH,医药生物-医疗服务-医院,600763
33,300823.SZ,机械设备-专用设备-其他专用设备,300823
17,603385.SH,轻工制造-家居用品-其他家居用品,603385
17,688570.SH,机械设备-自动化设备-工控设备,688570
17,688311.SH,国防军工-军工电子-军工电子Ⅲ,688311
33,300236.SZ,电子-电子化学品-电子化学品Ⅲ,300236
33,002633.SZ,机械设备-通用设备-金属制品,002633
33,000702.SZ,农林牧渔-农产品加工-畜禽饲料,000702
17,600403.SH,煤炭-煤炭开采加工-煤炭开采,600403
33,002382.SZ,医药生物-医疗器械-医疗耗材,002382
17,603277.SH,机械设备-通用设备-制冷空调设备,603277
33,000153.SZ,医药生物-化学制药-化学制剂,000153
33,002923.SZ,医药生物-化学制药-化学制剂,002923
33,301166.SZ,医药生物-生物制品-其他生物制品,301166
33,300553.SZ,机械设备-通用设备-仪器仪表,300553
33,300529.SZ,医药生物-医疗器械-医疗耗材,300529
17,603086.SH,基础化工-农化制品-农药,603086
33,300107.SZ,基础化工-化学制品-纺织化学用品,300107
33,002282.SZ,机械设备-通用设备-磨具磨料,002282
17,688692.SH,计算机-软件开发-横向通用软件,688692
22,605199.SH,医药生物-中药-中药Ⅲ,605199
151,920832.BJ,基础化工-化学制品-其他化学制品,920832
17,600901.SH,非银金融-多元金融-多元金融Ⅲ,600901
17,600671.SH,医药生物-中药-中药Ⅲ,600671
17,600529.SH,医药生物-医疗器械-医疗耗材,600529
17,688259.SH,电子-半导体-数字芯片设计,688259
33,003016.SZ,纺织服饰-服装家纺-服装,003016
33,000921.SZ,家用电器-白色家电-空调,000921
17,600199.SH,食品饮料-白酒-白酒Ⅲ,600199
17,603102.SH,食品饮料-食品加工制造-其他食品,603102
33,301106.SZ,电子-光学光电子-面板,301106
17,600100.SH,计算机-计算机设备-其他计算机设备,600100
33,300915.SZ,食品饮料-饮料制造-乳品,300915
33,300763.SZ,电力设备-光伏设备-逆变器,300763
33,002761.SZ,建筑装饰-建筑装饰-房屋建设,002761
33,002116.SZ,建筑装饰-建筑装饰-专业工程,002116
17,601236.SH,非银金融-证券-证券Ⅲ,601236
33,002905.SZ,传媒-影视院线-影视院线Ⅲ,002905
17,600718.SH,计算机-IT服务-IT服务Ⅲ,600718
33,001386.SZ,轻工制造-家居用品-瓷砖地板,001386
33,300328.SZ,有色金属-小金属-其他小金属,300328
33,000782.SZ,基础化工-化学纤维-其他纤维,000782
33,002583.SZ,通信-通信设备-通信网络设备及器件,002583
33,000905.SZ,交通运输-港口航运-港口,000905
33,000987.SZ,非银金融-多元金融-多元金融Ⅲ,000987
151,920014.BJ,机械设备-专用设备-其他专用设备,920014
33,002033.SZ,社会服务-旅游及酒店-自然景点,002033
17,600428.SH,交通运输-港口航运-航运,600428
17,688687.SH,医药生物-化学制药-化学制剂,688687
17,603058.SH,轻工制造-包装印刷-包装,603058
17,605268.SH,轻工制造-家居用品-定制家居,605268
17,600958.SH,非银金融-证券-证券Ⅲ,600958
33,300042.SZ,计算机-计算机设备-其他计算机设备,300042
151,920703.BJ,机械设备-专用设备-能源及重型设备,920703
33,301290.SZ,医药生物-医疗器械-医疗耗材,301290
33,300729.SZ,轻工制造-家居用品-其他家居用品,300729
17,600640.SH,传媒-文化传媒-数字媒体,600640
17,688739.SH,医药生物-生物制品-疫苗,688739
33,300939.SZ,电子-光学光电子-面板,300939
17,603051.SH,基础化工-化学制品-其他化学制品,603051
33,002319.SZ,基础化工-化学制品-涂料油墨,002319
33,000685.SZ,环保-环境治理-水务及水治理,000685
33,002043.SZ,建筑材料-建筑材料-其他建材,002043
33,300171.SZ,医药生物-医疗器械-医疗设备,300171
17,605188.SH,商贸零售-零售-百货零售,605188
17,603309.SH,医药生物-医疗器械-医疗耗材,603309
33,000682.SZ,电力设备-电网设备-电气自控设备,000682
33,300452.SZ,医药生物-化学制药-原料药,300452
33,301559.SZ,机械设备-通用设备-金属制品,301559
17,600927.SH,非银金融-多元金融-多元金融Ⅲ,600927
33,002675.SZ,医药生物-化学制药-化学制剂,002675
17,688418.SH,通信-通信设备-其他通信设备,688418
33,001205.SZ,交通运输-港口航运-航运,001205
17,603391.SH,机械设备-专用设备-能源及重型设备,603391
33,003006.SZ,美容护理-美容护理-个护用品,003006
17,688289.SH,医药生物-医疗器械-体外诊断,688289
17,605033.SH,基础化工-农化制品-农药,605033
33,300765.SZ,医药生物-化学制药-原料药,300765
17,688278.SH,医药生物-生物制品-其他生物制品,688278
33,300919.SZ,电力设备-电池-电池化学品,300919
17,603556.SH,电力设备-电网设备-电气自控设备,603556
33,002472.SZ,汽车-汽车零部件-底盘与发动机系统,002472
33,001395.SZ,机械设备-专用设备-其他专用设备,001395
17,688266.SH,医药生物-化学制药-化学制剂,688266
17,603868.SH,家用电器-小家电-小家电Ⅲ,603868
33,301086.SZ,电子-消费电子-消费电子零部件及组装,301086
33,001229.SZ,计算机-计算机设备-其他计算机设备,001229
17,688439.SH,国防军工-军工电子-军工电子Ⅲ,688439
17,603226.SH,轻工制造-家居用品-瓷砖地板,603226
17,603389.SH,轻工制造-家居用品-成品家居,603389
33,300779.SZ,环保-环境治理-固废治理,300779
33,300168.SZ,计算机-IT服务-IT服务Ⅲ,300168
33,300284.SZ,建筑装饰-建筑装饰-工程咨询服务,300284
22,600491.SH,建筑装饰-建筑装饰-房屋建设,600491
17,603077.SH,基础化工-农化制品-磷肥及磷化工,603077
33,000514.SZ,房地产-房地产-住宅开发,000514
33,000718.SZ,房地产-房地产-住宅开发,000718
33,000797.SZ,房地产-房地产-住宅开发,000797
33,002146.SZ,房地产-房地产-住宅开发,002146
22,600082.SH,房地产-房地产-产业地产,600082
17,600325.SH,房地产-房地产-住宅开发,600325
22,600340.SH,房地产-房地产-产业地产,600340
17,600622.SH,房地产-房地产-住宅开发,600622
17,600658.SH,房地产-房地产-产业地产,600658
17,600716.SH,房地产-房地产-住宅开发,600716
17,600303.SH,汽车-汽车整车-商用载客车,600303
17,600405.SH,电力设备-其他电源设备-其他电源设备Ⅲ,600405
17,688551.SH,电力设备-其他电源设备-其他电源设备Ⅲ,688551
33,300311.SZ,计算机-软件开发-横向通用软件,300311
33,300869.SZ,医药生物-医疗器械-医疗设备,300869
17,688425.SH,机械设备-工程机械-工程机械Ⅲ,688425
17,601999.SH,传媒-文化传媒-出版,601999
33,300770.SZ,传媒-文化传媒-电视广播,300770
151,920371.BJ,农林牧渔-农产品加工-其他农产品加工,920371
33,000633.SZ,有色金属-金属新材料-其他金属新材料,000633
33,002122.SZ,机械设备-通用设备-机床工具,002122
17,600327.SH,医药生物-医疗服务-医院,600327
33,300471.SZ,机械设备-专用设备-其他专用设备,300471
17,601369.SH,机械设备-专用设备-能源及重型设备,601369
33,301056.SZ,机械设备-专用设备-楼宇设备,301056
17,688121.SH,机械设备-专用设备-能源及重型设备,688121
33,300002.SZ,传媒-游戏-游戏Ⅲ,300002
33,000802.SZ,传媒-影视院线-影视院线Ⅲ,000802
33,300261.SZ,基础化工-农化制品-农药,300261
33,003042.SZ,基础化工-农化制品-农药,003042
17,600197.SH,食品饮料-白酒-白酒Ⅲ,600197
33,002206.SZ,基础化工-化学纤维-涤纶,002206
33,000927.SZ,交通运输-物流-物流Ⅲ,000927
17,600794.SH,交通运输-物流-物流Ⅲ,600794
17,603329.SH,交通运输-物流-物流Ⅲ,603329
33,300873.SZ,交通运输-物流-物流Ⅲ,300873
17,605050.SH,交通运输-物流-物流Ⅲ,605050
17,600026.SH,交通运输-港口航运-航运,600026
17,601588.SH,社会服务-其他社会服务-专业服务,601588
17,601965.SH,社会服务-其他社会服务-专业服务,601965
33,002868.SZ,农林牧渔-养殖业-动物保健,002868
33,300094.SZ,农林牧渔-养殖业-水产养殖,300094
17,603987.SH,医药生物-医疗器械-医疗耗材,603987
33,000401.SZ,建筑材料-建筑材料-水泥,000401
33,000877.SZ,建筑材料-建筑材料-水泥,000877
17,601992.SH,建筑材料-建筑材料-水泥,601992
33,002495.SZ,食品饮料-食品加工制造-调味发酵品,002495
33,002820.SZ,食品饮料-食品加工制造-休闲食品,002820
33,300783.SZ,食品饮料-食品加工制造-休闲食品,300783
37,002808.SZ,电子-光学光电子-光学元件,002808
33,000523.SZ,食品饮料-饮料制造-软饮料,000523
33,300106.SZ,食品饮料-饮料制造-乳品,300106
33,002946.SZ,食品饮料-饮料制造-乳品,002946
33,000690.SZ,公用事业-电力-火电,000690
17,600027.SH,公用事业-电力-火电,600027
17,600157.SH,公用事业-电力-火电,600157
33,000155.SZ,公用事业-电力-新能源发电,000155
17,601985.SH,公用事业-电力-新能源发电,601985
33,003816.SZ,公用事业-电力-新能源发电,003816
17,600956.SH,公用事业-电力-新能源发电,600956
33,300485.SZ,医药生物-生物制品-其他生物制品,300485
33,300318.SZ,医药生物-生物制品-血液制品,300318
17,600653.SH,汽车-汽车服务及其他-汽车服务,600653
33,002215.SZ,农林牧渔-种植业与林业-其他种植业,002215
33,000030.SZ,汽车-汽车零部件-底盘与发动机系统,000030
17,600742.SH,汽车-汽车零部件-车身附件及饰件,600742
33,002005.SZ,家用电器-小家电-小家电Ⅲ,002005
17,600690.SH,家用电器-白色家电-冰洗,600690
33,300534.SZ,医药生物-中药-中药Ⅲ,300534
17,688072.SH,电子-半导体-半导体设备,688072
33,002678.SZ,轻工制造-家居用品-文娱用品,002678
33,300636.SZ,医药生物-化学制药-原料药,300636
33,300110.SZ,医药生物-化学制药-化学制剂,300110
33,000728.SZ,非银金融-证券-证券Ⅲ,000728
33,002500.SZ,非银金融-证券-证券Ⅲ,002500
33,002673.SZ,非银金融-证券-证券Ⅲ,002673
33,000009.SZ,电力设备-电池-电池化学品,000009
17,688778.SH,电力设备-电池-电池化学品,688778
33,002768.SZ,基础化工-塑料制品-改性塑料,002768
33,000159.SZ,电力设备-光伏设备-光伏辅材,000159
33,002513.SZ,电力设备-光伏设备-光伏电池组件,002513
33,002169.SZ,电力设备-电网设备-电气自控设备,002169
33,002706.SZ,电力设备-电网设备-输变电设备,002706
33,000822.SZ,基础化工-化学原料-纯碱,000822
17,600844.SH,基础化工-化学原料-煤化工,600844
33,002656.SZ,纺织服饰-服装家纺-服装,002656
33,002832.SZ,纺织服饰-服装家纺-服装,002832
17,600022.SH,钢铁-钢铁-普钢,600022
17,600569.SH,钢铁-钢铁-普钢,600569
17,601005.SH,钢铁-钢铁-普钢,601005
17,601686.SH,钢铁-钢铁-普钢,601686
17,600128.SH,商贸零售-贸易-贸易Ⅲ,600128
17,600278.SH,商贸零售-贸易-贸易Ⅲ,600278
22,600239.SH,商贸零售-零售-商业物业经营,600239
17,600415.SH,商贸零售-零售-商业物业经营,600415
17,600814.SH,商贸零售-零售-百货零售,600814
17,601828.SH,商贸零售-零售-商业物业经营,601828
33,002573.SZ,环保-环境治理-水务及水治理,002573
33,300197.SZ,环保-环境治理-综合环境治理,300197
33,300425.SZ,环保-环境治理-水务及水治理,300425
17,600008.SH,环保-环境治理-水务及水治理,600008
17,688503.SH,电力设备-光伏设备-光伏辅材,688503
33,301358.SZ,电力设备-电池-电池化学品,301358
33,002335.SZ,电力设备-其他电源设备-其他电源设备Ⅲ,002335
33,301200.SZ,机械设备-自动化设备-其他自动化设备,301200
17,688633.SH,机械设备-专用设备-能源及重型设备,688633
17,603075.SH,家用电器-白色家电-家电零部件,603075
17,688419.SH,机械设备-专用设备-其他专用设备,688419
33,301584.SZ,医药生物-医药商业-医药流通,301584
151,920160.BJ,社会服务-其他社会服务-专业服务,920160
33,001390.SZ,纺织服饰-纺织制造-其他纺织,001390
33,300892.SZ,食品饮料-饮料制造-乳品,300892
33,300896.SZ,美容护理-美容护理-医疗美容,300896
33,002959.SZ,家用电器-小家电-小家电Ⅲ,002959
33,001220.SZ,交通运输-物流-物流Ⅲ,001220
17,600506.SH,石油石化-石油加工贸易-石油加工,600506
17,603585.SH,基础化工-农化制品-农药,603585
33,300859.SZ,社会服务-旅游及酒店-自然景点,300859
33,301371.SZ,美容护理-美容护理-化妆品,301371
17,688185.SH,医药生物-生物制品-疫苗,688185
17,600587.SH,医药生物-医疗器械-医疗设备,600587
33,002986.SZ,石油石化-石油加工贸易-石油加工,002986
33,301327.SZ,电力设备-电池-锂电池,301327
17,603079.SH,基础化工-化学制品-食品及饲料添加剂,603079
17,688819.SH,电力设备-电池-其他电池,688819
17,603283.SH,机械设备-自动化设备-工控设备,603283
17,688166.SH,医药生物-化学制药-原料药,688166
33,300595.SZ,医药生物-医疗器械-医疗耗材,300595
33,002802.SZ,基础化工-化学制品-其他化学制品,002802
17,688617.SH,医药生物-医疗器械-医疗耗材,688617
33,301525.SZ,机械设备-通用设备-制冷空调设备,301525
33,002911.SZ,公用事业-燃气-燃气Ⅲ,002911
33,001269.SZ,电力设备-光伏设备-光伏辅材,001269
17,603998.SH,医药生物-中药-中药Ⅲ,603998
17,600826.SH,社会服务-其他社会服务-专业服务,600826
33,002762.SZ,纺织服饰-服装家纺-服装,002762
33,301058.SZ,建筑装饰-建筑装饰-工程咨询服务,301058
17,601952.SH,农林牧渔-种植业与林业-粮食种植,601952
17,603150.SH,家用电器-白色家电-家电零部件,603150
17,600897.SH,交通运输-机场航运-机场,600897
33,301036.SZ,基础化工-化学制品-涂料油墨,301036
17,603273.SH,机械设备-工程机械-工程机械Ⅲ,603273
22,688033.SH,电力设备-光伏设备-光伏辅材,688033
33,002258.SZ,基础化工-农化制品-农药,002258
17,688399.SH,医药生物-医疗器械-体外诊断,688399
33,002797.SZ,非银金融-证券-证券Ⅲ,002797
33,001696.SZ,机械设备-通用设备-其他通用设备,001696
17,600736.SH,房地产-房地产-住宅开发,600736
17,600610.SH,基础化工-化学原料-其他化学原料,600610
33,002646.SZ,食品饮料-白酒-白酒Ⅲ,002646
17,688553.SH,医药生物-化学制药-化学制剂,688553
33,300609.SZ,计算机-IT服务-IT服务Ⅲ,300609
17,688668.SH,通信-通信设备-通信网络设备及器件,688668
33,002264.SZ,传媒-文化传媒-广告营销,002264
33,300662.SZ,社会服务-其他社会服务-专业服务,300662
33,002627.SZ,社会服务-旅游及酒店-旅游综合,002627
17,601888.SH,商贸零售-零售-旅游零售,601888
33,002624.SZ,传媒-游戏-游戏Ⅲ,002624
17,600167.SH,公用事业-电力-热力,600167
33,301259.SZ,环保-环境治理-综合环境治理,301259
33,000960.SZ,有色金属-小金属-其他小金属,000960
17,603801.SH,轻工制造-家居用品-定制家居,603801
33,003004.SZ,计算机-计算机设备-安防设备,003004
17,601595.SH,传媒-影视院线-影视院线Ⅲ,601595
17,605077.SH,基础化工-化学制品-食品及饲料添加剂,605077
17,600651.SH,汽车-汽车零部件-汽车电子电气系统,600651
33,000713.SZ,农林牧渔-种植业与林业-种子生产,000713
33,002381.SZ,基础化工-橡胶制品-其他橡胶制品,002381
33,301153.SZ,计算机-软件开发-垂直应用软件,301153
17,601222.SH,电力设备-电网设备-电气自控设备,601222
33,002668.SZ,家用电器-白色家电-冰洗,002668
33,002150.SZ,电力设备-光伏设备-逆变器,002150
151,920436.BJ,汽车-汽车零部件-汽车电子电气系统,920436
33,002266.SZ,环保-环境治理-固废治理,002266
17,600235.SH,轻工制造-造纸-造纸Ⅲ,600235
17,603999.SH,传媒-文化传媒-出版,603999
33,300087.SZ,农林牧渔-种植业与林业-种子生产,300087
17,603565.SH,交通运输-港口航运-航运,603565
17,600697.SH,商贸零售-零售-百货零售,600697
17,605388.SH,食品饮料-饮料制造-软饮料,605388
33,300653.SZ,医药生物-医疗器械-医疗耗材,300653
17,601579.SH,食品饮料-饮料制造-其他酒类,601579
33,000957.SZ,汽车-汽车整车-商用载客车,000957
33,300997.SZ,食品饮料-饮料制造-软饮料,300997
17,688198.SH,医药生物-医疗器械-医疗耗材,688198
33,002187.SZ,商贸零售-零售-百货零售,002187
17,600833.SH,医药生物-医药商业-药店,600833
33,300483.SZ,石油石化-油气开采及服务-油气开采,300483
33,002053.SZ,公用事业-电力-新能源发电,002053
33,000507.SZ,交通运输-港口航运-港口,000507
33,001202.SZ,交通运输-物流-物流Ⅲ,001202
33,300898.SZ,食品饮料-饮料制造-乳品,300898
17,603175.SH,电子-元件-印制电路板,603175
33,002494.SZ,纺织服饰-服装家纺-服装,002494
33,002950.SZ,医药生物-医疗器械-医疗耗材,002950
17,603709.SH,轻工制造-家居用品-成品家居,603709
33,002140.SZ,建筑装饰-建筑装饰-专业工程,002140
33,301515.SZ,医药生物-医疗器械-医疗设备,301515
