code,market_code,所属同花顺行业,股票代码
603899,17,轻工制造-家居用品-文娱用品,603899.SH
688728,17,电子-半导体-数字芯片设计,688728.SH
601288,17,银行-银行-国有大型银行,601288.SH
688622,22,机械设备-通用设备-仪器仪表,688622.SH
603238,17,纺织服饰-纺织制造-其他纺织,603238.SH
600302,22,机械设备-专用设备-纺织服装设备,600302.SH
002060,33,建筑装饰-建筑装饰-基础建设,002060.SZ
603276,17,基础化工-化学原料-其他化学原料,603276.SH
000088,33,交通运输-港口航运-港口,000088.SZ
600648,17,房地产-房地产-产业地产,600648.SH
605268,17,轻工制造-家居用品-定制家居,605268.SH
600561,17,交通运输-公路铁路运输-公交,600561.SH
600615,17,机械设备-专用设备-农用机械,600615.SH
920720,151,汽车-汽车零部件-其他汽车零部件,920720.BJ
002746,33,农林牧渔-养殖业-肉鸡养殖,002746.SZ
920378,151,汽车-汽车零部件-底盘与发动机系统,920378.BJ
603312,17,电力设备-电网设备-输变电设备,603312.SH
603235,17,医药生物-化学制药-原料药,603235.SH
002695,33,食品饮料-食品加工制造-休闲食品,002695.SZ
603279,17,机械设备-通用设备-其他通用设备,603279.SH
300120,33,电子-光学光电子-面板,300120.SZ
600753,22,交通运输-物流-物流Ⅲ,600753.SH
002314,33,房地产-房地产-住宅开发,002314.SZ
002008,33,机械设备-自动化设备-激光设备,002008.SZ
601169,17,银行-银行-城商行,601169.SH
300861,33,机械设备-通用设备-磨具磨料,300861.SZ
600941,17,通信-通信服务-电信运营商,600941.SH
601166,17,银行-银行-股份制银行,601166.SH
600720,17,建筑装饰-建筑装饰-工程咨询服务,600720.SH
603816,17,轻工制造-家居用品-成品家居,603816.SH
600979,17,公用事业-电力-电能综合服务,600979.SH
600566,17,医药生物-中药-中药Ⅲ,600566.SH
600000,17,银行-银行-股份制银行,600000.SH
300470,33,机械设备-通用设备-其他通用设备,300470.SZ
603167,17,交通运输-港口航运-航运,603167.SH
300389,33,电子-光学光电子-LED,300389.SZ
002855,33,电子-消费电子-消费电子零部件及组装,002855.SZ
000631,33,公用事业-电力-火电,000631.SZ
002029,33,纺织服饰-服装家纺-服装,002029.SZ
600512,17,建筑装饰-建筑装饰-基础建设,600512.SH
000498,33,建筑装饰-建筑装饰-基础建设,000498.SZ
688106,17,电子-电子化学品-电子化学品Ⅲ,688106.SH
600834,17,交通运输-公路铁路运输-公交,600834.SH
002867,33,纺织服饰-服装家纺-饰品,002867.SZ
600391,17,国防军工-军工装备-航空装备,600391.SH
300363,33,医药生物-医疗服务-医疗研发外包,300363.SZ
688420,17,机械设备-专用设备-能源及重型设备,688420.SH
603602,17,传媒-文化传媒-广告营销,603602.SH
600188,17,煤炭-煤炭开采加工-煤炭开采,600188.SH
002558,33,传媒-游戏-游戏Ⅲ,002558.SZ
688496,22,电子-光学光电子-面板,688496.SH
688620,17,电子-半导体-数字芯片设计,688620.SH
603317,17,食品饮料-食品加工制造-调味发酵品,603317.SH
920037,151,电力设备-电网设备-线缆部件及其他,920037.BJ
300274,33,电力设备-光伏设备-逆变器,300274.SZ
688466,17,环保-环境治理-水务及水治理,688466.SH
603520,17,医药生物-化学制药-原料药,603520.SH
603336,17,农林牧渔-种植业与林业-其他种植业,603336.SH
000537,33,公用事业-电力-新能源发电,000537.SZ
002098,33,纺织服饰-纺织制造-辅料,002098.SZ
001914,33,房地产-房地产-房地产服务,001914.SZ
002958,33,银行-银行-农商行,002958.SZ
000598,33,环保-环境治理-水务及水治理,000598.SZ
600692,17,房地产-房地产-住宅开发,600692.SH
603639,17,基础化工-农化制品-农药,603639.SH
002935,33,国防军工-军工电子-军工电子Ⅲ,002935.SZ
002227,33,电力设备-其他电源设备-其他电源设备Ⅲ,002227.SZ
002444,33,机械设备-通用设备-其他通用设备,002444.SZ
688606,17,医药生物-医疗器械-体外诊断,688606.SH
603023,17,汽车-汽车零部件-汽车电子电气系统,603023.SH
601816,17,交通运输-公路铁路运输-铁路运输,601816.SH
603213,17,基础化工-化学原料-氯碱,603213.SH
000903,33,汽车-汽车零部件-底盘与发动机系统,000903.SZ
002790,33,轻工制造-家居用品-其他家居用品,002790.SZ
000820,33,环保-环保设备-环保设备Ⅲ,000820.SZ
002723,33,电子-光学光电子-LED,002723.SZ
000911,33,农林牧渔-农产品加工-其他农产品加工,000911.SZ
600428,17,交通运输-港口航运-航运,600428.SH
601827,17,环保-环境治理-固废治理,601827.SH
002494,33,纺织服饰-服装家纺-服装,002494.SZ
300948,33,环保-环境治理-综合环境治理,300948.SZ
002025,33,国防军工-军工电子-军工电子Ⅲ,002025.SZ
002955,33,电子-光学光电子-面板,002955.SZ
002041,33,农林牧渔-种植业与林业-种子生产,002041.SZ
600027,17,公用事业-电力-火电,600027.SH
603195,17,轻工制造-家居用品-其他家居用品,603195.SH
301305,33,环保-环境治理-固废治理,301305.SZ
600817,17,环保-环保设备-环保设备Ⅲ,600817.SH
002204,33,机械设备-专用设备-能源及重型设备,002204.SZ
002330,33,食品饮料-食品加工制造-肉制品,002330.SZ
605089,17,食品饮料-食品加工制造-预加工食品,605089.SH
002993,33,电子-消费电子-消费电子零部件及组装,002993.SZ
603729,22,传媒-文化传媒-广告营销,603729.SH
600236,17,公用事业-电力-水电,600236.SH
002614,33,家用电器-小家电-小家电Ⅲ,002614.SZ
600080,22,医药生物-中药-中药Ⅲ,600080.SH
688146,17,电子-电子化学品-电子化学品Ⅲ,688146.SH
601568,17,基础化工-化学原料-氯碱,601568.SH
300430,33,机械设备-自动化设备-其他自动化设备,300430.SZ
600023,17,公用事业-电力-火电,600023.SH
000723,33,煤炭-煤炭开采加工-焦炭加工,000723.SZ
688786,17,有色金属-金属新材料-磁性材料,688786.SH
600368,17,交通运输-公路铁路运输-高速公路,600368.SH
601918,17,煤炭-煤炭开采加工-煤炭开采,601918.SH
603843,22,建筑装饰-建筑装饰-基础建设,603843.SH
600495,17,机械设备-轨交设备-轨交设备Ⅲ,600495.SH
605218,17,电子-光学光电子-面板,605218.SH
002571,33,轻工制造-家居用品-其他家居用品,002571.SZ
688131,17,医药生物-医疗服务-医疗研发外包,688131.SH
002795,33,机械设备-通用设备-金属制品,002795.SZ
000782,33,基础化工-化学纤维-其他纤维,000782.SZ
300387,33,基础化工-农化制品-复合肥,300387.SZ
300237,33,汽车-汽车零部件-其他汽车零部件,300237.SZ
002574,33,纺织服饰-服装家纺-饰品,002574.SZ
603558,17,纺织服饰-服装家纺-鞋帽及其他,603558.SH
601921,17,传媒-文化传媒-出版,601921.SH
920491,151,机械设备-通用设备-仪器仪表,920491.BJ
600017,17,交通运输-港口航运-港口,600017.SH
603360,17,基础化工-农化制品-农药,603360.SH
603262,17,食品饮料-食品加工制造-其他食品,603262.SH
301070,33,机械设备-通用设备-制冷空调设备,301070.SZ
300625,33,电子-光学光电子-LED,300625.SZ
000777,33,机械设备-通用设备-金属制品,000777.SZ
300509,33,机械设备-专用设备-印刷包装机械,300509.SZ
002909,33,基础化工-化学制品-有机硅,002909.SZ
301077,33,基础化工-化学制品-其他化学制品,301077.SZ
000897,33,房地产-房地产-住宅开发,000897.SZ
002367,33,机械设备-专用设备-楼宇设备,002367.SZ
002936,33,银行-银行-城商行,002936.SZ
001259,33,家用电器-小家电-小家电Ⅲ,001259.SZ
002003,33,纺织服饰-纺织制造-辅料,002003.SZ
002902,33,通信-通信设备-通信网络设备及器件,002902.SZ
601665,17,银行-银行-城商行,601665.SH
002761,33,建筑装饰-建筑装饰-房屋建设,002761.SZ
002321,33,农林牧渔-养殖业-其他养殖,002321.SZ
300706,33,电子-半导体-半导体材料,300706.SZ
300958,33,环保-环境治理-综合环境治理,300958.SZ
000809,33,电力设备-风电设备-风电零部件,000809.SZ
603980,17,基础化工-化学制品-纺织化学用品,603980.SH
601860,17,银行-银行-农商行,601860.SH
600926,17,银行-银行-城商行,600926.SH
603568,17,环保-环境治理-固废治理,603568.SH
000793,33,传媒-文化传媒-出版,000793.SZ
000702,33,农林牧渔-农产品加工-畜禽饲料,000702.SZ
002893,33,公用事业-电力-热力,002893.SZ
002353,33,机械设备-专用设备-能源及重型设备,002353.SZ
688319,17,医药生物-生物制品-疫苗,688319.SH
300447,33,国防军工-军工电子-军工电子Ⅲ,300447.SZ
000156,33,传媒-文化传媒-电视广播,000156.SZ
002234,33,农林牧渔-养殖业-肉鸡养殖,002234.SZ
601328,17,银行-银行-国有大型银行,601328.SH
002133,33,房地产-房地产-住宅开发,002133.SZ
600011,17,公用事业-电力-火电,600011.SH
600984,17,机械设备-工程机械-工程机械Ⅲ,600984.SH
000692,33,公用事业-电力-热力,000692.SZ
300306,33,机械设备-通用设备-仪器仪表,300306.SZ
301181,33,汽车-汽车零部件-底盘与发动机系统,301181.SZ
688425,17,机械设备-工程机械-工程机械Ⅲ,688425.SH
300373,33,电子-半导体-分立器件,300373.SZ
603810,17,基础化工-农化制品-农药,603810.SH
002394,33,纺织服饰-纺织制造-棉纺,002394.SZ
301166,33,医药生物-生物制品-其他生物制品,301166.SZ
600234,17,建筑装饰-建筑装饰-装饰园林,600234.SH
301112,33,机械设备-自动化设备-机器人,301112.SZ
002529,33,机械设备-专用设备-其他专用设备,002529.SZ
300169,33,基础化工-化学制品-其他化学制品,300169.SZ
603801,17,轻工制造-家居用品-定制家居,603801.SH
301398,33,汽车-汽车零部件-车身附件及饰件,301398.SZ
002027,33,传媒-文化传媒-广告营销,002027.SZ
601998,17,银行-银行-股份制银行,601998.SH
300193,33,机械设备-通用设备-其他通用设备,300193.SZ
603669,17,医药生物-化学制药-化学制剂,603669.SH
920166,151,医药生物-医疗器械-医疗耗材,920166.BJ
002889,33,交通运输-物流-物流Ⅲ,002889.SZ
002413,33,国防军工-军工电子-军工电子Ⅲ,002413.SZ
300730,33,计算机-软件开发-垂直应用软件,300730.SZ
603049,17,汽车-汽车零部件-轮胎轮毂,603049.SH
002877,33,机械设备-通用设备-金属制品,002877.SZ
002005,33,家用电器-小家电-小家电Ⅲ,002005.SZ
603182,17,农林牧渔-农产品加工-粮油加工,603182.SH
920036,151,计算机-计算机设备-安防设备,920036.BJ
001208,33,电力设备-电网设备-线缆部件及其他,001208.SZ
601222,17,电力设备-电网设备-电气自控设备,601222.SH
300167,33,计算机-IT服务-IT服务Ⅲ,300167.SZ
002640,33,商贸零售-互联网电商-互联网电商Ⅲ,002640.SZ
600956,17,公用事业-电力-新能源发电,600956.SH
000985,33,石油石化-石油加工贸易-石油加工,000985.SZ
688577,17,机械设备-通用设备-机床工具,688577.SH
688202,17,医药生物-医疗服务-医疗研发外包,688202.SH
603901,17,机械设备-专用设备-印刷包装机械,603901.SH
605069,17,环保-环境治理-综合环境治理,605069.SH
000520,33,交通运输-港口航运-航运,000520.SZ
301300,33,基础化工-橡胶制品-炭黑,301300.SZ
600938,17,石油石化-油气开采及服务-油气开采,600938.SH
002979,33,机械设备-自动化设备-机器人,002979.SZ
000301,33,石油石化-石油加工贸易-石油加工,000301.SZ
603878,17,钢铁-钢铁-普钢,603878.SH
603097,17,电力设备-电网设备-输变电设备,603097.SH
000419,33,商贸零售-零售-百货零售,000419.SZ
600519,17,食品饮料-白酒-白酒Ⅲ,600519.SH
603616,17,建筑材料-建筑材料-水泥,603616.SH
002807,33,银行-银行-农商行,002807.SZ
300481,33,电子-电子化学品-电子化学品Ⅲ,300481.SZ
300564,33,建筑装饰-建筑装饰-工程咨询服务,300564.SZ
002948,33,银行-银行-城商行,002948.SZ
688217,17,医药生物-医疗器械-体外诊断,688217.SH
600084,22,食品饮料-饮料制造-其他酒类,600084.SH
002039,33,公用事业-电力-水电,002039.SZ
688702,17,电子-半导体-数字芯片设计,688702.SH
000965,33,房地产-房地产-住宅开发,000965.SZ
600528,17,机械设备-轨交设备-轨交设备Ⅲ,600528.SH
000407,33,公用事业-燃气-燃气Ⅲ,000407.SZ
002671,33,建筑材料-建筑材料-水泥,002671.SZ
601929,17,传媒-文化传媒-电视广播,601929.SH
601065,17,基础化工-化学原料-无机盐,601065.SH
300478,33,基础化工-塑料制品-改性塑料,300478.SZ
002372,33,建筑材料-建筑材料-管材,002372.SZ
600195,17,农林牧渔-养殖业-动物保健,600195.SH
601818,17,银行-银行-股份制银行,601818.SH
600279,17,交通运输-港口航运-港口,600279.SH
600287,17,商贸零售-贸易-贸易Ⅲ,600287.SH
002611,33,机械设备-专用设备-印刷包装机械,002611.SZ
002767,33,机械设备-通用设备-仪器仪表,002767.SZ
603839,17,纺织服饰-服装家纺-服装,603839.SH
000922,33,电力设备-电机-电机Ⅲ,000922.SZ
002628,33,建筑装饰-建筑装饰-基础建设,002628.SZ
605058,17,电子-元件-印制电路板,605058.SH
002596,33,建筑材料-建筑材料-水泥,002596.SZ
605122,17,建筑材料-建筑材料-水泥,605122.SH
603776,17,汽车-汽车服务及其他-其他运输设备,603776.SH
002721,33,纺织服饰-服装家纺-饰品,002721.SZ
920866,151,基础化工-农化制品-农药,920866.BJ
603289,17,机械设备-专用设备-其他专用设备,603289.SH
605599,17,纺织服饰-服装家纺-饰品,605599.SH
601096,17,电力设备-电网设备-线缆部件及其他,601096.SH
300424,33,国防军工-军工装备-航空装备,300424.SZ
688187,17,机械设备-轨交设备-轨交设备Ⅲ,688187.SH
920099,151,建筑装饰-建筑装饰-专业工程,920099.BJ
600527,17,基础化工-化学纤维-其他纤维,600527.SH
002338,33,国防军工-军工电子-军工电子Ⅲ,002338.SZ
000017,33,纺织服饰-服装家纺-饰品,000017.SZ
002032,33,家用电器-小家电-小家电Ⅲ,002032.SZ
688670,17,医药生物-生物制品-疫苗,688670.SH
605180,17,纺织服饰-纺织制造-其他纺织,605180.SH
002849,33,机械设备-通用设备-仪器仪表,002849.SZ
603708,17,商贸零售-零售-百货零售,603708.SH
001872,33,交通运输-港口航运-港口,001872.SZ
603959,22,建筑装饰-建筑装饰-专业工程,603959.SH
002310,33,公用事业-电力-新能源发电,002310.SZ
300800,33,环保-环保设备-环保设备Ⅲ,300800.SZ
300575,33,基础化工-农化制品-农药,300575.SZ
600887,17,食品饮料-饮料制造-乳品,600887.SH
603018,17,建筑装饰-建筑装饰-工程咨询服务,603018.SH
000521,33,家用电器-白色家电-冰洗,000521.SZ
601518,17,交通运输-公路铁路运输-高速公路,601518.SH
600628,17,商贸零售-零售-百货零售,600628.SH
002483,33,机械设备-专用设备-能源及重型设备,002483.SZ
002528,33,计算机-计算机设备-安防设备,002528.SZ
300628,33,通信-通信设备-通信终端及配件,300628.SZ
920087,151,农林牧渔-种植业与林业-种子生产,920087.BJ
603389,22,轻工制造-家居用品-成品家居,603389.SH
600999,17,非银金融-证券-证券Ⅲ,600999.SH
920656,151,医药生物-化学制药-原料药,920656.BJ
688357,17,基础化工-化学制品-其他化学制品,688357.SH
301040,33,电力设备-风电设备-风电零部件,301040.SZ
002166,33,基础化工-化学制品-食品及饲料添加剂,002166.SZ
300335,33,公用事业-电力-热力,300335.SZ
002001,33,医药生物-化学制药-原料药,002001.SZ
300731,33,基础化工-橡胶制品-其他橡胶制品,300731.SZ
600897,17,交通运输-机场航运-机场,600897.SH
002548,33,农林牧渔-农产品加工-畜禽饲料,002548.SZ
301058,33,建筑装饰-建筑装饰-工程咨询服务,301058.SZ
000636,33,电子-元件-被动元件,000636.SZ
600243,22,机械设备-通用设备-其他通用设备,600243.SH
600116,17,公用事业-电力-电能综合服务,600116.SH
301019,33,基础化工-塑料制品-其他塑料制品,301019.SZ
000951,33,汽车-汽车整车-商用载货车,000951.SZ
600697,17,商贸零售-零售-百货零售,600697.SH
000779,33,建筑装饰-建筑装饰-工程咨询服务,000779.SZ
002809,33,基础化工-化学制品-其他化学制品,002809.SZ
302132,33,国防军工-军工装备-航空装备,302132.SZ
000548,33,交通运输-公路铁路运输-高速公路,000548.SZ
603985,17,电力设备-风电设备-风电零部件,603985.SH
000757,33,汽车-汽车服务及其他-汽车服务,000757.SZ
601368,17,环保-环境治理-水务及水治理,601368.SH
601686,17,钢铁-钢铁-普钢,601686.SH
000610,33,社会服务-旅游及酒店-旅游综合,000610.SZ
002911,33,公用事业-燃气-燃气Ⅲ,002911.SZ
002059,33,社会服务-旅游及酒店-人工景点,002059.SZ
002102,33,医药生物-化学制药-原料药,002102.SZ
002917,33,基础化工-化学制品-民爆用品,002917.SZ
002513,33,电力设备-光伏设备-光伏电池组件,002513.SZ
000528,33,机械设备-工程机械-工程机械Ⅲ,000528.SZ
920275,151,农林牧渔-农产品加工-畜禽饲料,920275.BJ
300068,33,电力设备-电池-锂电池,300068.SZ
301429,33,建筑材料-建筑材料-其他建材,301429.SZ
600597,17,食品饮料-饮料制造-乳品,600597.SH
000735,33,农林牧渔-养殖业-生猪养殖,000735.SZ
688291,17,计算机-软件开发-垂直应用软件,688291.SH
601677,17,有色金属-工业金属-铝,601677.SH
605001,17,机械设备-轨交设备-轨交设备Ⅲ,605001.SH
002465,33,国防军工-军工电子-军工电子Ⅲ,002465.SZ
300629,33,国防军工-军工电子-军工电子Ⅲ,300629.SZ
002375,33,建筑装饰-建筑装饰-装饰园林,002375.SZ
002046,33,机械设备-通用设备-磨具磨料,002046.SZ
600018,17,交通运输-港口航运-港口,600018.SH
002387,33,电子-光学光电子-面板,002387.SZ
002151,33,国防军工-军工电子-军工电子Ⅲ,002151.SZ
600548,17,交通运输-公路铁路运输-高速公路,600548.SH
000738,33,国防军工-军工装备-航空装备,000738.SZ
601156,17,交通运输-物流-物流Ⅲ,601156.SH
000570,33,机械设备-通用设备-其他通用设备,000570.SZ
600373,17,传媒-文化传媒-出版,600373.SH
301061,33,轻工制造-家居用品-成品家居,301061.SZ
603102,17,食品饮料-食品加工制造-其他食品,603102.SH
002691,33,机械设备-专用设备-能源及重型设备,002691.SZ
605108,17,社会服务-旅游及酒店-餐饮,605108.SH
600479,17,医药生物-中药-中药Ⅲ,600479.SH
000672,33,建筑材料-建筑材料-水泥,000672.SZ
000608,33,房地产-房地产-商业地产,000608.SZ
300087,33,农林牧渔-种植业与林业-种子生产,300087.SZ
600059,17,食品饮料-饮料制造-其他酒类,600059.SH
688612,17,汽车-汽车零部件-汽车电子电气系统,688612.SH
301281,33,医药生物-化学制药-化学制剂,301281.SZ
003003,33,轻工制造-包装印刷-包装,003003.SZ
603188,17,基础化工-化学制品-纺织化学用品,603188.SH
300643,33,汽车-汽车零部件-其他汽车零部件,300643.SZ
600398,17,纺织服饰-服装家纺-服装,600398.SH
603601,17,建筑材料-建筑材料-玻璃玻纤,603601.SH
688543,17,国防军工-军工装备-地面兵装,688543.SH
002352,33,交通运输-物流-物流Ⅲ,002352.SZ
603092,17,电力设备-风电设备-风电零部件,603092.SH
600662,17,社会服务-其他社会服务-专业服务,600662.SH
600824,17,商贸零售-零售-百货零售,600824.SH
000582,33,交通运输-港口航运-港口,000582.SZ
002679,33,农林牧渔-种植业与林业-林业,002679.SZ
002839,33,银行-银行-农商行,002839.SZ
000045,33,电子-光学光电子-面板,000045.SZ
000868,33,汽车-汽车整车-商用载客车,000868.SZ
601968,17,轻工制造-包装印刷-包装,601968.SH
001336,33,环保-环保设备-环保设备Ⅲ,001336.SZ
688210,17,电子-消费电子-消费电子零部件及组装,688210.SH
603536,17,食品饮料-食品加工制造-预加工食品,603536.SH
300129,33,电力设备-风电设备-风电零部件,300129.SZ
601006,17,交通运输-公路铁路运输-铁路运输,601006.SH
600313,17,农林牧渔-种植业与林业-种子生产,600313.SH
002269,33,纺织服饰-服装家纺-服装,002269.SZ
301083,33,机械设备-通用设备-其他通用设备,301083.SZ
603755,17,食品饮料-食品加工制造-调味发酵品,603755.SH
688163,17,医药生物-生物制品-血液制品,688163.SH
920050,151,医药生物-医疗器械-医疗耗材,920050.BJ
002522,33,基础化工-塑料制品-膜材料,002522.SZ
600917,17,公用事业-燃气-燃气Ⅲ,600917.SH
002660,33,电子-消费电子-消费电子零部件及组装,002660.SZ
600444,17,机械设备-专用设备-其他专用设备,600444.SH
301218,33,计算机-IT服务-IT服务Ⅲ,301218.SZ
600079,22,医药生物-化学制药-化学制剂,600079.SH
300881,33,钢铁-钢铁-特钢,300881.SZ
603699,17,机械设备-通用设备-金属制品,603699.SH
601058,17,汽车-汽车零部件-轮胎轮毂,601058.SH
600135,17,基础化工-塑料制品-膜材料,600135.SH
002968,33,房地产-房地产-房地产服务,002968.SZ
300263,33,机械设备-通用设备-其他通用设备,300263.SZ
002847,33,食品饮料-食品加工制造-休闲食品,002847.SZ
301266,33,电力设备-光伏设备-光伏辅材,301266.SZ
301571,33,国防军工-军工电子-军工电子Ⅲ,301571.SZ
688370,17,环保-环境治理-固废治理,688370.SH
002128,33,煤炭-煤炭开采加工-煤炭开采,002128.SZ
600130,17,电子-消费电子-消费电子零部件及组装,600130.SH
603511,17,纺织服饰-服装家纺-服装,603511.SH
002820,33,食品饮料-食品加工制造-休闲食品,002820.SZ
301322,33,汽车-汽车服务及其他-其他运输设备,301322.SZ
603908,17,纺织服饰-服装家纺-鞋帽及其他,603908.SH
300486,33,机械设备-自动化设备-其他自动化设备,300486.SZ
000663,33,农林牧渔-种植业与林业-林业,000663.SZ
920012,151,电子-半导体-半导体材料,920012.BJ
920368,151,电力设备-光伏设备-光伏加工设备,920368.BJ
600376,17,房地产-房地产-住宅开发,600376.SH
300070,33,环保-环境治理-水务及水治理,300070.SZ
300979,33,纺织服饰-纺织制造-其他纺织,300979.SZ
688562,17,计算机-软件开发-垂直应用软件,688562.SH
300044,33,计算机-IT服务-IT服务Ⅲ,300044.SZ
688314,17,医药生物-医疗器械-医疗耗材,688314.SH
601886,17,建筑装饰-建筑装饰-装饰园林,601886.SH
000503,33,计算机-软件开发-垂直应用软件,000503.SZ
601326,17,交通运输-港口航运-港口,601326.SH
002111,33,国防军工-军工装备-航空装备,002111.SZ
605016,17,基础化工-化学制品-食品及饲料添加剂,605016.SH
002068,33,基础化工-橡胶制品-炭黑,002068.SZ
000505,33,农林牧渔-农产品加工-粮油加工,000505.SZ
600333,17,公用事业-燃气-燃气Ⅲ,600333.SH
603208,17,轻工制造-家居用品-定制家居,603208.SH
600137,17,纺织服饰-服装家纺-服装,600137.SH
002661,33,食品饮料-食品加工制造-预加工食品,002661.SZ
000019,33,农林牧渔-农产品加工-粮油加工,000019.SZ
301151,33,机械设备-通用设备-金属制品,301151.SZ
600235,17,轻工制造-造纸-造纸Ⅲ,600235.SH
688290,17,机械设备-自动化设备-机器人,688290.SH
002037,33,基础化工-化学制品-民爆用品,002037.SZ
600288,17,计算机-软件开发-横向通用软件,600288.SH
601139,17,公用事业-燃气-燃气Ⅲ,601139.SH
603062,17,基础化工-化学制品-涂料油墨,603062.SH
600848,17,房地产-房地产-产业地产,600848.SH
002105,33,汽车-汽车服务及其他-其他运输设备,002105.SZ
002933,33,国防军工-军工装备-航空装备,002933.SZ
002258,33,基础化工-农化制品-农药,002258.SZ
603075,17,家用电器-白色家电-家电零部件,603075.SH
600353,17,电子-其他电子-其他电子Ⅲ,600353.SH
688518,17,机械设备-自动化设备-激光设备,688518.SH
600729,17,商贸零售-零售-百货零售,600729.SH
601177,17,机械设备-通用设备-金属制品,601177.SH
603628,17,电力设备-光伏设备-光伏辅材,603628.SH
600549,17,有色金属-小金属-钨,600549.SH
301185,33,计算机-软件开发-垂直应用软件,301185.SZ
301313,33,传媒-文化传媒-数字媒体,301313.SZ
300610,33,基础化工-化学制品-其他化学制品,300610.SZ
920508,151,电力设备-电网设备-电气自控设备,920508.BJ
300135,33,石油石化-石油加工贸易-石油加工,300135.SZ
002273,33,电子-光学光电子-光学元件,002273.SZ
600435,17,国防军工-军工装备-地面兵装,600435.SH
002516,33,汽车-汽车零部件-车身附件及饰件,002516.SZ
300947,33,商贸零售-零售-商业物业经营,300947.SZ
600844,17,基础化工-化学原料-煤化工,600844.SH
600022,17,钢铁-钢铁-普钢,600022.SH
688419,17,机械设备-专用设备-其他专用设备,688419.SH
002238,33,传媒-文化传媒-电视广播,002238.SZ
003037,33,建筑材料-建筑材料-水泥,003037.SZ
002623,33,电力设备-光伏设备-光伏辅材,002623.SZ
002678,33,轻工制造-家居用品-文娱用品,002678.SZ
688552,17,国防军工-军工电子-军工电子Ⅲ,688552.SH
301037,33,基础化工-化学制品-涂料油墨,301037.SZ
002895,33,基础化工-农化制品-磷肥及磷化工,002895.SZ
002682,33,交通运输-物流-物流Ⅲ,002682.SZ
002830,33,建筑装饰-建筑装饰-装饰园林,002830.SZ
301042,33,计算机-计算机设备-安防设备,301042.SZ
605499,17,食品饮料-饮料制造-软饮料,605499.SH
600863,17,公用事业-电力-火电,600863.SH
300899,33,环保-环境治理-水务及水治理,300899.SZ
600684,17,房地产-房地产-房地产服务,600684.SH
688089,17,基础化工-化学制品-食品及饲料添加剂,688089.SH
688281,17,国防军工-军工装备-航空装备,688281.SH
601995,17,非银金融-证券-证券Ⅲ,601995.SH
600995,17,公用事业-电力-电能综合服务,600995.SH
002724,33,电子-光学光电子-LED,002724.SZ
601009,17,银行-银行-城商行,601009.SH
300303,33,电子-光学光电子-LED,300303.SZ
002198,33,医药生物-中药-中药Ⅲ,002198.SZ
300707,33,汽车-汽车零部件-其他汽车零部件,300707.SZ
002775,33,建筑装饰-建筑装饰-装饰园林,002775.SZ
002852,33,农林牧渔-农产品加工-粮油加工,002852.SZ
002607,33,社会服务-教育-教育Ⅲ,002607.SZ
601567,17,电力设备-电网设备-输变电设备,601567.SH
002482,33,建筑装饰-建筑装饰-装饰园林,002482.SZ
000862,33,公用事业-电力-新能源发电,000862.SZ
688300,17,基础化工-非金属材料-非金属材料Ⅲ,688300.SH
002511,33,美容护理-美容护理-个护用品,002511.SZ
600822,17,汽车-汽车服务及其他-汽车服务,600822.SH
600529,17,医药生物-医疗器械-医疗耗材,600529.SH
002800,33,交通运输-物流-物流Ⅲ,002800.SZ
300712,33,建筑装饰-建筑装饰-基础建设,300712.SZ
300245,33,计算机-IT服务-IT服务Ⅲ,300245.SZ
002722,33,机械设备-专用设备-纺织服装设备,002722.SZ
603099,17,社会服务-旅游及酒店-自然景点,603099.SH
002468,33,交通运输-物流-物流Ⅲ,002468.SZ
002312,33,基础化工-农化制品-磷肥及磷化工,002312.SZ
603733,17,轻工制造-造纸-造纸Ⅲ,603733.SH
920026,151,机械设备-专用设备-其他专用设备,920026.BJ
600167,17,公用事业-电力-热力,600167.SH
301024,33,建筑装饰-建筑装饰-工程咨询服务,301024.SZ
301296,33,轻工制造-包装印刷-包装,301296.SZ
002735,33,轻工制造-包装印刷-包装,002735.SZ
600727,17,基础化工-化学制品-其他化学制品,600727.SH
002676,33,家用电器-白色家电-家电零部件,002676.SZ
300607,33,机械设备-自动化设备-机器人,300607.SZ
000637,33,石油石化-石油加工贸易-石油加工,000637.SZ
001280,33,有色金属-小金属-其他小金属,001280.SZ
002112,33,电力设备-电网设备-输变电设备,002112.SZ
002865,33,电力设备-光伏设备-光伏电池组件,002865.SZ
003042,33,基础化工-农化制品-农药,003042.SZ
600233,17,交通运输-物流-物流Ⅲ,600233.SH
000698,33,石油石化-石油加工贸易-石油加工,000698.SZ
920799,151,计算机-软件开发-垂直应用软件,920799.BJ
920245,151,机械设备-工程机械-工程机械Ⅲ,920245.BJ
688329,17,机械设备-自动化设备-其他自动化设备,688329.SH
601022,17,交通运输-港口航运-航运,601022.SH
000822,33,基础化工-化学原料-纯碱,000822.SZ
601019,17,传媒-文化传媒-出版,601019.SH
603818,17,轻工制造-家居用品-成品家居,603818.SH
000685,33,环保-环境治理-水务及水治理,000685.SZ
600477,17,建筑装饰-建筑装饰-专业工程,600477.SH
002445,33,机械设备-通用设备-金属制品,002445.SZ
600356,17,轻工制造-造纸-造纸Ⅲ,600356.SH
601766,17,机械设备-轨交设备-轨交设备Ⅲ,601766.SH
001313,33,农林牧渔-农产品加工-水产饲料,001313.SZ
