所属同花顺行业,code,market_code,股票代码
商贸零售-零售-商业物业经营,600655,17,600655.SH
环保-环保设备-环保设备Ⅲ,603282,17,603282.SH
建筑装饰-建筑装饰-基础建设,601868,17,601868.SH
农林牧渔-养殖业-生猪养殖,002157,33,002157.SZ
建筑材料-建筑材料-水泥,600802,17,600802.SH
基础化工-农化制品-复合肥,002758,33,002758.SZ
房地产-房地产-住宅开发,600791,17,600791.SH
医药生物-医疗服务-医疗研发外包,300683,33,300683.SZ
轻工制造-包装印刷-包装,920121,151,920121.BJ
汽车-汽车零部件-车身附件及饰件,603997,17,603997.SH
计算机-软件开发-垂直应用软件,920592,151,920592.BJ
医药生物-医疗服务-其他医疗服务,920670,151,920670.BJ
食品饮料-食品加工制造-预加工食品,605089,17,605089.SH
纺织服饰-服装家纺-服装,603518,17,603518.SH
社会服务-旅游及酒店-旅游综合,000069,33,000069.SZ
建筑装饰-建筑装饰-基础建设,000498,33,000498.SZ
纺织服饰-纺织制造-棉纺,000726,33,000726.SZ
非银金融-证券-证券Ⅲ,601375,17,601375.SH
家用电器-厨卫电器-厨卫电器Ⅲ,002035,33,002035.SZ
轻工制造-家居用品-成品家居,603818,17,603818.SH
商贸零售-互联网电商-互联网电商Ⅲ,600365,22,600365.SH
轻工制造-家居用品-定制家居,605268,17,605268.SH
医药生物-医药商业-医药流通,301015,33,301015.SZ
交通运输-物流-物流Ⅲ,000906,33,000906.SZ
建筑装饰-建筑装饰-基础建设,600512,17,600512.SH
电力设备-电池-锂电池,301511,33,301511.SZ
非银金融-证券-证券Ⅲ,600155,17,600155.SH
汽车-汽车零部件-其他汽车零部件,601279,17,601279.SH
社会服务-旅游及酒店-餐饮,002186,33,002186.SZ
轻工制造-家居用品-成品家居,603600,17,603600.SH
家用电器-白色家电-冰洗,600336,17,600336.SH
商贸零售-零售-专业连锁,300755,33,300755.SZ
纺织服饰-服装家纺-鞋帽及其他,300577,33,300577.SZ
非银金融-证券-证券Ⅲ,601878,17,601878.SH
汽车-汽车零部件-底盘与发动机系统,605088,17,605088.SH
建筑材料-建筑材料-水泥,605122,17,605122.SH
建筑材料-建筑材料-管材,002694,33,002694.SZ
电力设备-电网设备-电气自控设备,601222,17,601222.SH
机械设备-专用设备-能源及重型设备,002353,33,002353.SZ
环保-环境治理-固废治理,002672,33,002672.SZ
公用事业-电力-热力,600052,17,600052.SH
汽车-汽车零部件-底盘与发动机系统,920271,151,920271.BJ
房地产-房地产-住宅开发,600048,17,600048.SH
公用事业-电力-新能源发电,601619,17,601619.SH
机械设备-专用设备-其他专用设备,002786,33,002786.SZ
交通运输-公路铁路运输-公交,600611,17,600611.SH
医药生物-医疗器械-医疗设备,688271,17,688271.SH
建筑材料-建筑材料-其他建材,000786,33,000786.SZ
汽车-汽车整车-乘用车,002594,33,002594.SZ
计算机-软件开发-横向通用软件,688111,17,688111.SH
医药生物-医药商业-医药流通,002462,33,002462.SZ
建筑装饰-建筑装饰-工程咨询服务,300826,33,300826.SZ
非银金融-证券-证券Ⅲ,601108,17,601108.SH
交通运输-公路铁路运输-高速公路,600106,17,600106.SH
环保-环境治理-综合环境治理,300355,33,300355.SZ
电子-其他电子-其他电子Ⅲ,300736,33,300736.SZ
机械设备-通用设备-其他通用设备,301353,33,301353.SZ
医药生物-化学制药-原料药,600216,17,600216.SH
医药生物-中药-中药Ⅲ,300534,33,300534.SZ
农林牧渔-养殖业-肉鸡养殖,002299,33,002299.SZ
机械设备-轨交设备-轨交设备Ⅲ,688569,17,688569.SH
纺织服饰-服装家纺-服装,002563,33,002563.SZ
医药生物-中药-中药Ⅲ,600351,17,600351.SH
社会服务-其他社会服务-专业服务,301115,33,301115.SZ
建筑装饰-建筑装饰-装饰园林,002047,33,002047.SZ
农林牧渔-农产品加工-粮油加工,603231,17,603231.SH
医药生物-化学制药-化学制剂,603707,17,603707.SH
非银金融-证券-证券Ⅲ,000783,33,000783.SZ
交通运输-物流-物流Ⅲ,002492,33,002492.SZ
食品饮料-饮料制造-软饮料,300997,33,300997.SZ
建筑装饰-建筑装饰-工程咨询服务,300284,33,300284.SZ
电子-光学光电子-LED,300219,33,300219.SZ
纺织服饰-服装家纺-服装,605138,17,605138.SH
医药生物-医疗器械-医疗耗材,002901,33,002901.SZ
医药生物-化学制药-化学制剂,603207,17,603207.SH
综合-综合-综合Ⅲ,600682,17,600682.SH
农林牧渔-农产品加工-畜禽饲料,603151,17,603151.SH
医药生物-化学制药-原料药,300583,33,300583.SZ
非银金融-证券-证券Ⅲ,000712,33,000712.SZ
食品饮料-食品加工制造-肉制品,605567,17,605567.SH
农林牧渔-养殖业-海洋捕捞,600097,17,600097.SH
轻工制造-造纸-造纸Ⅲ,002078,33,002078.SZ
房地产-房地产-住宅开发,000002,33,000002.SZ
非银金融-多元金融-多元金融Ⅲ,600643,17,600643.SH
轻工制造-家居用品-文娱用品,002678,33,002678.SZ
医药生物-医疗器械-体外诊断,002932,33,002932.SZ
基础化工-化学原料-无机盐,601065,17,601065.SH
电力设备-电网设备-输变电设备,301295,33,301295.SZ
电力设备-光伏设备-光伏电池组件,688429,17,688429.SH
医药生物-医疗器械-医疗耗材,002817,33,002817.SZ
交通运输-物流-物流Ⅲ,000927,33,000927.SZ
医药生物-化学制药-化学制剂,600276,17,600276.SH
计算机-IT服务-IT服务Ⅲ,920806,151,920806.BJ
机械设备-专用设备-其他专用设备,688755,17,688755.SH
公用事业-电力-电能综合服务,600505,17,600505.SH
医药生物-中药-中药Ⅲ,002644,33,002644.SZ
基础化工-化学制品-聚氨酯,603192,17,603192.SH
医药生物-医药商业-医药流通,600829,17,600829.SH
房地产-房地产-住宅开发,600716,17,600716.SH
纺织服饰-服装家纺-服装,301088,33,301088.SZ
轻工制造-家居用品-文娱用品,001300,33,001300.SZ
医药生物-医药商业-医药流通,000950,33,000950.SZ
医药生物-中药-中药Ⅲ,300039,33,300039.SZ
非银金融-证券-证券Ⅲ,601901,17,601901.SH
汽车-汽车零部件-底盘与发动机系统,002703,33,002703.SZ
电力设备-电池-锂电池,600152,17,600152.SH
商贸零售-零售-专业连锁,301078,33,301078.SZ
非银金融-证券-证券Ⅲ,601136,17,601136.SH
环保-环境治理-综合环境治理,000068,33,000068.SZ
医药生物-化学制药-原料药,603351,17,603351.SH
房地产-房地产-房地产服务,001914,33,001914.SZ
传媒-文化传媒-出版,600229,17,600229.SH
非银金融-证券-证券Ⅲ,601162,17,601162.SH
建筑材料-建筑材料-水泥,000789,33,000789.SZ
汽车-汽车零部件-车身附件及饰件,301552,33,301552.SZ
传媒-文化传媒-出版,601811,17,601811.SH
医药生物-医疗器械-医疗设备,300633,33,300633.SZ
基础化工-化学制品-其他化学制品,000881,33,000881.SZ
建筑装饰-建筑装饰-工程咨询服务,603860,17,603860.SH
电力设备-电池-其他电池,600847,17,600847.SH
电子-消费电子-消费电子零部件及组装,002981,33,002981.SZ
汽车-汽车零部件-其他汽车零部件,301298,33,301298.SZ
交通运输-机场航运-机场,600897,17,600897.SH
房地产-房地产-住宅开发,000965,33,000965.SZ
传媒-文化传媒-出版,605577,17,605577.SH
食品饮料-饮料制造-乳品,600419,17,600419.SH
公用事业-电力-新能源发电,001258,33,001258.SZ
医药生物-医疗器械-体外诊断,002086,33,002086.SZ
机械设备-通用设备-制冷空调设备,600202,17,600202.SH
医药生物-医疗器械-医疗耗材,300529,33,300529.SZ
公用事业-电力-新能源发电,002218,33,002218.SZ
汽车-汽车整车-乘用车,601238,17,601238.SH
纺织服饰-服装家纺-服装,601718,17,601718.SH
房地产-房地产-住宅开发,600622,17,600622.SH
医药生物-化学制药-化学制剂,600267,17,600267.SH
电力设备-电池-锂电池,600241,17,600241.SH
传媒-文化传媒-出版,601019,17,601019.SH
公用事业-电力-新能源发电,000862,33,000862.SZ
商贸零售-零售-商业物业经营,600738,17,600738.SH
纺织服饰-服装家纺-鞋帽及其他,603558,17,603558.SH
非银金融-证券-证券Ⅲ,600369,17,600369.SH
食品饮料-饮料制造-乳品,605300,17,605300.SH
房地产-房地产-住宅开发,600675,17,600675.SH
医药生物-医疗器械-体外诊断,603387,17,603387.SH
钢铁-钢铁-普钢,600019,17,600019.SH
社会服务-旅游及酒店-酒店,600754,17,600754.SH
机械设备-通用设备-其他通用设备,920570,151,920570.BJ
医药生物-化学制药-化学制剂,002294,33,002294.SZ
农林牧渔-种植业与林业-农业综合,002556,33,002556.SZ
综合-综合-综合Ⅲ,600805,17,600805.SH
房地产-房地产-住宅开发,000090,33,000090.SZ
房地产-房地产-住宅开发,000897,33,000897.SZ
纺织服饰-服装家纺-饰品,002867,33,002867.SZ
农林牧渔-养殖业-水产养殖,002069,33,002069.SZ
建筑装饰-建筑装饰-工程咨询服务,002949,33,002949.SZ
医药生物-医疗服务-医院,301239,33,301239.SZ
基础化工-塑料制品-其他塑料制品,300180,33,300180.SZ
电子-消费电子-消费电子零部件及组装,002947,33,002947.SZ
医药生物-医疗器械-医疗设备,300760,33,300760.SZ
纺织服饰-服装家纺-服装,603587,17,603587.SH
房地产-房地产-住宅开发,000402,33,000402.SZ
医药生物-化学制药-化学制剂,601089,17,601089.SH
农林牧渔-农产品加工-宠物食品,300673,33,300673.SZ
房地产-房地产-房地产服务,603506,17,603506.SH
建筑装饰-建筑装饰-工程咨询服务,301390,33,301390.SZ
汽车-汽车零部件-底盘与发动机系统,603107,17,603107.SH
石油石化-石油加工贸易-石油加工,600346,17,600346.SH
汽车-汽车服务及其他-其他运输设备,600099,17,600099.SH
家用电器-白色家电-家电零部件,600619,17,600619.SH
交通运输-物流-物流Ⅲ,600233,17,600233.SH
轻工制造-造纸-造纸Ⅲ,002521,33,002521.SZ
环保-环境治理-固废治理,000803,33,000803.SZ
轻工制造-家居用品-其他家居用品,301004,33,301004.SZ
电力设备-电网设备-电气自控设备,688450,17,688450.SH
汽车-汽车零部件-底盘与发动机系统,603319,17,603319.SH
汽车-汽车零部件-底盘与发动机系统,603758,17,603758.SH
电力设备-其他电源设备-其他电源设备Ⅲ,002518,33,002518.SZ
电力设备-风电设备-风电零部件,301557,33,301557.SZ
商贸零售-零售-百货零售,603708,17,603708.SH
公用事业-电力-新能源发电,601016,17,601016.SH
农林牧渔-养殖业-肉鸡养殖,002234,33,002234.SZ
电力设备-电池-锂电池,300068,33,300068.SZ
房地产-房地产-房地产服务,000560,33,000560.SZ
交通运输-公路铁路运输-公交,603069,17,603069.SH
基础化工-化学制品-其他化学制品,002802,33,002802.SZ
机械设备-通用设备-金属制品,920510,151,920510.BJ
机械设备-通用设备-金属制品,300838,33,300838.SZ
有色金属-能源金属-锂,002667,33,002667.SZ
电力设备-电网设备-输变电设备,000533,33,000533.SZ
农林牧渔-种植业与林业-林业,002679,33,002679.SZ
商贸零售-贸易-贸易Ⅲ,002072,33,002072.SZ
食品饮料-食品加工制造-休闲食品,605339,17,605339.SH
机械设备-轨交设备-轨交设备Ⅲ,600495,17,600495.SH
食品饮料-食品加工制造-调味发酵品,002495,33,002495.SZ
医药生物-中药-中药Ⅲ,002107,33,002107.SZ
电子-半导体-半导体材料,002119,33,002119.SZ
钢铁-钢铁-普钢,600808,17,600808.SH
建筑装饰-建筑装饰-房屋建设,600939,17,600939.SH
机械设备-轨交设备-轨交设备Ⅲ,688009,17,688009.SH
电力设备-电池-电池化学品,002709,33,002709.SZ
医药生物-医疗器械-医疗耗材,603205,17,603205.SH
食品饮料-饮料制造-其他酒类,600616,17,600616.SH
轻工制造-家居用品-成品家居,603661,17,603661.SH
医药生物-中药-中药Ⅲ,603439,17,603439.SH
医药生物-化学制药-化学制剂,002900,33,002900.SZ
基础化工-橡胶制品-其他橡胶制品,002381,33,002381.SZ
基础化工-非金属材料-非金属材料Ⅲ,001296,33,001296.SZ
农林牧渔-种植业与林业-其他种植业,600883,17,600883.SH
电子-元件-印制电路板,603186,17,603186.SH
商贸零售-零售-百货零售,002561,33,002561.SZ
电力设备-光伏设备-光伏辅材,003022,33,003022.SZ
机械设备-自动化设备-激光设备,301021,33,301021.SZ
医药生物-化学制药-原料药,301277,33,301277.SZ
医药生物-化学制药-原料药,002365,33,002365.SZ
商贸零售-零售-专业连锁,300022,33,300022.SZ
电力设备-电网设备-输变电设备,600192,17,600192.SH
计算机-计算机设备-其他计算机设备,603660,17,603660.SH
纺织服饰-服装家纺-服装,603877,17,603877.SH
医药生物-化学制药-化学制剂,300086,33,300086.SZ
医药生物-化学制药-化学制剂,603367,17,603367.SH
汽车-汽车零部件-其他汽车零部件,603190,17,603190.SH
医药生物-化学制药-化学制剂,600789,17,600789.SH
建筑装饰-建筑装饰-专业工程,300517,33,300517.SZ
建筑材料-建筑材料-耐火材料,920792,151,920792.BJ
医药生物-医疗器械-医疗耗材,002551,33,002551.SZ
交通运输-物流-物流Ⅲ,603871,17,603871.SH
医药生物-化学制药-化学制剂,003020,33,003020.SZ
纺织服饰-纺织制造-其他纺织,300819,33,300819.SZ
房地产-房地产-住宅开发,600533,17,600533.SH
汽车-汽车零部件-底盘与发动机系统,002715,33,002715.SZ
汽车-汽车零部件-车身附件及饰件,600742,17,600742.SH
基础化工-化学原料-无机盐,603299,17,603299.SH
医药生物-医疗器械-医疗设备,600587,17,600587.SH
有色金属-贵金属-贵金属Ⅲ,002155,33,002155.SZ
基础化工-化学制品-其他化学制品,300596,33,300596.SZ
农林牧渔-农产品加工-畜禽饲料,001366,33,001366.SZ
食品饮料-食品加工制造-休闲食品,603697,17,603697.SH
房地产-房地产-产业地产,600648,17,600648.SH
传媒-游戏-游戏Ⅲ,002605,33,002605.SZ
公用事业-电力-火电,002608,33,002608.SZ
建筑装饰-建筑装饰-基础建设,002307,33,002307.SZ
美容护理-美容护理-个护用品,301009,33,301009.SZ
社会服务-其他社会服务-专业服务,600662,17,600662.SH
农林牧渔-养殖业-其他养殖,300313,33,300313.SZ
电子-光学光电子-面板,002289,33,002289.SZ
电力设备-电网设备-电气自控设备,300880,33,300880.SZ
医药生物-医疗器械-体外诊断,688656,17,688656.SH
医药生物-化学制药-化学制剂,002872,33,002872.SZ
纺织服饰-服装家纺-家纺,002293,33,002293.SZ
社会服务-其他社会服务-专业服务,603183,17,603183.SH
商贸零售-零售-百货零售,603101,17,603101.SH
建筑材料-建筑材料-水泥,002205,33,002205.SZ
房地产-房地产-住宅开发,002314,33,002314.SZ
机械设备-通用设备-金属制品,301309,33,301309.SZ
汽车-汽车零部件-车身附件及饰件,600626,17,600626.SH
农林牧渔-农产品加工-宠物食品,920419,151,920419.BJ
社会服务-教育-教育Ⅲ,603377,22,603377.SH
环保-环境治理-水务及水治理,300070,33,300070.SZ
基础化工-农化制品-农药,603970,17,603970.SH
传媒-文化传媒-出版,601999,17,601999.SH
公用事业-电力-水电,000722,33,000722.SZ
医药生物-化学制药-化学制剂,688247,17,688247.SH
非银金融-多元金融-多元金融Ⅲ,000567,33,000567.SZ
基础化工-化学制品-涂料油墨,301209,33,301209.SZ
交通运输-机场航运-机场,600515,17,600515.SH
非银金融-证券-证券Ⅲ,601099,17,601099.SH
机械设备-通用设备-磨具磨料,300861,33,300861.SZ
商贸零售-零售-百货零售,600858,17,600858.SH
轻工制造-造纸-造纸Ⅲ,600235,17,600235.SH
非银金融-证券-证券Ⅲ,601377,17,601377.SH
环保-环境治理-固废治理,603126,17,603126.SH
纺织服饰-服装家纺-服装,002612,33,002612.SZ
汽车-汽车零部件-底盘与发动机系统,603596,17,603596.SH
基础化工-塑料制品-改性塑料,920089,151,920089.BJ
商贸零售-贸易-贸易Ⅲ,002091,33,002091.SZ
社会服务-旅游及酒店-人工景点,002059,33,002059.SZ
基础化工-塑料制品-其他塑料制品,301090,33,301090.SZ
食品饮料-饮料制造-其他酒类,600059,17,600059.SH
医药生物-中药-中药Ⅲ,002412,33,002412.SZ
汽车-汽车服务及其他-汽车服务,600335,17,600335.SH
食品饮料-食品加工制造-肉制品,002726,33,002726.SZ
农林牧渔-农产品加工-水产饲料,002696,33,002696.SZ
基础化工-农化制品-农药,002391,33,002391.SZ
医药生物-中药-中药Ⅲ,002349,33,002349.SZ
基础化工-化学制品-纺织化学用品,301585,33,301585.SZ
食品饮料-食品加工制造-休闲食品,603886,17,603886.SH
基础化工-化学原料-纯碱,000707,33,000707.SZ
电子-消费电子-品牌消费电子,688036,17,688036.SH
轻工制造-包装印刷-包装,920274,151,920274.BJ
非银金融-多元金融-多元金融Ⅲ,600830,17,600830.SH
电子-光学光电子-LED,603685,17,603685.SH
非银金融-多元金融-多元金融Ⅲ,002647,33,002647.SZ
机械设备-通用设备-其他通用设备,002884,33,002884.SZ
电子-消费电子-消费电子零部件及组装,600130,22,600130.SH
轻工制造-家居用品-定制家居,002572,33,002572.SZ
公用事业-电力-新能源发电,601908,17,601908.SH
纺织服饰-纺织制造-印染,605055,17,605055.SH
社会服务-其他社会服务-体育,600158,17,600158.SH
环保-环境治理-固废治理,600323,17,600323.SH
汽车-汽车零部件-车身附件及饰件,605151,17,605151.SH
家用电器-小家电-小家电Ⅲ,301332,33,301332.SZ
机械设备-专用设备-能源及重型设备,600169,22,600169.SH
汽车-汽车零部件-汽车电子电气系统,002937,33,002937.SZ
建筑装饰-建筑装饰-装饰园林,002830,33,002830.SZ
电力设备-电网设备-线缆部件及其他,301439,33,301439.SZ
美容护理-美容护理-化妆品,603605,17,603605.SH
医药生物-医疗器械-体外诊断,300463,33,300463.SZ
汽车-汽车服务及其他-其他运输设备,603787,17,603787.SH
医药生物-化学制药-化学制剂,002020,33,002020.SZ
钢铁-钢铁-特钢,002443,33,002443.SZ
机械设备-专用设备-能源及重型设备,002483,33,002483.SZ
医药生物-化学制药-原料药,000739,33,000739.SZ
美容护理-美容护理-个护用品,603193,17,603193.SH
轻工制造-包装印刷-包装,002303,33,002303.SZ
医药生物-中药-中药Ⅲ,300519,33,300519.SZ
非银金融-证券-证券Ⅲ,002673,33,002673.SZ
医药生物-化学制药-化学制剂,301263,33,301263.SZ
社会服务-旅游及酒店-旅游综合,000610,33,000610.SZ
建筑材料-建筑材料-玻璃玻纤,000012,33,000012.SZ
医药生物-医疗器械-体外诊断,300685,33,300685.SZ
机械设备-通用设备-其他通用设备,001696,33,001696.SZ
机械设备-轨交设备-轨交设备Ⅲ,688459,17,688459.SH
建筑装饰-建筑装饰-工程咨询服务,300668,33,300668.SZ
医药生物-化学制药-化学制剂,000919,33,000919.SZ
机械设备-通用设备-仪器仪表,301303,33,301303.SZ
公用事业-电力-水电,600292,17,600292.SH
机械设备-自动化设备-其他自动化设备,301512,33,301512.SZ
家用电器-厨卫电器-厨卫电器Ⅲ,605336,17,605336.SH
社会服务-旅游及酒店-人工景点,600706,17,600706.SH
商贸零售-贸易-贸易Ⅲ,600278,17,600278.SH
医药生物-中药-中药Ⅲ,603567,17,603567.SH
医药生物-化学制药-化学制剂,300573,33,300573.SZ
汽车-汽车整车-商用载货车,600006,17,600006.SH
医药生物-医疗服务-医疗研发外包,002821,33,002821.SZ
环保-环保设备-环保设备Ⅲ,301288,33,301288.SZ
医药生物-生物制品-血液制品,300294,33,300294.SZ
医药生物-化学制药-原料药,920946,151,920946.BJ
机械设备-专用设备-其他专用设备,002595,33,002595.SZ
电子-元件-印制电路板,688519,17,688519.SH
机械设备-通用设备-金属制品,688308,17,688308.SH
机械设备-自动化设备-其他自动化设备,001223,33,001223.SZ
电力设备-风电设备-风电零部件,000809,33,000809.SZ
电子-半导体-半导体材料,300666,33,300666.SZ
非银金融-多元金融-多元金融Ⅲ,300773,33,300773.SZ
社会服务-其他社会服务-专业服务,920208,151,920208.BJ
社会服务-旅游及酒店-自然景点,000558,33,000558.SZ
农林牧渔-种植业与林业-其他种植业,300511,33,300511.SZ
机械设备-专用设备-楼宇设备,600894,17,600894.SH
汽车-汽车零部件-底盘与发动机系统,603013,17,603013.SH
机械设备-通用设备-金属制品,600421,22,600421.SH
医药生物-化学制药-原料药,605116,17,605116.SH
商贸零售-零售-商业物业经营,000785,33,000785.SZ
公用事业-电力-新能源发电,000958,33,000958.SZ
汽车-汽车零部件-其他汽车零部件,603006,17,603006.SH
基础化工-塑料制品-其他塑料制品,920056,151,920056.BJ
计算机-计算机设备-其他计算机设备,300546,33,300546.SZ
机械设备-专用设备-纺织服装设备,688789,17,688789.SH
纺织服饰-纺织制造-其他纺织,605180,17,605180.SH
汽车-汽车零部件-车身附件及饰件,002537,33,002537.SZ
汽车-汽车服务及其他-汽车服务,600653,17,600653.SH
食品饮料-饮料制造-其他酒类,600543,17,600543.SH
计算机-软件开发-垂直应用软件,002253,33,002253.SZ
美容护理-美容护理-化妆品,920123,151,920123.BJ
有色金属-工业金属-铝,601600,17,601600.SH
机械设备-轨交设备-轨交设备Ⅲ,603111,17,603111.SH
机械设备-通用设备-其他通用设备,002444,33,002444.SZ
医药生物-化学制药-化学制剂,002793,33,002793.SZ
医药生物-化学制药-化学制剂,688189,17,688189.SH
医药生物-生物制品-血液制品,300318,33,300318.SZ
计算机-计算机设备-其他计算机设备,001229,33,001229.SZ
汽车-汽车整车-商用载客车,600303,17,600303.SH
农林牧渔-农产品加工-果蔬加工,000972,33,000972.SZ
汽车-汽车零部件-底盘与发动机系统,603586,17,603586.SH
医药生物-医疗器械-医疗设备,300314,33,300314.SZ
交通运输-港口航运-航运,600751,17,600751.SH
机械设备-轨交设备-轨交设备Ⅲ,300851,33,300851.SZ
医药生物-化学制药-化学制剂,002550,33,002550.SZ
环保-环境治理-固废治理,002034,33,002034.SZ
房地产-房地产-住宅开发,000656,33,000656.SZ
纺织服饰-服装家纺-服装,002494,33,002494.SZ
房地产-房地产-房地产服务,600684,17,600684.SH
交通运输-物流-物流Ⅲ,605050,17,605050.SH
医药生物-化学制药-化学制剂,300584,33,300584.SZ
农林牧渔-种植业与林业-林业,000663,33,000663.SZ
机械设备-专用设备-能源及重型设备,001277,33,001277.SZ
基础化工-化学制品-涂料油墨,301037,33,301037.SZ
汽车-汽车服务及其他-汽车服务,000757,33,000757.SZ
机械设备-通用设备-仪器仪表,300371,33,300371.SZ
医药生物-中药-中药Ⅲ,600222,17,600222.SH
电力设备-光伏设备-光伏辅材,600876,17,600876.SH
房地产-房地产-住宅开发,601588,17,601588.SH
环保-环境治理-水务及水治理,300929,33,300929.SZ
食品饮料-食品加工制造-其他食品,000639,33,000639.SZ
公用事业-电力-火电,600578,17,600578.SH
电子-元件-被动元件,920128,151,920128.BJ
轻工制造-家居用品-文娱用品,605299,17,605299.SH
农林牧渔-农产品加工-其他农产品加工,003030,33,003030.SZ
汽车-汽车整车-商用载客车,600066,17,600066.SH
汽车-汽车服务及其他-汽车服务,600822,17,600822.SH
食品饮料-饮料制造-软饮料,605337,17,605337.SH
医药生物-医疗器械-医疗设备,688212,17,688212.SH
公用事业-电力-火电,000543,33,000543.SZ
医药生物-医疗器械-体外诊断,688067,17,688067.SH
食品饮料-食品加工制造-休闲食品,300973,33,300973.SZ
医药生物-生物制品-其他生物制品,301047,33,301047.SZ
医药生物-中药-中药Ⅲ,600329,17,600329.SH
轻工制造-家居用品-定制家居,603216,17,603216.SH
轻工制造-包装印刷-包装,002701,33,002701.SZ
农林牧渔-农产品加工-畜禽饲料,000702,33,000702.SZ
社会服务-教育-教育Ⅲ,600455,17,600455.SH
机械设备-专用设备-其他专用设备,301598,33,301598.SZ
汽车-汽车服务及其他-其他运输设备,002105,33,002105.SZ
电力设备-电池-锂电池,688345,17,688345.SH
医药生物-化学制药-化学制剂,000931,33,000931.SZ
食品饮料-食品加工制造-休闲食品,002719,33,002719.SZ
商贸零售-零售-百货零售,601366,17,601366.SH
医药生物-医疗器械-医疗耗材,688016,17,688016.SH
基础化工-化学原料-其他化学原料,603113,17,603113.SH
建筑装饰-建筑装饰-工程咨询服务,002116,33,002116.SZ
美容护理-美容护理-医疗美容,000615,33,000615.SZ
纺织服饰-纺织制造-其他纺织,601599,17,601599.SH
电子-半导体-数字芯片设计,603501,17,603501.SH
纺织服饰-纺织制造-辅料,002098,33,002098.SZ
医药生物-医疗器械-医疗耗材,300453,33,300453.SZ
汽车-汽车零部件-底盘与发动机系统,000030,33,000030.SZ
食品饮料-食品加工制造-休闲食品,003000,33,003000.SZ
电力设备-电池-电池化学品,300037,33,300037.SZ
房地产-房地产-住宅开发,000718,33,000718.SZ
医药生物-化学制药-化学制剂,300110,33,300110.SZ
轻工制造-家居用品-其他家居用品,300729,33,300729.SZ
医药生物-生物制品-其他生物制品,000661,33,000661.SZ
食品饮料-饮料制造-乳品,300106,33,300106.SZ
医药生物-化学制药-原料药,920367,151,920367.BJ
电力设备-电池-其他电池,601311,17,601311.SH
社会服务-教育-教育Ⅲ,000526,33,000526.SZ
纺织服饰-服装家纺-鞋帽及其他,603908,17,603908.SH
纺织服饰-服装家纺-饰品,600439,17,600439.SH
房地产-房地产-住宅开发,600322,17,600322.SH
家用电器-白色家电-冰洗,000521,33,000521.SZ
建筑装饰-建筑装饰-工程咨询服务,300675,33,300675.SZ
机械设备-通用设备-制冷空调设备,603277,17,603277.SH
美容护理-美容护理-个护用品,300888,33,300888.SZ
建筑装饰-建筑装饰-专业工程,601618,17,601618.SH
计算机-IT服务-IT服务Ⅲ,688568,17,688568.SH
机械设备-通用设备-机床工具,920870,151,920870.BJ
汽车-汽车服务及其他-其他运输设备,300994,33,300994.SZ
农林牧渔-养殖业-动物保健,300119,33,300119.SZ
机械设备-专用设备-其他专用设备,300472,33,300472.SZ
公用事业-电力-热力,600982,17,600982.SH
建筑材料-建筑材料-管材,603856,17,603856.SH
社会服务-旅游及酒店-自然景点,600576,17,600576.SH
建筑材料-建筑材料-管材,002372,33,002372.SZ
轻工制造-家居用品-其他家居用品,002790,33,002790.SZ
环保-环境治理-综合环境治理,300958,33,300958.SZ
传媒-文化传媒-出版,601900,17,601900.SH
电力设备-风电设备-风电整机,600072,17,600072.SH
纺织服饰-服装家纺-服装,600107,22,600107.SH
汽车-汽车零部件-车身附件及饰件,603048,17,603048.SH
食品饮料-食品加工制造-其他食品,603262,17,603262.SH
公用事业-燃气-燃气Ⅲ,001331,33,001331.SZ
家用电器-白色家电-家电零部件,920124,151,920124.BJ
汽车-汽车零部件-车身附件及饰件,920663,151,920663.BJ
电力设备-电池-电池化学品,300769,33,300769.SZ
医药生物-化学制药-原料药,300636,33,300636.SZ
钢铁-钢铁-冶钢原料,600295,17,600295.SH
社会服务-旅游及酒店-酒店,301073,33,301073.SZ
机械设备-专用设备-楼宇设备,002367,33,002367.SZ
交通运输-机场航运-航空运输,601111,17,601111.SH
电力设备-电网设备-电气自控设备,600406,17,600406.SH
医药生物-中药-中药Ⅲ,600479,17,600479.SH
医药生物-医疗器械-医疗耗材,603976,17,603976.SH
非银金融-多元金融-多元金融Ⅲ,000563,33,000563.SZ
电力设备-风电设备-风电零部件,300185,33,300185.SZ
汽车-汽车整车-商用载货车,000550,33,000550.SZ
汽车-汽车零部件-其他汽车零部件,603348,17,603348.SH
轻工制造-家居用品-瓷砖地板,003012,33,003012.SZ
商贸零售-零售-旅游零售,600185,17,600185.SH
医药生物-医疗器械-医疗设备,300030,33,300030.SZ
电子-光学光电子-LED,300625,33,300625.SZ
传媒-文化传媒-数字媒体,002095,33,002095.SZ
交通运输-物流-物流Ⅲ,603066,17,603066.SH
电力设备-其他电源设备-其他电源设备Ⅲ,600405,17,600405.SH
通信-通信服务-通信应用增值服务,300442,33,300442.SZ
房地产-房地产-住宅开发,000926,33,000926.SZ
建筑材料-建筑材料-管材,002641,33,002641.SZ
电力设备-电机-电机Ⅲ,603350,17,603350.SH
电子-半导体-分立器件,688689,17,688689.SH
公用事业-电力-新能源发电,000591,33,000591.SZ
环保-环境治理-固废治理,300867,33,300867.SZ
轻工制造-包装印刷-包装,003003,33,003003.SZ
