股票代码,code,market_code,所属同花顺行业
300587.SZ,300587,33,基础化工-橡胶制品-其他橡胶制品
301121.SZ,301121,33,电力设备-电池-锂电池
000498.SZ,000498,33,建筑装饰-建筑装饰-基础建设
603610.SH,603610,17,轻工制造-家居用品-成品家居
603527.SH,603527,17,有色金属-工业金属-铜
600048.SH,600048,17,房地产-房地产-住宅开发
002693.SZ,002693,33,医药生物-生物制品-其他生物制品
300044.SZ,300044,33,计算机-IT服务-IT服务Ⅲ
600376.SH,600376,17,房地产-房地产-住宅开发
300130.SZ,300130,33,计算机-计算机设备-其他计算机设备
002595.SZ,002595,33,机械设备-专用设备-其他专用设备
300893.SZ,300893,33,汽车-汽车零部件-车身附件及饰件
603166.SH,603166,17,汽车-汽车零部件-底盘与发动机系统
920014.BJ,920014,151,机械设备-专用设备-其他专用设备
600243.SH,600243,22,机械设备-通用设备-其他通用设备
002937.SZ,002937,33,汽车-汽车零部件-汽车电子电气系统
600057.SH,600057,17,交通运输-物流-物流Ⅲ
300400.SZ,300400,33,机械设备-自动化设备-其他自动化设备
600106.SH,600106,17,交通运输-公路铁路运输-高速公路
301161.SZ,301161,33,机械设备-工程机械-工程机械Ⅲ
001231.SZ,001231,33,基础化工-农化制品-农药
002913.SZ,002913,33,电子-元件-印制电路板
300065.SZ,300065,33,国防军工-军工装备-航海装备
688352.SH,688352,17,电子-半导体-集成电路封测
603120.SH,603120,17,基础化工-化学制品-其他化学制品
603012.SH,603012,17,机械设备-专用设备-能源及重型设备
300173.SZ,300173,33,电力设备-电池-锂电专用设备
603867.SH,603867,17,基础化工-化学制品-其他化学制品
300099.SZ,300099,33,机械设备-专用设备-能源及重型设备
002769.SZ,002769,33,交通运输-物流-物流Ⅲ
001326.SZ,001326,33,电子-光学光电子-LED
301335.SZ,301335,33,轻工制造-家居用品-文娱用品
301678.SZ,301678,33,电子-半导体-半导体材料
301019.SZ,301019,33,基础化工-塑料制品-其他塑料制品
002202.SZ,002202,33,电力设备-风电设备-风电整机
600184.SH,600184,17,国防军工-军工装备-地面兵装
301125.SZ,301125,33,机械设备-通用设备-其他通用设备
300052.SZ,300052,33,传媒-游戏-游戏Ⅲ
300101.SZ,300101,33,国防军工-军工电子-军工电子Ⅲ
002185.SZ,002185,33,电子-半导体-集成电路封测
920970.BJ,920970,151,基础化工-化学制品-食品及饲料添加剂
605389.SH,605389,17,机械设备-工程机械-工程机械Ⅲ
300831.SZ,300831,33,电子-半导体-分立器件
002556.SZ,002556,33,农林牧渔-种植业与林业-农业综合
600770.SH,600770,17,综合-综合-综合Ⅲ
603011.SH,603011,17,机械设备-专用设备-其他专用设备
300480.SZ,300480,33,机械设备-专用设备-能源及重型设备
000913.SZ,000913,33,汽车-汽车服务及其他-其他运输设备
000829.SZ,000829,33,商贸零售-零售-专业连锁
688777.SH,688777,17,机械设备-自动化设备-工控设备
003028.SZ,003028,33,家用电器-白色家电-家电零部件
688126.SH,688126,17,电子-半导体-半导体材料
600549.SH,600549,17,有色金属-小金属-钨
688449.SH,688449,17,电子-半导体-数字芯片设计
603057.SH,603057,17,食品饮料-食品加工制造-休闲食品
600895.SH,600895,17,房地产-房地产-产业地产
002519.SZ,002519,33,国防军工-军工电子-军工电子Ⅲ
002741.SZ,002741,33,电子-电子化学品-电子化学品Ⅲ
605136.SH,605136,17,商贸零售-互联网电商-互联网电商Ⅲ
002198.SZ,002198,33,医药生物-中药-中药Ⅲ
603328.SH,603328,17,电子-元件-印制电路板
300499.SZ,300499,33,机械设备-专用设备-其他专用设备
688619.SH,688619,17,计算机-计算机设备-安防设备
605198.SH,605198,17,食品饮料-饮料制造-软饮料
688455.SH,688455,17,机械设备-通用设备-其他通用设备
001396.SZ,001396,33,社会服务-其他社会服务-专业服务
605588.SH,605588,17,电子-光学光电子-面板
601928.SH,601928,17,传媒-文化传媒-出版
002851.SZ,002851,33,电力设备-其他电源设备-其他电源设备Ⅲ
600737.SH,600737,17,农林牧渔-农产品加工-其他农产品加工
301488.SZ,301488,33,汽车-汽车零部件-汽车电子电气系统
300948.SZ,300948,33,环保-环境治理-综合环境治理
600561.SH,600561,17,交通运输-公路铁路运输-公交
600238.SH,600238,22,食品饮料-饮料制造-其他酒类
600808.SH,600808,17,钢铁-钢铁-普钢
603380.SH,603380,17,电子-消费电子-消费电子零部件及组装
600176.SH,600176,17,建筑材料-建筑材料-玻璃玻纤
688070.SH,688070,17,国防军工-军工装备-航空装备
603638.SH,603638,17,机械设备-工程机械-工程机械Ⅲ
688377.SH,688377,17,机械设备-专用设备-能源及重型设备
600743.SH,600743,17,商贸零售-零售-商业物业经营
002189.SZ,002189,33,国防军工-军工电子-军工电子Ⅲ
600784.SH,600784,17,基础化工-化学原料-无机盐
301000.SZ,301000,33,汽车-汽车零部件-其他汽车零部件
688233.SH,688233,17,电子-半导体-半导体材料
300445.SZ,300445,33,机械设备-通用设备-仪器仪表
688180.SH,688180,17,医药生物-生物制品-其他生物制品
603156.SH,603156,17,食品饮料-饮料制造-软饮料
603995.SH,603995,17,钢铁-钢铁-特钢
002449.SZ,002449,33,电子-光学光电子-LED
300955.SZ,300955,33,美容护理-美容护理-化妆品
300475.SZ,300475,33,电子-其他电子-其他电子Ⅲ
603081.SH,603081,17,机械设备-专用设备-其他专用设备
300606.SZ,300606,33,机械设备-通用设备-磨具磨料
688400.SH,688400,17,机械设备-自动化设备-其他自动化设备
688478.SH,688478,17,电子-半导体-半导体设备
002976.SZ,002976,33,汽车-汽车零部件-其他汽车零部件
002167.SZ,002167,33,有色金属-小金属-其他小金属
600143.SH,600143,17,基础化工-塑料制品-改性塑料
003004.SZ,003004,33,计算机-计算机设备-安防设备
002581.SZ,002581,33,医药生物-生物制品-其他生物制品
300092.SZ,300092,33,机械设备-专用设备-能源及重型设备
002261.SZ,002261,33,计算机-软件开发-垂直应用软件
301595.SZ,301595,33,轻工制造-家居用品-其他家居用品
688191.SH,688191,17,计算机-IT服务-IT服务Ⅲ
600736.SH,600736,17,房地产-房地产-住宅开发
300777.SZ,300777,33,国防军工-军工装备-航空装备
002686.SZ,002686,33,机械设备-通用设备-制冷空调设备
300102.SZ,300102,33,电子-光学光电子-LED
688398.SH,688398,17,基础化工-化学制品-其他化学制品
300607.SZ,300607,33,机械设备-自动化设备-机器人
688133.SH,688133,17,基础化工-化学制品-其他化学制品
603125.SH,603125,17,基础化工-化学制品-其他化学制品
603938.SH,603938,17,基础化工-化学原料-其他化学原料
688322.SH,688322,17,电子-光学光电子-光学元件
300199.SZ,300199,33,医药生物-化学制药-化学制剂
000011.SZ,000011,33,房地产-房地产-房地产服务
603353.SH,603353,17,石油石化-石油加工贸易-油品石化贸易
000862.SZ,000862,33,公用事业-电力-新能源发电
300219.SZ,300219,33,电子-光学光电子-LED
688513.SH,688513,17,医药生物-化学制药-化学制剂
603269.SH,603269,17,机械设备-通用设备-其他通用设备
300802.SZ,300802,33,机械设备-自动化设备-其他自动化设备
001332.SZ,001332,33,机械设备-专用设备-能源及重型设备
002324.SZ,002324,33,基础化工-塑料制品-改性塑料
688429.SH,688429,17,电力设备-光伏设备-光伏电池组件
605218.SH,605218,17,电子-光学光电子-面板
600325.SH,600325,17,房地产-房地产-住宅开发
002739.SZ,002739,33,传媒-影视院线-影视院线Ⅲ
002194.SZ,002194,33,通信-通信设备-通信网络设备及器件
603082.SH,603082,17,机械设备-通用设备-其他通用设备
301233.SZ,301233,33,汽车-汽车零部件-底盘与发动机系统
002003.SZ,002003,33,纺织服饰-纺织制造-辅料
603093.SH,603093,17,非银金融-多元金融-多元金融Ⅲ
003035.SZ,003035,33,公用事业-电力-电能综合服务
605088.SH,605088,17,汽车-汽车零部件-底盘与发动机系统
688010.SH,688010,17,电子-光学光电子-光学元件
301360.SZ,301360,33,机械设备-自动化设备-其他自动化设备
603336.SH,603336,17,农林牧渔-种植业与林业-其他种植业
300969.SZ,300969,33,汽车-汽车零部件-其他汽车零部件
300946.SZ,300946,33,机械设备-通用设备-金属制品
600255.SH,600255,17,有色金属-金属新材料-其他金属新材料
301487.SZ,301487,33,电力设备-电池-电池化学品
688720.SH,688720,17,电子-半导体-半导体材料
002767.SZ,002767,33,机械设备-通用设备-仪器仪表
920403.BJ,920403,151,农林牧渔-种植业与林业-种子生产
300053.SZ,300053,33,电子-半导体-数字芯片设计
002155.SZ,002155,33,有色金属-贵金属-贵金属Ⅲ
688795.SH,688795,17,电子-半导体-数字芯片设计
002227.SZ,002227,33,电力设备-其他电源设备-其他电源设备Ⅲ
688219.SH,688219,17,基础化工-塑料制品-改性塑料
301252.SZ,301252,33,机械设备-通用设备-制冷空调设备
300433.SZ,300433,33,电子-消费电子-消费电子零部件及组装
688789.SH,688789,17,机械设备-专用设备-纺织服装设备
000669.SZ,000669,33,公用事业-燃气-燃气Ⅲ
601311.SH,601311,17,电力设备-电池-其他电池
000722.SZ,000722,33,公用事业-电力-水电
605189.SH,605189,17,纺织服饰-纺织制造-印染
002465.SZ,002465,33,国防军工-军工电子-军工电子Ⅲ
688800.SH,688800,17,电子-其他电子-其他电子Ⅲ
000560.SZ,000560,33,房地产-房地产-房地产服务
300343.SZ,300343,33,基础化工-化学制品-氟化工
605258.SH,605258,17,电子-元件-印制电路板
688508.SH,688508,17,电子-半导体-模拟芯片设计
605178.SH,605178,17,建筑装饰-建筑装饰-装饰园林
002289.SZ,002289,33,通信-通信服务-通信应用增值服务
688737.SH,688737,17,汽车-汽车零部件-其他汽车零部件
300691.SZ,300691,33,计算机-计算机设备-安防设备
301349.SZ,301349,33,电力设备-电池-电池化学品
603101.SH,603101,17,商贸零售-零售-百货零售
603948.SH,603948,17,基础化工-化学制品-其他化学制品
002416.SZ,002416,33,商贸零售-零售-专业连锁
920566.BJ,920566,151,医药生物-化学制药-化学制剂
600751.SH,600751,17,交通运输-港口航运-航运
688212.SH,688212,17,医药生物-医疗器械-医疗设备
300956.SZ,300956,33,电子-消费电子-消费电子零部件及组装
688080.SH,688080,17,通信-通信设备-其他通信设备
600498.SH,600498,17,通信-通信设备-通信网络设备及器件
603377.SH,603377,22,社会服务-教育-教育Ⅲ
000758.SZ,000758,33,有色金属-工业金属-铅锌
301169.SZ,301169,33,社会服务-其他社会服务-专业服务
688291.SH,688291,17,计算机-软件开发-垂直应用软件
001205.SZ,001205,33,交通运输-港口航运-航运
688090.SH,688090,17,机械设备-自动化设备-机器人
600409.SH,600409,17,基础化工-化学原料-纯碱
300537.SZ,300537,33,电子-电子化学品-电子化学品Ⅲ
600352.SH,600352,17,基础化工-化学制品-纺织化学用品
002307.SZ,002307,33,建筑装饰-建筑装饰-基础建设
001324.SZ,001324,33,机械设备-轨交设备-轨交设备Ⅲ
688663.SH,688663,17,电力设备-电网设备-电气自控设备
601515.SH,601515,17,轻工制造-包装印刷-包装
002145.SZ,002145,33,基础化工-化学原料-钛白粉
301687.SZ,301687,33,基础化工-塑料制品-膜材料
603515.SH,603515,17,电子-光学光电子-LED
002885.SZ,002885,33,电子-其他电子-其他电子Ⅲ
002656.SZ,002656,33,纺织服饰-服装家纺-服装
000600.SZ,000600,33,公用事业-电力-火电
688107.SH,688107,17,电子-半导体-数字芯片设计
301046.SZ,301046,33,建筑装饰-建筑装饰-基础建设
300232.SZ,300232,33,电子-光学光电子-LED
002897.SZ,002897,33,通信-通信设备-通信网络设备及器件
603489.SH,603489,17,电力设备-电机-电机Ⅲ
603095.SH,603095,17,机械设备-专用设备-纺织服装设备
300872.SZ,300872,33,计算机-IT服务-IT服务Ⅲ
688592.SH,688592,17,通信-通信设备-通信终端及配件
000731.SZ,000731,33,基础化工-农化制品-氮肥
300316.SZ,300316,33,电力设备-光伏设备-光伏加工设备
600281.SH,600281,17,有色金属-小金属-其他小金属
920575.BJ,920575,151,医药生物-生物制品-疫苗
301162.SZ,301162,33,计算机-软件开发-垂直应用软件
300242.SZ,300242,33,传媒-文化传媒-广告营销
688146.SH,688146,17,电子-电子化学品-电子化学品Ⅲ
000759.SZ,000759,33,商贸零售-零售-百货零售
301592.SZ,301592,33,国防军工-军工电子-军工电子Ⅲ
601858.SH,601858,17,传媒-文化传媒-出版
603088.SH,603088,17,机械设备-通用设备-机床工具
300647.SZ,300647,33,电子-消费电子-消费电子零部件及组装
002136.SZ,002136,33,基础化工-化学原料-钛白粉
002029.SZ,002029,33,纺织服饰-服装家纺-服装
300870.SZ,300870,33,电力设备-其他电源设备-其他电源设备Ⅲ
603020.SH,603020,17,基础化工-化学制品-食品及饲料添加剂
301622.SZ,301622,33,有色金属-金属新材料-磁性材料
600668.SH,600668,17,建筑材料-建筑材料-水泥
688569.SH,688569,17,机械设备-轨交设备-轨交设备Ⅲ
301155.SZ,301155,33,电力设备-风电设备-风电零部件
000821.SZ,000821,33,电力设备-光伏设备-光伏加工设备
000061.SZ,000061,33,商贸零售-零售-商业物业经营
301082.SZ,301082,33,电力设备-电网设备-线缆部件及其他
688772.SH,688772,17,电力设备-电池-锂电池
000695.SZ,000695,33,电力设备-电池-电池化学品
920230.BJ,920230,151,医药生物-化学制药-原料药
688510.SH,688510,17,国防军工-军工装备-航空装备
688323.SH,688323,17,基础化工-塑料制品-膜材料
600114.SH,600114,17,机械设备-通用设备-金属制品
603339.SH,603339,17,机械设备-通用设备-金属制品
688290.SH,688290,17,机械设备-自动化设备-机器人
300898.SZ,300898,33,食品饮料-饮料制造-乳品
300917.SZ,300917,33,房地产-房地产-房地产服务
688728.SH,688728,17,电子-半导体-数字芯片设计
300613.SZ,300613,33,电子-半导体-数字芯片设计
688805.SH,688805,17,医药生物-医疗器械-医疗设备
600580.SH,600580,17,电力设备-电机-电机Ⅲ
300474.SZ,300474,33,国防军工-军工电子-军工电子Ⅲ
300373.SZ,300373,33,电子-半导体-分立器件
300913.SZ,300913,33,通信-通信设备-通信线缆及配套
000697.SZ,000697,33,国防军工-军工装备-航空装备
688779.SH,688779,17,电力设备-电池-电池化学品
603683.SH,603683,17,基础化工-化学制品-其他化学制品
600629.SH,600629,17,建筑装饰-建筑装饰-工程咨询服务
000920.SZ,000920,33,基础化工-塑料制品-膜材料
603318.SH,603318,17,公用事业-燃气-燃气Ⅲ
600458.SH,600458,17,电力设备-风电设备-风电零部件
301015.SZ,301015,33,医药生物-医药商业-医药流通
603727.SH,603727,17,石油石化-油气开采及服务-油服工程
600064.SH,600064,17,房地产-房地产-住宅开发
002144.SZ,002144,33,纺织服饰-纺织制造-其他纺织
603262.SH,603262,17,食品饮料-食品加工制造-其他食品
600984.SH,600984,17,机械设备-工程机械-工程机械Ⅲ
300296.SZ,300296,33,电子-光学光电子-LED
600166.SH,600166,17,汽车-汽车整车-商用载货车
600848.SH,600848,17,房地产-房地产-产业地产
600353.SH,600353,17,电子-其他电子-其他电子Ⅲ
002778.SZ,002778,33,环保-环境治理-水务及水治理
301026.SZ,301026,33,有色金属-小金属-其他小金属
600888.SH,600888,17,有色金属-工业金属-铝
002632.SZ,002632,33,基础化工-塑料制品-膜材料
600501.SH,600501,17,机械设备-专用设备-其他专用设备
000776.SZ,000776,33,非银金融-证券-证券Ⅲ
002760.SZ,002760,33,机械设备-通用设备-磨具磨料
300418.SZ,300418,33,传媒-游戏-游戏Ⅲ
300455.SZ,300455,33,计算机-计算机设备-其他计算机设备
605288.SH,605288,17,机械设备-自动化设备-工控设备
688598.SH,688598,17,电力设备-光伏设备-光伏辅材
002993.SZ,002993,33,电子-消费电子-消费电子零部件及组装
688343.SH,688343,17,计算机-IT服务-IT服务Ⅲ
688819.SH,688819,17,电力设备-电池-其他电池
301501.SZ,301501,33,轻工制造-家居用品-其他家居用品
301050.SZ,301050,33,国防军工-军工电子-军工电子Ⅲ
000576.SZ,000576,33,国防军工-军工装备-地面兵装
002114.SZ,002114,33,有色金属-工业金属-铅锌
605056.SH,605056,17,机械设备-通用设备-仪器仪表
688260.SH,688260,17,电子-消费电子-消费电子零部件及组装
002074.SZ,002074,33,电力设备-电池-锂电池
600218.SH,600218,17,汽车-汽车零部件-底盘与发动机系统
002099.SZ,002099,33,医药生物-化学制药-原料药
300319.SZ,300319,33,电子-元件-被动元件
002886.SZ,002886,33,基础化工-塑料制品-改性塑料
688046.SH,688046,17,医药生物-医疗服务-医疗研发外包
600879.SH,600879,17,国防军工-军工装备-航天装备
000878.SZ,000878,33,有色金属-工业金属-铜
301329.SZ,301329,33,电子-消费电子-消费电子零部件及组装
001221.SZ,001221,33,轻工制造-家居用品-其他家居用品
603266.SH,603266,17,汽车-汽车零部件-车身附件及饰件
002046.SZ,002046,33,机械设备-通用设备-磨具磨料
301317.SZ,301317,33,机械设备-通用设备-其他通用设备
600343.SH,600343,17,机械设备-通用设备-其他通用设备
301386.SZ,301386,33,电力设备-电网设备-输变电设备
600980.SH,600980,17,机械设备-专用设备-能源及重型设备
002501.SZ,002501,33,有色金属-工业金属-铝
300762.SZ,300762,33,国防军工-军工电子-军工电子Ⅲ
300006.SZ,300006,33,医药生物-化学制药-化学制剂
600847.SH,600847,17,电力设备-电池-其他电池
002209.SZ,002209,33,机械设备-专用设备-印刷包装机械
600135.SH,600135,17,基础化工-塑料制品-膜材料
688818.SH,688818,17,国防军工-军工装备-航天装备
688557.SH,688557,17,机械设备-通用设备-其他通用设备
600391.SH,600391,17,国防军工-军工装备-航空装备
002807.SZ,002807,33,银行-银行-农商行
603286.SH,603286,17,汽车-汽车零部件-底盘与发动机系统
300727.SZ,300727,33,基础化工-化学制品-有机硅
603997.SH,603997,17,汽车-汽车零部件-车身附件及饰件
600966.SH,600966,17,轻工制造-造纸-造纸Ⅲ
600851.SH,600851,17,医药生物-化学制药-化学制剂
600383.SH,600383,17,房地产-房地产-住宅开发
002396.SZ,002396,33,通信-通信设备-通信网络设备及器件
688261.SH,688261,17,电子-半导体-分立器件
000564.SZ,000564,33,商贸零售-零售-百货零售
301069.SZ,301069,33,基础化工-化学原料-其他化学原料
000690.SZ,000690,33,公用事业-电力-火电
300818.SZ,300818,33,机械设备-专用设备-能源及重型设备
002017.SZ,002017,33,通信-通信设备-通信终端及配件
000875.SZ,000875,33,公用事业-电力-电能综合服务
300293.SZ,300293,33,机械设备-专用设备-其他专用设备
920726.BJ,920726,151,食品饮料-食品加工制造-调味发酵品
600203.SH,600203,17,电子-消费电子-消费电子零部件及组装
603019.SH,603019,17,计算机-计算机设备-其他计算机设备
000767.SZ,000767,33,公用事业-电力-火电
001228.SZ,001228,33,交通运输-物流-物流Ⅲ
688381.SH,688381,17,电子-半导体-模拟芯片设计
601868.SH,601868,17,建筑装饰-建筑装饰-基础建设
000029.SZ,000029,33,房地产-房地产-住宅开发
920344.BJ,920344,151,医药生物-生物制品-其他生物制品
300048.SZ,300048,33,建筑装饰-建筑装饰-专业工程
601121.SH,601121,17,钢铁-钢铁-冶钢原料
002472.SZ,002472,33,汽车-汽车零部件-底盘与发动机系统
300317.SZ,300317,33,公用事业-电力-新能源发电
300699.SZ,300699,33,国防军工-军工装备-航空装备
002896.SZ,002896,33,机械设备-通用设备-金属制品
600938.SH,600938,17,石油石化-油气开采及服务-油气开采
002008.SZ,002008,33,机械设备-自动化设备-激光设备
605020.SH,605020,17,基础化工-化学制品-氟化工
603129.SH,603129,17,汽车-汽车服务及其他-其他运输设备
300732.SZ,300732,33,建筑装饰-建筑装饰-工程咨询服务
001360.SZ,001360,33,机械设备-专用设备-能源及重型设备
603311.SH,603311,17,家用电器-白色家电-家电零部件
301043.SZ,301043,33,机械设备-通用设备-制冷空调设备
301076.SZ,301076,33,基础化工-化学制品-其他化学制品
002878.SZ,002878,33,传媒-文化传媒-广告营销
603312.SH,603312,17,电力设备-电网设备-输变电设备
300748.SZ,300748,33,有色金属-金属新材料-磁性材料
688160.SH,688160,17,机械设备-自动化设备-工控设备
688981.SH,688981,17,电子-半导体-集成电路制造
002905.SZ,002905,33,传媒-影视院线-影视院线Ⅲ
605003.SH,605003,17,纺织服饰-服装家纺-家纺
002240.SZ,002240,33,有色金属-能源金属-锂
002246.SZ,002246,33,基础化工-化学制品-民爆用品
300833.SZ,300833,33,机械设备-专用设备-其他专用设备
920087.BJ,920087,151,农林牧渔-种植业与林业-种子生产
600894.SH,600894,17,机械设备-专用设备-楼宇设备
603191.SH,603191,17,电力设备-电网设备-输变电设备
301305.SZ,301305,33,环保-环境治理-固废治理
688676.SH,688676,17,电力设备-电网设备-输变电设备
300904.SZ,300904,33,电力设备-风电设备-风电零部件
300252.SZ,300252,33,国防军工-军工电子-军工电子Ⅲ
300063.SZ,300063,33,传媒-文化传媒-广告营销
688596.SH,688596,17,机械设备-专用设备-其他专用设备
600053.SH,600053,17,非银金融-多元金融-多元金融Ⅲ
688082.SH,688082,17,电子-半导体-半导体设备
002561.SZ,002561,33,商贸零售-零售-百货零售
605555.SH,605555,17,家用电器-小家电-小家电Ⅲ
603300.SH,603300,17,非银金融-多元金融-多元金融Ⅲ
603690.SH,603690,17,电子-半导体-半导体设备
002542.SZ,002542,33,建筑装饰-建筑装饰-专业工程
002803.SZ,002803,33,商贸零售-互联网电商-互联网电商Ⅲ
603277.SH,603277,17,机械设备-通用设备-制冷空调设备
688315.SH,688315,17,医药生物-医疗服务-其他医疗服务
600460.SH,600460,17,电子-半导体-分立器件
001230.SZ,001230,33,环保-环境治理-固废治理
600331.SH,600331,17,基础化工-农化制品-磷肥及磷化工
600959.SH,600959,17,传媒-文化传媒-电视广播
603220.SH,603220,17,通信-通信服务-通信工程及服务
002160.SZ,002160,33,有色金属-工业金属-铝
002815.SZ,002815,33,电子-元件-印制电路板
688081.SH,688081,17,国防军工-军工电子-军工电子Ⅲ
000333.SZ,000333,33,家用电器-白色家电-空调
000901.SZ,000901,33,汽车-汽车零部件-汽车电子电气系统
603171.SH,603171,17,计算机-IT服务-IT服务Ⅲ
688657.SH,688657,17,计算机-软件开发-垂直应用软件
600990.SH,600990,17,国防军工-军工电子-军工电子Ⅲ
301210.SZ,301210,33,电力设备-电池-锂电池
688218.SH,688218,17,机械设备-自动化设备-机器人
688351.SH,688351,17,医药生物-医疗器械-医疗耗材
688709.SH,688709,17,电子-半导体-模拟芯片设计
300998.SZ,300998,33,汽车-汽车零部件-其他汽车零部件
300389.SZ,300389,33,电子-光学光电子-LED
000962.SZ,000962,33,有色金属-小金属-其他小金属
688729.SH,688729,17,电子-半导体-半导体设备
920857.BJ,920857,151,电子-消费电子-消费电子零部件及组装
600967.SH,600967,17,国防军工-军工装备-地面兵装
600150.SH,600150,17,国防军工-军工装备-航海装备
300835.SZ,300835,33,有色金属-金属新材料-磁性材料
300611.SZ,300611,33,汽车-汽车零部件-底盘与发动机系统
001316.SZ,001316,33,石油石化-石油加工贸易-油品石化贸易
688584.SH,688584,17,电子-半导体-半导体材料
600171.SH,600171,17,电子-半导体-模拟芯片设计
002871.SZ,002871,33,机械设备-通用设备-金属制品
688512.SH,688512,17,电子-半导体-模拟芯片设计
300594.SZ,300594,33,机械设备-轨交设备-轨交设备Ⅲ
300983.SZ,300983,33,建筑装饰-建筑装饰-工程咨询服务
001225.SZ,001225,33,机械设备-专用设备-能源及重型设备
605086.SH,605086,17,基础化工-非金属材料-非金属材料Ⅲ
300871.SZ,300871,33,农林牧渔-养殖业-动物保健
002082.SZ,002082,33,医药生物-中药-中药Ⅲ
300304.SZ,300304,33,汽车-汽车零部件-汽车电子电气系统
301236.SZ,301236,33,计算机-IT服务-IT服务Ⅲ
300264.SZ,300264,33,计算机-IT服务-IT服务Ⅲ
300022.SZ,300022,33,商贸零售-零售-专业连锁
002080.SZ,002080,33,建筑材料-建筑材料-玻璃玻纤
603162.SH,603162,17,交通运输-港口航运-航运
603386.SH,603386,17,电子-元件-印制电路板
605151.SH,605151,17,汽车-汽车零部件-车身附件及饰件
301418.SZ,301418,33,机械设备-自动化设备-工控设备
301550.SZ,301550,33,汽车-汽车零部件-底盘与发动机系统
301389.SZ,301389,33,电子-消费电子-消费电子零部件及组装
300797.SZ,300797,33,社会服务-其他社会服务-专业服务
301131.SZ,301131,33,基础化工-塑料制品-改性塑料
002043.SZ,002043,33,建筑材料-建筑材料-其他建材
002762.SZ,002762,33,纺织服饰-服装家纺-服装
002715.SZ,002715,33,汽车-汽车零部件-底盘与发动机系统
300352.SZ,300352,33,计算机-软件开发-横向通用软件
600382.SH,600382,17,钢铁-钢铁-冶钢原料
688262.SH,688262,17,电子-半导体-数字芯片设计
000825.SZ,000825,33,钢铁-钢铁-特钢
605500.SH,605500,17,轻工制造-造纸-造纸Ⅲ
600882.SH,600882,17,食品饮料-饮料制造-乳品
300165.SZ,300165,33,机械设备-通用设备-仪器仪表
001338.SZ,001338,33,农林牧渔-农产品加工-其他农产品加工
600663.SH,600663,17,房地产-房地产-商业地产
688158.SH,688158,17,计算机-IT服务-IT服务Ⅲ
300012.SZ,300012,33,社会服务-其他社会服务-专业服务
600685.SH,600685,17,国防军工-军工装备-航海装备
605098.SH,605098,17,社会服务-教育-教育Ⅲ
002332.SZ,002332,33,医药生物-化学制药-化学制剂
300920.SZ,300920,33,基础化工-塑料制品-其他塑料制品
603182.SH,603182,17,农林牧渔-农产品加工-粮油加工
002232.SZ,002232,33,计算机-IT服务-IT服务Ⅲ
300504.SZ,300504,33,通信-通信设备-通信终端及配件
002530.SZ,002530,33,机械设备-通用设备-其他通用设备
600248.SH,600248,17,建筑装饰-建筑装饰-房屋建设
688077.SH,688077,17,有色金属-金属新材料-磁性材料
600050.SH,600050,17,通信-通信服务-电信运营商
605277.SH,605277,17,电子-消费电子-消费电子零部件及组装
688350.SH,688350,17,基础化工-化学制品-其他化学制品
000820.SZ,000820,33,环保-环保设备-环保设备Ⅲ
300719.SZ,300719,33,国防军工-军工装备-航空装备
300278.SZ,300278,33,机械设备-自动化设备-工控设备
002419.SZ,002419,33,商贸零售-零售-百货零售
002676.SZ,002676,33,家用电器-白色家电-家电零部件
003010.SZ,003010,33,商贸零售-互联网电商-互联网电商Ⅲ
603959.SH,603959,17,电力设备-电池-锂电专用设备
001217.SZ,001217,33,基础化工-化学原料-其他化学原料
002735.SZ,002735,33,轻工制造-包装印刷-包装
301269.SZ,301269,33,计算机-软件开发-垂直应用软件
601288.SH,601288,17,银行-银行-国有大型银行
002248.SZ,002248,33,机械设备-通用设备-机床工具
688259.SH,688259,17,电子-半导体-数字芯片设计
600760.SH,600760,17,国防军工-军工装备-航空装备
000990.SZ,000990,33,基础化工-化学原料-煤化工
002832.SZ,002832,33,纺织服饰-服装家纺-服装
301372.SZ,301372,33,环保-环境治理-水务及水治理
688033.SH,688033,17,电力设备-光伏设备-光伏辅材
301456.SZ,301456,33,电力设备-风电设备-风电零部件
002214.SZ,002214,33,国防军工-军工电子-军工电子Ⅲ
603659.SH,603659,17,电力设备-电池-电池化学品
601128.SH,601128,17,银行-银行-农商行
688523.SH,688523,17,国防军工-军工装备-航天装备
301152.SZ,301152,33,电力设备-电池-电池化学品
603158.SH,603158,17,汽车-汽车零部件-底盘与发动机系统
603319.SH,603319,17,汽车-汽车零部件-底盘与发动机系统
688255.SH,688255,17,机械设备-自动化设备-机器人
601000.SH,601000,17,交通运输-港口航运-港口
300677.SZ,300677,33,医药生物-医疗器械-医疗耗材
000958.SZ,000958,33,公用事业-电力-新能源发电
000099.SZ,000099,33,交通运输-机场航运-航空运输
002831.SZ,002831,33,轻工制造-包装印刷-包装
000837.SZ,000837,33,机械设备-通用设备-机床工具
300057.SZ,300057,33,有色金属-工业金属-铝
688286.SH,688286,17,电子-半导体-模拟芯片设计
688529.SH,688529,17,机械设备-专用设备-其他专用设备
600055.SH,600055,17,医药生物-医疗器械-医疗设备
002771.SZ,002771,33,计算机-IT服务-IT服务Ⅲ
000681.SZ,000681,33,传媒-文化传媒-数字媒体
002966.SZ,002966,33,银行-银行-城商行
000831.SZ,000831,33,有色金属-小金属-稀土
