code,股票代码,所属同花顺行业,market_code
002425,002425.SZ,传媒-游戏-游戏Ⅲ,33
688098,688098.SH,农林牧渔-养殖业-动物保健,17
920003,920003.BJ,建筑装饰-建筑装饰-工程咨询服务,151
600470,600470.SH,基础化工-农化制品-磷肥及磷化工,17
300193,300193.SZ,机械设备-通用设备-其他通用设备,33
300483,300483.SZ,石油石化-油气开采及服务-油气开采,33
600157,600157.SH,公用事业-电力-火电,17
600307,600307.SH,钢铁-钢铁-普钢,17
301519,301519.SZ,环保-环境治理-水务及水治理,33
300088,300088.SZ,电子-光学光电子-面板,33
002510,002510.SZ,汽车-汽车零部件-其他汽车零部件,33
000932,000932.SZ,钢铁-钢铁-普钢,33
300887,300887.SZ,社会服务-其他社会服务-专业服务,33
600825,600825.SH,传媒-文化传媒-出版,17
002103,002103.SZ,轻工制造-家居用品-文娱用品,33
300644,300644.SZ,基础化工-塑料制品-改性塑料,33
002570,002570.SZ,食品饮料-饮料制造-乳品,33
300110,300110.SZ,医药生物-化学制药-化学制剂,33
002342,002342.SZ,机械设备-通用设备-金属制品,33
002186,002186.SZ,社会服务-旅游及酒店-餐饮,33
600219,600219.SH,有色金属-工业金属-铝,17
002978,002978.SZ,有色金属-小金属-其他小金属,33
601366,601366.SH,商贸零售-零售-百货零售,17
003003,003003.SZ,轻工制造-包装印刷-包装,33
300177,300177.SZ,国防军工-军工电子-军工电子Ⅲ,33
920837,920837.BJ,汽车-汽车零部件-底盘与发动机系统,151
301065,301065.SZ,医药生物-化学制药-原料药,33
002895,002895.SZ,基础化工-农化制品-磷肥及磷化工,33
603238,603238.SH,纺织服饰-纺织制造-其他纺织,17
002296,002296.SZ,通信-通信设备-通信网络设备及器件,33
002661,002661.SZ,食品饮料-食品加工制造-预加工食品,33
300271,300271.SZ,计算机-软件开发-垂直应用软件,33
688670,688670.SH,医药生物-生物制品-疫苗,17
002682,002682.SZ,交通运输-物流-物流Ⅲ,33
600237,600237.SH,电子-元件-被动元件,17
688585,688585.SH,基础化工-塑料制品-合成树脂,17
002401,002401.SZ,计算机-IT服务-IT服务Ⅲ,33
001314,001314.SZ,电子-消费电子-消费电子零部件及组装,33
002249,002249.SZ,电力设备-电机-电机Ⅲ,33
600060,600060.SH,家用电器-黑色家电-彩电,17
301316,301316.SZ,计算机-IT服务-IT服务Ⅲ,33
600499,600499.SH,轻工制造-家居用品-瓷砖地板,17
301377,301377.SZ,机械设备-通用设备-金属制品,33
600287,600287.SH,商贸零售-贸易-贸易Ⅲ,17
603029,603029.SH,机械设备-专用设备-农用机械,17
300590,300590.SZ,通信-通信设备-通信终端及配件,33
603126,603126.SH,环保-环境治理-固废治理,17
605189,605189.SH,纺织服饰-纺织制造-印染,17
000735,000735.SZ,农林牧渔-养殖业-生猪养殖,33
002572,002572.SZ,轻工制造-家居用品-定制家居,33
301279,301279.SZ,机械设备-工程机械-工程机械Ⅲ,33
300532,300532.SZ,计算机-IT服务-IT服务Ⅲ,33
000816,000816.SZ,有色金属-工业金属-铅锌,33
600517,600517.SH,非银金融-多元金融-多元金融Ⅲ,17
300579,300579.SZ,计算机-软件开发-横向通用软件,33
603010,603010.SH,基础化工-化学制品-其他化学制品,17
603683,603683.SH,基础化工-化学制品-其他化学制品,17
002947,002947.SZ,电子-消费电子-消费电子零部件及组装,33
300358,300358.SZ,医药生物-医疗器械-医疗设备,33
002513,002513.SZ,电力设备-光伏设备-光伏电池组件,33
600684,600684.SH,房地产-房地产-房地产服务,17
920932,920932.BJ,计算机-软件开发-垂直应用软件,151
300112,300112.SZ,机械设备-通用设备-仪器仪表,33
603213,603213.SH,基础化工-化学原料-氯碱,17
300895,300895.SZ,通信-通信服务-通信应用增值服务,33
000720,000720.SZ,电力设备-电网设备-线缆部件及其他,33
002888,002888.SZ,电子-消费电子-品牌消费电子,33
002791,002791.SZ,建筑材料-建筑材料-其他建材,33
300295,300295.SZ,传媒-文化传媒-数字媒体,33
300566,300566.SZ,电子-光学光电子-光学元件,33
300969,300969.SZ,汽车-汽车零部件-其他汽车零部件,33
300484,300484.SZ,机械设备-自动化设备-工控设备,33
002936,002936.SZ,银行-银行-城商行,33
605001,605001.SH,机械设备-轨交设备-轨交设备Ⅲ,17
603518,603518.SH,纺织服饰-服装家纺-服装,17
688652,688652.SH,电子-半导体-半导体设备,17
300707,300707.SZ,汽车-汽车零部件-其他汽车零部件,33
000021,000021.SZ,电子-消费电子-消费电子零部件及组装,33
688239,688239.SH,国防军工-军工装备-航空装备,17
301336,301336.SZ,轻工制造-家居用品-成品家居,33
603609,603609.SH,农林牧渔-农产品加工-畜禽饲料,17
300221,300221.SZ,基础化工-塑料制品-改性塑料,33
600996,600996.SH,传媒-文化传媒-电视广播,17
300806,300806.SZ,基础化工-塑料制品-膜材料,33
000898,000898.SZ,钢铁-钢铁-普钢,33
600493,600493.SH,纺织服饰-纺织制造-棉纺,17
300188,300188.SZ,计算机-软件开发-横向通用软件,33
300562,300562.SZ,医药生物-医疗器械-医疗设备,33
300718,300718.SZ,机械设备-通用设备-金属制品,33
603816,603816.SH,轻工制造-家居用品-成品家居,17
688030,688030.SH,计算机-软件开发-横向通用软件,17
600975,600975.SH,农林牧渔-养殖业-生猪养殖,17
002737,002737.SZ,医药生物-中药-中药Ⅲ,33
002863,002863.SZ,汽车-汽车零部件-轮胎轮毂,33
000603,000603.SZ,有色金属-工业金属-铅锌,33
002946,002946.SZ,食品饮料-饮料制造-乳品,33
603801,603801.SH,轻工制造-家居用品-定制家居,17
600505,600505.SH,公用事业-电力-电能综合服务,17
601616,601616.SH,电力设备-电网设备-输变电设备,17
002919,002919.SZ,传媒-游戏-游戏Ⅲ,33
301039,301039.SZ,汽车-汽车整车-商用载货车,33
688486,688486.SH,电子-半导体-数字芯片设计,17
600281,600281.SH,有色金属-小金属-其他小金属,17
002831,002831.SZ,轻工制造-包装印刷-包装,33
603679,603679.SH,电子-光学光电子-LED,17
002905,002905.SZ,传媒-影视院线-影视院线Ⅲ,33
301539,301539.SZ,汽车-汽车零部件-轮胎轮毂,33
300536,300536.SZ,计算机-IT服务-IT服务Ⅲ,33
603758,603758.SH,汽车-汽车零部件-底盘与发动机系统,17
920866,920866.BJ,基础化工-农化制品-农药,151
688233,688233.SH,电子-半导体-半导体材料,17
600843,600843.SH,机械设备-专用设备-纺织服装设备,17
920871,920871.BJ,基础化工-塑料制品-其他塑料制品,151
301192,301192.SZ,汽车-汽车零部件-底盘与发动机系统,33
600605,600605.SH,商贸零售-零售-商业物业经营,17
301201,301201.SZ,医药生物-医疗服务-医疗研发外包,33
003030,003030.SZ,农林牧渔-农产品加工-其他农产品加工,33
600256,600256.SH,煤炭-煤炭开采加工-煤炭开采,17
600649,600649.SH,房地产-房地产-住宅开发,17
601888,601888.SH,商贸零售-零售-旅游零售,17
601865,601865.SH,电力设备-光伏设备-光伏辅材,17
301559,301559.SZ,机械设备-通用设备-金属制品,33
600727,600727.SH,基础化工-化学制品-其他化学制品,17
600054,600054.SH,社会服务-旅游及酒店-自然景点,17
601600,601600.SH,有色金属-工业金属-铝,17
600121,600121.SH,煤炭-煤炭开采加工-煤炭开采,17
301288,301288.SZ,环保-环保设备-环保设备Ⅲ,33
300836,300836.SZ,机械设备-专用设备-其他专用设备,33
688521,688521.SH,电子-半导体-数字芯片设计,17
300075,300075.SZ,计算机-软件开发-垂直应用软件,33
600217,600217.SH,环保-环境治理-固废治理,17
300019,300019.SZ,基础化工-化学制品-有机硅,33
603101,603101.SH,商贸零售-零售-百货零售,17
001386,001386.SZ,轻工制造-家居用品-瓷砖地板,33
601008,601008.SH,交通运输-港口航运-港口,17
300030,300030.SZ,医药生物-医疗器械-医疗设备,33
600633,600633.SH,传媒-游戏-游戏Ⅲ,17
688093,688093.SH,电子-其他电子-其他电子Ⅲ,17
002997,002997.SZ,汽车-汽车零部件-其他汽车零部件,33
002247,002247.SZ,建筑材料-建筑材料-其他建材,33
301656,301656.SZ,汽车-汽车零部件-汽车电子电气系统,33
603030,603030.SH,建筑装饰-建筑装饰-装饰园林,17
002760,002760.SZ,机械设备-通用设备-磨具磨料,33
600685,600685.SH,国防军工-军工装备-航海装备,17
920357,920357.BJ,电子-消费电子-消费电子零部件及组装,151
600858,600858.SH,商贸零售-零售-百货零售,17
301626,301626.SZ,电子-消费电子-消费电子零部件及组装,33
002723,002723.SZ,电子-光学光电子-LED,33
920608,920608.BJ,机械设备-专用设备-农用机械,151
301148,301148.SZ,环保-环境治理-水务及水治理,33
600406,600406.SH,电力设备-电网设备-电气自控设备,17
300642,300642.SZ,医药生物-医疗器械-体外诊断,33
002546,002546.SZ,电力设备-电网设备-电气自控设备,33
300004,300004.SZ,机械设备-专用设备-其他专用设备,33
603888,603888.SH,传媒-文化传媒-数字媒体,17
600604,600604.SH,房地产-房地产-产业地产,17
603855,603855.SH,机械设备-专用设备-其他专用设备,17
688535,688535.SH,电子-半导体-半导体材料,17
600359,600359.SH,农林牧渔-种植业与林业-其他种植业,17
002343,002343.SZ,传媒-影视院线-影视院线Ⅲ,33
603699,603699.SH,机械设备-通用设备-金属制品,17
000978,000978.SZ,社会服务-旅游及酒店-自然景点,33
301025,301025.SZ,传媒-文化传媒-出版,33
300891,300891.SZ,基础化工-化学原料-钛白粉,33
000514,000514.SZ,房地产-房地产-住宅开发,33
920370,920370.BJ,环保-环境治理-固废治理,151
002671,002671.SZ,建筑材料-建筑材料-水泥,33
920111,920111.BJ,电力设备-电网设备-输变电设备,151
920475,920475.BJ,机械设备-专用设备-其他专用设备,151
002170,002170.SZ,基础化工-农化制品-复合肥,33
603062,603062.SH,基础化工-化学制品-涂料油墨,17
603111,603111.SH,机械设备-轨交设备-轨交设备Ⅲ,17
002599,002599.SZ,轻工制造-包装印刷-印刷,33
920953,920953.BJ,计算机-IT服务-IT服务Ⅲ,151
300687,300687.SZ,计算机-IT服务-IT服务Ⅲ,33
300026,300026.SZ,医药生物-中药-中药Ⅲ,33
000560,000560.SZ,房地产-房地产-房地产服务,33
001979,001979.SZ,房地产-房地产-商业地产,33
002761,002761.SZ,建筑装饰-建筑装饰-房屋建设,33
000530,000530.SZ,机械设备-通用设备-制冷空调设备,33
600697,600697.SH,商贸零售-零售-百货零售,17
300624,300624.SZ,计算机-软件开发-横向通用软件,33
300400,300400.SZ,机械设备-自动化设备-其他自动化设备,33
601279,601279.SH,汽车-汽车零部件-其他汽车零部件,17
300449,300449.SZ,计算机-计算机设备-安防设备,33
920575,920575.BJ,医药生物-生物制品-疫苗,151
000700,000700.SZ,汽车-汽车零部件-车身附件及饰件,33
603558,603558.SH,纺织服饰-服装家纺-鞋帽及其他,17
001259,001259.SZ,家用电器-小家电-小家电Ⅲ,33
001339,001339.SZ,计算机-计算机设备-其他计算机设备,33
000501,000501.SZ,商贸零售-零售-百货零售,33
000505,000505.SZ,农林牧渔-农产品加工-粮油加工,33
603020,603020.SH,基础化工-化学制品-食品及饲料添加剂,17
603312,603312.SH,电力设备-电网设备-输变电设备,17
300868,300868.SZ,电子-消费电子-消费电子零部件及组装,33
603075,603075.SH,家用电器-白色家电-家电零部件,17
603992,603992.SH,轻工制造-家居用品-其他家居用品,17
300240,300240.SZ,交通运输-物流-物流Ⅲ,33
002747,002747.SZ,机械设备-自动化设备-机器人,33
301266,301266.SZ,电力设备-光伏设备-光伏辅材,33
002702,002702.SZ,食品饮料-食品加工制造-预加工食品,33
605060,605060.SH,机械设备-通用设备-其他通用设备,17
603822,603822.SH,基础化工-化学制品-其他化学制品,22
601881,601881.SH,非银金融-证券-证券Ⅲ,17
300334,300334.SZ,基础化工-塑料制品-膜材料,33
301191,301191.SZ,通信-通信设备-通信终端及配件,33
000878,000878.SZ,有色金属-工业金属-铜,33
600658,600658.SH,房地产-房地产-产业地产,17
300681,300681.SZ,汽车-汽车零部件-汽车电子电气系统,33
002972,002972.SZ,机械设备-轨交设备-轨交设备Ⅲ,33
600137,600137.SH,纺织服饰-服装家纺-服装,17
000977,000977.SZ,计算机-计算机设备-其他计算机设备,33
600577,600577.SH,电力设备-电网设备-线缆部件及其他,17
001387,001387.SZ,家用电器-白色家电-冰洗,33
002605,002605.SZ,传媒-游戏-游戏Ⅲ,33
300259,300259.SZ,机械设备-通用设备-仪器仪表,33
300752,300752.SZ,电子-光学光电子-LED,33
600571,600571.SH,计算机-软件开发-垂直应用软件,17
301187,301187.SZ,家用电器-小家电-小家电Ⅲ,33
920592,920592.BJ,计算机-软件开发-垂直应用软件,151
001317,001317.SZ,交通运输-物流-物流Ⅲ,33
002635,002635.SZ,电子-消费电子-消费电子零部件及组装,33
300549,300549.SZ,机械设备-专用设备-其他专用设备,33
300731,300731.SZ,基础化工-橡胶制品-其他橡胶制品,33
600380,600380.SH,医药生物-化学制药-化学制剂,17
002096,002096.SZ,基础化工-化学制品-民爆用品,33
600477,600477.SH,建筑装饰-建筑装饰-专业工程,17
300024,300024.SZ,机械设备-自动化设备-机器人,33
920924,920924.BJ,通信-通信服务-通信工程及服务,151
300793,300793.SZ,电子-消费电子-消费电子零部件及组装,33
002149,002149.SZ,有色金属-小金属-其他小金属,33
002481,002481.SZ,农林牧渔-农产品加工-其他农产品加工,33
301395,301395.SZ,基础化工-塑料制品-合成树脂,33
600683,600683.SH,房地产-房地产-住宅开发,17
688078,688078.SH,计算机-软件开发-垂直应用软件,17
002275,002275.SZ,医药生物-中药-中药Ⅲ,33
601801,601801.SH,传媒-文化传媒-出版,17
688598,688598.SH,电力设备-光伏设备-光伏辅材,17
001201,001201.SZ,农林牧渔-养殖业-生猪养殖,33
920553,920553.BJ,机械设备-专用设备-印刷包装机械,151
001338,001338.SZ,农林牧渔-农产品加工-其他农产品加工,33
300797,300797.SZ,社会服务-其他社会服务-专业服务,33
603777,603777.SH,食品饮料-食品加工制造-休闲食品,17
688722,688722.SH,基础化工-化学纤维-其他纤维,17
002552,002552.SZ,电子-元件-印制电路板,33
603040,603040.SH,汽车-汽车零部件-底盘与发动机系统,17
603276,603276.SH,基础化工-化学原料-其他化学原料,17
002179,002179.SZ,国防军工-军工电子-军工电子Ⅲ,33
000619,000619.SZ,建筑材料-建筑材料-其他建材,33
300907,300907.SZ,电力设备-电机-电机Ⅲ,33
300150,300150.SZ,计算机-IT服务-IT服务Ⅲ,33
603606,603606.SH,电力设备-电网设备-线缆部件及其他,17
603909,603909.SH,建筑装饰-建筑装饰-工程咨询服务,17
601222,601222.SH,电力设备-电网设备-电气自控设备,17
600715,600715.SH,传媒-影视院线-影视院线Ⅲ,17
688244,688244.SH,计算机-软件开发-横向通用软件,17
600962,600962.SH,食品饮料-饮料制造-软饮料,17
301275,301275.SZ,电子-其他电子-其他电子Ⅲ,33
920914,920914.BJ,有色金属-能源金属-镍,151
300217,300217.SZ,家用电器-白色家电-家电零部件,33
603809,603809.SH,汽车-汽车零部件-底盘与发动机系统,17
002298,002298.SZ,电力设备-电网设备-输变电设备,33
605369,605369.SH,医药生物-医疗器械-医疗耗材,17
001319,001319.SZ,汽车-汽车零部件-车身附件及饰件,33
300505,300505.SZ,基础化工-农化制品-磷肥及磷化工,33
300564,300564.SZ,建筑装饰-建筑装饰-工程咨询服务,33
002292,002292.SZ,传媒-影视院线-影视院线Ⅲ,33
300690,300690.SZ,电力设备-风电设备-风电零部件,33
600933,600933.SH,汽车-汽车零部件-底盘与发动机系统,17
603690,603690.SH,电子-半导体-半导体设备,17
300950,300950.SZ,机械设备-专用设备-能源及重型设备,33
688523,688523.SH,国防军工-军工装备-航天装备,17
605337,605337.SH,食品饮料-饮料制造-软饮料,17
600630,600630.SH,纺织服饰-服装家纺-服装,17
002574,002574.SZ,纺织服饰-服装家纺-饰品,33
300640,300640.SZ,轻工制造-家居用品-其他家居用品,33
002276,002276.SZ,电力设备-电网设备-线缆部件及其他,33
002602,002602.SZ,传媒-游戏-游戏Ⅲ,33
688665,688665.SH,机械设备-通用设备-仪器仪表,17
300987,300987.SZ,传媒-文化传媒-数字媒体,33
000955,000955.SZ,纺织服饰-纺织制造-其他纺织,33
002533,002533.SZ,电力设备-电网设备-线缆部件及其他,33
600798,600798.SH,交通运输-港口航运-航运,17
002467,002467.SZ,通信-通信服务-通信应用增值服务,33
600490,600490.SH,有色金属-工业金属-铜,17
300978,300978.SZ,汽车-汽车零部件-车身附件及饰件,33
300018,300018.SZ,电力设备-电网设备-电气自控设备,33
603990,603990.SH,计算机-软件开发-垂直应用软件,17
301128,301128.SZ,机械设备-专用设备-其他专用设备,33
001256,001256.SZ,机械设备-专用设备-印刷包装机械,33
601061,601061.SH,商贸零售-贸易-贸易Ⅲ,17
688733,688733.SH,电力设备-电池-电池化学品,17
603496,603496.SH,计算机-计算机设备-其他计算机设备,17
600057,600057.SH,交通运输-物流-物流Ⅲ,17
300420,300420.SZ,机械设备-通用设备-其他通用设备,33
688589,688589.SH,电子-半导体-数字芯片设计,17
002049,002049.SZ,电子-半导体-数字芯片设计,33
605155,605155.SH,轻工制造-家居用品-其他家居用品,17
300005,300005.SZ,纺织服饰-服装家纺-服装,33
000785,000785.SZ,商贸零售-零售-商业物业经营,33
002347,002347.SZ,机械设备-通用设备-金属制品,33
920682,920682.BJ,电力设备-电网设备-线缆部件及其他,151
300278,300278.SZ,机械设备-自动化设备-工控设备,33
300918,300918.SZ,纺织服饰-纺织制造-其他纺织,33
603032,603032.SH,电力设备-电池-锂电专用设备,17
002659,002659.SZ,社会服务-教育-教育Ⅲ,33
688108,688108.SH,医药生物-医疗器械-医疗耗材,17
300667,300667.SZ,机械设备-通用设备-仪器仪表,33
000807,000807.SZ,有色金属-工业金属-铝,33
300800,300800.SZ,环保-环保设备-环保设备Ⅲ,33
300942,300942.SZ,医药生物-医疗器械-体外诊断,33
301208,301208.SZ,计算机-IT服务-IT服务Ⅲ,33
920675,920675.BJ,基础化工-非金属材料-非金属材料Ⅲ,151
600682,600682.SH,综合-综合-综合Ⅲ,17
688096,688096.SH,环保-环境治理-水务及水治理,17
301055,301055.SZ,轻工制造-家居用品-其他家居用品,33
600409,600409.SH,基础化工-化学原料-纯碱,17
301000,301000.SZ,汽车-汽车零部件-其他汽车零部件,33
000629,000629.SZ,钢铁-钢铁-冶钢原料,33
002663,002663.SZ,建筑装饰-建筑装饰-装饰园林,33
002836,002836.SZ,轻工制造-包装印刷-包装,33
301156,301156.SZ,基础化工-化学制品-食品及饲料添加剂,33
601011,601011.SH,煤炭-煤炭开采加工-煤炭开采,17
002885,002885.SZ,电子-其他电子-其他电子Ⅲ,33
600109,600109.SH,非银金融-证券-证券Ⅲ,17
600596,600596.SH,基础化工-农化制品-农药,17
600429,600429.SH,食品饮料-饮料制造-乳品,17
600796,600796.SH,环保-环境治理-水务及水治理,17
002124,002124.SZ,农林牧渔-养殖业-生猪养殖,33
300892,300892.SZ,食品饮料-饮料制造-乳品,33
002299,002299.SZ,农林牧渔-养殖业-肉鸡养殖,33
301093,301093.SZ,医药生物-医疗器械-医疗耗材,33
688158,688158.SH,计算机-IT服务-IT服务Ⅲ,17
002877,002877.SZ,机械设备-通用设备-金属制品,33
300973,300973.SZ,食品饮料-食品加工制造-休闲食品,33
301087,301087.SZ,医药生物-医疗器械-医疗设备,33
002601,002601.SZ,基础化工-化学原料-钛白粉,33
600580,600580.SH,电力设备-电机-电机Ⅲ,17
301097,301097.SZ,医药生物-医疗器械-医疗耗材,33
300248,300248.SZ,计算机-IT服务-IT服务Ⅲ,33
600509,600509.SH,公用事业-电力-火电,17
603860,603860.SH,建筑装饰-建筑装饰-工程咨询服务,17
603132,603132.SH,有色金属-工业金属-铅锌,17
600403,600403.SH,煤炭-煤炭开采加工-煤炭开采,17
000897,000897.SZ,房地产-房地产-住宅开发,33
002459,002459.SZ,电力设备-光伏设备-光伏电池组件,33
301195,301195.SZ,计算机-软件开发-垂直应用软件,33
688259,688259.SH,电子-半导体-数字芯片设计,17
000702,000702.SZ,农林牧渔-农产品加工-畜禽饲料,33
300252,300252.SZ,国防军工-军工电子-军工电子Ⅲ,33
000008,000008.SZ,机械设备-轨交设备-轨交设备Ⅲ,33
002355,002355.SZ,汽车-汽车零部件-轮胎轮毂,33
605488,605488.SH,基础化工-塑料制品-膜材料,17
603982,603982.SH,汽车-汽车零部件-底盘与发动机系统,17
688088,688088.SH,计算机-IT服务-IT服务Ⅲ,17
301335,301335.SZ,轻工制造-家居用品-文娱用品,33
688052,688052.SH,电子-半导体-模拟芯片设计,17
301301,301301.SZ,医药生物-化学制药-原料药,33
301028,301028.SZ,机械设备-通用设备-其他通用设备,33
688365,688365.SH,计算机-IT服务-IT服务Ⅲ,17
300465,300465.SZ,计算机-软件开发-垂直应用软件,33
603551,603551.SH,家用电器-厨卫电器-厨卫电器Ⅲ,17
603357,603357.SH,建筑装饰-建筑装饰-工程咨询服务,17
600279,600279.SH,交通运输-港口航运-港口,17
003042,003042.SZ,基础化工-农化制品-农药,33
002701,002701.SZ,轻工制造-包装印刷-包装,33
920020,920020.BJ,汽车-汽车零部件-轮胎轮毂,151
920806,920806.BJ,计算机-IT服务-IT服务Ⅲ,151
688500,688500.SH,计算机-IT服务-IT服务Ⅲ,17
688113,688113.SH,机械设备-专用设备-其他专用设备,17
300729,300729.SZ,轻工制造-家居用品-其他家居用品,33
000679,000679.SZ,商贸零售-零售-百货零售,33
301106,301106.SZ,电子-光学光电子-面板,33
002617,002617.SZ,公用事业-电力-新能源发电,33
605033,605033.SH,基础化工-农化制品-农药,17
688625,688625.SH,基础化工-化学制品-其他化学制品,17
601500,601500.SH,汽车-汽车零部件-轮胎轮毂,17
300017,300017.SZ,计算机-IT服务-IT服务Ⅲ,33
300488,300488.SZ,机械设备-通用设备-金属制品,33
002416,002416.SZ,商贸零售-零售-专业连锁,33
920118,920118.BJ,电力设备-电网设备-线缆部件及其他,151
603273,603273.SH,机械设备-工程机械-工程机械Ⅲ,17
920263,920263.BJ,环保-环境治理-大气治理,151
688755,688755.SH,机械设备-专用设备-其他专用设备,17
920346,920346.BJ,电子-消费电子-消费电子零部件及组装,151
688165,688165.SH,机械设备-自动化设备-机器人,17
600987,600987.SH,纺织服饰-纺织制造-印染,17
300164,300164.SZ,石油石化-油气开采及服务-油服工程,33
002137,002137.SZ,电子-光学光电子-LED,33
002228,002228.SZ,轻工制造-包装印刷-包装,33
300111,300111.SZ,医药生物-化学制药-原料药,33
300846,300846.SZ,通信-通信服务-通信应用增值服务,33
001280,001280.SZ,有色金属-小金属-其他小金属,33
688071,688071.SH,机械设备-专用设备-其他专用设备,17
300805,300805.SZ,传媒-文化传媒-广告营销,33
603076,603076.SH,机械设备-专用设备-其他专用设备,17
603212,603212.SH,电力设备-光伏设备-光伏辅材,17
300239,300239.SZ,医药生物-生物制品-其他生物制品,33
002962,002962.SZ,电子-光学光电子-光学元件,33
688112,688112.SH,机械设备-通用设备-仪器仪表,17
002389,002389.SZ,国防军工-军工装备-航空装备,33
600508,600508.SH,煤炭-煤炭开采加工-煤炭开采,17
300809,300809.SZ,机械设备-通用设备-机床工具,33
300587,300587.SZ,基础化工-橡胶制品-其他橡胶制品,33
600408,600408.SH,煤炭-煤炭开采加工-焦炭加工,17
002998,002998.SZ,基础化工-化学纤维-涤纶,33
300522,300522.SZ,基础化工-化学制品-涂料油墨,33
301059,301059.SZ,美容护理-美容护理-个护用品,33
603916,603916.SH,基础化工-化学制品-其他化学制品,17
002421,002421.SZ,计算机-IT服务-IT服务Ⅲ,33
000797,000797.SZ,房地产-房地产-住宅开发,33
600048,600048.SH,房地产-房地产-住宅开发,17
002106,002106.SZ,电子-光学光电子-面板,33
603385,603385.SH,轻工制造-家居用品-其他家居用品,17
300078,300078.SZ,计算机-IT服务-IT服务Ⅲ,33
301290,301290.SZ,医药生物-医疗器械-医疗耗材,33
300621,300621.SZ,建筑装饰-建筑装饰-装饰园林,33
002006,002006.SZ,机械设备-专用设备-其他专用设备,33
300999,300999.SZ,农林牧渔-农产品加工-粮油加工,33
688475,688475.SH,计算机-计算机设备-安防设备,17
688199,688199.SH,基础化工-化学制品-其他化学制品,17
001306,001306.SZ,机械设备-通用设备-金属制品,33
002976,002976.SZ,汽车-汽车零部件-其他汽车零部件,33
600868,600868.SH,公用事业-电力-水电,17
603168,603168.SH,医药生物-化学制药-化学制剂,17
301276,301276.SZ,纺织服饰-服装家纺-服装,33
300753,300753.SZ,医药生物-医疗器械-医疗设备,33
600318,600318.SH,非银金融-多元金融-多元金融Ⅲ,17
600601,600601.SH,电子-元件-印制电路板,17
301600,301600.SZ,计算机-计算机设备-其他计算机设备,33
300288,300288.SZ,计算机-IT服务-IT服务Ⅲ,33
000685,000685.SZ,环保-环境治理-水务及水治理,33
301107,301107.SZ,机械设备-通用设备-其他通用设备,33
002557,002557.SZ,食品饮料-食品加工制造-休闲食品,33
603098,603098.SH,建筑装饰-建筑装饰-专业工程,17
301618,301618.SZ,基础化工-化学制品-纺织化学用品,33
601216,601216.SH,基础化工-化学原料-氯碱,17
600183,600183.SH,电子-元件-印制电路板,17
000026,000026.SZ,纺织服饰-服装家纺-饰品,33
002908,002908.SZ,计算机-IT服务-IT服务Ⅲ,33
300998,300998.SZ,汽车-汽车零部件-其他汽车零部件,33
002613,002613.SZ,建筑材料-专用设备-其他专用设备,33
603208,603208.SH,轻工制造-家居用品-定制家居,17
002775,002775.SZ,建筑装饰-建筑装饰-装饰园林,33
300920,300920.SZ,基础化工-塑料制品-其他塑料制品,33
688700,688700.SH,机械设备-专用设备-其他专用设备,17
688696,688696.SH,家用电器-黑色家电-其他黑色家电,17
603776,603776.SH,汽车-汽车服务及其他-其他运输设备,17
300468,300468.SZ,计算机-软件开发-垂直应用软件,33
603315,603315.SH,环保-环境治理-大气治理,17
600885,600885.SH,电力设备-电网设备-输变电设备,17
002451,002451.SZ,电力设备-电网设备-线缆部件及其他,33
600704,600704.SH,交通运输-物流-物流Ⅲ,17
001222,001222.SZ,轻工制造-家居用品-文娱用品,33
688238,688238.SH,医药生物-医疗服务-医疗研发外包,17
002837,002837.SZ,机械设备-专用设备-其他专用设备,33
600031,600031.SH,机械设备-工程机械-工程机械Ⅲ,17
600191,600191.SH,农林牧渔-农产品加工-其他农产品加工,17
002576,002576.SZ,电力设备-电机-电机Ⅲ,33
601908,601908.SH,公用事业-电力-新能源发电,17
600621,600621.SH,非银金融-证券-证券Ⅲ,17
000796,000796.SZ,社会服务-旅游及酒店-旅游综合,33
300713,300713.SZ,电力设备-其他电源设备-其他电源设备Ⅲ,33
002679,002679.SZ,农林牧渔-种植业与林业-林业,33
300422,300422.SZ,环保-环境治理-水务及水治理,33
300170,300170.SZ,计算机-IT服务-IT服务Ⅲ,33
300387,300387.SZ,基础化工-农化制品-复合肥,33
002353,002353.SZ,机械设备-专用设备-能源及重型设备,33
600861,600861.SH,社会服务-其他社会服务-专业服务,17
002906,002906.SZ,汽车-汽车零部件-汽车电子电气系统,33
300981,300981.SZ,医药生物-医疗器械-医疗耗材,33
688070,688070.SH,国防军工-军工装备-航空装备,17
600182,600182.SH,汽车-汽车零部件-轮胎轮毂,17
920058,920058.BJ,汽车-汽车服务及其他-其他运输设备,151
688612,688612.SH,汽车-汽车零部件-汽车电子电气系统,17
002128,002128.SZ,煤炭-煤炭开采加工-煤炭开采,33
300129,300129.SZ,电力设备-风电设备-风电零部件,33
601375,601375.SH,非银金融-证券-证券Ⅲ,17
603739,603739.SH,基础化工-化学制品-食品及饲料添加剂,17
002796,002796.SZ,通信-通信设备-通信网络设备及器件,33
002527,002527.SZ,机械设备-自动化设备-工控设备,33
688728,688728.SH,电子-半导体-数字芯片设计,17
688322,688322.SH,电子-光学光电子-光学元件,17
003033,003033.SZ,汽车-汽车服务及其他-其他运输设备,33
001269,001269.SZ,电力设备-光伏设备-光伏辅材,33
