所属同花顺行业,股票代码,code,market_code
基础化工-农化制品-农药,000553.SZ,000553,33
钢铁-钢铁-普钢,601686.SH,601686,17
电力设备-电池-电池化学品,688184.SH,688184,22
建筑材料-建筑材料-水泥,600425.SH,600425,17
基础化工-农化制品-农药,002391.SZ,002391,33
计算机-软件开发-垂直应用软件,688631.SH,688631,17
医药生物-中药-中药Ⅲ,920266.BJ,920266,151
家用电器-小家电-小家电Ⅲ,002242.SZ,002242,33
电子-光学光电子-面板,000100.SZ,000100,33
农林牧渔-种植业与林业-种子生产,300087.SZ,300087,33
传媒-文化传媒-广告营销,000607.SZ,000607,33
汽车-汽车零部件-底盘与发动机系统,920242.BJ,920242,151
纺织服饰-纺织制造-棉纺,002394.SZ,002394,33
钢铁-钢铁-普钢,600231.SH,600231,17
医药生物-生物制品-其他生物制品,603590.SH,603590,17
商贸零售-零售-百货零售,002561.SZ,002561,33
社会服务-其他社会服务-专业服务,300797.SZ,300797,33
医药生物-化学制药-原料药,603229.SH,603229,17
医药生物-医疗服务-其他医疗服务,920670.BJ,920670,151
机械设备-工程机械-工程机械Ⅲ,920599.BJ,920599,151
传媒-文化传媒-出版,600229.SH,600229,17
非银金融-多元金融-多元金融Ⅲ,603300.SH,603300,17
纺织服饰-服装家纺-家纺,002327.SZ,002327,33
电力设备-光伏设备-逆变器,688390.SH,688390,17
农林牧渔-农产品加工-畜禽饲料,603151.SH,603151,17
社会服务-其他社会服务-体育,600158.SH,600158,17
交通运输-港口航运-港口,002040.SZ,002040,33
机械设备-自动化设备-其他自动化设备,688310.SH,688310,17
商贸零售-零售-商业物业经营,600790.SH,600790,17
公用事业-电力-新能源发电,000595.SZ,000595,33
医药生物-化学制药-原料药,300267.SZ,300267,33
国防军工-军工装备-航海装备,300589.SZ,300589,33
医药生物-医疗器械-医疗设备,300869.SZ,300869,33
轻工制造-家居用品-成品家居,920765.BJ,920765,151
电子-光学光电子-面板,000050.SZ,000050,33
食品饮料-饮料制造-乳品,600882.SH,600882,17
建筑材料-建筑材料-其他建材,002271.SZ,002271,33
电力设备-电网设备-输变电设备,002441.SZ,002441,33
交通运输-物流-物流Ⅲ,600794.SH,600794,17
医药生物-化学制药-化学制剂,002923.SZ,002923,33
机械设备-通用设备-金属制品,002438.SZ,002438,33
钢铁-钢铁-冶钢原料,000629.SZ,000629,33
公用事业-电力-热力,600149.SH,600149,17
计算机-IT服务-IT服务Ⅲ,002232.SZ,002232,33
医药生物-医疗器械-医疗耗材,002950.SZ,002950,33
传媒-影视院线-影视院线Ⅲ,600715.SH,600715,17
电子-光学光电子-面板,000045.SZ,000045,33
基础化工-化学原料-氯碱,000635.SZ,000635,33
纺织服饰-服装家纺-服装,603808.SH,603808,17
电力设备-电池-锂电专用设备,300457.SZ,300457,33
医药生物-生物制品-其他生物制品,688136.SH,688136,17
汽车-汽车零部件-底盘与发动机系统,001285.SZ,001285,33
计算机-IT服务-IT服务Ⅲ,688051.SH,688051,17
医药生物-医药商业-医药流通,002462.SZ,002462,33
轻工制造-包装印刷-包装,002752.SZ,002752,33
交通运输-公路铁路运输-高速公路,601188.SH,601188,17
机械设备-通用设备-制冷空调设备,301525.SZ,301525,33
农林牧渔-农产品加工-水产饲料,001313.SZ,001313,33
有色金属-工业金属-铜,000630.SZ,000630,33
农林牧渔-种植业与林业-其他种植业,002215.SZ,002215,33
机械设备-通用设备-金属制品,301137.SZ,301137,33
房地产-房地产-住宅开发,600665.SH,600665,17
纺织服饰-纺织制造-其他纺织,001390.SZ,001390,33
环保-环境治理-水务及水治理,300172.SZ,300172,33
传媒-游戏-游戏Ⅲ,603258.SH,603258,17
石油石化-石油加工贸易-石油加工,002476.SZ,002476,33
计算机-软件开发-横向通用软件,688561.SH,688561,17
汽车-汽车零部件-底盘与发动机系统,600178.SH,600178,17
交通运输-公路铁路运输-公交,600834.SH,600834,17
商贸零售-零售-百货零售,601086.SH,601086,17
非银金融-多元金融-多元金融Ⅲ,000415.SZ,000415,33
汽车-汽车零部件-底盘与发动机系统,000030.SZ,000030,33
交通运输-港口航运-港口,600279.SH,600279,17
农林牧渔-农产品加工-畜禽饲料,603363.SH,603363,17
电子-消费电子-消费电子零部件及组装,300543.SZ,300543,33
有色金属-贵金属-贵金属Ⅲ,002716.SZ,002716,33
非银金融-多元金融-多元金融Ⅲ,603093.SH,603093,17
电力设备-电网设备-线缆部件及其他,001382.SZ,001382,33
纺织服饰-服装家纺-服装,002763.SZ,002763,33
建筑材料-建筑材料-水泥,002596.SZ,002596,33
汽车-汽车零部件-其他汽车零部件,301613.SZ,301613,33
医药生物-化学制药-化学制剂,300723.SZ,300723,33
电子-光学光电子-光学元件,300566.SZ,300566,33
机械设备-自动化设备-机器人,688290.SH,688290,17
电力设备-电网设备-线缆部件及其他,002498.SZ,002498,33
机械设备-专用设备-其他专用设备,002833.SZ,002833,33
建筑材料-建筑材料-水泥,000789.SZ,000789,33
食品饮料-饮料制造-其他酒类,600616.SH,600616,17
医药生物-医疗器械-体外诊断,688575.SH,688575,17
建筑装饰-建筑装饰-工程咨询服务,603018.SH,603018,17
有色金属-金属新材料-其他金属新材料,688811.SH,688811,17
基础化工-农化制品-农药,603585.SH,603585,17
农林牧渔-养殖业-肉鸡养殖,002982.SZ,002982,33
纺织服饰-纺织制造-印染,600987.SH,600987,17
电子-半导体-模拟芯片设计,688709.SH,688709,17
通信-通信设备-通信网络设备及器件,002583.SZ,002583,33
基础化工-橡胶制品-其他橡胶制品,001325.SZ,001325,33
电力设备-电网设备-电气自控设备,002339.SZ,002339,33
交通运输-公路铁路运输-高速公路,600020.SH,600020,17
机械设备-通用设备-其他通用设备,002131.SZ,002131,33
计算机-计算机设备-其他计算机设备,300479.SZ,300479,33
机械设备-轨交设备-轨交设备Ⅲ,300851.SZ,300851,33
通信-通信服务-通信应用增值服务,300578.SZ,300578,33
美容护理-美容护理-个护用品,001328.SZ,001328,33
医药生物-医疗器械-医疗耗材,603205.SH,603205,17
商贸零售-互联网电商-互联网电商Ⅲ,301558.SZ,301558,33
建筑材料-建筑材料-水泥,600326.SH,600326,17
房地产-房地产-住宅开发,600736.SH,600736,17
轻工制造-家居用品-瓷砖地板,002798.SZ,002798,33
医药生物-化学制药-原料药,300452.SZ,300452,33
机械设备-轨交设备-轨交设备Ⅲ,600495.SH,600495,17
轻工制造-家居用品-文娱用品,002103.SZ,002103,33
传媒-文化传媒-广告营销,002291.SZ,002291,33
医药生物-中药-中药Ⅲ,603998.SH,603998,17
计算机-计算机设备-安防设备,920976.BJ,920976,151
汽车-汽车零部件-其他汽车零部件,603210.SH,603210,17
电子-消费电子-品牌消费电子,301189.SZ,301189,33
家用电器-厨卫电器-厨卫电器Ⅲ,002508.SZ,002508,33
汽车-汽车零部件-底盘与发动机系统,603161.SH,603161,17
机械设备-轨交设备-轨交设备Ⅲ,920027.BJ,920027,151
有色金属-工业金属-铅锌,000060.SZ,000060,33
家用电器-小家电-小家电Ⅲ,300247.SZ,300247,33
计算机-IT服务-IT服务Ⅲ,600410.SH,600410,17
机械设备-专用设备-能源及重型设备,603169.SH,603169,17
商贸零售-互联网电商-互联网电商Ⅲ,002024.SZ,002024,33
社会服务-旅游及酒店-自然景点,000888.SZ,000888,33
石油石化-油气开采及服务-油服工程,002828.SZ,002828,33
计算机-IT服务-IT服务Ⅲ,920171.BJ,920171,151
通信-通信服务-通信应用增值服务,002148.SZ,002148,33
电力设备-电网设备-线缆部件及其他,002300.SZ,002300,33
商贸零售-零售-百货零售,600828.SH,600828,17
医药生物-生物制品-其他生物制品,300485.SZ,300485,33
国防军工-军工电子-军工电子Ⅲ,002151.SZ,002151,33
农林牧渔-种植业与林业-农业综合,002556.SZ,002556,33
社会服务-旅游及酒店-旅游综合,000796.SZ,000796,33
机械设备-轨交设备-轨交设备Ⅲ,688285.SH,688285,17
社会服务-教育-教育Ⅲ,300359.SZ,300359,33
机械设备-轨交设备-轨交设备Ⅲ,688015.SH,688015,17
商贸零售-贸易-贸易Ⅲ,600058.SH,600058,17
纺织服饰-服装家纺-服装,603511.SH,603511,17
电力设备-电网设备-电气自控设备,002121.SZ,002121,33
汽车-汽车零部件-其他汽车零部件,688737.SH,688737,17
房地产-房地产-住宅开发,600748.SH,600748,17
商贸零售-零售-百货零售,600824.SH,600824,17
计算机-软件开发-垂直应用软件,300085.SZ,300085,33
家用电器-白色家电-家电零部件,601956.SH,601956,17
通信-通信服务-通信工程及服务,920924.BJ,920924,151
机械设备-工程机械-工程机械Ⅲ,002097.SZ,002097,33
食品饮料-食品加工制造-调味发酵品,603170.SH,603170,17
基础化工-农化制品-农药,603970.SH,603970,17
机械设备-轨交设备-轨交设备Ⅲ,300011.SZ,300011,33
石油石化-石油加工贸易-油品石化贸易,000096.SZ,000096,33
医药生物-医药商业-医药流通,300937.SZ,300937,33
环保-环境治理-固废治理,002266.SZ,002266,33
电子-光学光电子-LED,300940.SZ,300940,33
社会服务-教育-教育Ⅲ,600730.SH,600730,22
医药生物-中药-中药Ⅲ,002644.SZ,002644,33
国防军工-军工电子-军工电子Ⅲ,301571.SZ,301571,33
电力设备-光伏设备-光伏电池组件,301168.SZ,301168,33
机械设备-通用设备-其他通用设备,920570.BJ,920570,151
医药生物-医疗器械-医疗耗材,688151.SH,688151,17
农林牧渔-养殖业-生猪养殖,002124.SZ,002124,33
机械设备-自动化设备-机器人,002698.SZ,002698,33
社会服务-旅游及酒店-自然景点,000978.SZ,000978,33
汽车-汽车零部件-底盘与发动机系统,002284.SZ,002284,33
基础化工-化学制品-其他化学制品,600165.SH,600165,22
医药生物-化学制药-化学制剂,603207.SH,603207,17
计算机-软件开发-垂直应用软件,920592.BJ,920592,151
环保-环境治理-水务及水治理,601368.SH,601368,17
国防军工-军工装备-航空装备,600862.SH,600862,17
纺织服饰-纺织制造-辅料,002098.SZ,002098,33
轻工制造-包装印刷-包装,601968.SH,601968,17
交通运输-物流-物流Ⅲ,000906.SZ,000906,33
基础化工-化学制品-食品及饲料添加剂,688639.SH,688639,17
电子-消费电子-消费电子零部件及组装,301491.SZ,301491,33
食品饮料-食品加工制造-休闲食品,002991.SZ,002991,33
机械设备-自动化设备-其他自动化设备,300802.SZ,300802,33
电力设备-光伏设备-逆变器,605117.SH,605117,17
食品饮料-食品加工制造-调味发酵品,300908.SZ,300908,33
汽车-汽车零部件-其他汽车零部件,603358.SH,603358,17
房地产-房地产-住宅开发,600376.SH,600376,17
社会服务-旅游及酒店-自然景点,000558.SZ,000558,33
基础化工-农化制品-农药,600731.SH,600731,17
医药生物-化学制药-化学制剂,000931.SZ,000931,33
交通运输-公路铁路运输-高速公路,000548.SZ,000548,33
基础化工-塑料制品-其他塑料制品,301090.SZ,301090,33
食品饮料-饮料制造-乳品,002570.SZ,002570,33
医药生物-医疗器械-医疗设备,688410.SH,688410,17
基础化工-塑料制品-其他塑料制品,300230.SZ,300230,33
医药生物-医疗器械-医疗耗材,688236.SH,688236,17
基础化工-化学制品-食品及饲料添加剂,605077.SH,605077,17
汽车-汽车零部件-车身附件及饰件,002516.SZ,002516,33
建筑材料-建筑材料-耐火材料,002088.SZ,002088,33
有色金属-金属新材料-其他金属新材料,301522.SZ,301522,33
医药生物-医疗器械-体外诊断,002022.SZ,002022,33
计算机-软件开发-横向通用软件,003029.SZ,003029,33
计算机-软件开发-垂直应用软件,002362.SZ,002362,33
通信-通信服务-通信应用增值服务,300571.SZ,300571,33
基础化工-化学纤维-其他纤维,605166.SH,605166,17
机械设备-通用设备-金属制品,603308.SH,603308,17
钢铁-钢铁-冶钢原料,000923.SZ,000923,33
食品饮料-食品加工制造-休闲食品,603697.SH,603697,17
医药生物-医疗服务-医院,301239.SZ,301239,33
计算机-计算机设备-安防设备,301318.SZ,301318,33
基础化工-化学制品-涂料油墨,301209.SZ,301209,33
机械设备-通用设备-金属制品,603667.SH,603667,17
汽车-汽车零部件-其他汽车零部件,605319.SH,605319,17
汽车-汽车服务及其他-其他运输设备,301345.SZ,301345,33
农林牧渔-养殖业-海洋捕捞,000798.SZ,000798,33
基础化工-化学纤维-涤纶,000936.SZ,000936,33
电子-消费电子-消费电子零部件及组装,300956.SZ,300956,33
电力设备-电池-电池化学品,301238.SZ,301238,33
医药生物-医药商业-药店,605266.SH,605266,17
电子-光学光电子-LED,300232.SZ,300232,33
基础化工-化学制品-食品及饲料添加剂,301206.SZ,301206,33
商贸零售-互联网电商-互联网电商Ⅲ,300792.SZ,300792,33
石油石化-石油加工贸易-石油加工,600800.SH,600800,17
电子-其他电子-其他电子Ⅲ,002922.SZ,002922,33
国防军工-军工电子-军工电子Ⅲ,002519.SZ,002519,33
医药生物-化学制药-原料药,688076.SH,688076,22
房地产-房地产-商业地产,600007.SH,600007,17
电子-其他电子-其他电子Ⅲ,001298.SZ,001298,33
环保-环境治理-水务及水治理,300388.SZ,300388,33
轻工制造-家居用品-瓷砖地板,002162.SZ,002162,33
石油石化-石油加工贸易-石油加工,000985.SZ,000985,33
计算机-计算机设备-安防设备,300155.SZ,300155,33
交通运输-公路铁路运输-高速公路,600368.SH,600368,17
交通运输-港口航运-航运,603209.SH,603209,17
商贸零售-零售-百货零售,000419.SZ,000419,33
有色金属-工业金属-铜,600362.SH,600362,17
基础化工-化学制品-民爆用品,002683.SZ,002683,33
电力设备-光伏设备-光伏辅材,688408.SH,688408,17
机械设备-通用设备-仪器仪表,300371.SZ,300371,33
计算机-软件开发-垂直应用软件,603528.SH,603528,17
家用电器-小家电-小家电Ⅲ,605555.SH,605555,17
建筑装饰-建筑装饰-工程咨询服务,300732.SZ,300732,33
电力设备-电机-电机Ⅲ,603350.SH,603350,17
国防军工-军工电子-军工电子Ⅲ,300177.SZ,300177,33
电力设备-光伏设备-硅料硅片,603185.SH,603185,17
通信-通信设备-通信终端及配件,600775.SH,600775,17
医药生物-医疗器械-体外诊断,300289.SZ,300289,33
食品饮料-食品加工制造-调味发酵品,920726.BJ,920726,151
社会服务-教育-教育Ⅲ,300192.SZ,300192,33
家用电器-白色家电-家电零部件,002676.SZ,002676,33
汽车-汽车零部件-轮胎轮毂,600182.SH,600182,17
传媒-影视院线-影视院线Ⅲ,600088.SH,600088,17
纺织服饰-纺织制造-棉纺,002042.SZ,002042,33
电力设备-光伏设备-光伏辅材,603806.SH,603806,17
房地产-房地产-住宅开发,000620.SZ,000620,33
医药生物-生物制品-血液制品,002880.SZ,002880,33
非银金融-证券-证券Ⅲ,600909.SH,600909,17
通信-通信设备-通信网络设备及器件,002194.SZ,002194,33
医药生物-化学制药-化学制剂,300110.SZ,300110,33
建筑装饰-建筑装饰-专业工程,300384.SZ,300384,33
汽车-汽车零部件-底盘与发动机系统,002406.SZ,002406,33
综合-综合-综合Ⅲ,000421.SZ,000421,33
电力设备-光伏设备-光伏加工设备,603396.SH,603396,17
交通运输-物流-物流Ⅲ,603713.SH,603713,17
通信-通信服务-通信工程及服务,300603.SZ,300603,33
基础化工-化学制品-其他化学制品,301283.SZ,301283,33
汽车-汽车零部件-汽车电子电气系统,605005.SH,605005,17
环保-环境治理-水务及水治理,300664.SZ,300664,33
基础化工-化学制品-民爆用品,002783.SZ,002783,33
国防军工-军工装备-航空装备,688510.SH,688510,17
社会服务-旅游及酒店-酒店,301073.SZ,301073,33
汽车-汽车服务及其他-其他运输设备,003033.SZ,003033,33
综合-综合-综合Ⅲ,000753.SZ,000753,33
电力设备-电网设备-输变电设备,603097.SH,603097,17
农林牧渔-农产品加工-其他农产品加工,002286.SZ,002286,33
社会服务-旅游及酒店-自然景点,603136.SH,603136,17
计算机-计算机设备-其他计算机设备,300324.SZ,300324,33
综合-综合-综合Ⅲ,000652.SZ,000652,33
食品饮料-食品加工制造-休闲食品,300973.SZ,300973,33
环保-环境治理-水务及水治理,603759.SH,603759,17
机械设备-通用设备-金属制品,300228.SZ,300228,33
电子-光学光电子-LED,300296.SZ,300296,33
传媒-文化传媒-广告营销,002264.SZ,002264,33
机械设备-专用设备-能源及重型设备,300818.SZ,300818,33
农林牧渔-农产品加工-果蔬加工,300175.SZ,300175,33
食品饮料-食品加工制造-预加工食品,001215.SZ,001215,33
机械设备-专用设备-能源及重型设备,300275.SZ,300275,33
钢铁-钢铁-普钢,600569.SH,600569,17
医药生物-医疗器械-体外诊断,688468.SH,688468,17
环保-环境治理-固废治理,920370.BJ,920370,151
电力设备-电网设备-输变电设备,920496.BJ,920496,151
轻工制造-家居用品-其他家居用品,002084.SZ,002084,33
机械设备-通用设备-制冷空调设备,603912.SH,603912,17
基础化工-化学制品-纺织化学用品,002054.SZ,002054,33
建筑装饰-建筑装饰-工程咨询服务,603909.SH,603909,17
电力设备-电网设备-输变电设备,002298.SZ,002298,33
轻工制造-家居用品-成品家居,603600.SH,603600,17
家用电器-白色家电-家电零部件,300160.SZ,300160,33
社会服务-旅游及酒店-自然景点,002159.SZ,002159,33
汽车-汽车零部件-底盘与发动机系统,301667.SZ,301667,33
传媒-文化传媒-数字媒体,300987.SZ,300987,33
基础化工-化学制品-其他化学制品,688196.SH,688196,17
医药生物-化学制药-化学制剂,688221.SH,688221,17
医药生物-医疗器械-医疗耗材,688161.SH,688161,17
机械设备-专用设备-能源及重型设备,002526.SZ,002526,33
建筑装饰-建筑装饰-装饰园林,603828.SH,603828,22
建筑材料-建筑材料-耐火材料,920076.BJ,920076,151
家用电器-厨卫电器-厨卫电器Ⅲ,002543.SZ,002543,33
机械设备-自动化设备-工控设备,002184.SZ,002184,33
农林牧渔-养殖业-动物保健,600201.SH,600201,17
商贸零售-互联网电商-互联网电商Ⅲ,605136.SH,605136,17
机械设备-通用设备-磨具磨料,002282.SZ,002282,33
交通运输-物流-物流Ⅲ,603569.SH,603569,17
机械设备-通用设备-机床工具,601882.SH,601882,17
基础化工-化学制品-聚氨酯,600230.SH,600230,17
医药生物-医疗服务-医疗研发外包,688621.SH,688621,17
商贸零售-零售-百货零售,002187.SZ,002187,33
基础化工-化学纤维-其他纤维,601113.SH,601113,17
医药生物-化学制药-化学制剂,920017.BJ,920017,151
环保-环境治理-水务及水治理,300437.SZ,300437,33
建筑材料-建筑材料-其他建材,000055.SZ,000055,33
电力设备-电网设备-电气自控设备,688616.SH,688616,17
医药生物-医疗器械-体外诊断,688298.SH,688298,17
石油石化-石油加工贸易-油品石化贸易,603353.SH,603353,17
机械设备-专用设备-能源及重型设备,002523.SZ,002523,33
计算机-IT服务-IT服务Ⅲ,002908.SZ,002908,33
电力设备-光伏设备-光伏辅材,603381.SH,603381,17
国防军工-军工装备-航海装备,300600.SZ,300600,33
汽车-汽车零部件-轮胎轮毂,001233.SZ,001233,33
纺织服饰-服装家纺-服装,603877.SH,603877,17
轻工制造-家居用品-其他家居用品,001356.SZ,001356,33
社会服务-旅游及酒店-餐饮,605108.SH,605108,17
建筑装饰-建筑装饰-基础建设,600853.SH,600853,17
汽车-汽车零部件-底盘与发动机系统,002765.SZ,002765,33
医药生物-医疗器械-体外诊断,920009.BJ,920009,151
机械设备-通用设备-制冷空调设备,000530.SZ,000530,33
轻工制造-造纸-造纸Ⅲ,600308.SH,600308,17
纺织服饰-服装家纺-服装,601566.SH,601566,17
计算机-IT服务-IT服务Ⅲ,688365.SH,688365,17
汽车-汽车零部件-底盘与发动机系统,000338.SZ,000338,33
电力设备-电机-电机Ⅲ,002801.SZ,002801,33
交通运输-物流-物流Ⅲ,300350.SZ,300350,33
机械设备-通用设备-金属制品,603915.SH,603915,17
基础化工-化学制品-食品及饲料添加剂,300858.SZ,300858,33
有色金属-金属新材料-磁性材料,300748.SZ,300748,33
商贸零售-零售-百货零售,600858.SH,600858,17
家用电器-小家电-小家电Ⅲ,300272.SZ,300272,33
社会服务-旅游及酒店-旅游综合,600250.SH,600250,17
医药生物-化学制药-化学制剂,688687.SH,688687,17
食品饮料-食品加工制造-肉制品,000529.SZ,000529,33
商贸零售-贸易-贸易Ⅲ,600725.SH,600725,17
纺织服饰-服装家纺-服装,603518.SH,603518,17
交通运输-港口航运-航运,600798.SH,600798,17
电力设备-电网设备-电气自控设备,920029.BJ,920029,151
农林牧渔-养殖业-生猪养殖,000048.SZ,000048,33
电力设备-电池-电池化学品,603659.SH,603659,17
农林牧渔-农产品加工-粮油加工,000505.SZ,000505,33
医药生物-医疗器械-医疗耗材,688581.SH,688581,17
汽车-汽车零部件-汽车电子电气系统,002454.SZ,002454,33
机械设备-通用设备-金属制品,300402.SZ,300402,33
医药生物-医疗服务-医院,002172.SZ,002172,33
轻工制造-包装印刷-印刷,002117.SZ,002117,33
轻工制造-家居用品-其他家居用品,603091.SH,603091,17
纺织服饰-纺织制造-其他纺织,603889.SH,603889,17
商贸零售-零售-商业物业经营,600738.SH,600738,17
计算机-软件开发-横向通用软件,688152.SH,688152,17
机械设备-通用设备-金属制品,301268.SZ,301268,33
机械设备-通用设备-仪器仪表,002819.SZ,002819,33
电子-光学光电子-面板,000536.SZ,000536,33
机械设备-专用设备-能源及重型设备,600262.SH,600262,17
国防军工-军工电子-军工电子Ⅲ,002179.SZ,002179,33
计算机-IT服务-IT服务Ⅲ,600936.SH,600936,17
计算机-软件开发-横向通用软件,688058.SH,688058,17
社会服务-旅游及酒店-自然景点,300859.SZ,300859,33
商贸零售-贸易-贸易Ⅲ,000151.SZ,000151,33
汽车-汽车零部件-其他汽车零部件,601279.SH,601279,17
房地产-房地产-住宅开发,600638.SH,600638,17
汽车-汽车零部件-底盘与发动机系统,300375.SZ,300375,33
汽车-汽车零部件-车身附件及饰件,300893.SZ,300893,33
机械设备-轨交设备-轨交设备Ⅲ,688569.SH,688569,17
国防军工-军工电子-军工电子Ⅲ,603712.SH,603712,17
计算机-软件开发-横向通用软件,301315.SZ,301315,33
电子-其他电子-其他电子Ⅲ,300493.SZ,300493,33
医药生物-医疗器械-体外诊断,300639.SZ,300639,33
计算机-IT服务-IT服务Ⅲ,688509.SH,688509,17
社会服务-旅游及酒店-餐饮,002186.SZ,002186,33
计算机-IT服务-IT服务Ⅲ,300419.SZ,300419,33
电力设备-其他电源设备-其他电源设备Ⅲ,002335.SZ,002335,33
综合-综合-综合Ⅲ,002575.SZ,002575,33
建筑装饰-建筑装饰-装饰园林,002663.SZ,002663,33
纺织服饰-纺织制造-其他纺织,601599.SH,601599,17
基础化工-橡胶制品-炭黑,605183.SH,605183,17
计算机-软件开发-横向通用软件,603232.SH,603232,17
通信-通信服务-通信工程及服务,002544.SZ,002544,33
医药生物-化学制药-化学制剂,300584.SZ,300584,33
食品饮料-饮料制造-乳品,600419.SH,600419,17
非银金融-多元金融-多元金融Ⅲ,600830.SH,600830,17
计算机-计算机设备-其他计算机设备,920808.BJ,920808,151
轻工制造-家居用品-成品家居,603848.SH,603848,17
建筑材料-建筑材料-水泥,600668.SH,600668,17
机械设备-轨交设备-轨交设备Ⅲ,001324.SZ,001324,33
交通运输-公路铁路运输-高速公路,600106.SH,600106,17
农林牧渔-养殖业-水产养殖,600467.SH,600467,17
基础化工-橡胶制品-其他橡胶制品,920225.BJ,920225,151
传媒-影视院线-影视院线Ⅲ,000892.SZ,000892,33
计算机-计算机设备-其他计算机设备,603106.SH,603106,17
电力设备-电池-锂电池,300014.SZ,300014,33
食品饮料-饮料制造-软饮料,600358.SH,600358,17
有色金属-工业金属-铅锌,000751.SZ,000751,33
汽车-汽车零部件-其他汽车零部件,300707.SZ,300707,33
建筑装饰-建筑装饰-工程咨询服务,301167.SZ,301167,33
基础化工-塑料制品-其他塑料制品,002825.SZ,002825,33
医药生物-医疗器械-医疗设备,688580.SH,688580,17
汽车-汽车整车-商用载货车,600418.SH,600418,17
社会服务-旅游及酒店-酒店,601007.SH,601007,17
有色金属-工业金属-铝,002578.SZ,002578,33
通信-通信设备-其他通信设备,300213.SZ,300213,33
美容护理-美容护理-化妆品,300955.SZ,300955,33
轻工制造-家居用品-其他家居用品,301501.SZ,301501,33
房地产-房地产-住宅开发,002016.SZ,002016,33
汽车-汽车零部件-轮胎轮毂,002593.SZ,002593,33
计算机-软件开发-垂直应用软件,002178.SZ,002178,33
医药生物-医疗器械-体外诊断,688606.SH,688606,17
机械设备-自动化设备-工控设备,688160.SH,688160,17
医药生物-化学制药-原料药,300111.SZ,300111,33
电力设备-光伏设备-逆变器,688348.SH,688348,17
电子-消费电子-消费电子零部件及组装,002981.SZ,002981,33
基础化工-塑料制品-其他塑料制品,300539.SZ,300539,33
环保-环境治理-水务及水治理,000605.SZ,000605,33
医药生物-化学制药-化学制剂,000153.SZ,000153,33
农林牧渔-农产品加工-粮油加工,002852.SZ,002852,33
机械设备-通用设备-其他通用设备,300193.SZ,300193,33
农林牧渔-种植业与林业-种子生产,920403.BJ,920403,151
汽车-汽车零部件-车身附件及饰件,920187.BJ,920187,151
轻工制造-造纸-造纸Ⅲ,603863.SH,603863,17
电子-消费电子-品牌消费电子,688775.SH,688775,17
医药生物-化学制药-化学制剂,301507.SZ,301507,33
机械设备-专用设备-能源及重型设备,002564.SZ,002564,33
计算机-软件开发-垂直应用软件,002322.SZ,002322,33
医药生物-化学制药-化学制剂,600624.SH,600624,22
农林牧渔-农产品加工-畜禽饲料,002548.SZ,002548,33
社会服务-其他社会服务-专业服务,300962.SZ,300962,33
电力设备-电网设备-输变电设备,300062.SZ,300062,33
有色金属-工业金属-铝,002996.SZ,002996,33
交通运输-物流-物流Ⅲ,605050.SH,605050,17
医药生物-医疗器械-体外诊断,688075.SH,688075,17
纺织服饰-服装家纺-服装,002269.SZ,002269,33
轻工制造-家居用品-其他家居用品,300993.SZ,300993,33
电力设备-风电设备-风电零部件,603248.SH,603248,17
通信-通信设备-通信网络设备及器件,300134.SZ,300134,33
交通运输-公路铁路运输-公交,600650.SH,600650,17
基础化工-农化制品-农药,920819.BJ,920819,151
房地产-房地产-房地产服务,600743.SH,600743,17
家用电器-小家电-小家电Ⅲ,002614.SZ,002614,33
医药生物-医疗服务-医院,301103.SZ,301103,33
传媒-文化传媒-广告营销,301102.SZ,301102,33
轻工制造-包装印刷-包装,000812.SZ,000812,33
农林牧渔-养殖业-水产养殖,300094.SZ,300094,33
基础化工-农化制品-农药,002942.SZ,002942,33
传媒-文化传媒-出版,601999.SH,601999,17
社会服务-教育-教育Ⅲ,002659.SZ,002659,33
机械设备-通用设备-制冷空调设备,603277.SH,603277,17
交通运输-物流-物流Ⅲ,001220.SZ,001220,33
机械设备-通用设备-其他通用设备,300154.SZ,300154,33
传媒-游戏-游戏Ⅲ,300043.SZ,300043,33
建筑装饰-建筑装饰-房屋建设,600939.SH,600939,17
环保-环境治理-水务及水治理,300425.SZ,300425,33
环保-环境治理-固废治理,603686.SH,603686,17
通信-通信设备-通信终端及配件,300555.SZ,300555,33
计算机-软件开发-横向通用软件,688369.SH,688369,17
汽车-汽车零部件-底盘与发动机系统,603788.SH,603788,17
有色金属-贵金属-贵金属Ⅲ,001337.SZ,001337,33
房地产-房地产-产业地产,600658.SH,600658,17
家用电器-白色家电-冰洗,600336.SH,600336,17
有色金属-工业金属-铅锌,000603.SZ,000603,33
建筑材料-建筑材料-其他建材,002398.SZ,002398,33
电子-消费电子-消费电子零部件及组装,002369.SZ,002369,33
家用电器-白色家电-冰洗,000521.SZ,000521,33
机械设备-通用设备-制冷空调设备,603187.SH,603187,17
机械设备-专用设备-其他专用设备,300210.SZ,300210,33
房地产-房地产-住宅开发,000006.SZ,000006,33
汽车-汽车零部件-车身附件及饰件,001278.SZ,001278,33
机械设备-通用设备-制冷空调设备,001237.SZ,001237,33
环保-环保设备-环保设备Ⅲ,920802.BJ,920802,151
建筑装饰-建筑装饰-专业工程,000032.SZ,000032,33
轻工制造-家居用品-成品家居,920132.BJ,920132,151
电力设备-其他电源设备-其他电源设备Ⅲ,300713.SZ,300713,33
房地产-房地产-住宅开发,000573.SZ,000573,33
