所属同花顺行业,股票代码,market_code,code
基础化工-塑料制品-其他塑料制品,002108.SZ,33,002108
国防军工-军工装备-航空装备,688070.SH,17,688070
机械设备-通用设备-其他通用设备,920950.BJ,151,920950
食品饮料-食品加工制造-预加工食品,920826.BJ,151,920826
电子-光学光电子-LED,603303.SH,17,603303
公用事业-燃气-燃气Ⅲ,000669.SZ,33,000669
电子-元件-印制电路板,301251.SZ,33,301251
机械设备-通用设备-机床工具,688305.SH,17,688305
有色金属-工业金属-铅锌,000751.SZ,33,000751
汽车-汽车零部件-底盘与发动机系统,920146.BJ,151,920146
电子-光学光电子-面板,301106.SZ,33,301106
医药生物-医疗器械-体外诊断,603658.SH,17,603658
电力设备-电机-电机Ⅲ,603819.SH,17,603819
通信-通信设备-通信终端及配件,300504.SZ,33,300504
机械设备-自动化设备-工控设备,688698.SH,17,688698
电子-半导体-数字芯片设计,600198.SH,17,600198
医药生物-医疗器械-医疗设备,300753.SZ,33,300753
通信-通信设备-通信线缆及配套,600487.SH,17,600487
机械设备-专用设备-能源及重型设备,600560.SH,17,600560
国防军工-军工电子-军工电子Ⅲ,300045.SZ,33,300045
机械设备-通用设备-其他通用设备,301311.SZ,33,301311
汽车-汽车零部件-其他汽车零部件,603348.SH,17,603348
家用电器-白色家电-家电零部件,603519.SH,17,603519
机械设备-自动化设备-机器人,688090.SH,17,688090
汽车-汽车零部件-轮胎轮毂,000599.SZ,33,000599
基础化工-农化制品-农药,001231.SZ,33,001231
基础化工-橡胶制品-其他橡胶制品,920188.BJ,151,920188
计算机-计算机设备-其他计算机设备,300941.SZ,33,300941
有色金属-工业金属-铜,603993.SH,17,603993
医药生物-生物制品-疫苗,688739.SH,17,688739
汽车-汽车零部件-底盘与发动机系统,600933.SH,17,600933
计算机-IT服务-IT服务Ⅲ,300017.SZ,33,300017
房地产-房地产-住宅开发,600376.SH,17,600376
公用事业-燃气-燃气Ⅲ,600635.SH,17,600635
医药生物-医疗器械-体外诊断,300642.SZ,33,300642
汽车-汽车零部件-其他汽车零部件,002190.SZ,33,002190
医药生物-医疗器械-医疗耗材,603976.SH,17,603976
计算机-计算机设备-其他计算机设备,300546.SZ,33,300546
交通运输-港口航运-航运,601022.SH,17,601022
轻工制造-家居用品-其他家居用品,301113.SZ,33,301113
电子-其他电子-其他电子Ⅲ,002161.SZ,33,002161
石油石化-石油加工贸易-石油加工,600688.SH,17,600688
机械设备-专用设备-能源及重型设备,001277.SZ,33,001277
有色金属-贵金属-贵金属Ⅲ,600489.SH,17,600489
汽车-汽车零部件-车身附件及饰件,605151.SH,17,605151
电子-消费电子-品牌消费电子,002888.SZ,33,002888
计算机-软件开发-垂直应用软件,301221.SZ,33,301221
电力设备-光伏设备-光伏电池组件,300118.SZ,33,300118
钢铁-钢铁-普钢,600307.SH,17,600307
商贸零售-贸易-贸易Ⅲ,600278.SH,17,600278
计算机-计算机设备-其他计算机设备,300462.SZ,33,300462
计算机-IT服务-IT服务Ⅲ,300166.SZ,33,300166
食品饮料-食品加工制造-预加工食品,001215.SZ,33,001215
纺织服饰-纺织制造-其他纺织,001390.SZ,33,001390
医药生物-化学制药-化学制剂,603207.SH,17,603207
机械设备-专用设备-其他专用设备,920856.BJ,151,920856
机械设备-通用设备-其他通用设备,000570.SZ,33,000570
汽车-汽车服务及其他-其他运输设备,920058.BJ,151,920058
机械设备-专用设备-其他专用设备,603159.SH,17,603159
基础化工-塑料制品-其他塑料制品,300180.SZ,33,300180
环保-环保设备-环保设备Ⅲ,002658.SZ,33,002658
环保-环境治理-固废治理,301305.SZ,33,301305
计算机-软件开发-垂直应用软件,688579.SH,17,688579
传媒-游戏-游戏Ⅲ,002425.SZ,33,002425
医药生物-中药-中药Ⅲ,600671.SH,17,600671
医药生物-化学制药-化学制剂,002900.SZ,33,002900
轻工制造-家居用品-定制家居,603326.SH,17,603326
交通运输-物流-物流Ⅲ,605050.SH,17,605050
医药生物-化学制药-原料药,301211.SZ,33,301211
电子-消费电子-消费电子零部件及组装,301329.SZ,33,301329
国防军工-军工电子-军工电子Ⅲ,300177.SZ,33,300177
传媒-文化传媒-出版,300654.SZ,33,300654
社会服务-其他社会服务-体育,600158.SH,17,600158
汽车-汽车零部件-底盘与发动机系统,603926.SH,17,603926
计算机-计算机设备-安防设备,301330.SZ,33,301330
商贸零售-互联网电商-互联网电商Ⅲ,603613.SH,17,603613
电力设备-电网设备-输变电设备,301386.SZ,33,301386
非银金融-多元金融-多元金融Ⅲ,600830.SH,17,600830
电子-消费电子-消费电子零部件及组装,920701.BJ,151,920701
医药生物-中药-中药Ⅲ,300519.SZ,33,300519
交通运输-物流-物流Ⅲ,603006.SH,17,603006
基础化工-化学制品-民爆用品,002917.SZ,33,002917
机械设备-轨交设备-轨交设备Ⅲ,920027.BJ,151,920027
美容护理-美容护理-个护用品,603059.SH,17,603059
基础化工-塑料制品-合成树脂,301555.SZ,33,301555
农林牧渔-种植业与林业-林业,002679.SZ,33,002679
通信-通信服务-通信应用增值服务,603881.SH,17,603881
纺织服饰-服装家纺-家纺,605003.SH,17,605003
电子-光学光电子-光学元件,688322.SH,17,688322
公用事业-电力-火电,000899.SZ,33,000899
环保-环境治理-综合环境治理,002645.SZ,33,002645
计算机-软件开发-垂直应用软件,002362.SZ,33,002362
有色金属-能源金属-钴,301219.SZ,33,301219
国防军工-军工装备-航空装备,300699.SZ,33,300699
建筑装饰-建筑装饰-专业工程,002051.SZ,33,002051
国防军工-军工装备-地面兵装,000519.SZ,33,000519
计算机-软件开发-垂直应用软件,688296.SH,17,688296
基础化工-化学原料-纯碱,000822.SZ,33,000822
农林牧渔-种植业与林业-林业,601996.SH,17,601996
电子-半导体-数字芯片设计,688099.SH,17,688099
机械设备-通用设备-其他通用设备,002598.SZ,33,002598
有色金属-工业金属-铝,002160.SZ,33,002160
机械设备-专用设备-其他专用设备,300549.SZ,33,300549
交通运输-港口航运-航运,600179.SH,17,600179
计算机-IT服务-IT服务Ⅲ,300167.SZ,33,300167
机械设备-专用设备-其他专用设备,002690.SZ,33,002690
电力设备-光伏设备-光伏加工设备,000821.SZ,33,000821
机械设备-通用设备-仪器仪表,002175.SZ,33,002175
计算机-计算机设备-其他计算机设备,300333.SZ,33,300333
医药生物-医疗服务-其他医疗服务,000504.SZ,33,000504
医药生物-生物制品-其他生物制品,301166.SZ,33,301166
汽车-汽车零部件-汽车电子电气系统,605333.SH,17,605333
汽车-汽车零部件-底盘与发动机系统,002765.SZ,33,002765
建筑装饰-建筑装饰-专业工程,920057.BJ,151,920057
基础化工-橡胶制品-其他橡胶制品,603033.SH,17,603033
综合-综合-综合Ⅲ,600676.SH,17,600676
医药生物-医药商业-药店,605266.SH,17,605266
环保-环境治理-综合环境治理,300958.SZ,33,300958
机械设备-专用设备-其他专用设备,300971.SZ,33,300971
社会服务-旅游及酒店-酒店,000428.SZ,33,000428
医药生物-化学制药-原料药,301301.SZ,33,301301
机械设备-通用设备-其他通用设备,600243.SH,22,600243
交通运输-机场航运-航空运输,600029.SH,17,600029
轻工制造-家居用品-定制家居,002572.SZ,33,002572
计算机-软件开发-垂直应用软件,603927.SH,17,603927
基础化工-塑料制品-其他塑料制品,300717.SZ,33,300717
医药生物-医疗器械-体外诊断,002932.SZ,33,002932
电子-光学光电子-光学元件,688010.SH,17,688010
计算机-IT服务-IT服务Ⅲ,920806.BJ,151,920806
传媒-游戏-游戏Ⅲ,300299.SZ,33,300299
轻工制造-包装印刷-包装,002374.SZ,33,002374
电子-消费电子-消费电子零部件及组装,300793.SZ,33,300793
电子-消费电子-消费电子零部件及组装,920267.BJ,151,920267
汽车-汽车零部件-其他汽车零部件,300926.SZ,33,300926
汽车-汽车零部件-其他汽车零部件,603211.SH,17,603211
汽车-汽车零部件-底盘与发动机系统,301072.SZ,33,301072
电力设备-光伏设备-硅料硅片,600481.SH,17,600481
商贸零售-零售-商业物业经营,600162.SH,17,600162
机械设备-专用设备-印刷包装机械,301138.SZ,33,301138
基础化工-化学制品-其他化学制品,301286.SZ,33,301286
国防军工-军工电子-军工电子Ⅲ,300252.SZ,33,300252
机械设备-专用设备-印刷包装机械,920810.BJ,151,920810
交通运输-公路铁路运输-公交,603069.SH,17,603069
电力设备-电网设备-电气自控设备,920508.BJ,151,920508
商贸零售-零售-百货零售,600858.SH,17,600858
医药生物-化学制药-原料药,920367.BJ,151,920367
建筑材料-建筑材料-其他建材,002043.SZ,33,002043
汽车-汽车零部件-其他汽车零部件,603917.SH,17,603917
计算机-软件开发-垂直应用软件,000948.SZ,33,000948
国防军工-军工电子-军工电子Ⅲ,688776.SH,17,688776
房地产-房地产-住宅开发,600533.SH,17,600533
轻工制造-家居用品-其他家居用品,002084.SZ,33,002084
房地产-房地产-房地产服务,603506.SH,17,603506
医药生物-医疗器械-医疗设备,301367.SZ,33,301367
电子-元件-印制电路板,603328.SH,17,603328
食品饮料-食品加工制造-调味发酵品,002650.SZ,33,002650
基础化工-非金属材料-非金属材料Ⅲ,920971.BJ,151,920971
汽车-汽车服务及其他-汽车服务,920030.BJ,151,920030
医药生物-化学制药-化学制剂,600613.SH,17,600613
电子-其他电子-其他电子Ⅲ,600353.SH,17,600353
电力设备-电网设备-电气自控设备,920029.BJ,151,920029
电力设备-电机-电机Ⅲ,600416.SH,17,600416
医药生物-中药-中药Ⅲ,600557.SH,17,600557
电子-消费电子-消费电子零部件及组装,920346.BJ,151,920346
电子-元件-印制电路板,000823.SZ,33,000823
建筑装饰-建筑装饰-装饰园林,300949.SZ,33,300949
医药生物-医疗服务-医院,002173.SZ,33,002173
机械设备-通用设备-金属制品,920679.BJ,151,920679
计算机-软件开发-横向通用软件,600588.SH,17,600588
机械设备-通用设备-其他通用设备,688251.SH,17,688251
汽车-汽车零部件-汽车电子电气系统,600651.SH,17,600651
轻工制造-家居用品-其他家居用品,001216.SZ,33,001216
交通运输-公路铁路运输-高速公路,600350.SH,17,600350
基础化工-农化制品-复合肥,002999.SZ,33,002999
家用电器-厨卫电器-厨卫电器Ⅲ,300911.SZ,33,300911
电子-消费电子-消费电子零部件及组装,920876.BJ,151,920876
轻工制造-包装印刷-包装,301355.SZ,33,301355
计算机-软件开发-垂直应用软件,300525.SZ,33,300525
交通运输-公路铁路运输-高速公路,600012.SH,17,600012
轻工制造-家居用品-其他家居用品,001221.SZ,33,001221
医药生物-医疗器械-医疗设备,920300.BJ,151,920300
机械设备-轨交设备-轨交设备Ⅲ,300960.SZ,33,300960
电力设备-电池-其他电池,688339.SH,17,688339
电力设备-风电设备-风电零部件,600458.SH,17,600458
环保-环境治理-综合环境治理,600133.SH,17,600133
电子-其他电子-其他电子Ⅲ,301563.SZ,33,301563
有色金属-金属新材料-磁性材料,688077.SH,17,688077
计算机-计算机设备-安防设备,002528.SZ,33,002528
汽车-汽车整车-商用载客车,600066.SH,17,600066
基础化工-化学制品-其他化学制品,300637.SZ,33,300637
汽车-汽车零部件-底盘与发动机系统,600178.SH,17,600178
农林牧渔-种植业与林业-其他种植业,600883.SH,17,600883
电子-光学光电子-LED,002587.SZ,33,002587
纺织服饰-服装家纺-服装,600398.SH,17,600398
社会服务-旅游及酒店-旅游综合,002627.SZ,33,002627
汽车-汽车零部件-轮胎轮毂,301539.SZ,33,301539
家用电器-厨卫电器-厨卫电器Ⅲ,300894.SZ,33,300894
纺织服饰-纺织制造-其他纺织,600156.SH,17,600156
机械设备-专用设备-纺织服装设备,002722.SZ,33,002722
房地产-房地产-住宅开发,600622.SH,17,600622
家用电器-白色家电-空调,000921.SZ,33,000921
社会服务-其他社会服务-专业服务,601965.SH,17,601965
基础化工-化学制品-食品及饲料添加剂,688089.SH,17,688089
机械设备-通用设备-其他通用设备,300257.SZ,33,300257
有色金属-贵金属-贵金属Ⅲ,002716.SZ,33,002716
医药生物-生物制品-疫苗,300142.SZ,33,300142
医药生物-中药-中药Ⅲ,605199.SH,22,605199
社会服务-旅游及酒店-人工景点,600593.SH,17,600593
传媒-文化传媒-出版,000793.SZ,33,000793
商贸零售-互联网电商-互联网电商Ⅲ,002315.SZ,33,002315
汽车-汽车零部件-底盘与发动机系统,920195.BJ,151,920195
商贸零售-零售-百货零售,601366.SH,17,601366
房地产-房地产-住宅开发,600159.SH,17,600159
医药生物-生物制品-其他生物制品,603590.SH,17,603590
基础化工-化学原料-氯碱,000818.SZ,33,000818
电子-半导体-集成电路封测,688216.SH,17,688216
汽车-汽车零部件-其他汽车零部件,001311.SZ,33,001311
基础化工-橡胶制品-其他橡胶制品,002381.SZ,33,002381
建筑装饰-建筑装饰-装饰园林,002620.SZ,33,002620
基础化工-农化制品-农药,300261.SZ,33,300261
医药生物-医疗器械-体外诊断,300289.SZ,33,300289
电子-半导体-数字芯片设计,688416.SH,17,688416
计算机-IT服务-IT服务Ⅲ,600845.SH,17,600845
商贸零售-零售-专业连锁,300622.SZ,33,300622
计算机-软件开发-横向通用软件,688030.SH,17,688030
社会服务-教育-教育Ⅲ,002607.SZ,33,002607
社会服务-教育-教育Ⅲ,002659.SZ,33,002659
计算机-软件开发-垂直应用软件,300730.SZ,33,300730
汽车-汽车零部件-汽车电子电气系统,301488.SZ,33,301488
机械设备-专用设备-能源及重型设备,920931.BJ,151,920931
电子-光学光电子-光学元件,600071.SH,17,600071
房地产-房地产-住宅开发,002146.SZ,33,002146
基础化工-化学制品-其他化学制品,600727.SH,17,600727
机械设备-专用设备-其他专用设备,300415.SZ,33,300415
商贸零售-贸易-贸易Ⅲ,000701.SZ,33,000701
医药生物-生物制品-血液制品,600161.SH,17,600161
电子-半导体-数字芯片设计,603316.SH,17,603316
商贸零售-零售-商业物业经营,600738.SH,17,600738
煤炭-煤炭开采加工-煤炭开采,000571.SZ,33,000571
农林牧渔-养殖业-动物保健,600201.SH,17,600201
商贸零售-零售-百货零售,600838.SH,17,600838
电子-光学光电子-面板,000536.SZ,33,000536
电力设备-风电设备-风电零部件,603063.SH,17,603063
美容护理-美容护理-个护用品,001206.SZ,33,001206
机械设备-通用设备-其他通用设备,603757.SH,17,603757
机械设备-专用设备-其他专用设备,301598.SZ,33,301598
有色金属-金属新材料-其他金属新材料,000633.SZ,33,000633
计算机-计算机设备-其他计算机设备,300847.SZ,33,300847
电力设备-电机-电机Ⅲ,002576.SZ,33,002576
有色金属-贵金属-贵金属Ⅲ,600547.SH,17,600547
机械设备-专用设备-能源及重型设备,601608.SH,17,601608
电力设备-电池-锂电池,002850.SZ,33,002850
机械设备-自动化设备-机器人,603666.SH,17,603666
汽车-汽车零部件-汽车电子电气系统,688533.SH,17,688533
基础化工-化学制品-食品及饲料添加剂,920016.BJ,151,920016
电子-光学光电子-面板,002106.SZ,33,002106
电子-消费电子-消费电子零部件及组装,002681.SZ,33,002681
商贸零售-零售-百货零售,600865.SH,17,600865
计算机-IT服务-IT服务Ⅲ,000409.SZ,33,000409
基础化工-塑料制品-其他塑料制品,301019.SZ,33,301019
家用电器-白色家电-冰洗,001387.SZ,33,001387
电力设备-电机-电机Ⅲ,603489.SH,17,603489
农林牧渔-种植业与林业-林业,000663.SZ,33,000663
医药生物-医疗器械-体外诊断,688468.SH,17,688468
电力设备-电网设备-线缆部件及其他,603530.SH,17,603530
机械设备-专用设备-能源及重型设备,001288.SZ,33,001288
商贸零售-零售-百货零售,002277.SZ,33,002277
计算机-软件开发-垂直应用软件,601519.SH,17,601519
医药生物-中药-中药Ⅲ,002566.SZ,33,002566
医药生物-医药商业-医药流通,603108.SH,17,603108
石油石化-石油加工贸易-石油加工,300055.SZ,33,300055
电子-半导体-半导体材料,600641.SH,17,600641
医药生物-生物制品-其他生物制品,300239.SZ,33,300239
电力设备-电机-电机Ⅲ,603350.SH,17,603350
纺织服饰-纺织制造-其他纺织,603238.SH,17,603238
基础化工-非金属材料-非金属材料Ⅲ,920675.BJ,151,920675
通信-通信设备-通信终端及配件,002881.SZ,33,002881
电力设备-电机-电机Ⅲ,002801.SZ,33,002801
轻工制造-造纸-造纸Ⅲ,605007.SH,17,605007
房地产-房地产-住宅开发,600638.SH,17,600638
传媒-文化传媒-出版,601858.SH,17,601858
汽车-汽车零部件-底盘与发动机系统,920106.BJ,151,920106
基础化工-化学纤维-其他纤维,603382.SH,17,603382
钢铁-钢铁-普钢,600569.SH,17,600569
有色金属-贵金属-贵金属Ⅲ,001337.SZ,33,001337
机械设备-工程机械-工程机械Ⅲ,920174.BJ,151,920174
商贸零售-贸易-贸易Ⅲ,600725.SH,17,600725
国防军工-军工电子-军工电子Ⅲ,920008.BJ,151,920008
商贸零售-贸易-贸易Ⅲ,600128.SH,17,600128
轻工制造-家居用品-定制家居,603180.SH,17,603180
环保-环境治理-水务及水治理,300774.SZ,33,300774
电力设备-电池-锂电专用设备,300173.SZ,33,300173
基础化工-化学制品-涂料油墨,301037.SZ,33,301037
食品饮料-饮料制造-乳品,300892.SZ,33,300892
计算机-软件开发-横向通用软件,603232.SH,17,603232
机械设备-专用设备-其他专用设备,688022.SH,22,688022
交通运输-公路铁路运输-公交,600650.SH,17,600650
机械设备-通用设备-其他通用设备,002530.SZ,33,002530
医药生物-医疗器械-医疗耗材,603309.SH,17,603309
环保-环境治理-综合环境治理,300190.SZ,33,300190
电力设备-电网设备-电气自控设备,688611.SH,17,688611
汽车-汽车零部件-底盘与发动机系统,603013.SH,17,603013
有色金属-工业金属-铅锌,600961.SH,17,600961
交通运输-港口航运-航运,603565.SH,17,603565
基础化工-化学原料-其他化学原料,603276.SH,17,603276
基础化工-化学制品-其他化学制品,301076.SZ,33,301076
钢铁-钢铁-普钢,600019.SH,17,600019
农林牧渔-农产品加工-其他农产品加工,300138.SZ,33,300138
纺织服饰-服装家纺-家纺,003041.SZ,33,003041
国防军工-军工装备-航空装备,600038.SH,17,600038
机械设备-专用设备-能源及重型设备,002535.SZ,33,002535
医药生物-化学制药-化学制剂,688658.SH,17,688658
纺织服饰-服装家纺-服装,002687.SZ,33,002687
环保-环境治理-固废治理,603686.SH,17,603686
轻工制造-包装印刷-包装,920163.BJ,151,920163
机械设备-通用设备-制冷空调设备,002686.SZ,33,002686
通信-通信设备-其他通信设备,300183.SZ,33,300183
电力设备-电网设备-输变电设备,603829.SH,17,603829
计算机-计算机设备-安防设备,920395.BJ,151,920395
机械设备-通用设备-其他通用设备,301353.SZ,33,301353
建筑材料-建筑材料-耐火材料,002088.SZ,33,002088
机械设备-自动化设备-其他自动化设备,001223.SZ,33,001223
电子-光学光电子-光学元件,300489.SZ,33,300489
汽车-汽车零部件-底盘与发动机系统,301192.SZ,33,301192
交通运输-港口航运-航运,002320.SZ,33,002320
社会服务-其他社会服务-专业服务,600662.SH,17,600662
有色金属-工业金属-铅锌,601020.SH,17,601020
机械设备-通用设备-其他通用设备,605060.SH,17,605060
机械设备-专用设备-其他专用设备,688328.SH,17,688328
房地产-房地产-住宅开发,000897.SZ,33,000897
机械设备-轨交设备-轨交设备Ⅲ,600495.SH,17,600495
机械设备-通用设备-磨具磨料,300861.SZ,33,300861
环保-环境治理-固废治理,001230.SZ,33,001230
机械设备-轨交设备-轨交设备Ⅲ,300906.SZ,33,300906
计算机-软件开发-横向通用软件,688561.SH,17,688561
轻工制造-家居用品-定制家居,603833.SH,17,603833
机械设备-专用设备-其他专用设备,300756.SZ,33,300756
轻工制造-家居用品-其他家居用品,301501.SZ,33,301501
交通运输-物流-物流Ⅲ,001202.SZ,33,001202
汽车-汽车零部件-底盘与发动机系统,000903.SZ,33,000903
机械设备-自动化设备-工控设备,605288.SH,17,605288
医药生物-医疗器械-体外诊断,300406.SZ,33,300406
通信-通信设备-通信网络设备及器件,002583.SZ,33,002583
电力设备-电网设备-线缆部件及其他,920118.BJ,151,920118
汽车-汽车零部件-底盘与发动机系统,603286.SH,17,603286
汽车-汽车零部件-底盘与发动机系统,301170.SZ,33,301170
建筑装饰-建筑装饰-工程咨询服务,301390.SZ,33,301390
商贸零售-零售-百货零售,000419.SZ,33,000419
电力设备-光伏设备-光伏辅材,000159.SZ,33,000159
社会服务-旅游及酒店-自然景点,603099.SH,17,603099
汽车-汽车零部件-其他汽车零部件,603210.SH,17,603210
基础化工-塑料制品-合成树脂,002361.SZ,33,002361
建筑材料-建筑材料-其他建材,002398.SZ,33,002398
基础化工-塑料制品-膜材料,688386.SH,17,688386
国防军工-军工装备-航海装备,300600.SZ,33,300600
商贸零售-零售-专业连锁,301078.SZ,33,301078
电子-电子化学品-电子化学品Ⅲ,688150.SH,17,688150
纺织服饰-服装家纺-服装,603839.SH,17,603839
家用电器-白色家电-家电零部件,920718.BJ,151,920718
机械设备-通用设备-金属制品,920082.BJ,151,920082
机械设备-工程机械-工程机械Ⅲ,920706.BJ,151,920706
医药生物-医疗器械-医疗设备,300314.SZ,33,300314
汽车-汽车零部件-底盘与发动机系统,300611.SZ,33,300611
电力设备-电网设备-电气自控设备,300880.SZ,33,300880
农林牧渔-种植业与林业-其他种植业,600108.SH,17,600108
轻工制造-家居用品-其他家居用品,301575.SZ,33,301575
机械设备-通用设备-仪器仪表,688600.SH,17,688600
医药生物-医疗器械-体外诊断,300439.SZ,33,300439
轻工制造-包装印刷-包装,003003.SZ,33,003003
机械设备-工程机械-工程机械Ⅲ,920942.BJ,151,920942
汽车-汽车零部件-底盘与发动机系统,603040.SH,17,603040
有色金属-金属新材料-其他金属新材料,000969.SZ,33,000969
农林牧渔-农产品加工-其他农产品加工,600737.SH,17,600737
计算机-IT服务-IT服务Ⅲ,300399.SZ,33,300399
计算机-计算机设备-其他计算机设备,300789.SZ,33,300789
医药生物-医疗器械-医疗耗材,688151.SH,17,688151
建筑装饰-建筑装饰-基础建设,002307.SZ,33,002307
机械设备-通用设备-机床工具,300083.SZ,33,300083
医药生物-医疗器械-体外诊断,688393.SH,17,688393
机械设备-通用设备-其他通用设备,301107.SZ,33,301107
通信-通信服务-通信应用增值服务,002148.SZ,33,002148
纺织服饰-服装家纺-服装,603877.SH,17,603877
公用事业-电力-火电,600575.SH,17,600575
医药生物-化学制药-原料药,300702.SZ,33,300702
基础化工-塑料制品-合成树脂,002395.SZ,33,002395
机械设备-工程机械-工程机械Ⅲ,301279.SZ,33,301279
商贸零售-零售-百货零售,600697.SH,17,600697
轻工制造-家居用品-其他家居用品,300163.SZ,33,300163
汽车-汽车零部件-车身附件及饰件,300978.SZ,33,300978
食品饮料-饮料制造-乳品,001318.SZ,33,001318
传媒-影视院线-影视院线Ⅲ,001330.SZ,33,001330
公用事业-燃气-燃气Ⅲ,600803.SH,17,600803
农林牧渔-养殖业-海洋捕捞,600097.SH,17,600097
非银金融-多元金融-多元金融Ⅲ,000532.SZ,33,000532
机械设备-专用设备-能源及重型设备,920781.BJ,151,920781
机械设备-专用设备-纺织服装设备,600843.SH,17,600843
社会服务-旅游及酒店-旅游综合,000069.SZ,33,000069
食品饮料-食品加工制造-预加工食品,603536.SH,17,603536
机械设备-通用设备-仪器仪表,300515.SZ,33,300515
房地产-房地产-房地产服务,300917.SZ,33,300917
汽车-汽车零部件-底盘与发动机系统,301229.SZ,33,301229
有色金属-金属新材料-其他金属新材料,600255.SH,17,600255
医药生物-医疗器械-医疗设备,688626.SH,17,688626
家用电器-白色家电-家电零部件,601956.SH,17,601956
传媒-文化传媒-数字媒体,600640.SH,17,600640
医药生物-医疗器械-医疗耗材,603301.SH,17,603301
医药生物-化学制药-化学制剂,920735.BJ,151,920735
计算机-计算机设备-安防设备,301318.SZ,33,301318
交通运输-物流-物流Ⅲ,601598.SH,17,601598
机械设备-专用设备-农用机械,301533.SZ,33,301533
电力设备-风电设备-风电零部件,300904.SZ,33,300904
医药生物-医药商业-药店,600833.SH,17,600833
农林牧渔-农产品加工-畜禽饲料,603151.SH,17,603151
机械设备-通用设备-仪器仪表,300371.SZ,33,300371
基础化工-化学制品-涂料油墨,301036.SZ,33,301036
房地产-房地产-产业地产,600848.SH,17,600848
医药生物-医疗服务-医院,002172.SZ,33,002172
国防军工-军工装备-航海装备,600150.SH,17,600150
汽车-汽车零部件-其他汽车零部件,603768.SH,17,603768
交通运输-机场航运-航空运输,002928.SZ,33,002928
机械设备-通用设备-仪器仪表,688056.SH,17,688056
家用电器-厨卫电器-厨卫电器Ⅲ,002543.SZ,33,002543
家用电器-小家电-小家电Ⅲ,603579.SH,17,603579
公用事业-电力-热力,600052.SH,17,600052
电子-元件-印制电路板,603920.SH,17,603920
传媒-文化传媒-广告营销,002291.SZ,33,002291
汽车-汽车零部件-其他汽车零部件,002510.SZ,33,002510
汽车-汽车零部件-车身附件及饰件,605128.SH,17,605128
国防军工-军工电子-军工电子Ⅲ,300101.SZ,33,300101
电力设备-电池-电池化学品,002340.SZ,33,002340
房地产-房地产-住宅开发,000014.SZ,33,000014
交通运输-物流-物流Ⅲ,002769.SZ,33,002769
机械设备-通用设备-金属制品,301268.SZ,33,301268
基础化工-化学制品-其他化学制品,002809.SZ,33,002809
国防军工-军工装备-地面兵装,301357.SZ,33,301357
食品饮料-食品加工制造-调味发酵品,603696.SH,17,603696
建筑装饰-建筑装饰-房屋建设,600939.SH,17,600939
机械设备-通用设备-金属制品,301559.SZ,33,301559
计算机-计算机设备-其他计算机设备,301589.SZ,33,301589
社会服务-其他社会服务-专业服务,301508.SZ,33,301508
轻工制造-家居用品-定制家居,603216.SH,17,603216
医药生物-化学制药-化学制剂,000788.SZ,33,000788
通信-通信设备-通信终端及配件,002017.SZ,33,002017
机械设备-专用设备-楼宇设备,002367.SZ,33,002367
环保-环境治理-综合环境治理,688701.SH,17,688701
建筑装饰-建筑装饰-专业工程,600477.SH,17,600477
汽车-汽车零部件-车身附件及饰件,002662.SZ,33,002662
家用电器-小家电-小家电Ⅲ,920926.BJ,151,920926
基础化工-塑料制品-改性塑料,300221.SZ,33,300221
社会服务-其他社会服务-专业服务,300887.SZ,33,300887
电子-光学光电子-面板,688538.SH,17,688538
交通运输-公路铁路运输-公交,600611.SH,17,600611
汽车-汽车零部件-轮胎轮毂,920020.BJ,151,920020
农林牧渔-种植业与林业-种子生产,920403.BJ,151,920403
医药生物-生物制品-血液制品,002880.SZ,33,002880
电子-半导体-模拟芯片设计,688391.SH,17,688391
汽车-汽车零部件-底盘与发动机系统,002363.SZ,33,002363
纺织服饰-服装家纺-服装,601566.SH,17,601566
机械设备-专用设备-能源及重型设备,301158.SZ,33,301158
机械设备-专用设备-其他专用设备,688071.SH,17,688071
公用事业-电力-火电,600509.SH,17,600509
建筑装饰-建筑装饰-装饰园林,603137.SH,17,603137
汽车-汽车零部件-汽车电子电气系统,603023.SH,17,603023
农林牧渔-种植业与林业-种子生产,600313.SH,17,600313
电子-半导体-模拟芯片设计,688130.SH,17,688130
纺织服饰-服装家纺-鞋帽及其他,603908.SH,17,603908
农林牧渔-种植业与林业-种子生产,600354.SH,17,600354
机械设备-专用设备-印刷包装机械,300512.SZ,33,300512
医药生物-中药-中药Ⅲ,600422.SH,17,600422
建筑材料-建筑材料-水泥,600449.SH,17,600449
医药生物-医药商业-医药流通,301584.SZ,33,301584
医药生物-化学制药-化学制剂,300573.SZ,33,300573
基础化工-农化制品-农药,003042.SZ,33,003042
电力设备-风电设备-风电零部件,300690.SZ,33,300690
机械设备-通用设备-金属制品,002445.SZ,33,002445
建筑材料-建筑材料-其他建材,002333.SZ,33,002333
商贸零售-零售-百货零售,600280.SH,17,600280
计算机-IT服务-IT服务Ⅲ,002908.SZ,33,002908
轻工制造-家居用品-其他家居用品,001211.SZ,33,001211
通信-通信设备-通信终端及配件,600775.SH,17,600775
基础化工-橡胶制品-炭黑,605183.SH,17,605183
基础化工-塑料制品-膜材料,000920.SZ,33,000920
传媒-文化传媒-电视广播,600831.SH,17,600831
轻工制造-家居用品-成品家居,603661.SH,17,603661
轻工制造-家居用品-其他家居用品,603408.SH,17,603408
